Gene = LCN8
index = 772
Annotated 5SS: [ 320 1189 1705 2815 2983 3092]
Annotated 3SS: [1057 1633 2709 2892 3065 3716]
SMsplice 5SS: [ 320 1189 1705 2815 2983 3092]
SMsplice 3SS: [1057 1633 2675 2892 3065 3574]
top_k =  1000
Partition function (log Z): 1.8260638787745864

Sorted 5' Splice Sites (High to Low Probability):
Position 2983: 0.9675872116614805
Position 1189: 0.9338202360518841
Position 1705: 0.8397211200524726
Position 3092: 0.5761764271453111
Position 320: 0.4256573905502463
Position 2815: 0.385470176495174
Position 2807: 0.25214694707127944
Position 148: 0.23608409439222428
Position 556: 0.22153911068655333
Position 284: 0.060586725091705956
Position 3242: 0.041064573937411926
Position 989: 0.0389703474059211
Position 2766: 0.037825703785623256
Position 3303: 0.025308214309521307
Position 749: 0.025267925851580435
Position 517: 0.024724854631810806
Position 341: 0.02346916358635253
Position 1438: 0.020501189480140805
Position 3439: 0.009612505135172823
Position 3274: 0.0059545870958439585
Position 1732: 0.004864421597140092
Position 2603: 0.004261052172232621
Position 337: 0.004254574258028357
Position 169: 0.0034103633184941885
Position 1681: 0.0030036749299354923
Position 2661: 0.0028082414232334517
Position 55: 0.0022675001306025288
Position 3492: 0.00212175982213642
Position 1175: 0.0018103114041771015
Position 3300: 0.001617815021005967
Position 2777: 0.001609460948076151
Position 1158: 0.0013715052147583997
Position 2616: 0.0012691859092287016
Position 3262: 0.001150844902598457
Position 1299: 0.0011382872333112056
Position 397: 0.0008761705934511459
Position 2959: 0.0008266603989263984
Position 3070: 0.0007153238719337775
Position 2587: 0.0006482106326074574
Position 2582: 0.0005486586725644481
Position 3363: 0.0005311343647156155
Position 1316: 0.0005045115548894753
Position 173: 0.0004768069012451584
Position 3158: 0.00047507504006724145
Position 1645: 0.0004462199633799719
Position 1427: 0.00037096621647757965
Position 269: 0.0003642780685977757
Position 61: 0.00035898545026231423
Position 824: 0.00020491549364022062
Position 2933: 0.0001947888974244266
Position 3351: 0.00018282248743329188
Position 266: 0.0001662631412224852
Position 422: 0.0001278618179648515
Position 1127: 0.00012245577521205828
Position 801: 0.00011605815910364303
Position 3266: 0.00010596616414306075
Position 1106: 0.00010239276881110228
Position 902: 9.986355969221346e-05
