Gene = NASP
index = 912
Annotated 5SS: [  146  7211 18306 20957 22532 24278 29189 30122 30307 31142 31412 32334
 32644 33532]
Annotated 3SS: [ 7162 18194 20875 22421 23260 29108 30035 30232 30952 31244 32276 32565
 33402 34000]
SMsplice 5SS: [  146  7211 18306 20957 22532 29189 30122 30307 31142 32334 32644 33532]
SMsplice 3SS: [ 7108 18194 20875 22421 29108 30035 30232 30952 32276 32565 33402 34000]
top_k =  1000
Partition function (log Z): 6.715604655678781

Sorted 5' Splice Sites (High to Low Probability):
Position 7211: 0.9999459497341441
Position 22532: 0.9746120233233034
Position 29189: 0.9720255404844008
Position 20957: 0.9675228018138694
Position 146: 0.9404574262260941
Position 31142: 0.8100696631264925
Position 32644: 0.798509382907625
Position 18306: 0.7042545269701067
Position 30122: 0.6841632719688837
Position 33532: 0.5686179244218441
Position 32334: 0.5577348932271005
Position 31412: 0.4320328498212333
Position 30307: 0.39045109913707854
Position 7024: 0.24182200743401283
Position 621: 0.23602210985281613
Position 7028: 0.14923124191306625
Position 6990: 0.14611166881607243
Position 16020: 0.13059521573122337
Position 403: 0.12073758433069776
Position 615: 0.08516146781365548
Position 25233: 0.0824949507128109
Position 23647: 0.08209468459767524
Position 31071: 0.07936356012902196
Position 332: 0.07926265423260888
Position 658: 0.07667879448203602
Position 28093: 0.06125713178752583
Position 22020: 0.05713172050835506
Position 30291: 0.05144132989520901
Position 31167: 0.0465192984861571
Position 25555: 0.04609998968041673
Position 33466: 0.043255110700262375
Position 30474: 0.03995183423585313
Position 30470: 0.037897293601974205
Position 1790: 0.033538860368435626
Position 30406: 0.03348874472522952
Position 6994: 0.03046072106459975
Position 23627: 0.028903110712263105
Position 19857: 0.028223242066445588
Position 26683: 0.026974307137657375
Position 1150: 0.025893519348952964
Position 22739: 0.024556160111404015
Position 1734: 0.02379116174338074
Position 2610: 0.02296085493142696
Position 22507: 0.022783447669945146
Position 31083: 0.02109527422554586
Position 34517: 0.02069649724587698
Position 33539: 0.017871857214189477
Position 24441: 0.017717912807153104
Position 33508: 0.01700907353934522
Position 23075: 0.016863475326753665
Position 16398: 0.015669209021784095
Position 31371: 0.015554462586601685
Position 32049: 0.01508508040202145
Position 19083: 0.014002829261884125
Position 32346: 0.01392548609537171
Position 34179: 0.013730692453002454
Position 31934: 0.013709390307504102
Position 25177: 0.013302077440053163
