Gene = PTCD2
index = 1096
Annotated 5SS: [  143  1898  6375 11009 14730 15519 18369 22670 32388]
Annotated 3SS: [ 1804  6244 10890 14650 15426 18254 22594 32273 37835]
SMsplice 5SS: [  143  1898 15519 18369 22695 32388 39161 42811]
SMsplice 3SS: [ 1804 15426 18254 22594 32273 39053 42711 46697]
top_k =  1000
Partition function (log Z): -4.9710944931653875

Sorted 5' Splice Sites (High to Low Probability):
Position 32388: 0.9903862602859238
Position 18369: 0.9875297911637552
Position 1898: 0.9705128355651785
Position 15519: 0.9564599135159577
Position 5750: 0.805491107826773
Position 42811: 0.7527930734031809
Position 143: 0.6774180292207281
Position 22695: 0.5236322098430118
Position 22670: 0.4649212576735919
Position 31090: 0.43403737064232584
Position 6375: 0.4229425653839321
Position 28630: 0.38014563436908355
Position 12487: 0.2927322401158423
Position 24433: 0.27933725631213147
Position 10891: 0.24503741480843239
Position 5448: 0.22811125561617324
Position 44178: 0.21262486612262632
Position 22902: 0.19497969371877585
Position 12356: 0.19177234649872898
Position 882: 0.16770956250470276
Position 30411: 0.13815532873083708
Position 90: 0.13001373433119937
Position 26861: 0.12834414879447137
Position 10052: 0.105647851120197
Position 24924: 0.10391130392181659
Position 5518: 0.0947943087617488
Position 38104: 0.09182891504199651
Position 1724: 0.09065990216042227
Position 38133: 0.08451764279886788
Position 22891: 0.08063050362269172
Position 39387: 0.07788470872574565
Position 39331: 0.07430796710466542
Position 26735: 0.07227038334639352
Position 20504: 0.04993304679060619
Position 6149: 0.04219896293904147
Position 6329: 0.04215831364773149
Position 15872: 0.04189901354908318
Position 25768: 0.03648481137116976
Position 284: 0.035113417012298635
Position 38776: 0.0349516295860264
Position 39293: 0.03313822265548114
Position 21868: 0.03244976865422321
Position 28335: 0.030790234070000994
Position 5070: 0.028454196473519672
Position 1562: 0.024479341428969528
Position 17368: 0.022978139513802252
Position 19276: 0.02280910750671986
Position 18791: 0.021996487123331965
Position 1049: 0.021061305007016126
Position 30444: 0.02030812945474952
Position 394: 0.01978914215021366
Position 34602: 0.018820740828434674
Position 20252: 0.01823841670109744
Position 23135: 0.01799048634026436
Position 19543: 0.017280454444297308
Position 8548: 0.0162873377453245
Position 602: 0.016048353513951147
Position 352: 0.015314308527957695
Position 5483: 0.015255598339479898
Position 17767: 0.015045478528634052
Position 40129: 0.014764538485622022
Position 100: 0.01411704036851912
Position 21926: 0.013120935449156629
Position 35300: 0.012597214511582053
Position 37926: 0.01094196835995341
Position 22109: 0.010841507659291864
Position 11009: 0.009108868557963504
Position 4361: 0.00859223147569745
Position 34617: 0.008446862812368434
Position 1545: 0.008282275311805526
Position 4474: 0.007543310093466987
Position 14: 0.007512333398812149
Position 22079: 0.007332331040507789
Position 38010: 0.006692312196534155
Position 1282: 0.005734491858491817
Position 1010: 0.005712938956156607
Position 5546: 0.005050702454563909
Position 35745: 0.004869474106591299
Position 5087: 0.004609976117714525
Position 5759: 0.004264226933684688
Position 17992: 0.00369782139452076
Position 5452: 0.003480427254516201
Position 34313: 0.003260380354178695
Position 5262: 0.0032461668152030942
Position 34817: 0.0032268612409031526
Position 6979: 0.0028426060646626577
Position 6776: 0.002559125135650685
Position 1015: 0.002522427840821253
Position 1196: 0.002504760141459766
Position 5724: 0.002139400149468961
Position 1627: 0.001850093454038072
Position 296: 0.0018337129252425789
Position 5180: 0.0017364500737668538
