Gene = THOC7
index = 1398
Annotated 5SS: [  132 24248 25532 25928 27603 28580 28750]
Annotated 3SS: [24129 25403 25840 27544 28512 28679 29703]
SMsplice 5SS: [  132  2388 10878 24248 25532 25928 27603 28580 28750]
SMsplice 3SS: [ 2250 10759 24129 25403 25840 27544 28512 28679 29703]
top_k =  1000
Partition function (log Z): -0.6344512519993473

Sorted 5' Splice Sites (High to Low Probability):
Position 25928: 0.9563403000570724
Position 25532: 0.9134323504927852
Position 28750: 0.903530029810689
Position 27603: 0.8537353067103979
Position 10878: 0.8277254041530888
Position 132: 0.8267743595205801
Position 2388: 0.6433147154275916
Position 28580: 0.6399949205239271
Position 24454: 0.4484443681382623
Position 24317: 0.40146960224735156
Position 24248: 0.39487427519828466
Position 15460: 0.34921675199107993
Position 11805: 0.28346687365008894
Position 2436: 0.20106834205989288
Position 27465: 0.16294798168137262
Position 13969: 0.13738356948755515
Position 7923: 0.12946554409925404
Position 11893: 0.10699088328127312
Position 11930: 0.10303445282596499
Position 15414: 0.09417591663192741
Position 8125: 0.08438134739156561
Position 5591: 0.07998058220375105
Position 24221: 0.07938563833200203
Position 28886: 0.07819214465582303
Position 4118: 0.07608271112602923
Position 3266: 0.06418157124863554
Position 10532: 0.06134278645079832
Position 12197: 0.059786882767004335
Position 17800: 0.058627375780142106
Position 24519: 0.05678410670015846
Position 758: 0.05186769248485025
Position 4535: 0.04711009135833962
Position 513: 0.04284907998135283
Position 577: 0.04147739601820724
Position 26419: 0.03505835150377339
Position 5427: 0.030667225068955792
Position 15512: 0.028634343940492198
Position 1080: 0.02540994088820901
Position 1298: 0.025079864705046168
Position 26425: 0.019212107989094052
Position 9849: 0.01837837389647447
Position 29841: 0.0174532922584564
Position 27163: 0.014857931283977357
Position 420: 0.013308755511475773
Position 25615: 0.012535044712668492
Position 1524: 0.012481101078789686
Position 11719: 0.012159183768347594
Position 913: 0.011870449903820551
Position 28771: 0.010028355841238614
Position 24169: 0.009637545357413839
Position 27216: 0.009460602959016389
Position 2484: 0.009437814908967928
Position 2955: 0.009070682519068103
Position 854: 0.00906770973595833
Position 4504: 0.007506853316110579
Position 496: 0.007407757417082337
Position 10527: 0.007279289220808439
Position 809: 0.0061514921533547574
Position 3505: 0.005481361025171887
Position 1027: 0.00485582006278901
Position 27665: 0.004509199540258491
Position 27120: 0.00414351026107758
Position 29369: 0.0041383232278647255
Position 400: 0.00393570462935175
Position 437: 0.003816876847835321
Position 1167: 0.0034691247664214394
Position 6756: 0.0034218515023030885
Position 28149: 0.002906468854303969
Position 475: 0.002537187385799344
Position 27220: 0.0024884672107777475
Position 587: 0.0024846052325511155
Position 26005: 0.0024538316687682028
Position 27452: 0.0024474672914521567
Position 416: 0.0024277961314964178
Position 891: 0.0016496245761755874
Position 26874: 0.0013297807297556821
Position 1087: 0.0013007375374137341
Position 1642: 0.001103570373197009
Position 1534: 0.0009636700961091985
Position 29892: 0.0009528199516946586
Position 27711: 0.0009398997024138385
Position 754: 0.00088828567974085
Position 27441: 0.0008554803025719314
Position 27045: 0.000804846495287783
Position 1289: 0.0007103873063329365
Position 27370: 0.0006943338811952378
Position 2464: 0.0006242757012138201
Position 26869: 0.0004170201651903444
Position 29111: 0.000285784599446865
Position 29462: 0.00026096203622018055
Position 2266: 0.00024185053519942606
Position 28646: 0.0002195126558125132
Position 917: 0.00019915902312351362
Position 2842: 0.00018118936777864833
Position 29724: 0.00018020036796362375
Position 4258: 0.0001776107135756687
Position 976: 0.00017264529486790404
Position 29115: 0.00016640732518517843
Position 921: 0.00013789029545994074
Position 919: 0.00012913411010030988
Position 1594: 0.00011951932761821595
Position 3015: 0.00011431200563261285
Position 1698: 0.00011427805618601899
Position 1455: 0.00011126985707595666
Position 1914: 0.00010542604619640621
Position 1221: 8.979664257881957e-05
Position 28163: 7.460483458931819e-05
Position 28111: 7.419968605345749e-05
Position 1257: 6.9027433634969e-05
Position 1103: 6.476583589648863e-05
Position 1173: 6.187759071837251e-05
Position 1646: 6.163296756717828e-05
Position 29838: 5.797820699088826e-05
Position 2078: 5.178697434437125e-05
Position 1517: 4.841967748407594e-05
Position 2219: 4.302565790989562e-05
Position 2407: 3.8716028639346686e-05
Position 2794: 3.732708628682495e-05
Position 3954: 3.078207874625233e-05
Position 29108: 2.819475916391779e-05
Position 2797: 1.5836883836508737e-05
Position 2498: 1.0487525002431756e-05
Position 2644: 6.476624104980369e-06
Position 2281: 6.077039557174337e-06
Position 26551: 5.706579689660492e-06
Position 26536: 5.5943900519317114e-06
Position 2459: 5.177131318922006e-06
Position 547: 4.86509478527929e-06
Position 463: 4.857258421857612e-06
Position 2527: 4.328376632063953e-06
Position 310: 3.456301592618629e-06
Position 490: 3.068657740319925e-06
Position 2854: 2.928567816079864e-06
Position 2550: 2.3552063257449632e-06
Position 820: 2.1201330976438953e-06
Position 537: 2.0352940908782954e-06
Position 2928: 1.8614980350446018e-06
Position 2816: 1.7654738136832069e-06
Position 366: 1.5358723882950628e-06
Position 122: 1.342477536150497e-06
Position 680: 9.56405455893261e-07
Position 28809: 7.010863916321958e-07
Position 650: 5.783660239911173e-07
Position 925: 3.903406779791969e-07
Position 868: 2.886692419370412e-07
Position 648: 2.7075428781402264e-07
Position 544: 1.8390150212616103e-07
Position 441: 1.5115154436866338e-07
Position 413: 7.920220842726364e-08
Position 402: 6.912353510649087e-08
Position 935: 1.847819081499164e-08
Position 35: 1.4564413522974708e-08
Position 941: 1.2966651590318122e-08
Position 599: 7.0090276046855784e-09
Position 28878: 4.2494739307698336e-09
Position 41: 2.0928413064253533e-09
Position 18: 2.1455791573977696e-10
Position 500: 7.876964725239085e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 24129: 0.9935188222758901
Position 25403: 0.9305675818764807
Position 25840: 0.9118150386143818
Position 28679: 0.8555006924326783
Position 29703: 0.8487166228025851
Position 2250: 0.8342397619372959
Position 27544: 0.8058402632875757
Position 10759: 0.7938647083870821
Position 28512: 0.4853799301503975
Position 15376: 0.42522331051599477
Position 11674: 0.40954142472094746
Position 24413: 0.38769422697457895
Position 28482: 0.24317286927926968
