Gene = IL23R
index = 692
Annotated 5SS: [  142  1791  3239 16560 34498 40656 53331 70403 73882 89528]
Annotated 3SS: [ 1691  2941 16435 34336 40509 53173 70312 73778 89436 92077]
SMsplice 5SS: [  142  1791  3239 16560 19689 38274 53331 70403 73882 85669 89528]
SMsplice 3SS: [ 1691  2941 16435 19563 38180 53173 70312 73778 85535 89436 92144]
top_k =  1000
Partition function (log Z): -40.53002450508115

Sorted 5' Splice Sites (High to Low Probability):
Position 1791: 0.9660615559216856
Position 142: 0.8935163035095719
Position 16560: 0.8867684665337879
Position 3239: 0.76909651764214
Position 5520: 0.5812318881355136
Position 15272: 0.5718612786419495
Position 19689: 0.4869899591586941
Position 4536: 0.1713101974561893
Position 18913: 0.1174870342897739
Position 38: 0.10122434157338824
Position 5348: 0.0910333843615643
Position 17272: 0.08099004317338895
Position 999: 0.061423252093175916
Position 19759: 0.044968353113096445
Position 14864: 0.03297652156219913
Position 8039: 0.021460020623767447
Position 5690: 0.01926059808112387
Position 9420: 0.014894558274099922
Position 4433: 0.012947151645125393
Position 2547: 0.007227211940079419
Position 9168: 0.007090707091094108
Position 3005: 0.0060632676536747695
Position 11941: 0.005934442505355908
Position 798: 0.005860271279915908
Position 3445: 0.0057602752922241325
Position 5092: 0.004647485876536513
Position 134: 0.004245613190733208
Position 3135: 0.003917005255875491
Position 530: 0.0019390811573933723
Position 4664: 0.001626353326901696
Position 59: 0.0014945675154862616
Position 2235: 0.001334395342823282
Position 2683: 0.0012786317780482247
Position 5154: 0.001091032097068048
Position 715: 0.000942087591750299
Position 729: 0.0009391150183685582
Position 2195: 0.0007497530091776019
Position 1266: 0.0006964479753340976
Position 1129: 0.0006726749418778436
Position 2579: 0.0006720480132051349
Position 1805: 0.0004851121665199563
Position 639: 0.00045952426883404807
Position 3452: 0.0003357249059864111
Position 1796: 0.0002971327539121589
Position 1845: 0.0002813665631053146
Position 1730: 0.00028084897953676154
Position 2489: 0.00028010438224485056
Position 2170: 0.0002709100971733637
Position 7587: 0.00022272029436847784
Position 2718: 0.00019789281737943965
Position 5773: 0.0001837236150493341
Position 9199: 0.00016448800310289537
Position 762: 0.000163604777497506
Position 5343: 0.00015071177567115913
Position 574: 0.00013162720014776492
Position 8054: 0.00011508619575276879
Position 251: 0.00010951124003211219
Position 1222: 9.231442051431534e-05
Position 1593: 8.523678207077681e-05
Position 210: 8.011377527616809e-05
Position 329: 6.180818182146254e-05
Position 1168: 6.038795869491177e-05
Position 507: 5.4649143018058935e-05
Position 1780: 4.1195423712896984e-05
Position 1260: 4.0129391562686986e-05
Position 592: 3.75443683159905e-05
Position 2376: 3.702220658715988e-05
Position 2533: 3.226222310583284e-05
Position 227: 2.9477681155673196e-05
Position 2178: 2.8669219942850546e-05
Position 1915: 2.8206180658800132e-05
Position 852: 2.7334297850829524e-05
Position 1751: 2.673768079611948e-05
Position 121: 2.6628309144463734e-05
Position 2608: 2.3830297455849537e-05
Position 92: 2.3791397424801395e-05
Position 1191: 1.8273621429390276e-05
Position 42: 1.8045472893803967e-05
Position 1376: 1.7595475842587135e-05
Position 5422: 1.698406715753043e-05
Position 1410: 1.608150066820582e-05
Position 2605: 1.5015618610093442e-05
Position 1201: 1.3888045311234453e-05
Position 2779: 1.2262700757291011e-05
Position 2618: 1.1824476253458939e-05
Position 2502: 1.0994434670033982e-05
Position 2020: 9.502109898371495e-06
Position 1863: 9.31711484292586e-06
Position 25: 9.311568770150258e-06
Position 2449: 9.021440796311246e-06
Position 934: 7.852594676322915e-06
Position 1434: 7.65141401427527e-06
Position 2842: 7.340269989536046e-06
Position 613: 6.8587725627104104e-06
Position 582: 6.651848422740588e-06
Position 2602: 6.5513298204351314e-06
Position 2288: 5.876969577660174e-06
Position 1870: 5.817163957063457e-06
Position 562: 5.751493611331908e-06
Position 2054: 4.900304591345498e-06
Position 2554: 4.808622815823352e-06
Position 1089: 4.357751839305349e-06
Position 248: 4.2161047917715245e-06
Position 1133: 3.5896516168597642e-06
Position 773: 3.569115807661658e-06
Position 843: 2.36967712252349e-06
Position 1358: 2.3481983337323638e-06
Position 625: 1.2484045450674016e-07
Position 458: 7.737139218402114e-08
Position 111: 5.1196291336651466e-08
Position 7229: 4.120954605670823e-08
Position 2272: 3.582792708020679e-08
Position 2062: 3.1816288956276194e-08
Position 2141: 2.2240296881106255e-08
Position 2148: 2.0801252069611086e-08
Position 622: 1.56116795105994e-08
Position 446: 1.2100701132627432e-08
Position 2267: 7.630541771316993e-09
Position 990: 2.3675265709422905e-09
Position 863: 3.10761970607981e-10
Position 510: 2.5223244837383e-10
Position 364: 1.6350299341829448e-10
Position 2048: 1.4653368871308787e-10
Position 213: 2.4560291298770264e-11
Position 3587: 1.7036951682550426e-11
Position 662: 1.1372091702682939e-11
Position 611: 2.171551786714306e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 16435: 0.9028828240093101
Position 19563: 0.682188880978156
Position 2941: 0.6554466859384236
Position 1691: 0.5860444978812802
Position 5432: 0.47293233601518747
Position 1718: 0.37224287604361855
Position 15149: 0.22971441175585533
Position 15191: 0.2150710380920417
Position 21841: 0.21281779234862414
Position 24827: 0.16318248997529494
Position 4375: 0.14298387955173794
Position 15014: 0.12901006507576415
Position 18785: 0.12196395595388339
Position 25275: 0.11570529610985286
Position 17192: 0.09935175815663966
Position 25447: 0.0914652171159683
Position 5257: 0.08260724170980555
Position 27325: 0.05801366778907637
Position 5209: 0.055994739751237414
Position 21820: 0.04981415177300869
Position 3000: 0.03842859756723475
Position 26286: 0.03403857237962257
Position 14569: 0.033674727410949505
Position 3034: 0.033361411113452755
Position 5507: 0.027958014790143797
Position 711: 0.027641088862759105
Position 20616: 0.020105114989079447
Position 685: 0.0189953224896733
Position 2980: 0.0178119965210298
Position 5326: 0.016943316757344697
Position 7816: 0.016484289847897873
Position 9279: 0.016230086470865893
Position 4275: 0.01569267485033682
Position 5549: 0.011916603954154698
Position 20222: 0.010378391556344343
Position 19687: 0.009982070233483952
Position 3124: 0.009892599163436565
Position 3031: 0.00962544997802807
Position 2405: 0.009353635427275549
Position 133: 0.008638963987210133
Position 5297: 0.008013781025798064
Position 17373: 0.007945324413661971
Position 9047: 0.00734209376364017
Position 21856: 0.006691723850303645
Position 11681: 0.006547836736181226
Position 3056: 0.006513793784693714
Position 747: 0.006132812843168552
Position 5072: 0.005764328020336394
Position 4487: 0.004850914734218409
Position 5153: 0.004578878183328793
Position 4460: 0.004235738756847286
Position 4256: 0.004154914688221583
Position 3088: 0.0037185847801426285
Position 4239: 0.0035919672600088237
Position 5363: 0.0035576175405647352
Position 1592: 0.003439330989111846
Position 3202: 0.002930202037522083
Position 4331: 0.0028816875641085905
Position 19022: 0.0028116308338943757
Position 7846: 0.00259486732909397
Position 855: 0.00257751511880171
Position 881: 0.002570897614919209
Position 852: 0.0025517582285010253
Position 5458: 0.0025267797260558767
Position 20801: 0.0025240327881059276
Position 3388: 0.002262163181751475
Position 20012: 0.0022462840727708903
Position 20773: 0.002198287041417262
Position 1693: 0.00205959077551926
Position 16749: 0.0019820681748743034
Position 7985: 0.001779301721377842
Position 1729: 0.0017636990874915404
Position 19380: 0.0017304002862964301
Position 2000: 0.001658197595561285
Position 15810: 0.0016010812875264708
Position 15437: 0.0015722542994139985
Position 4338: 0.0014829381729862588
Position 5049: 0.0013779305599474314
Position 19086: 0.0013748240638139233
Position 4433: 0.0012259533124075782
Position 7872: 0.00118509730441104
Position 4180: 0.0011434886744365331
Position 1776: 0.00105254652236155
Position 18912: 0.0010451916013933076
Position 5654: 0.0010033725454677066
Position 1089: 0.000903593082205919
Position 17529: 0.0008983076372777824
Position 648: 0.0008784472874127208
Position 3092: 0.0008500744048843121
Position 4386: 0.0008200442765451228
Position 4645: 0.0007875789833364441
Position 3363: 0.0007700170141956606
Position 3394: 0.0007684816562077071
Position 5178: 0.0007581002682708227
Position 4066: 0.0007502926706740132
Position 3107: 0.000730846268487367
Position 934: 0.0007175835331684344
Position 3309: 0.0006951504790682192
Position 4437: 0.0006928493827912044
Position 7459: 0.0006407320894594764
Position 5303: 0.0006124759225133465
Position 379: 0.0005605337228331985
Position 17429: 0.0005365877628770719
Position 15452: 0.0005125316485750164
Position 465: 0.0004934447370129812
Position 10456: 0.0004841871005661817
Position 11165: 0.000427704714391344
Position 3320: 0.00042114679364870005
Position 2986: 0.00040356949770263973
Position 4953: 0.0004013676910483471
Position 5181: 0.0003998354081725061
Position 1973: 0.00038299091900150764
Position 1701: 0.00037123178061114167
Position 356: 0.00028074112333803823
Position 4899: 0.00027831439427975266
Position 329: 0.00027403846170448074
Position 1619: 0.00027072157126065827
Position 17585: 0.00026091360638891666
Position 510: 0.0002545918841871623
Position 2379: 0.00022245181826877623
Position 1094: 0.00021965761193918574
Position 4202: 0.0002081779649325133
Position 2148: 0.00019887845413212268
Position 4606: 0.0001926985222603799
Position 5554: 0.00019062736012109613
Position 344: 0.00018677621040643727
Position 4146: 0.00018065613884480597
Position 16790: 0.0001742016961478463
Position 14530: 0.00015003061863502688
Position 7475: 0.0001293206007617526
Position 8453: 0.00012760176134270364
Position 8177: 0.00012558956861517494
Position 3204: 0.00012475888228153127
Position 907: 0.00012100069513018104
Position 1751: 0.00011797269845854937
Position 14075: 0.00011699317551921052
Position 5689: 0.00011671454761466381
Position 13122: 0.00011624896460383362
Position 5091: 0.00011521110676783725
Position 7136: 0.00011392874070569913
Position 611: 0.00011255323817822667
Position 2511: 0.0001112543333828325
Position 7263: 0.00010565048814698306
Position 3348: 0.00010353729257623632
Position 1874: 9.813194245222015e-05
Position 4915: 9.36476296616094e-05
Position 9197: 9.110763213563018e-05
Position 622: 8.744609225607e-05
Position 8407: 8.638635394559244e-05
Position 2037: 8.623125875242955e-05
Position 801: 8.534756089451959e-05
Position 3418: 7.651222718876974e-05
Position 1145: 7.439952182568301e-05
Position 2874: 7.338109256868398e-05
Position 11503: 6.905375194599572e-05
Position 11977: 6.642074674404246e-05
Position 384: 6.636272251888225e-05
Position 12893: 6.529329090067311e-05
Position 1521: 6.411604799860063e-05
Position 3336: 6.282548753559528e-05
Position 13222: 6.259512151406878e-05
Position 12984: 5.863307315987897e-05
Position 2376: 5.379481678303431e-05
Position 3341: 5.283189892003665e-05
Position 4040: 5.126986916213184e-05
Position 948: 4.752292573419897e-05
Position 3042: 4.6103275763435025e-05
Position 248: 4.3712358520534676e-05
Position 4484: 4.256661092131904e-05
Position 227: 4.153106061411599e-05
Position 9331: 4.033708904805606e-05
Position 3353: 3.95764565890155e-05
Position 11900: 3.35601423688393e-05
Position 2413: 3.2972492796712076e-05
Position 1210: 2.8524709183544074e-05
Position 2004: 2.7457560090350528e-05
Position 972: 2.7250179594424e-05
Position 543: 2.64699627734843e-05
Position 8354: 2.607490386455921e-05
Position 3243: 2.5840440824655706e-05
Position 12557: 2.313789896599471e-05
Position 2842: 2.3103163434978667e-05
Position 4500: 2.2461289167716767e-05
Position 3755: 2.2437105288585676e-05
Position 6894: 2.1941143685992892e-05
Position 6950: 2.131693368638953e-05
Position 7950: 2.099913702663623e-05
Position 8639: 1.896202819121682e-05
Position 4288: 1.816597211904638e-05
Position 8027: 1.5742614716816847e-05
Position 6066: 1.5437216088041952e-05
Position 6728: 1.4183395213565866e-05
Position 5368: 1.3248910153660655e-05
Position 2345: 1.316342963814819e-05
Position 2627: 1.2852800391718613e-05
Position 11351: 1.255612080172662e-05
Position 6548: 1.2394496130512268e-05
Position 7581: 1.1857947310507548e-05
Position 2595: 1.1050967978594157e-05
Position 2476: 1.0856294194585486e-05
Position 6918: 9.272456310903089e-06
Position 7630: 8.056005447386303e-06
Position 5928: 8.041652859928182e-06
Position 2468: 7.654526814558785e-06
Position 2436: 7.267845951266823e-06
Position 1935: 7.195310873643196e-06
Position 6966: 6.8131167525658475e-06
Position 4697: 6.8016871944217804e-06
Position 6933: 6.7384764077653735e-06
Position 861: 6.218876126369501e-06
Position 1391: 5.977280942511972e-06
Position 8323: 5.975837914997585e-06
Position 1757: 5.952403682781783e-06
Position 6326: 5.920764037435258e-06
Position 6360: 4.991999299280781e-06
Position 2528: 4.791365671785513e-06
Position 3223: 4.556167317006091e-06
Position 5077: 4.4833728367315166e-06
Position 518: 4.169382457043e-06
Position 988: 4.047371058586667e-06
Position 1445: 4.002451755240971e-06
Position 412: 3.992698131619398e-06
Position 5814: 3.709569603057696e-06
Position 8572: 3.2533147604989918e-06
Position 8490: 3.228586413052833e-06
Position 692: 3.201482315208697e-06
Position 436: 3.1956278954855104e-06
Position 5591: 3.1941355553464042e-06
Position 5851: 3.177415042035474e-06
Position 381: 2.8836134875142796e-06
Position 2238: 2.293839633467758e-06
Position 1902: 2.284110943381936e-06
Position 1063: 2.1119245750920347e-06
Position 111: 2.0971192057682363e-06
Position 2170: 2.0452974109963605e-06
Position 5006: 2.038403984040388e-06
Position 728: 1.988672377171601e-06
Position 5776: 1.3102335682890315e-06
Position 6482: 1.2790794615675179e-06
Position 6380: 1.230821073811898e-06
Position 1295: 1.0625163694199473e-06
Position 3480: 1.0216845882284237e-06
Position 1109: 9.043611326650606e-07
Position 446: 8.585788871525018e-07
Position 3429: 8.466984397875024e-07
Position 3679: 7.389158377580282e-07
Position 1152: 7.257558444981862e-07
Position 1885: 6.986920366442441e-07
Position 1165: 6.92053681330458e-07
Position 1227: 6.224125642044416e-07
Position 3929: 4.781313763826444e-07
Position 3676: 4.766606648738306e-07
Position 1168: 2.2532346196727154e-07
Position 754: 1.836634794272295e-07
Position 5468: 1.4009965322680859e-07
Position 4071: 1.1881872232717784e-07
Position 2811: 1.6619221589033004e-08
Position 1457: 8.758876650472192e-09
Position 265: 8.006514113155954e-09
Position 431: 7.231605182757872e-09
Position 3366: 5.2250126408953565e-09
Position 174: 4.250556572082431e-09
Position 2785: 2.795008660153375e-09
Position 524: 1.5725428968940174e-09
Position 141: 1.3759106061529158e-09
Position 178: 1.3735971355589773e-09
Position 210: 1.367524689278909e-09
Position 487: 8.386547727400296e-10
Position 1307: 6.944808756955341e-10
Position 149: 6.745957472588988e-10
Position 1396: 4.988705012988146e-10
Position 529: 2.925689367849823e-10
Position 574: 1.9710145366979815e-10
Position 582: 1.825714220988627e-10
Position 153: 8.500331985891648e-11
Position 98: 4.354246565130805e-11
Position 1907: 3.933223667841626e-11
Position 90: 2.905465547751594e-14
