Gene = LCE1E
index = 767
Annotated 5SS: [150]
Annotated 3SS: [1063]
SMsplice 5SS: [150]
SMsplice 3SS: [1063]
top_k =  1000
Partition function (log Z): -8.981335352229353

Sorted 5' Splice Sites (High to Low Probability):
Position 150: 0.5525726526167624
Position 94: 0.17997116822087803
Position 633: 0.16111972940427285
Position 715: 0.11281524211730315
Position 531: 0.07158976728570364
Position 194: 0.022453804634167816
Position 608: 0.0053709691141429075
Position 163: 0.004223511783863163
Position 61: 0.0034432532840057008
Position 528: 0.0018648438385540454
Position 903: 0.001714998337866547
Position 975: 0.0014539468356049685
Position 946: 0.0010600766260296546
Position 443: 0.0009189429814675117
Position 471: 0.0009072682318103521
Position 991: 0.0007978897528897224
Position 1130: 0.0005306738423028909
Position 577: 0.0005199030457293838
Position 1154: 0.0004278939405905853
Position 1142: 0.00039847132304941606
Position 1020: 0.0003570851645548016
Position 257: 0.00033733528140086357
Position 688: 0.000321591202680535
Position 672: 0.00023149961281487664
Position 222: 0.000207184334962973
Position 1035: 0.00016287150987277687
Position 1303: 0.00016101168683552424
Position 955: 0.000142770183538363
Position 783: 0.00013349532605010252
Position 836: 7.809046024177531e-05
Position 98: 7.135737605002693e-05
Position 850: 4.8462186742606436e-05
Position 650: 4.773747671129923e-05
Position 1337: 4.5113254445489045e-05
Position 1005: 4.4854017816305303e-05
Position 262: 3.511605806814418e-05
Position 705: 3.1120376446670684e-05
Position 85: 2.2770444624345805e-05
Position 1221: 2.1893452020200037e-05
Position 718: 1.1559526465607106e-05
Position 863: 1.1474032477252072e-05
Position 858: 8.301302600491547e-06
Position 1181: 7.227042075422519e-06
Position 612: 4.695183812212335e-06
Position 669: 3.964171280769156e-06
Position 869: 3.953818383346418e-06
Position 883: 3.842472990281762e-06
Position 229: 7.786729672221196e-07
Position 76: 7.084217469867516e-07
Position 160: 6.988351405539124e-07
Position 367: 2.7061475852479405e-07
Position 100: 9.538452966231605e-08
Position 270: 3.328867917691934e-08
Position 637: 2.6569526226952172e-08
Position 361: 1.6966735260602994e-08
Position 454: 6.510382974162562e-09
Position 785: 3.4586350389521534e-09
Position 616: 5.7489323089460427e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1063: 0.7237143807823051
Position 781: 0.07392611356017187
Position 889: 0.07275505445775224
Position 470: 0.056116066237897604
Position 1219: 0.04424219918083635
Position 375: 0.03697400381772149
Position 260: 0.01753555917940843
Position 322: 0.016487152628190074
Position 518: 0.013798472768630788
Position 869: 0.010618191130033266
Position 739: 0.007685057989738122
Position 1375: 0.006528981331126574
Position 886: 0.00540995222284461
Position 1034: 0.005048134532854489
Position 379: 0.0032631215196105637
Position 633: 0.0032426518382974406
Position 1291: 0.003215631502179833
Position 329: 0.002376843421657466
Position 1351: 0.0023764985613491546
Position 1100: 0.002187360070039726
Position 840: 0.002132146626086233
Position 1336: 0.0018402302182904567
Position 589: 0.0015889738277415865
Position 1327: 0.0015485572191974951
Position 1485: 0.0014130693987574067
Position 1249: 0.0012995210246066733
Position 479: 0.0010594925720691585
Position 1203: 0.0009730734719699092
Position 1181: 0.0009638239021503611
Position 1097: 0.0009096821698264901
Position 527: 0.000624272074549757
Position 597: 0.0006171569108530646
Position 1193: 0.000495020609225295
Position 1225: 0.00036483358468692323
Position 1071: 0.0002910679152308773
Position 637: 0.0002660238051961789
Position 1358: 0.0002546159936539209
Position 686: 0.0002332731430735254
Position 279: 0.0002311885934737818
Position 1261: 0.00020345637654712987
Position 1396: 0.00019320935725020044
Position 672: 0.0001867051663554982
Position 1379: 0.00018202349703055304
Position 1130: 0.00017291546560665617
Position 296: 0.00017130454352487558
Position 301: 0.00015001001512416647
Position 1273: 0.00014967251566164552
Position 1386: 9.86052877873126e-05
Position 270: 9.276582676697457e-05
Position 209: 5.735179061536983e-05
Position 1154: 5.250121713271059e-05
Position 381: 5.248449339206227e-05
Position 1414: 4.510443737789356e-05
Position 946: 4.204342186191876e-05
Position 333: 3.345977541288802e-05
Position 556: 3.1175981756440004e-05
Position 991: 3.024679879851933e-05
Position 661: 2.7349716411339193e-05
Position 524: 1.753339965664759e-05
Position 496: 1.66213606902616e-05
Position 901: 1.1518856925546114e-05
Position 189: 1.0561431437604019e-05
Position 650: 1.0085866994678049e-05
Position 397: 8.190460566633855e-06
Position 213: 7.170289984625913e-06
Position 1142: 6.894119326457615e-06
Position 921: 6.224921186170186e-06
Position 267: 4.951352529928684e-06
Position 170: 4.704753905336149e-06
Position 1085: 4.493571513170617e-06
Position 405: 4.392699290316941e-06
Position 562: 3.871444447908111e-06
Position 1431: 3.083548777282724e-06
Position 337: 3.0304506159334656e-06
Position 705: 1.992012107262559e-06
Position 535: 1.9866213490546485e-06
Position 1444: 1.7983514545630112e-06
Position 570: 9.178353768667591e-07
Position 407: 9.124669495374908e-07
Position 387: 8.680534226426674e-07
Position 567: 8.033410356330266e-07
Position 646: 6.48727650908872e-07
Position 303: 6.102380955835381e-07
Position 575: 2.944423027695334e-07
Position 688: 1.504723071347327e-08
Position 132: 6.543752321138556e-09
Position 144: 2.7253421157931616e-09
Position 149: 1.1207422734880544e-09
Position 540: 6.909035432076084e-10
Position 186: 6.083878596524004e-10
Position 550: 6.351687093119377e-11
Position 134: 4.909974741359282e-11
Position 160: 6.147920421985311e-12
Position 157: 2.3183543431450983e-12
Position 154: 8.135342313567611e-13
