Gene = CYSRT1
index = 423
Annotated 5SS: [599]
Annotated 3SS: [978]
SMsplice 5SS: [190 599]
SMsplice 3SS: [506 978]
top_k =  1000
Partition function (log Z): -5.326933396596069

Sorted 5' Splice Sites (High to Low Probability):
Position 599: 0.9822000537479123
Position 190: 0.6454889200965807
Position 894: 0.12121497474043008
Position 831: 0.08792727673528344
Position 1080: 0.033805720488644664
Position 194: 0.03194936776707132
Position 338: 0.02223517326994335
Position 133: 0.004553685695426056
Position 1198: 0.0022404164177643603
Position 1173: 0.00207929014117719
Position 1073: 0.0018573071872166206
Position 357: 0.0018109814311446373
Position 647: 0.0016140328165505464
Position 26: 0.0007797265538252131
Position 1125: 0.0003435178746372659
Position 1005: 0.00011855879981378599
Position 261: 5.594999545247681e-05
Position 192: 4.840738648299971e-05
Position 1135: 4.798265016792509e-05
Position 20: 3.7009178909892046e-05
Position 436: 3.35481585724606e-05
Position 425: 2.1573881239495684e-05
Position 747: 1.9429033297410778e-05
Position 365: 4.558675097127374e-06
Position 350: 3.5239579396964627e-06
Position 921: 2.7388089165231547e-06
Position 428: 1.1959250593166449e-06
Position 1568: 6.59941310844386e-07
Position 586: 1.3491325243554852e-07
Position 952: 1.0205508416488639e-08
Position 946: 4.517500316333333e-09
Position 584: 2.8900582893418764e-09
Position 527: 1.1067461673446297e-09
Position 1093: 3.1869887182435917e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 978: 0.8630859356728929
Position 506: 0.5768388244989207
Position 695: 0.2633385558745415
Position 294: 0.03465437958354266
Position 509: 0.03374931926187938
Position 256: 0.0251422082650939
Position 674: 0.021650444616112555
Position 1223: 0.019485643875400305
Position 1163: 0.01712199186383743
Position 1540: 0.011303565900973913
Position 1396: 0.00964527439454401
Position 916: 0.006776913497959046
Position 375: 0.006091323720310305
Position 540: 0.0059980718354538266
Position 1421: 0.004578743698625294
Position 1143: 0.004552769371372218
Position 516: 0.004002137348573969
Position 810: 0.0036394240431127677
Position 1264: 0.0034981164793839127
Position 706: 0.0033044931853881705
Position 1109: 0.0025358177761089186
Position 1261: 0.0024528397405043567
Position 365: 0.00227342144981861
Position 1229: 0.002074189878511589
Position 554: 0.002066517234452879
Position 1033: 0.001664554521292693
Position 1232: 0.0014724474508925932
Position 1439: 0.0011941235713859514
Position 436: 0.0011790939409725434
Position 1115: 0.0007601914062795129
Position 721: 0.0004437049886423088
Position 1445: 0.0003705861040873308
Position 999: 0.0003169424672264491
Position 405: 0.0002624703661490627
Position 323: 0.00021507025187165205
Position 830: 0.00019294302413319409
Position 411: 0.0001789125954786173
Position 382: 0.00016683872320513932
Position 258: 0.00015196359390723645
Position 753: 0.00014970319184616761
Position 316: 0.00014008765781798593
Position 1145: 0.0001331471748137628
Position 1642: 0.00013146103079198247
Position 1426: 0.00011262001988951221
Position 1172: 0.00011127491390067163
Position 1070: 0.00010704873456417597
Position 946: 0.00010683447117989328
Position 1179: 0.00010653891724592345
Position 1554: 9.244533519924235e-05
Position 598: 8.61812246920129e-05
Position 1477: 7.945217027119119e-05
Position 1073: 7.886563516039535e-05
Position 1244: 5.646418368910367e-05
Position 1605: 5.288590735522732e-05
Position 1205: 5.241655081069074e-05
Position 527: 5.128495876369401e-05
Position 1563: 4.972584357435684e-05
Position 1267: 4.497865970186931e-05
Position 342: 4.364742103190241e-05
Position 928: 3.942115472625974e-05
Position 422: 3.298788094952396e-05
Position 744: 2.9610837937208867e-05
Position 1196: 2.0811678460448004e-05
Position 299: 2.0752507295088946e-05
Position 305: 1.8948191030348097e-05
Position 1277: 1.794117495416324e-05
Position 477: 1.4424756422712105e-05
Position 1125: 1.3393487188966321e-05
Position 270: 1.307822926287162e-05
Position 556: 1.256798837401218e-05
Position 1187: 1.1760175855440955e-05
Position 1001: 8.18477044129804e-06
Position 1241: 4.901159891354603e-06
Position 1567: 3.4546393161332872e-06
Position 869: 3.270471899784734e-06
Position 377: 3.1379846479064135e-06
Position 1579: 2.1810203385970297e-06
Position 732: 1.5453993568848933e-06
Position 1452: 1.226355198840523e-06
Position 350: 1.1488344291415457e-06
Position 561: 1.0988286990869215e-06
Position 634: 3.563061120216742e-07
Position 217: 3.2004404767339746e-07
Position 726: 2.641039008468282e-07
Position 577: 2.4850808426864786e-07
Position 564: 1.6677834332112193e-07
Position 645: 1.4922595014066644e-07
Position 189: 1.4014106334111e-07
Position 144: 1.0915754970697639e-07
Position 760: 7.506242517847955e-08
Position 570: 6.79983239444388e-08
Position 147: 5.3905083794830606e-08
Position 93: 3.193655824145258e-08
Position 572: 1.4754910366458293e-08
Position 879: 1.3561194062011018e-08
Position 125: 1.3171056977229247e-08
Position 603: 7.621373000583328e-09
Position 90: 5.299001498617936e-09
Position 1013: 5.270325069773206e-09
Position 149: 4.604909296382303e-09
Position 232: 3.8391509230506085e-09
Position 651: 2.6970842058166667e-09
Position 96: 1.9308434674145803e-09
Position 85: 1.1182040692130088e-09
Position 100: 4.090462292338259e-10
Position 155: 1.3562126478917986e-10
Position 110: 5.870161446948064e-11
Position 163: 2.666908929396785e-11
Position 108: 2.3475966264986217e-11
Position 166: 1.12086270383662e-11
Position 157: 2.9856168824614532e-12
Position 198: 2.61279199184018e-12
