Gene = MBLAC2
index = 820
Annotated 5SS: [930]
Annotated 3SS: [13215]
SMsplice 5SS: [893]
SMsplice 3SS: [14492]
top_k =  1000
Partition function (log Z): -16.05179168595703

Sorted 5' Splice Sites (High to Low Probability):
Position 893: 0.333431034013309
Position 578: 0.2725561739883091
Position 1635: 0.20104591664288685
Position 930: 0.19426677312356944
Position 1399: 0.18263943445716732
Position 493: 0.1425387009272289
Position 269: 0.13426975237873623
Position 7266: 0.08909945815944231
Position 208: 0.03425181563178052
Position 299: 0.02554314891201925
Position 62: 0.01659751187956761
Position 295: 0.015848354226939403
Position 7222: 0.013288177410378424
Position 851: 0.01259738703843909
Position 188: 0.012246633700032424
Position 58: 0.011458888283426465
Position 519: 0.005623940514413701
Position 848: 0.0052501771177252245
Position 602: 0.0037447057031941735
Position 38: 0.002535512132823394
Position 408: 0.002158907586689865
Position 599: 0.0020993078442457535
Position 902: 0.0017889264337319526
Position 3018: 0.0013574409862184885
Position 970: 0.0007037454497678601
Position 231: 0.0005082483375208751
Position 69: 0.00028225257977619703
Position 1629: 0.0002231141965011938
Position 1695: 0.00019645442240874965
Position 505: 0.00019152482577233372
Position 2927: 0.00013269771562062966
Position 824: 0.00012370751985464373
Position 185: 0.00011656771785705005
Position 1485: 0.00011071551860842991
Position 1660: 9.290985653147226e-05
Position 1158: 8.966602332732443e-05
Position 4320: 8.441911247438344e-05
Position 131: 7.944977260212708e-05
Position 143: 7.897935490808815e-05
Position 423: 7.111565722690399e-05
Position 886: 5.568970995434311e-05
Position 410: 4.54981019763681e-05
Position 171: 4.14045750936272e-05
Position 550: 4.015411841915494e-05
Position 478: 2.465487525155454e-05
Position 1219: 1.8327547618744126e-05
Position 1076: 1.1599898939745655e-05
Position 490: 9.276752651185068e-06
Position 120: 8.188654819748386e-06
Position 757: 6.561133494709391e-06
Position 401: 5.778521639178165e-06
Position 640: 1.313126496132115e-06
Position 412: 1.0657092091039302e-06
Position 540: 9.56094972676195e-07
Position 160: 2.7127165945004343e-07
Position 225: 1.0531034296677379e-07
Position 561: 6.752987385411102e-08
Position 646: 3.6278134994309906e-08
Position 1418: 3.493405440174458e-08
Position 106: 1.0806920181793517e-09
Position 305: 5.666600939189305e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14492: 0.4997245248854978
Position 667: 0.23459118635971055
Position 1571: 0.15560825007766557
Position 1291: 0.15079516565261816
Position 13215: 0.10767183861512208
Position 7182: 0.10657723161165615
Position 10210: 0.07379548058674221
Position 1271: 0.05594493183793559
Position 10850: 0.041568708738830236
Position 9823: 0.031117010432492057
Position 2043: 0.024326186260050897
Position 8757: 0.021937721654725212
Position 12759: 0.019055080633220978
Position 4568: 0.016941407034829298
Position 377: 0.01633054333741831
Position 8106: 0.015518372760908115
Position 7641: 0.010675622850100258
Position 3106: 0.00929594849337776
Position 7503: 0.009008953175559
Position 474: 0.008855522695805916
Position 11090: 0.008428940681060683
Position 1480: 0.007362641127571898
Position 10190: 0.0072675665047613
Position 10035: 0.006764873840687928
Position 2926: 0.00554276576149818
Position 5746: 0.004931392875552789
Position 757: 0.003948858620243263
Position 5063: 0.003432899004377545
Position 1373: 0.0030837660479664988
Position 5790: 0.003075873619051331
Position 1484: 0.0030473385950111785
Position 419: 0.0027694585333808254
Position 8576: 0.0027348413201003304
Position 2603: 0.0025585911511412573
Position 843: 0.0025585575965669997
Position 2954: 0.002476739139848009
Position 925: 0.002440014241256227
Position 5097: 0.0022308736945790054
Position 1591: 0.0019423000275919792
Position 4417: 0.0018057223151649682
Position 3208: 0.00174098224858654
Position 4113: 0.0016851413524781266
Position 4788: 0.0016576229465469902
Position 4996: 0.001628744440576543
Position 1048: 0.0016012975993228433
Position 1543: 0.0015588939474397393
Position 2902: 0.0015008795828030377
Position 595: 0.0013902783814125914
Position 3880: 0.0013732018345239715
Position 536: 0.0012250903310049455
Position 1894: 0.0011641985553482379
Position 1193: 0.0010617886126013415
Position 3065: 0.0010152072879740185
Position 1125: 0.0010001451142859197
Position 1248: 0.0009216086060817719
Position 2647: 0.0008865049634437565
Position 1216: 0.0008841461148987104
Position 3395: 0.0008453760029032431
Position 1007: 0.0007902793657487002
Position 2099: 0.0007777065196142315
Position 1421: 0.0007650320909957747
Position 6493: 0.0006594233790914467
Position 160: 0.000608139927701196
Position 1148: 0.00042121076438237753
Position 2194: 0.00041191105170381906
Position 614: 0.0003973275876384353
Position 4673: 0.0003940589190253158
Position 964: 0.0003473425388893801
Position 4074: 0.0003137016472460679
Position 177: 0.00031123628611800196
Position 1659: 0.0003093549088365705
Position 1762: 0.0002891965768910037
Position 2212: 0.00028813277206146345
Position 401: 0.0002614781043726113
Position 1408: 0.000261240770258968
Position 3017: 0.0001885345711033461
Position 2480: 0.00013568751349561886
Position 239: 0.00010041524908339418
Position 395: 7.653625819254546e-05
Position 381: 7.435232217365213e-05
Position 1303: 7.009973937465537e-05
Position 773: 6.359276162007415e-05
Position 2855: 6.057092828547973e-05
Position 512: 5.4404727443440415e-05
Position 505: 4.252440522376471e-05
Position 1172: 3.202127439132413e-05
Position 630: 2.351794712770642e-05
Position 4140: 2.0757968040686922e-05
Position 1632: 1.8631271455413047e-05
Position 1339: 1.8446706422041847e-05
Position 1219: 1.5539104582360897e-05
Position 674: 1.519003890403175e-05
Position 1294: 1.2716542665482513e-05
Position 1520: 1.2022340516761074e-05
Position 1095: 1.0284811017006496e-05
Position 1365: 8.691734879305646e-06
Position 4223: 7.9120513241224e-06
Position 847: 4.869903250616795e-06
Position 490: 4.3412121611806785e-06
Position 787: 3.9142721060935465e-06
Position 2806: 3.7694550998771144e-06
Position 1127: 3.0522717475442454e-06
Position 1132: 2.8718187562064647e-06
Position 143: 2.7987706150362797e-06
Position 293: 2.735113075885369e-06
Position 676: 2.124265487927399e-06
Position 876: 2.029729367024003e-06
Position 1596: 1.8444223910078146e-06
Position 267: 1.773692774152315e-06
Position 882: 1.1457410709243865e-06
Position 793: 1.1230782653652253e-06
Position 820: 6.656032189657201e-07
Position 864: 6.379182593751037e-07
Position 550: 6.046460686693133e-07
Position 592: 1.762909097787523e-07
Position 211: 6.020997023180125e-08
Position 898: 1.835132660052656e-08
Position 201: 1.686996076961409e-08
Position 683: 1.505141363790099e-08
Position 640: 4.014229173117137e-09
Position 429: 3.4483829949813585e-09
Position 685: 2.4236062478914977e-09
Position 277: 6.967105562063167e-11
