Gene = CCL19
index = 313
Annotated 5SS: [ 187 1068 1348]
Annotated 3SS: [ 934 1253 1437]
SMsplice 5SS: [ 187  493 1068 1348]
SMsplice 3SS: [ 404  934 1253 1437]
top_k =  1000
Partition function (log Z): -3.1124831329306133

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9565440407465393
Position 1068: 0.7819544776070713
Position 493: 0.596868716353994
Position 1600: 0.04677777773017789
Position 1012: 0.020130390261867727
Position 1005: 0.014641261235917077
Position 285: 0.014099396744068305
Position 321: 0.013615442000777507
Position 1054: 0.006010848124650238
Position 1254: 0.002510345891696369
Position 352: 0.0023598878643826793
Position 643: 0.0022540187777129283
Position 1187: 0.002121925912216525
Position 1606: 0.0016737093931059037
Position 1306: 0.0015040500912915622
Position 273: 0.0010426576275625414
Position 210: 0.001005064576717028
Position 1602: 0.0009726805391861134
Position 238: 0.0007772894688013844
Position 1612: 0.0006244348649065654
Position 1063: 0.000593969503012126
Position 307: 0.000567872198992926
Position 1072: 0.0004531023527961811
Position 392: 0.0003412782884124298
Position 1084: 0.00023110109182685883
Position 334: 0.00013706976273807498
Position 1502: 0.00012227210073567757
Position 854: 0.00010806676479159575
Position 782: 0.00010161506701745023
Position 649: 8.590230286144052e-05
Position 716: 7.837038394339402e-05
Position 597: 6.153449269580513e-05
Position 1200: 5.8406837336543075e-05
Position 234: 5.679757417221682e-05
Position 1618: 2.4237271118675933e-05
Position 1372: 2.009901980587345e-05
Position 358: 1.2085648174878791e-05
Position 760: 8.64030445934586e-06
Position 204: 8.622105209899874e-06
Position 1492: 7.331697366635715e-06
Position 982: 6.861319716596717e-06
Position 168: 5.997581735786353e-06
Position 289: 5.803250305088472e-06
Position 1486: 5.601360712992957e-06
Position 344: 4.5413429356181964e-06
Position 668: 4.403558369745402e-06
Position 708: 4.372091647923889e-06
Position 1454: 3.7161732640402837e-06
Position 1066: 2.968810522030917e-06
Position 1115: 2.589882478657613e-06
Position 1075: 2.529327446724746e-06
Position 740: 2.3149505026482768e-06
Position 693: 1.6369385419001194e-06
Position 220: 1.4721602963890956e-06
Position 311: 1.2858985747948108e-06
Position 426: 7.67284705013861e-07
Position 675: 4.431672831619537e-07
Position 127: 4.1854934060679703e-07
Position 629: 3.914665707360204e-07
Position 463: 2.594497429186727e-07
Position 978: 1.6487837847606375e-07
Position 113: 1.5132560342918313e-07
Position 1086: 1.2385974380170627e-07
Position 899: 1.0056467265244467e-07
Position 905: 8.85099622922236e-08
Position 243: 2.5968912855039904e-08
Position 356: 1.8252673079360442e-08
Position 362: 1.6242584690689057e-08
Position 394: 1.166017916614295e-08
Position 370: 4.19518770897331e-09
Position 690: 4.004664775775121e-09
Position 50: 2.008835117687227e-09
Position 346: 1.8776950261535554e-09
Position 432: 1.0289530510417307e-10
Position 364: 8.120106274273506e-11
Position 396: 6.334093720902841e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 934: 0.7822193650527856
Position 1437: 0.7491228962361964
Position 404: 0.5713758561094092
Position 1294: 0.07975715494575895
Position 1253: 0.07670867589159655
Position 1665: 0.06464143745630736
Position 990: 0.040453862725664744
Position 1155: 0.019661952953591876
Position 1109: 0.01950471354307709
Position 471: 0.0159582445737808
Position 1170: 0.012524476367861442
Position 897: 0.006467045090753401
Position 853: 0.005737092305668749
Position 807: 0.0036758908401223417
Position 967: 0.003503254145173096
Position 1686: 0.0031624173544197833
Position 333: 0.0025666983896406627
Position 947: 0.001525530116949821
Position 1186: 0.00147333926232926
Position 356: 0.0014408018886919
Position 442: 0.0011301238373957589
Position 1207: 0.0010004772862637803
Position 708: 0.0009603609401474227
Position 1299: 0.0008768352387790275
Position 277: 0.0008193848227120813
Position 1473: 0.000770297253071762
Position 1278: 0.000689602664458404
Position 542: 0.0004404669718788801
Position 873: 0.0002673920364066301
Position 475: 0.00022025575716775404
Position 733: 0.00021890003852917676
Position 1194: 0.00021536984787409288
Position 1443: 0.00018116494441869422
Position 1399: 0.00017302289359083845
Position 1572: 0.00017062559294257163
Position 685: 0.00014195157675204036
Position 1387: 0.00013412878358707325
Position 1041: 0.00011869633120363852
Position 1406: 9.669230793400065e-05
Position 306: 7.311675489310227e-05
Position 1309: 6.877042765463377e-05
Position 255: 5.0440469440553485e-05
Position 294: 3.997256102967614e-05
Position 869: 2.8326506543882624e-05
Position 1454: 2.8022993274519394e-05
Position 1531: 2.718454369906658e-05
Position 642: 2.6027437770815183e-05
Position 567: 2.3566435731334536e-05
Position 1451: 1.3980238278001383e-05
Position 1323: 1.3477406752379442e-05
Position 1475: 1.2052145115028837e-05
Position 1052: 1.1038832989312847e-05
Position 1268: 1.0657664148202911e-05
Position 325: 9.922204229543322e-06
Position 713: 9.437052496647118e-06
Position 1091: 9.06085243096472e-06
Position 740: 8.471373215923617e-06
Position 478: 7.788797586971356e-06
Position 743: 4.949226988937764e-06
Position 781: 4.732866279169783e-06
Position 1586: 4.573339155852534e-06
Position 1650: 4.541441596695884e-06
Position 1643: 4.480006139731738e-06
Position 1066: 4.3815052421859615e-06
Position 492: 4.1855727051377765e-06
Position 289: 4.0166516484147615e-06
Position 1120: 3.102762903165683e-06
Position 690: 2.1417865132000405e-06
Position 1537: 1.685799154705739e-06
Position 496: 1.4142793142873725e-06
Position 1016: 1.0583522808799872e-06
Position 553: 1.0339476021299463e-06
Position 716: 5.037575281427905e-07
Position 1479: 3.8032285665095217e-07
Position 656: 2.604476836991636e-07
Position 664: 1.581303924134596e-07
Position 481: 1.410713875242297e-07
Position 638: 1.2230879625834085e-07
Position 661: 9.116658389148921e-08
Position 508: 4.0143142188101913e-08
Position 749: 3.0945400504350626e-08
Position 640: 2.5867495431511738e-08
Position 521: 1.7185584802114772e-08
Position 186: 9.437456250229575e-09
Position 248: 8.579634777042721e-09
Position 1497: 8.314251125029244e-09
Position 500: 5.029550829830908e-09
Position 1540: 4.830003017624187e-09
Position 1550: 2.755562083205218e-09
Position 745: 1.5495601080027694e-09
Position 234: 1.747675704010735e-10
Position 191: 6.007264057910379e-11
Position 516: 2.593539255567136e-11
Position 160: 1.8651440994018792e-11
Position 208: 6.403520271940341e-12
Position 198: 1.2966779684277767e-12
Position 220: 9.332565011759342e-13
Position 204: 6.462586843209279e-13
Position 214: 3.61894661944045e-14
Position 202: 1.6810920017531908e-14
Position 216: 8.912907022284398e-15
