Gene = ANKRD55
index = 83
Annotated 5SS: [   119    504  49848  57208  62666  73527  89559 106438 116745 122242
 130866]
Annotated 3SS: [   412  49724  57076  62555  73465  89429 106252 116576 121576 130772
 133054]
SMsplice 5SS: [   119    504  27890  28483  49848  62666  71379  72572  73527  89193
  89559  94064 106438 106943 116745 121516 121812 122242 130334 130866]
SMsplice 3SS: [   412  27734  28392  49724  62555  71281  72527  73465  89038  89429
  93992 106252 106741 116599 121286 121607 122153 130216 130803 133054]
top_k =  1000
Partition function (log Z): -68.24316507874228

Sorted 5' Splice Sites (High to Low Probability):
Position 123: 0.778967309298903
Position 504: 0.6353329066939386
Position 3668: 0.5300462799034087
Position 3659: 0.14971592388184868
Position 251: 0.08989502909395651
Position 1105: 0.0728381707248085
Position 556: 0.05491001356469161
Position 380: 0.046111412256509936
Position 10474: 0.04454530038840727
Position 1804: 0.0387515744985304
Position 879: 0.03779896796218697
Position 385: 0.02585689086090586
Position 3446: 0.016005402711340107
Position 160: 0.015760293847689115
Position 442: 0.011345903217900114
Position 2775: 0.0057233753343301965
Position 4171: 0.005497586709495518
Position 340: 0.00472137708739313
Position 5392: 0.004612845840106513
Position 6958: 0.003834640228617936
Position 4686: 0.0028804294129866023
Position 1070: 0.0027635931441179987
Position 6273: 0.0022034782214226576
Position 3188: 0.0021668284674105317
Position 950: 0.0008664542194655372
Position 618: 0.0005834063018884578
Position 572: 0.0005363598000612871
Position 1529: 0.0004979071313935885
Position 1026: 0.000472873067926888
Position 206: 0.0004090422748484979
Position 232: 0.00037831870722388773
Position 2924: 0.0003543575538692136
Position 888: 0.00033755218820959474
Position 3018: 0.0003363937157777461
Position 1828: 0.0003314331134710783
Position 3953: 0.00022383847831235893
Position 4125: 0.00015935494738154193
Position 4287: 0.00012956457299902172
Position 4901: 0.000120285083015055
Position 2078: 8.794242591878006e-05
Position 55: 8.72277600417712e-05
Position 590: 7.117725220509395e-05
Position 154: 6.431439511374376e-05
Position 49: 6.0474941099212046e-05
Position 1447: 5.189640605662522e-05
Position 1131: 5.064873184522838e-05
Position 191: 4.963830965023189e-05
Position 622: 3.7932915014733886e-05
Position 1244: 3.5299503331774265e-05
Position 19: 3.4284390141801344e-05
Position 1418: 3.1667092666677805e-05
Position 592: 2.9564397698249295e-05
Position 1525: 2.8126532649160826e-05
Position 626: 2.3951752456627634e-05
Position 85: 2.3208525468281926e-05
Position 1625: 2.158891503941454e-05
Position 184: 1.9839322133956145e-05
Position 598: 1.57352656388458e-05
Position 594: 1.5641845377559755e-05
Position 775: 1.5242044257983328e-05
Position 596: 1.4960006986415407e-05
Position 600: 1.4860076257810672e-05
Position 193: 1.4610172423694811e-05
Position 602: 1.3336882701978584e-05
Position 1225: 1.2451206715334672e-05
Position 604: 1.186457360166397e-05
Position 532: 1.0131378823889323e-05
Position 606: 1.0042372233424697e-05
Position 1421: 9.309497111670066e-06
Position 608: 8.875477064644738e-06
Position 95: 6.3804023471804156e-06
Position 535: 5.996358219859492e-06
Position 3663: 3.878714061374686e-06
Position 53: 3.376658362968497e-06
Position 1653: 2.6847087804728324e-06
Position 166: 2.661406197993291e-06
Position 3929: 2.2973942250385264e-06
Position 1597: 1.9741643499162333e-06
Position 1031: 1.687400067771934e-06
Position 2031: 1.612329835303553e-06
Position 647: 1.5208632340489798e-06
Position 569: 1.4538991023436176e-06
Position 1384: 1.0097186886326526e-06
Position 1832: 9.563578988807777e-07
Position 168: 9.459694624137693e-07
Position 2361: 9.41918699162362e-07
Position 395: 9.362763973715427e-07
Position 9: 8.288995406321751e-07
Position 636: 3.9240940615719483e-07
Position 97: 3.001506664735694e-07
Position 548: 6.757320518116365e-08
Position 373: 5.9009209157565174e-08
Position 1838: 5.678496187416031e-08
Position 1238: 7.257820618973686e-09
Position 368: 7.1631989785938925e-09
Position 397: 2.3729074266891614e-10
Position 487: 1.4093486302251341e-11
Position 485: 5.980917810538157e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 412: 0.5706242781620847
Position 3540: 0.36921649058652484
Position 3421: 0.21875683187917982
Position 15817: 0.13964864180315062
Position 13002: 0.11309312524870256
Position 974: 0.07230320927192181
Position 11055: 0.06891100677109568
Position 6806: 0.059605502361798034
Position 3582: 0.0557132921406285
Position 12312: 0.051048899326403815
Position 10399: 0.050246917899794845
Position 250: 0.04551815587707353
Position 10624: 0.04399965591537273
Position 10192: 0.043289798978100764
Position 4006: 0.041763386019390024
Position 1716: 0.040391586433134646
Position 3308: 0.03729571101397338
Position 10687: 0.03628531124227119
Position 13933: 0.03466758974604619
Position 4989: 0.027798186626391958
Position 6132: 0.02614865791691036
Position 10003: 0.026147739018974516
Position 380: 0.024796468535208963
Position 7328: 0.02091596722935831
Position 2444: 0.02067651507292975
Position 8763: 0.01878009171771004
Position 3790: 0.01744309925330474
Position 11376: 0.014862797175852187
Position 707: 0.013778634101017156
Position 6027: 0.013426156699529321
Position 3548: 0.013403045984404954
Position 877: 0.012284207496693456
Position 12549: 0.01172118638790906
Position 10473: 0.010221373072299759
Position 650: 0.009974974537151567
Position 11070: 0.009521089193625897
Position 2186: 0.009022191570330362
Position 211: 0.009015152630107043
Position 9970: 0.008721845458645884
Position 247: 0.008662965211224102
Position 1483: 0.008270435976726727
Position 4052: 0.00799469737582544
Position 3609: 0.007374352025729651
Position 11429: 0.007211285577765714
Position 2702: 0.006466178712923278
Position 4594: 0.006055194348210906
Position 10153: 0.005798557797658609
Position 8347: 0.005615728752722005
Position 5979: 0.00558232017255072
Position 414: 0.005525652903571357
Position 2879: 0.004805548375986775
Position 9711: 0.004740236160191924
Position 5295: 0.004668495740664675
Position 8630: 0.00454948229359649
Position 309: 0.004544271359560215
Position 1367: 0.004477958406141986
Position 7150: 0.004024117501092189
Position 9074: 0.003947596311755122
Position 5104: 0.003635094142967647
Position 7621: 0.0036242721495248586
Position 1348: 0.003461653250847547
Position 3495: 0.0025633167398627925
Position 337: 0.002551440694227829
Position 7544: 0.002549152256617336
Position 11334: 0.0025282863624044565
Position 496: 0.0021829786342335896
Position 757: 0.002180798874588925
Position 4445: 0.0020729293312278887
Position 6922: 0.0018346529228640807
Position 1025: 0.001833561902409541
Position 3879: 0.0017741476258442334
Position 5694: 0.0016651105383487328
Position 8187: 0.001642696675203952
Position 9914: 0.0015979755514517308
Position 260: 0.0014640330966459146
Position 1752: 0.0014072314861656725
Position 9536: 0.0013095154918880338
