Gene = ACTR8
index = 26
Annotated 5SS: [  224  2264  3846  4556  4989  5583  6255  7992  9171  9819 10971 12221]
Annotated 3SS: [ 2092  3734  4450  4814  5488  6121  7837  9074  9677 10705 12056 13339]
SMsplice 5SS: [  224  2264  3846  4556  4989  5583  6255  9171  9819 12221]
SMsplice 3SS: [ 2092  3734  4450  4814  5488  6121  9055  9677 12056 13339]
top_k =  1000
Partition function (log Z): 15.161891499804689

Sorted 5' Splice Sites (High to Low Probability):
Position 6255: 0.9901885991417417
Position 4556: 0.9805362910323061
Position 224: 0.957929107378803
Position 4989: 0.9217873324873501
Position 9171: 0.8869019104570848
Position 5583: 0.8832932556966254
Position 2264: 0.8732840890081841
Position 12221: 0.8585876248851605
Position 3846: 0.8405073417223445
Position 9819: 0.6484847865460603
Position 7992: 0.3627516659086086
Position 9835: 0.26943682168622407
Position 13480: 0.26101965734346766
Position 6702: 0.2607489750376134
Position 6806: 0.21581454514168177
Position 10814: 0.20637392792219866
Position 2928: 0.1841050636970343
Position 13529: 0.1698160780515277
Position 3106: 0.1509758063235428
Position 6815: 0.14866115400557717
Position 14126: 0.13079866148479025
Position 13854: 0.12957369144325506
Position 14495: 0.09482364426116376
Position 14074: 0.09029418044906247
Position 8945: 0.08279597996421056
Position 3814: 0.07533509054519723
Position 2940: 0.06869854257549567
Position 7277: 0.06063446329077067
Position 6728: 0.059265684049387375
Position 10971: 0.05920612709689096
Position 5946: 0.04901234387060944
Position 10343: 0.03806032812209815
Position 14702: 0.03802789956514442
Position 405: 0.03716300829924884
Position 8130: 0.03628290679174996
Position 4870: 0.033153746328216806
Position 1822: 0.02935474945606194
Position 7259: 0.02771664909134113
Position 78: 0.022978376556109657
Position 12763: 0.022398064218497965
Position 2758: 0.01801393169455943
Position 8146: 0.01785403462896658
Position 3020: 0.017711007967320107
Position 2532: 0.017406191337517255
Position 2447: 0.016465060749313424
Position 5105: 0.016266011182070286
Position 1351: 0.015463676105654613
Position 4731: 0.014470375542021534
Position 8840: 0.012868359195124785
Position 12397: 0.011738749323053093
Position 2298: 0.011376586934102808
Position 3488: 0.011346397574021854
Position 3244: 0.01012901485624531
Position 9182: 0.01001773984880756
Position 4820: 0.009490995065321759
Position 1946: 0.008671350793478852
Position 82: 0.008103051936028779
Position 9393: 0.007543406220887021
Position 4365: 0.007416964518829663
Position 3240: 0.006522267875773314
Position 9498: 0.006023837522093165
Position 565: 0.005508245210015106
Position 2482: 0.005401171369699595
Position 8962: 0.005143389865134741
Position 6271: 0.004832060404139279
Position 3889: 0.004801033047386771
Position 14749: 0.004794876232885996
Position 7205: 0.0046628864254262044
Position 6792: 0.00396212040569865
Position 203: 0.0035635349553301662
Position 537: 0.003550500064906577
Position 12475: 0.003456601648073309
Position 3996: 0.0032077926443023577
Position 13560: 0.0031409985641031703
Position 8601: 0.0031153508191453113
Position 1696: 0.002995459991925063
Position 7604: 0.002946026858291189
Position 2726: 0.0028210423133862533
Position 2519: 0.0024182927769499265
Position 993: 0.002278030002418811
Position 10624: 0.002256681429554586
Position 2025: 0.0021953188950131573
Position 12108: 0.002087122256318851
Position 7132: 0.001972160556982796
Position 9432: 0.001960923224699345
Position 3479: 0.0018606899549050498
Position 483: 0.0017974065710231306
Position 1615: 0.0017141344487267265
Position 6028: 0.001670735347384919
Position 10217: 0.0016137877804935062
Position 1356: 0.0016048886991204367
Position 13597: 0.0015653607424645473
Position 4932: 0.0015285742178679615
Position 1381: 0.0014249269155853586
Position 240: 0.0014079843616046808
Position 10435: 0.0013570791888518569
Position 3667: 0.0013086832324549665
Position 3420: 0.0012979585841083074
Position 6903: 0.0012837837603135009
Position 7076: 0.0012657634727532337
Position 2130: 0.0012175782872287468
Position 5359: 0.0011945362265910692
Position 5377: 0.001172161363239434
Position 3602: 0.000969561093147688
Position 4083: 0.0009473029744908833
Position 1246: 0.0009373135206926252
Position 4044: 0.0009288372692619586
Position 10238: 0.0009203997988064458
Position 8178: 0.0009181746206833193
Position 1554: 0.0008558207045582471
Position 3180: 0.0008484600892249341
Position 6214: 0.0008475713069075652
Position 3203: 0.0008243715573035643
Position 4369: 0.0007818428724280085
Position 2860: 0.0007686905599443609
Position 4038: 0.000764262235727474
Position 9318: 0.0007575785398907391
Position 12799: 0.0007522090945384587
Position 571: 0.0006642622063032434
Position 2883: 0.0006598438670003728
Position 3552: 0.0006484026524532414
Position 1936: 0.000628700870405961
Position 3831: 0.0005762342532871009
Position 7324: 0.0005481029918322729
Position 12272: 0.0004968996165240895
Position 9218: 0.0004914706035412202
Position 4544: 0.0004761721295246473
Position 2327: 0.00042659994154637147
Position 3534: 0.0004181236075118073
Position 4537: 0.000408856306538683
Position 6617: 0.00040394136696996304
Position 6529: 0.00036197856580532517
Position 2579: 0.0002926581580603045
Position 1152: 0.0002769837854761825
Position 5161: 0.00025930148371654466
Position 13445: 0.0002538668691939087
Position 6376: 0.0002506132301675761
Position 3596: 0.0002460511644633673
Position 12101: 0.00024204590925894134
Position 962: 0.0002257031939248514
Position 893: 0.00022284882869229877
Position 2238: 0.000217726027912101
Position 10573: 0.00021107607211436454
Position 8609: 0.00019539052668425538
Position 1073: 0.0001875333035243082
Position 1503: 0.00018224317417504
Position 6334: 0.00017664776655269387
Position 3263: 0.00016995550523346282
Position 13555: 0.00015167714315616066
Position 5044: 0.00014190809982493014
Position 1899: 0.0001377110665657844
Position 1148: 0.00013573973118477693
Position 2461: 0.00013070540317161507
Position 4788: 0.00012140580595884558
Position 478: 0.0001129566667093924
Position 5761: 0.00010054695863208706
Position 12082: 9.190903614647674e-05
Position 4940: 9.093929575873005e-05
Position 5849: 8.896283366713079e-05
Position 4102: 8.302706593870784e-05
Position 591: 8.207684575467042e-05
Position 8597: 7.894469854030811e-05
Position 337: 7.829942576900416e-05
Position 7925: 7.551608928310162e-05
Position 4497: 7.508806147348153e-05
Position 3794: 7.359519533262028e-05
Position 3543: 7.223636617493815e-05
Position 5034: 6.948021569958976e-05
Position 5929: 6.915128502631657e-05
Position 13047: 6.74434979354591e-05
Position 265: 6.0566859365122557e-05
Position 3745: 5.9247884172151405e-05
Position 8302: 5.783242687411338e-05
Position 3777: 5.7615759386218156e-05
Position 1755: 4.8521615167477835e-05
Position 5643: 4.6278791064039963e-05
Position 13471: 3.799214364739238e-05
Position 579: 3.0141585759076594e-05
Position 4735: 2.2321065174904555e-05
Position 2009: 2.165115626947637e-05
Position 6313: 2.1382642092456583e-05
Position 211: 2.117131152994621e-05
Position 1305: 2.0994916907899124e-05
Position 1484: 1.7188846640815535e-05
Position 5258: 1.71293982439327e-05
Position 1022: 1.668511757131869e-05
Position 6559: 1.5716683685365554e-05
Position 5499: 1.4278395115767054e-05
Position 759: 1.410331815090443e-05
Position 120: 1.388287475589686e-05
Position 5412: 1.3596270049814663e-05
Position 5574: 1.313458419127115e-05
Position 843: 1.2767619544814566e-05
Position 481: 1.2541463859177576e-05
Position 559: 1.1655245465350392e-05
Position 1127: 1.152933549734508e-05
Position 1690: 1.0831106887406585e-05
Position 88: 9.665697032252509e-06
Position 620: 8.452119807619832e-06
Position 372: 8.029366040974275e-06
