Gene = NSMF
index = 965
Annotated 5SS: [ 303  847 1928 2924 4096 4944 5604 6279 6599 6782 6970 9159 9412 9736]
Annotated 3SS: [ 784 1432 2847 4026 4890 5513 6153 6514 6747 6898 9078 9308 9659 9842]
SMsplice 5SS: [ 303  847 2924 3889 4944 5604 6279 6599 6782 6970 9412 9736]
SMsplice 3SS: [ 784 2847 3777 4890 5513 6153 6514 6747 6898 9308 9659 9842]
top_k =  1000
Partition function (log Z): 22.236218895217533

Sorted 5' Splice Sites (High to Low Probability):
Position 2924: 0.9850719735522179
Position 9412: 0.9820793978653959
Position 9736: 0.9643864942365483
Position 303: 0.9474745685959532
Position 6279: 0.937936081372027
Position 5604: 0.931373862524558
Position 6782: 0.9033499304879412
Position 847: 0.8913313412864154
Position 3889: 0.8897677296284173
Position 6599: 0.8528259038931185
Position 6970: 0.8224182146826553
Position 4944: 0.6361490823709055
Position 9937: 0.26835296534071207
Position 1928: 0.20332509804473367
Position 3706: 0.18697380559149337
Position 9159: 0.08856530396830914
Position 2660: 0.08055432879327186
Position 4096: 0.0783331703626003
Position 153: 0.05957452552582913
Position 4613: 0.058446705156497566
Position 4589: 0.05665645466193991
Position 5608: 0.05280414014188241
Position 7070: 0.051854882730076816
Position 6273: 0.03643113448942717
Position 5370: 0.034869505143719254
Position 6840: 0.025459372460505766
Position 3590: 0.024974501471059864
Position 582: 0.02488996689745376
Position 6674: 0.023467873928161787
Position 2459: 0.02009034152571097
Position 9171: 0.019697100418699955
Position 4931: 0.01951921622115258
Position 4136: 0.01913352220427818
Position 638: 0.017215709989768267
Position 6026: 0.015737755163897776
Position 4965: 0.014310003366852897
Position 7012: 0.01334313102426207
Position 1217: 0.012225932493105426
Position 6437: 0.010876499094288833
Position 7155: 0.010671498999192926
Position 1935: 0.01003483223046319
Position 4954: 0.008060922102337767
Position 9115: 0.005721570044763805
Position 7076: 0.005312512451139282
Position 9555: 0.004658681353781313
Position 2949: 0.004464486496807268
Position 3611: 0.00418335912207852
Position 7046: 0.004074591428921968
Position 3574: 0.003989601235500952
Position 6530: 0.003896440867472928
Position 48: 0.003435121138065137
Position 6031: 0.0034071441237135684
Position 1957: 0.0031595553213255136
Position 7098: 0.003116602657508095
Position 3622: 0.002975169876469702
