Gene = MARCKSL1
index = 817
Annotated 5SS: [433]
Annotated 3SS: [1281]
SMsplice 5SS: [433]
SMsplice 3SS: [1281]
top_k =  1000
Partition function (log Z): -7.582396100393386

Sorted 5' Splice Sites (High to Low Probability):
Position 433: 0.7446708843403341
Position 437: 0.23594357862868004
Position 1154: 0.03821359232399262
Position 1432: 0.030922077377198678
Position 1412: 0.0261897841337719
Position 1797: 0.015778942468802053
Position 856: 0.009551936462277175
Position 208: 0.009529842665647931
Position 1787: 0.009291991093957277
Position 1111: 0.007698886456458967
Position 1325: 0.0051914791252536665
Position 1129: 0.003997972959633247
Position 2016: 0.003966795415416674
Position 1529: 0.003209275924283139
Position 190: 0.0029968049218066944
Position 1043: 0.002552024256390842
Position 1004: 0.0017896298713790078
Position 2339: 0.0014261170009964553
Position 32: 0.0014231751509381932
Position 2116: 0.0013739207754782394
Position 1535: 0.0010671258578300044
Position 860: 0.0005644539267437652
Position 811: 0.0005030012299154541
Position 1148: 0.00046743444635091
Position 1076: 0.0003923274680199474
Position 1150: 0.0003110648221985447
Position 87: 0.0002746505717863705
Position 909: 0.0002664759016695756
Position 2011: 0.00011123389734256105
Position 801: 0.0001080978918979501
Position 2372: 0.00010755617459692088
Position 382: 8.136560675705198e-05
Position 1345: 5.1444418557365624e-05
Position 1294: 3.17969287325018e-05
Position 561: 2.8350960166304403e-05
Position 1178: 2.0204607238926092e-05
Position 1589: 1.316562082616851e-05
Position 1335: 8.963060588315856e-06
Position 693: 4.35285644266459e-06
Position 663: 5.822608029143883e-07
Position 1835: 5.565196084722015e-07
Position 1801: 3.6684211628256905e-07
Position 1779: 2.695730767835743e-07
Position 1840: 2.6846257935613674e-07
Position 1184: 2.653488702209225e-07
Position 285: 2.0147578466606945e-07
Position 1131: 7.58444158281335e-08
Position 523: 4.505500364222161e-08
Position 650: 2.9119755667194638e-08
Position 16: 1.4108653209117667e-08
Position 949: 3.442617247325985e-09
Position 569: 8.887127509557814e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1281: 0.841287037904785
Position 1561: 0.15220546264740265
Position 957: 0.055129421327525824
Position 1977: 0.02433411030292766
Position 1323: 0.012416370963863535
Position 2213: 0.011918406734053555
Position 1883: 0.007395190657411447
Position 2541: 0.007101145112974842
Position 584: 0.004256257098031188
Position 827: 0.004108237343971374
Position 1357: 0.0034629863661238157
Position 2119: 0.0032314157343660355
Position 693: 0.0023480864937725095
Position 2232: 0.002324243137046143
Position 990: 0.0020079422400221007
Position 1839: 0.0019490587158296558
Position 1214: 0.0018524864203734624
Position 2116: 0.001627938404075686
Position 1956: 0.001494448705807141
Position 336: 0.0014797309704318255
Position 2268: 0.0014413789711375735
Position 880: 0.0012860640283167408
Position 353: 0.0012693196348264393
Position 1911: 0.0010073262023964945
Position 914: 0.0009586668224062152
Position 1512: 0.0008881062043143813
Position 2080: 0.0008399806656247974
Position 1887: 0.0008089139406758331
Position 1284: 0.0007477246228406732
Position 733: 0.0006682094311555848
Position 1617: 0.0006376761416339688
Position 899: 0.0005526718360473532
Position 333: 0.0005434548425406715
Position 2002: 0.00053314638646217
Position 1563: 0.0005225385857388869
Position 908: 0.00043765207998495954
Position 306: 0.0004292413961139299
Position 993: 0.000427778410379499
Position 712: 0.0004187359030111415
Position 2445: 0.00039948783567677444
Position 2292: 0.0003067703696620291
Position 744: 0.0002606602247050842
Position 1443: 0.00023973600880754125
Position 2520: 0.00021974877458895927
Position 1330: 0.00021193931993749782
Position 1406: 0.0001766832192783744
Position 1598: 0.00017508440805338697
Position 1410: 0.00017328931842919173
Position 1217: 0.00016548092642183616
Position 1479: 0.00015628366036169998
Position 1063: 0.00014549509989671613
Position 251: 0.00011096242158559394
Position 1184: 0.00010828140757022792
Position 357: 8.763874955773602e-05
Position 959: 8.591683171225864e-05
Position 1482: 8.48115725479516e-05
Position 124: 7.877536835067527e-05
Position 1446: 7.221191120594768e-05
Position 323: 5.484722899392689e-05
Position 1019: 5.4557491893098586e-05
Position 490: 4.935002751337399e-05
Position 1982: 3.3734178750209966e-05
Position 1309: 3.120377644692894e-05
Position 599: 2.66782372052852e-05
Position 1301: 2.4627507945260428e-05
Position 1115: 2.1854979243528426e-05
Position 1187: 1.993774244722764e-05
Position 922: 1.889673117355922e-05
Position 1396: 1.8007061100731756e-05
Position 1392: 1.7544042880399488e-05
Position 773: 1.492544469809833e-05
Position 1567: 1.2822285000332628e-05
Position 2343: 1.2249273930382442e-05
Position 2015: 1.216327753800083e-05
Position 2155: 1.2147322628495452e-05
Position 886: 1.1357982181089845e-05
Position 420: 1.057767077212201e-05
Position 918: 8.437278801920348e-06
Position 1455: 7.74724045795327e-06
Position 1812: 6.627646332816351e-06
Position 396: 6.017306538219957e-06
Position 403: 5.385962088028822e-06
Position 182: 5.045603209556296e-06
Position 833: 4.11031862036286e-06
Position 104: 2.5720693327786973e-06
Position 1650: 2.547337724892979e-06
Position 1710: 2.2987493875539212e-06
Position 1743: 2.075773539783751e-06
Position 1621: 1.6250029019827856e-06
Position 1605: 1.5843361205000569e-06
Position 128: 1.5199979776306002e-06
Position 1021: 1.2693244689832808e-06
Position 366: 1.0169368161474632e-06
Position 400: 9.536653820554184e-07
Position 755: 9.156754773481896e-07
Position 1572: 8.147772868070816e-07
Position 1023: 7.737738817124931e-07
Position 603: 7.366337932703282e-07
Position 162: 7.212356717335652e-07
Position 1659: 6.696710622820317e-07
Position 1122: 6.010039502064812e-07
Position 359: 5.272386147299354e-07
Position 916: 3.4505281579385445e-07
Position 1124: 3.3094987286827626e-07
Position 167: 3.2423014382767054e-07
Position 1128: 2.5199787789967934e-07
Position 1717: 1.9684786033503571e-07
Position 432: 1.9499722849053427e-07
Position 213: 1.8635138316277455e-07
Position 1569: 1.503569811694033e-07
Position 393: 1.2725810626730224e-07
Position 1514: 9.61162191193656e-08
Position 461: 7.91728285003801e-08
Position 1001: 6.426106204043522e-08
Position 207: 4.569398087602565e-08
Position 202: 4.499061797494392e-08
Position 1763: 4.3961597067283725e-08
Position 618: 3.6109032224932325e-08
Position 186: 2.6648777193198743e-08
Position 1366: 3.491657358478619e-09
Position 1431: 3.1154661912195723e-09
Position 1425: 2.912010176861864e-09
Position 838: 2.543290888114261e-09
Position 608: 5.227626812892138e-10
Position 1458: 3.2451037237388676e-10
Position 849: 1.4552973785052645e-10
Position 847: 5.436647905862485e-11
