Gene = SPDL1
index = 1307
Annotated 5SS: [  256  4942  7591  9915 10661 10859 11048 13068 14946 15526 17992]
Annotated 3SS: [ 4759  7413  9719 10510 10759 10936 12926 14841 15337 17645 20425]
SMsplice 5SS: [  256   533  4942  9915 10661 10859 11048 13068 14946 15526]
SMsplice 3SS: [  453  4759  9719 10510 10759 10936 12950 14841 15337 17235]
top_k =  1000
Partition function (log Z): 10.895419520618084

Sorted 5' Splice Sites (High to Low Probability):
Position 9915: 0.9795287008221819
Position 10859: 0.9743038605714497
Position 11048: 0.9726263180194905
Position 13068: 0.9583951052057695
Position 14946: 0.9153979156959986
Position 10661: 0.8357383499096638
Position 533: 0.7828084107871098
Position 256: 0.7612323819993534
Position 15526: 0.6713496979300605
Position 7591: 0.5495936628047299
Position 4942: 0.5140538676894282
Position 4857: 0.3951401450968301
Position 956: 0.29976514898035544
Position 1610: 0.27348443864493993
Position 3739: 0.23967559882802206
Position 15921: 0.22822975259630876
Position 9564: 0.2044783802549877
Position 1978: 0.14317375136549987
Position 249: 0.14122275297198278
Position 17557: 0.1270716351109909
Position 9633: 0.11317804687840113
Position 12397: 0.10629356121361007
Position 5294: 0.10149444929243559
Position 7196: 0.0990579484583269
Position 14568: 0.09426718619606828
Position 938: 0.08663040742712952
Position 17992: 0.08499108166585867
Position 1111: 0.07297747159541046
Position 15060: 0.07039765812649472
Position 538: 0.06503919698476403
Position 9149: 0.059335191985892446
Position 14443: 0.051138564518194075
Position 10592: 0.050025625008640384
Position 281: 0.04785918098592829
Position 15875: 0.029388655584557954
Position 10268: 0.02935053103119007
Position 4916: 0.029187066928542307
Position 10191: 0.02901782351199723
Position 7570: 0.028928098303843408
Position 6875: 0.020966141502801707
Position 1069: 0.019789407499215254
Position 9418: 0.019437906235526225
Position 11658: 0.015336586387015667
Position 481: 0.014549604699113776
Position 12677: 0.012208497786919612
Position 4873: 0.011402475201021943
Position 1961: 0.01081609902610136
Position 13269: 0.010579809788874045
Position 864: 0.010117826498306273
Position 7191: 0.009973366295677721
Position 3560: 0.009519982523671245
Position 7928: 0.008807802174309314
Position 6017: 0.007000885199504374
Position 10833: 0.006767649590345104
Position 565: 0.006694053906230125
Position 11731: 0.0061384654157330505
Position 9907: 0.006103610485375518
Position 11071: 0.006063993202463709
Position 12387: 0.005432234780981405
Position 10869: 0.005369481296956583
Position 14564: 0.004522165649740964
Position 15990: 0.0035270118566224588
Position 10675: 0.0034011287410255545
Position 10790: 0.00339097676384155
Position 8727: 0.0033738295018637177
Position 17497: 0.0033145273087958095
Position 4862: 0.0030884349805142485
Position 17799: 0.003085718843094793
Position 274: 0.003065020111225871
Position 17387: 0.002698370482829133
Position 14664: 0.0026471082550236645
Position 13039: 0.0024811677847386827
Position 6879: 0.0024652675679125253
Position 4380: 0.002390380106915701
Position 14958: 0.0023854576982933313
Position 11104: 0.0021858985906160443
Position 13862: 0.0020995997825939043
Position 20087: 0.002026871487947354
Position 612: 0.0019148305553905462
Position 3283: 0.0018962753765818829
Position 796: 0.0018374432528819045
Position 1852: 0.0017538490726016589
Position 19793: 0.001670146861479361
Position 15361: 0.0015371332386664323
Position 14999: 0.0013968616524303607
Position 14611: 0.0012876988713914018
Position 15730: 0.0010799066675834315
Position 1235: 0.001033083811731723
Position 11015: 0.0009758871587735586
Position 17077: 0.0009708831324997152
Position 528: 0.0009482422525407243
Position 25: 0.0008684568292008182
Position 12433: 0.0007699502124658541
Position 10990: 0.0007626418188802039
Position 13590: 0.0007401149544130077
Position 17120: 0.0007317288190885646
Position 852: 0.0007246742644993758
Position 16629: 0.0007192585399426266
Position 2042: 0.0006863447557859297
Position 6563: 0.0006347849810559093
Position 7043: 0.0005642020516854623
Position 2189: 0.000552747246494953
Position 13018: 0.0005492498450213262
Position 13849: 0.0005353650966782787
Position 1318: 0.00048456411738855427
Position 2790: 0.00046562136980471164
Position 3163: 0.00040069393598064697
Position 4322: 0.00039312338280827314
Position 6583: 0.00037832662165893696
