Gene = LAX1
index = 765
Annotated 5SS: [ 479 5762 6302 6972]
Annotated 3SS: [5651 6190 6891 8698]
SMsplice 5SS: [ 479 5762 6302 6972]
SMsplice 3SS: [5651 6190 6891 8698]
top_k =  1000
Partition function (log Z): 0.08242331723960983

Sorted 5' Splice Sites (High to Low Probability):
Position 6972: 0.972719017652832
Position 6302: 0.970188582189862
Position 5762: 0.9675042017374115
Position 479: 0.7231562463010722
Position 8762: 0.2771427901876583
Position 208: 0.22886501097695955
Position 9087: 0.05807549116646305
Position 265: 0.04647584250253637
Position 8755: 0.042630657438052104
Position 3420: 0.03895075364338687
Position 658: 0.03399128935188622
Position 496: 0.02877077548497027
Position 231: 0.022217926004221032
Position 4521: 0.01975180095145783
Position 4862: 0.018221685362655116
Position 3002: 0.017904492302323622
Position 6637: 0.01739455165797158
Position 8766: 0.01355684276419253
Position 4594: 0.012802860178486948
Position 3723: 0.011643864270800202
Position 7199: 0.007610713943420149
Position 3695: 0.00720064288036778
Position 8068: 0.007154212601075722
Position 6306: 0.005311876623940875
Position 3413: 0.005139736944742416
Position 4769: 0.00459581103219795
Position 3638: 0.004433247947226484
Position 4907: 0.004098076628094588
Position 5431: 0.0034743034980549855
Position 3336: 0.003442478452384521
Position 933: 0.0033294086938034304
Position 6069: 0.0032471354659900334
Position 9024: 0.003132199548449004
Position 3077: 0.0028651576728449804
Position 2102: 0.002807075189611702
Position 6558: 0.0027357931063165543
Position 9514: 0.0024011338084436126
Position 8834: 0.0023759965504973665
Position 5795: 0.0020809284739083164
Position 8088: 0.0020795821054057756
Position 1128: 0.001994009560626539
Position 7778: 0.0016176000614199861
Position 10262: 0.0014599399482652503
Position 7880: 0.0013406726114262326
Position 6599: 0.000985747688916793
Position 5974: 0.000977299202356931
Position 8624: 0.0008842378274006296
Position 8797: 0.0008233287148920825
Position 9369: 0.0008056973072028267
Position 3703: 0.0006753919066236705
Position 5027: 0.0006224410384354743
Position 1583: 0.0005485657497148841
Position 8399: 0.0005450589841036434
Position 6470: 0.0004539482238914361
Position 5784: 0.0004217905514261218
Position 378: 0.00041350440706140285
Position 8786: 0.0003949769146493653
Position 9063: 0.00037759595180498416
Position 7347: 0.0003761314104282718
Position 6719: 0.00036804320651270643
Position 9127: 0.00034349791688273516
Position 3401: 0.0003198053442623932
Position 4562: 0.0002917079724753794
Position 8372: 0.0002838919997704717
Position 8308: 0.000256260101918759
Position 6910: 0.00021719099704837293
Position 8799: 0.00020483408856978298
Position 6421: 0.00019561632097039503
Position 6077: 0.00018386535860864637
Position 7170: 0.00017943026434753242
Position 7242: 0.00015398083111684027
Position 5773: 0.0001447953725458986
Position 6969: 0.00013219237898341165
Position 9448: 0.00012199353238932172
Position 5982: 0.00010813832844493775
Position 6449: 0.0001080006794880553
Position 187: 0.00010736596336964064
Position 6925: 0.00010241406759038538
Position 7222: 9.58657780566485e-05
Position 8142: 9.319946985263203e-05
Position 6677: 8.849394387844824e-05
Position 240: 8.492965040714851e-05
Position 6560: 8.138869564753716e-05
Position 5984: 7.651559641853566e-05
Position 5989: 7.618479818083763e-05
Position 8049: 7.560672807220887e-05
Position 8367: 7.478768505496104e-05
Position 296: 6.714682807985945e-05
Position 5713: 6.386156996670948e-05
Position 108: 5.911817741237683e-05
Position 6050: 5.292187822733412e-05
Position 161: 5.261487851679938e-05
Position 6016: 4.7462731524568684e-05
Position 202: 4.2821281457365426e-05
Position 6500: 4.232079960215614e-05
Position 4678: 4.019964915379779e-05
Position 6393: 3.957493174438344e-05
Position 7213: 3.951712878442428e-05
Position 6359: 3.9182809941971813e-05
Position 8220: 3.514917207274389e-05
Position 7379: 3.461089271943356e-05
Position 6534: 3.4482543426790464e-05
Position 283: 3.194463283731356e-05
Position 6328: 3.0612162840376374e-05
Position 5685: 2.903874618146517e-05
Position 309: 2.6295220803352566e-05
Position 883: 2.5871661365004632e-05
Position 7780: 1.9956541573965276e-05
Position 2708: 1.971475430465534e-05
Position 2904: 1.5180776990167991e-05
Position 529: 1.4788248254473083e-05
