Gene = CDC26
index = 335
Annotated 5SS: [ 208 2261 3163]
Annotated 3SS: [2150 3040 8149]
SMsplice 5SS: [ 610 2261 3163]
SMsplice 3SS: [2150 3040 8149]
top_k =  1000
Partition function (log Z): -5.398982646487848

Sorted 5' Splice Sites (High to Low Probability):
Position 3163: 0.9660158889200997
Position 2261: 0.9338250803219362
Position 610: 0.2433929002690073
Position 360: 0.2007173394757511
Position 208: 0.1899985692552132
Position 212: 0.18462192820760442
Position 1175: 0.1355115752682873
Position 583: 0.07073895599857684
Position 1030: 0.05660570512464955
Position 1871: 0.04712371818781697
Position 5705: 0.03591232070817011
Position 1134: 0.033532371882027415
Position 1214: 0.03071371312104898
Position 2739: 0.02798721238234111
Position 4783: 0.02754335156377619
Position 5000: 0.02719727295048811
Position 3858: 0.02334180502070755
Position 91: 0.02316281726911124
Position 289: 0.019075141948658902
Position 618: 0.017827660904680416
Position 7577: 0.014890727441148992
Position 2068: 0.01274289189070705
Position 671: 0.007287142262627056
Position 1292: 0.0070482728206113215
Position 3717: 0.006831129835553223
Position 603: 0.005102904832620785
Position 174: 0.004838244555238025
Position 1523: 0.004827412084253949
Position 5674: 0.004721444893758914
Position 269: 0.0035745964499356133
Position 1156: 0.003492767596731267
Position 7010: 0.0033216169570222547
Position 4580: 0.0033043182962091966
Position 886: 0.003262323679345277
Position 891: 0.002639961113502208
Position 6230: 0.002611885888250077
Position 6451: 0.0025124183764389406
Position 692: 0.0024981558755191023
Position 7119: 0.002278841925181608
Position 2091: 0.0022434170431615244
Position 4076: 0.0022159418515246714
Position 1302: 0.0021638210836657386
Position 861: 0.0018788898966443303
Position 8079: 0.0018687305756894892
Position 1784: 0.0017869704307730268
Position 1494: 0.0016099475706197127
Position 5678: 0.0015221008441099974
Position 3434: 0.0012879597063175788
Position 2339: 0.0012632219237532565
Position 2344: 0.0012301214774119002
Position 1064: 0.001194333068106756
Position 6676: 0.0010431959388214546
Position 403: 0.0010169528543982646
Position 3976: 0.0009503687982243699
Position 149: 0.0009314613571382829
