Gene = ADCK2
index = 27
Annotated 5SS: [ 1111  1605  6131  7985 14089 16573 17661]
Annotated 3SS: [ 1457  6001  7888 13836 16443 17606 21509]
SMsplice 5SS: [  350  1605  6131  7985 14089 16573]
SMsplice 3SS: [ 1457  6001  7888 13836 16443 21509]
top_k =  1000
Partition function (log Z): -3.4207186946782593

Sorted 5' Splice Sites (High to Low Probability):
Position 1605: 0.9949978657034815
Position 16573: 0.8807610182362445
Position 6131: 0.8552582666862171
Position 14089: 0.8079999496734596
Position 7985: 0.6884996235648094
Position 1111: 0.40739428303162883
Position 350: 0.40507867981971235
Position 15528: 0.37153589324535935
Position 3011: 0.266742468672239
Position 17661: 0.18889276197200341
Position 3071: 0.1141116947788319
Position 6124: 0.09195131057472425
Position 17044: 0.0767172921463536
Position 325: 0.07551956054017421
Position 19998: 0.06281341600572879
Position 5527: 0.05727623783302954
Position 7720: 0.050540936753362714
Position 17696: 0.049799681175321506
Position 15336: 0.04827605625835757
Position 346: 0.04769715909211008
Position 2762: 0.044418681463523325
Position 16581: 0.04194715435014145
Position 7705: 0.04009317828594721
Position 4910: 0.03589340004273036
Position 228: 0.03539294675341479
Position 11190: 0.03158444580863422
Position 18769: 0.03073983208600704
Position 4781: 0.030056900744931878
Position 4659: 0.029127618707149004
Position 86: 0.027080261407007047
Position 4974: 0.02599899592117566
Position 12997: 0.017934108093955105
Position 920: 0.016356099473742874
Position 15496: 0.014957687387988243
Position 5456: 0.01434984400562005
Position 19733: 0.012860252556714517
Position 31: 0.01231243286105646
Position 385: 0.010201712425774825
Position 15517: 0.0099449082744402
Position 2282: 0.009499381798898568
Position 5039: 0.009362952233721359
Position 15169: 0.008683273976782226
Position 17486: 0.007261158692465616
Position 5119: 0.006983504423234583
Position 18539: 0.006173317399847899
Position 4625: 0.0061716253568082895
Position 499: 0.00602457977135403
Position 336: 0.005992448032386183
Position 208: 0.005882731389026298
Position 18009: 0.005389950777418475
Position 18773: 0.005312649047562361
Position 5903: 0.005286103055231609
Position 2125: 0.0049986702427222045
Position 6663: 0.004938723272518866
Position 6298: 0.004567072129088401
Position 2507: 0.004446516125298013
Position 16284: 0.004434301912919375
Position 2376: 0.0036910833567218326
Position 3062: 0.0034341060350358997
Position 2803: 0.0033683622715228283
Position 15958: 0.003055121217367689
Position 2784: 0.0030100974428134662
Position 19879: 0.002857046742696536
Position 3529: 0.002793167276779244
Position 1385: 0.0025321226355170742
Position 18277: 0.0023716439763527357
Position 495: 0.0021609519333608686
Position 5424: 0.0019005495833937151
Position 13999: 0.0018899370498916476
Position 15451: 0.0018005121805836687
Position 17683: 0.001722368539178002
Position 5127: 0.0016059526944486723
Position 7722: 0.0015809715431319947
Position 1696: 0.0014142746797863608
Position 2072: 0.001361930056740788
Position 1060: 0.0011788087814103598
Position 817: 0.0011634707662751043
Position 5329: 0.0010988926134262765
