Gene = KRTCAP2
index = 754
Annotated 5SS: [ 113  596  769 3543]
Annotated 3SS: [ 440  704 3475 3772]
SMsplice 5SS: [ 17 769]
SMsplice 3SS: [ 660 2661]
top_k =  1000
Partition function (log Z): -7.386684052101673

Sorted 5' Splice Sites (High to Low Probability):
Position 769: 0.9575232912725005
Position 17: 0.3838358310636938
Position 596: 0.2875761490554096
Position 1010: 0.1562991083103557
Position 447: 0.14598053026956784
Position 250: 0.1349066999815651
Position 3562: 0.12550033059487478
Position 125: 0.08217837167358034
Position 113: 0.0813040213780457
Position 86: 0.07969563806058336
Position 3325: 0.05166865286183622
Position 567: 0.04705231470772683
Position 983: 0.044878519334471845
Position 443: 0.038942542431088814
Position 3543: 0.031885288771428474
Position 1601: 0.022404764090067378
Position 54: 0.0222523505539588
Position 573: 0.01707624923342034
Position 278: 0.015718608383910284
Position 295: 0.011642369054887303
Position 2906: 0.009579943298318471
Position 259: 0.007496386819301716
Position 345: 0.004799098076724563
Position 153: 0.0025501107774837262
Position 2662: 0.002203326683413911
Position 1736: 0.002032728586504454
Position 257: 0.0017055707410921093
Position 204: 0.0014226892707679924
Position 629: 0.0013174788953690313
Position 2761: 0.0011314208627889602
Position 511: 0.0009321905248368346
Position 1423: 0.0007656920725299703
Position 159: 0.0006506825715762678
Position 2394: 0.00039734295870213555
Position 773: 0.0003407880381932295
Position 1127: 0.00032644436154302784
Position 2177: 0.00030328260625065334
Position 1238: 0.00029230860277782594
Position 1122: 0.00028687627827527303
Position 10: 0.0002706281710042426
Position 1992: 0.00021473955141549145
Position 3314: 0.00020825179877890582
Position 2940: 0.00020252673586740373
Position 2374: 0.00015920034995610041
Position 859: 0.00015298079180289947
Position 519: 0.00014056500063248806
Position 130: 0.00012740484262274858
Position 852: 0.00012637081713814263
Position 141: 0.00011453836999021371
Position 538: 6.742912127649931e-05
Position 304: 6.0062677612654594e-05
Position 297: 5.213019128460957e-05
Position 213: 5.0292267012293636e-05
Position 284: 4.5346720851324245e-05
Position 165: 3.862855345268216e-05
Position 382: 2.259133823549869e-05
Position 791: 2.1865841336234813e-05
Position 583: 1.2106904867090896e-05
Position 314: 1.1977681007168255e-05
Position 206: 1.1969556247714488e-05
Position 440: 8.133691663181283e-06
Position 1283: 8.10126099412329e-06
Position 332: 7.097180550290236e-06
Position 323: 7.000477180323708e-06
Position 637: 6.906316462975402e-06
Position 581: 6.814096095019045e-06
Position 610: 1.5199775404381184e-06
Position 1102: 1.488073899852363e-06
Position 312: 1.4624477350908974e-06
Position 3: 1.2423278282678018e-06
Position 418: 9.782200155746285e-07
Position 927: 3.0137993059118376e-08
Position 862: 8.907735863387905e-09
Position 182: 1.9847653873524157e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 660: 0.8033176532564007
Position 2661: 0.30871656180677065
Position 3475: 0.2803053177875806
Position 440: 0.19390704929721278
Position 843: 0.1917957001511706
Position 3772: 0.17489023039909785
Position 196: 0.16258545081327005
Position 704: 0.08405977052839017
Position 508: 0.07620636934377586
Position 3205: 0.06657062141468816
Position 932: 0.059554836770158305
Position 3833: 0.043074496436975154
Position 3713: 0.04030633486260283
Position 1488: 0.032331595159481516
Position 2693: 0.027823569655353958
Position 1917: 0.022427327822012514
Position 3370: 0.01610016553106902
Position 1083: 0.015556718844718768
Position 1783: 0.015376242426650446
Position 1086: 0.012367937499401405
Position 887: 0.01167770376606396
Position 2603: 0.011369429417557022
Position 3701: 0.011185054001958683
Position 1512: 0.0103301245689213
Position 2996: 0.0102506612968687
Position 901: 0.010126449421660416
Position 385: 0.008998358166993847
Position 3020: 0.0081504453634515
Position 323: 0.00707660281161629
Position 3557: 0.006108557465165062
Position 3180: 0.005025553544808009
Position 2732: 0.00475458777590344
Position 3420: 0.004591251989564398
Position 1862: 0.004032614612484723
Position 897: 0.0032196033567394177
Position 3367: 0.002782294540244117
Position 851: 0.002299160110583709
Position 2158: 0.0022742995697276978
Position 610: 0.0022484199450521804
Position 1803: 0.0020884409041874493
Position 137: 0.001598419215587091
Position 3324: 0.0015939552366820951
Position 2854: 0.00151423970748723
Position 741: 0.001428768130146586
Position 2696: 0.0013889336383176016
Position 2202: 0.001323883641136395
Position 3248: 0.001110958086659203
Position 1711: 0.0009631807657265507
Position 3231: 0.000881673642604262
Position 1305: 0.0008627183585591422
Position 1576: 0.0007697733203042493
Position 3272: 0.0006305438061216308
Position 997: 0.0006227165455284044
Position 198: 0.0005136843281803175
Position 553: 0.000511056074301337
Position 1212: 0.0005098997260495215
Position 1493: 0.0005092949932850779
Position 3723: 0.0004928632156310196
Position 870: 0.000477543494318787
Position 2810: 0.0004698250105108809
Position 3348: 0.0004559146995876252
Position 2257: 0.0004545258228111546
Position 1324: 0.00044544343759637457
Position 1089: 0.0003662912950703396
Position 2081: 0.0003544812532543663
Position 1209: 0.0003257847093177624
Position 1814: 0.00032050443398679143
Position 3182: 0.00021756554144063058
Position 3716: 0.00021425210617924132
Position 1668: 0.00020887022971322804
Position 2699: 0.00019472398800406842
Position 173: 0.00016854429254669273
Position 3616: 0.00014816602017300506
Position 858: 0.00014113298213867215
Position 1991: 0.00013698180053750835
Position 1923: 0.00011501858995372059
Position 1004: 0.00010145636026657684
Position 1394: 9.043389733672685e-05
Position 1230: 6.31577204125928e-05
Position 1063: 5.644315942549189e-05
Position 2387: 5.600895285718858e-05
Position 867: 4.852507877218341e-05
Position 1291: 4.749351986457868e-05
Position 281: 4.6530703423789536e-05
Position 1381: 2.8937536685286236e-05
Position 141: 2.7105597044848963e-05
Position 632: 2.167812308999979e-05
Position 341: 1.967009479099123e-05
Position 119: 1.7282080834952415e-05
Position 304: 1.41218581016328e-05
Position 2274: 1.2743311765348743e-05
Position 248: 9.710620736079054e-06
Position 399: 8.538877392839513e-06
Position 147: 7.732464385819685e-06
Position 523: 6.593476783650198e-06
Position 538: 5.4280918312027385e-06
Position 332: 4.169704907905166e-06
Position 358: 3.800632447564784e-06
Position 225: 2.8240003960392923e-06
Position 722: 2.555074394014766e-06
Position 516: 1.7824016205036772e-06
Position 395: 1.7214585455846018e-06
Position 79: 1.39535031032888e-06
Position 1633: 9.870428082566068e-07
Position 1349: 7.418776777975327e-07
Position 1354: 6.407565388695062e-07
Position 755: 5.210867110983833e-07
Position 1333: 4.554940183973735e-07
Position 750: 4.237482720184386e-07
Position 1317: 3.9604147478485924e-07
Position 406: 2.4708032459093637e-07
Position 974: 1.2928782753768537e-07
Position 947: 8.934225952183529e-08
Position 1364: 8.721743914071992e-08
Position 1433: 4.933401444360762e-08
Position 77: 2.0232340184190105e-08
Position 941: 1.783229414989824e-08
Position 959: 1.7801389989467708e-08
Position 149: 1.0641715013229024e-08
Position 970: 8.594813560946969e-09
Position 767: 5.3733689137623065e-09
