Gene = RP11-302M6.4
index = 1166
Annotated 5SS: [   183  53472 210643]
Annotated 3SS: [ 53329 210497 299926]
SMsplice 5SS: [   183  32712  32979  53472  64736  79796 112673 113852 122308 125801
 128946 129807 140528 140977 154475 158432 168524 189046 191696 206598
 210643 215241 244546]
SMsplice 3SS: [ 32578  32810  53329  64528  79568 112576 113731 122109 125716 128862
 129724 140428 140850 154372 158327 168424 188954 191621 206422 210497
 215114 244417 299926]
top_k =  1000
Partition function (log Z): -147.2119753406855

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9897526508431058
Position 3717: 0.27720477718965575
Position 8844: 0.27567020992866165
Position 7588: 0.05678326158864809
Position 5774: 0.05600780541791967
Position 8042: 0.05002747123515882
Position 1347: 0.022309399599641504
Position 471: 0.01820751425337234
Position 1448: 0.010013703045269549
Position 8170: 0.009539755456348279
Position 6867: 0.006521160519221306
Position 8458: 0.006349653545406121
Position 6823: 0.0058176038247840746
Position 1277: 0.00547324644869343
Position 2826: 0.004720206495868884
Position 3996: 0.004563010978936019
Position 10729: 0.004216597050570497
Position 4368: 0.003784916239164918
Position 6125: 0.0030619278618951615
Position 5070: 0.0025166615268144834
Position 4003: 0.0021000895851247758
Position 1255: 0.0020430543949775245
Position 8759: 0.0020280503523933836
Position 2956: 0.0018325117737741686
Position 8926: 0.0015265756276673027
Position 1394: 0.0013069129546274707
Position 9152: 0.0012682794590300618
Position 2314: 0.0008359427170980164
Position 678: 0.0007766444945731855
Position 6856: 0.000624182503169445
Position 960: 0.0005876378416139912
Position 504: 0.0005440125756440513
Position 5729: 0.0005003096249760505
Position 1846: 0.0004892017200342996
Position 2389: 0.00048503123812991723
Position 8894: 0.00043955404440202545
Position 6761: 0.0004391220398620379
Position 493: 0.00043130283023510825
Position 244: 0.0003026356189395934
Position 753: 0.00022724329648014872
Position 5758: 0.0001736059027740901
Position 2234: 0.0001496358779506945
Position 1060: 0.00013659429050169678
Position 1139: 0.00012538776932172972
Position 1983: 0.00011027431305776827
Position 2051: 0.00010588150289942352
Position 663: 9.75630332850021e-05
Position 1721: 8.465753390909169e-05
Position 5562: 8.458639574667011e-05
Position 522: 8.278824325277687e-05
Position 1431: 8.075207590712798e-05
Position 2760: 7.294795454302084e-05
Position 2884: 6.930774078090551e-05
Position 629: 4.641704378409424e-05
Position 1425: 4.3546427772338486e-05
Position 3083: 3.977517718428548e-05
Position 1830: 3.85602174297051e-05
Position 1154: 3.8124619015971094e-05
Position 1436: 2.9405973094655057e-05
Position 1300: 2.525468133134353e-05
Position 1121: 2.3120637074449834e-05
Position 1305: 1.9989648465759423e-05
Position 3449: 1.9277790071649138e-05
Position 2939: 1.8025434698521934e-05
Position 6108: 1.3028698726848114e-05
Position 3590: 7.618719990905645e-06
Position 251: 4.329996643697364e-06
Position 3944: 4.023615155001736e-06
Position 324: 1.5611035689258303e-06
Position 4842: 1.5037146967180388e-06
Position 3632: 9.305301516566303e-07
Position 4346: 7.36404382777328e-07
Position 16: 5.321907947239214e-07
Position 720: 5.022920040113381e-07
Position 689: 4.6883109012878626e-07
Position 928: 2.993259447138076e-07
Position 768: 2.940370459016601e-07
Position 1103: 2.0012740948494092e-07
Position 346: 1.363677294105669e-07
Position 1083: 1.3416557289111312e-07
Position 1193: 1.1117584864504954e-07
Position 862: 6.228446256336456e-08
Position 1006: 4.449758705942321e-08
Position 1273: 3.662712217641767e-08
Position 981: 1.7904309016505243e-08
Position 972: 1.2966885415591437e-08
Position 594: 8.51429979954207e-09
Position 1541: 7.971242656512315e-09
Position 1589: 6.4045075085153085e-09
Position 1386: 6.1510621768061815e-09
Position 343: 5.487627752407939e-09
Position 691: 4.621645022029715e-09
Position 755: 4.54876782330386e-09
Position 832: 2.0152704141711465e-09
Position 584: 1.4928636091132271e-09
Position 50: 7.44884174731661e-10
Position 161: 6.120288899087067e-10
Position 100: 2.978265128785618e-10
Position 327: 2.071786031047083e-10
Position 341: 1.279595971852253e-10
Position 544: 8.481145312482679e-12
Position 541: 2.353363683937413e-12
Position 35: 1.8963605908103636e-12
Position 526: 1.8016257103427546e-12
Position 288: 2.6409360984124104e-14
Position 886: 4.96186708360686e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3583: 0.2774783338886448
Position 20807: 0.24047974673851846
Position 8758: 0.20046781922695284
Position 9976: 0.1498244017971639
Position 8740: 0.13657430185088082
Position 9070: 0.08469563144880903
Position 7897: 0.050842539355600146
Position 5890: 0.04999706262740951
Position 5865: 0.048514613795484406
Position 7519: 0.04797573598822886
Position 6693: 0.0367585063006194
Position 5661: 0.03313278297488895
