Gene = GCSAM
index = 581
Annotated 5SS: [ 214 2861 5289 6319 8080]
Annotated 3SS: [2791 5243 6271 8050 9532]
SMsplice 5SS: [  214   669  6319 10070]
SMsplice 3SS: [  394  6271  9976 10482]
top_k =  1000
Partition function (log Z): -4.116835948384486

Sorted 5' Splice Sites (High to Low Probability):
Position 214: 0.9143050512084049
Position 10070: 0.7924142846167784
Position 6319: 0.7393305121661163
Position 669: 0.6424311428997944
Position 7768: 0.38697632620664996
Position 4804: 0.35658474631773784
Position 3442: 0.3292272179210228
Position 8080: 0.31265465520824076
Position 4184: 0.28674782675800653
Position 8228: 0.276156615275019
Position 5289: 0.2036485958212741
Position 10603: 0.14199451800334542
Position 4284: 0.12348079106083706
Position 2861: 0.11773238962292715
Position 6480: 0.08870600488091782
Position 6194: 0.08576766321955048
Position 420: 0.08108232993156794
Position 6167: 0.06483996549526629
Position 2913: 0.055825329875756516
Position 10110: 0.053612090831961126
Position 8201: 0.05007895797804176
Position 2621: 0.03554128001010126
Position 918: 0.029806514347538622
Position 10388: 0.027698507110810035
Position 5351: 0.02758280160786904
Position 4598: 0.024365635712558394
Position 10397: 0.020480479371178847
Position 6853: 0.020166876137881748
Position 331: 0.020132897733258614
Position 6155: 0.019507220832096894
Position 4299: 0.01584476812243873
Position 6584: 0.015772715698216182
Position 6445: 0.015385590019187548
Position 10666: 0.014782050896555373
Position 146: 0.014738757434175591
Position 4259: 0.011669679597637084
Position 2942: 0.011624773320490885
Position 4155: 0.011516159226922923
Position 472: 0.011408035441569514
Position 2205: 0.010765014758238427
Position 8822: 0.008230468441523957
Position 9895: 0.006654427120070791
Position 8626: 0.004566474070901347
Position 10093: 0.004215314220805883
Position 3599: 0.004146110088033307
Position 566: 0.0039030965673343358
Position 6872: 0.003829643518267312
Position 3618: 0.00340040501525151
Position 4601: 0.0031544633291098207
Position 449: 0.0029595036624909367
Position 2565: 0.002614768866696547
Position 6528: 0.0015842585733678411
Position 5235: 0.0015336810246788888
Position 7334: 0.001510814652508152
Position 7746: 0.0015026389184551515
Position 4090: 0.0013787373861709111
Position 4828: 0.0012864147087542012
Position 6733: 0.0012277755265091186
Position 4451: 0.0010865216936167216
Position 5992: 0.0010165407099157128
Position 7722: 0.0009026651906838957
Position 7310: 0.0005664928620194129
Position 3167: 0.0005657351128006711
Position 3899: 0.0005486108778724138
Position 6559: 0.0005191546457244237
Position 316: 0.0004372162873791002
Position 679: 0.00042511766378663815
Position 297: 0.0003716995665806662
Position 11556: 0.00035197624258104823
Position 485: 0.00032116362731949536
Position 5537: 0.00030231415498005866
Position 3642: 0.0002607751349277504
Position 956: 0.00022489659846924964
Position 3799: 0.00019291485948984188
Position 1604: 0.00017404044670217686
Position 290: 0.00017371984288554044
Position 323: 0.00012749620756685896
Position 10102: 0.0001159457852718122
Position 1047: 0.00010874389573776037
Position 1368: 6.928310995581513e-05
Position 1669: 4.714250882742686e-05
Position 930: 4.534177579337149e-05
Position 2108: 4.320020945904238e-05
Position 2457: 4.236489940777704e-05
Position 3723: 3.377377967299477e-05
Position 310: 2.1575198823418893e-05
Position 119: 1.1876955436736203e-05
Position 218: 1.1504396446422449e-05
Position 231: 1.0776238291220011e-05
Position 74: 1.0209950281421156e-05
Position 104: 9.260537670381519e-06
Position 143: 5.9151857588414865e-06
Position 395: 2.1124365607594463e-06
Position 1393: 1.4491975605922658e-06
Position 3461: 9.105482837619865e-07
Position 602: 4.741847317993989e-07
Position 326: 3.226569995291636e-07
Position 111: 2.450658826361121e-07
Position 817: 1.8854886284395743e-07
Position 783: 1.6435328607403438e-07
Position 787: 4.62162314074984e-08
Position 937: 4.488139265877036e-08
Position 62: 3.939200598183947e-08
Position 744: 3.909786979758286e-08
Position 650: 2.5933175844697265e-08
Position 1084: 1.6132880974643073e-09
Position 354: 1.1937855731723954e-09
Position 365: 3.3318513598542926e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 9976: 0.8841230210854398
Position 6271: 0.8317567630619208
Position 10482: 0.6690678116906457
Position 394: 0.6035864405596243
Position 8050: 0.5205068406318157
Position 4138: 0.39058050710112263
Position 7694: 0.3337887267622243
Position 4706: 0.33126187312073685
Position 3340: 0.2328496598599335
Position 10845: 0.14656016612796077
Position 2791: 0.11521589862516977
Position 6040: 0.11011270577431909
Position 5048: 0.10642329258374146
Position 5243: 0.0829365031610178
Position 11534: 0.06710309909424175
Position 7905: 0.062298585381589104
Position 5893: 0.06113214113387132
Position 2785: 0.06105376540056705
Position 10933: 0.05625259017169761
Position 589: 0.052389923437617704
Position 7600: 0.03843788666902905
Position 8079: 0.038380347733646125
Position 4081: 0.030980020477480736
Position 2431: 0.030584691338806112
Position 3166: 0.030201516094939686
Position 4454: 0.030041935661351556
Position 5076: 0.028764707129523854
Position 10285: 0.02649220392830394
Position 11849: 0.025290449484464062
Position 3999: 0.02179951186150169
Position 11624: 0.02003384249364539
Position 6473: 0.016462481829227542
Position 3264: 0.016435777857899975
Position 10878: 0.016074320210188838
Position 7854: 0.015795919860376484
Position 3215: 0.014377393845662046
Position 3209: 0.0133982207444863
Position 4963: 0.012556720119328341
Position 7640: 0.01229294533476543
Position 6397: 0.011622782435521577
Position 371: 0.01145755627079727
Position 11886: 0.011423725598804392
Position 6778: 0.011270208768111967
Position 10190: 0.011117337629020061
Position 7967: 0.011043639196947811
Position 11650: 0.010826930488360836
Position 10764: 0.010728894500956142
Position 4626: 0.010374184539166562
Position 12233: 0.010175694692982008
Position 4720: 0.009870850202537062
Position 6689: 0.00981203348850684
Position 562: 0.009731542740278407
Position 9722: 0.009557387003545375
Position 10138: 0.008966701259287965
Position 484: 0.00848975451617579
Position 8416: 0.00834501543406933
Position 1939: 0.00806691471185487
Position 6476: 0.008064035778589494
Position 11445: 0.007823358553218774
Position 8703: 0.0076626363277303225
Position 3493: 0.007438099460664867
Position 412: 0.007184380375175308
Position 519: 0.007107265522913448
Position 3357: 0.007081061400591659
Position 7982: 0.006640407141669794
Position 4020: 0.005734579246996904
Position 3414: 0.005635190346123911
Position 2376: 0.0054656826346105
Position 884: 0.004810607630129639
Position 7479: 0.004585717596621321
Position 8318: 0.004584118221587728
Position 10511: 0.004582500971596425
Position 10796: 0.00418581541489232
Position 798: 0.0039655115196074245
Position 7571: 0.003940521687271958
Position 3378: 0.003760972222577332
Position 8724: 0.0036789605036217886
Position 773: 0.0035979864831708237
Position 10356: 0.0033671715000462357
Position 11306: 0.003288020011340326
Position 11374: 0.0026110761813466967
Position 12422: 0.00253334753711083
Position 820: 0.0024958530745344642
Position 6755: 0.002446225661080381
Position 3194: 0.0023202304365412068
Position 7222: 0.002077307514527564
Position 4515: 0.0020585923306171276
Position 3313: 0.001841056193113161
Position 2063: 0.0017570489957486968
Position 10214: 0.0017378641255256988
Position 2502: 0.0017041398694025228
Position 4232: 0.001682799253775348
Position 11496: 0.0015500938192675787
Position 8111: 0.001423983403018206
Position 10902: 0.0013787246706243941
Position 2650: 0.001359703984121803
Position 833: 0.0012915055606337656
Position 2451: 0.0012737427520323346
Position 10655: 0.0012340407768839387
Position 3231: 0.001227901282438012
Position 9532: 0.00118289442746481
Position 565: 0.0011449304669228608
Position 2744: 0.0011225514361004334
Position 602: 0.0011072140526766625
Position 11977: 0.00108022912027869
Position 5025: 0.0010078177643016307
Position 7886: 0.0010077914968667527
Position 4431: 0.0009942584472874927
Position 12155: 0.0009831008152463624
Position 4149: 0.0009202266349279273
Position 4113: 0.0008316055109740955
Position 2849: 0.0008160394297234105
Position 2537: 0.0008026737153245307
Position 1897: 0.0007676204278627742
Position 803: 0.0007635627187653097
Position 5028: 0.000737749394272185
Position 2891: 0.0007363074699685944
Position 2395: 0.0006726978968603876
Position 747: 0.0006571989320058006
Position 6405: 0.0006012965907275142
Position 3268: 0.0006003424931979781
Position 2546: 0.0005562861763428073
Position 497: 0.0005444581412506022
Position 817: 0.0005123151534719332
Position 3034: 0.0004780702428192131
Position 2801: 0.00045840280980633387
Position 4479: 0.0004535666986323761
Position 2860: 0.0004416151958721408
Position 665: 0.00042824085765219523
Position 10572: 0.0003912034965546113
Position 528: 0.000369279118575015
Position 6695: 0.00035544239844945873
Position 5381: 0.00034969737618572753
Position 6766: 0.0003483973603608929
Position 3663: 0.00034116256907924266
Position 668: 0.00031235751617909966
Position 2754: 0.000285896015965062
Position 10154: 0.00027515202554558856
Position 616: 0.00020241122524179423
Position 1524: 0.00018960393975451132
Position 3791: 0.00018508214458525811
Position 1976: 0.0001823723010099963
Position 744: 0.00016945130079181603
Position 2735: 0.0001678792450402773
Position 2765: 0.00016315025333547885
Position 2738: 0.00013127005161373478
Position 729: 0.00012972477661810048
Position 836: 0.00012629741209705344
Position 6528: 0.00011918654532670424
Position 2564: 0.00010934865701910526
Position 2701: 9.636276810342807e-05
Position 3639: 9.368078169165183e-05
Position 471: 9.21483318364973e-05
Position 4249: 8.92633782265143e-05
Position 2260: 8.757478164864239e-05
Position 2839: 8.474955256324444e-05
Position 4183: 7.77576289004795e-05
Position 901: 6.778216618108256e-05
Position 213: 6.47858603497243e-05
Position 4116: 6.064410062362521e-05
Position 1010: 4.888656147369979e-05
Position 1225: 4.6742408975167995e-05
Position 427: 4.629306468338904e-05
Position 531: 4.601517294172006e-05
Position 441: 4.582678595640302e-05
Position 467: 3.8531244233661704e-05
Position 1446: 3.844876473504939e-05
Position 2675: 3.335258334294514e-05
Position 783: 3.1389355634199167e-05
Position 2473: 2.8814067284447764e-05
Position 2080: 2.3943501381833316e-05
Position 1183: 2.296126129826941e-05
Position 637: 1.8953099711635314e-05
Position 2942: 1.7973891665770014e-05
Position 242: 1.7895151777657927e-05
Position 2120: 1.7833460004531967e-05
Position 983: 1.587217424469666e-05
Position 3074: 1.249809333841274e-05
Position 2006: 1.1679428838833104e-05
Position 2962: 9.69313433322622e-06
Position 8191: 9.464423214724256e-06
Position 7438: 8.761497684635419e-06
Position 912: 7.715858313115748e-06
Position 2108: 6.769345848180038e-06
Position 1981: 6.590628003769383e-06
Position 2009: 6.19663445519027e-06
Position 354: 5.8802906957716395e-06
Position 319: 3.044794801542544e-06
Position 2460: 2.7268093712777257e-06
Position 1850: 2.0381289336172687e-06
Position 544: 1.780094578962847e-06
Position 2004: 1.6928269305185993e-06
Position 1908: 1.4378977871287898e-06
Position 3466: 1.1884595724948322e-06
Position 3128: 9.786047881227665e-07
Position 1467: 6.535191360760352e-07
Position 1392: 5.644583532752579e-07
Position 1623: 4.0221256098739935e-07
Position 347: 3.508834872698935e-07
