Gene = PRRT4
index = 1082
Annotated 5SS: [ 125  380 2346 2537 3005]
Annotated 3SS: [ 262 1621 2431 2884 9006]
SMsplice 5SS: [ 125 1686 2537 3005]
SMsplice 3SS: [ 1621  2431  2884 10521]
top_k =  1000
Partition function (log Z): -1.6060000419584202

Sorted 5' Splice Sites (High to Low Probability):
Position 3005: 0.9907939156251252
Position 2537: 0.9125024300035028
Position 2346: 0.661967762368304
Position 1686: 0.628673841890216
Position 125: 0.4995607020085259
Position 380: 0.29390859508755757
Position 10450: 0.28190339498072076
Position 1263: 0.14722102000713141
Position 10620: 0.12456337765079253
Position 3521: 0.0860171969278701
Position 1821: 0.07187442635822408
Position 272: 0.0652916568029992
Position 8854: 0.06005079561370814
Position 10834: 0.05646145562348373
Position 1785: 0.054821270052021
Position 734: 0.05300660220628191
Position 6035: 0.05066612481805442
Position 401: 0.05053150377345567
Position 8874: 0.040637710706326886
Position 388: 0.03906342862039657
Position 7663: 0.036796793549485826
Position 4096: 0.03624398442922993
Position 9237: 0.03597622442305268
Position 4092: 0.03585627915268436
Position 1453: 0.032661990192982
Position 7836: 0.03177704073115064
Position 1958: 0.02922564582001495
Position 407: 0.025703721809681584
Position 2253: 0.023658733349533563
Position 2489: 0.022983902047480145
Position 9230: 0.015360835665309285
Position 723: 0.010986808507217616
Position 972: 0.0108567812592507
Position 8207: 0.00956381177998091
Position 481: 0.00944006214681213
Position 6899: 0.009279484363598411
Position 2000: 0.00907413762017445
Position 1184: 0.007539194127067727
Position 459: 0.005178221183568546
Position 1150: 0.005018115875968504
Position 6043: 0.004470864475571213
Position 5993: 0.004462287007006973
Position 5875: 0.0043873515661026815
Position 423: 0.00411544821920242
Position 228: 0.0035098421854956744
Position 413: 0.0034613882429589487
Position 7659: 0.0024208760737887336
Position 2397: 0.002408005770728682
Position 8956: 0.0018251386067278225
Position 3009: 0.0017683994819219443
Position 8595: 0.0016801509498236198
Position 1352: 0.0016091534897578028
Position 4833: 0.001509221386728986
Position 3869: 0.0014907747455000977
Position 775: 0.0013534701136418748
Position 2711: 0.0013445256621135984
Position 9864: 0.0011758546688458264
Position 451: 0.0010459427811175682
Position 6766: 0.0009695958930343965
Position 865: 0.000882572507934573
Position 508: 0.000873236257386612
Position 403: 0.0007269263624126329
Position 94: 0.0007014625528554366
Position 2046: 0.0006768011291845646
Position 2521: 0.0005336150159031413
Position 87: 0.000532810616348303
Position 2174: 0.0005230837812035411
Position 8869: 0.00047155791705345753
Position 1027: 0.000454921242437508
Position 2350: 0.0004058992344163914
Position 6661: 0.00039035756172845875
Position 1142: 0.00035530799574582284
Position 433: 0.0003408301365158818
Position 2739: 0.00033494834700165203
Position 519: 0.0002685639348926611
Position 9085: 0.0002273334477275046
Position 2777: 0.00021912685274587631
Position 498: 0.00021171757032077584
Position 2528: 0.00019458824634620587
Position 2610: 0.00018442701571714926
Position 425: 0.00018292179575951403
Position 8279: 0.0001711773113645744
Position 1273: 0.00015662056437898536
Position 496: 0.00014332271729511893
Position 2737: 0.000136338202029968
Position 512: 0.00013575927055279775
Position 794: 0.00011619534325953569
Position 5754: 0.00011519317588105913
Position 1965: 0.00011479081247174566
Position 405: 9.124545294290201e-05
Position 547: 8.68850445441462e-05
Position 2722: 8.599744828703677e-05
Position 1332: 7.74242953416562e-05
Position 5792: 6.956041737197471e-05
Position 1200: 6.941342000576089e-05
Position 788: 5.947230714333116e-05
Position 695: 5.825545388292561e-05
Position 6257: 5.6642937731817175e-05
Position 2843: 5.0588630671490635e-05
Position 6040: 5.0409232244092526e-05
Position 411: 4.6539659034794716e-05
Position 555: 4.4235154738779325e-05
Position 553: 4.4145663130645066e-05
Position 557: 3.540283801212331e-05
Position 738: 3.349405403711022e-05
Position 551: 3.098476179268604e-05
Position 5250: 3.068471238841331e-05
Position 5590: 3.044533342499377e-05
Position 1190: 2.7368481361488653e-05
Position 683: 2.678559606483867e-05
Position 549: 2.6007530037633423e-05
Position 545: 2.568008526179332e-05
Position 6165: 2.5211511114760067e-05
Position 6161: 2.4748166136293563e-05
Position 3518: 2.309590712802332e-05
Position 4158: 2.2625708535146818e-05
Position 2685: 1.7903139423375898e-05
Position 3942: 4.8528946106687675e-06
Position 3197: 3.941820522695025e-06
Position 559: 3.290532238551445e-06
Position 191: 3.290337802283458e-06
