Gene = MCL1
index = 822
Annotated 5SS: [ 748 1347]
Annotated 3SS: [1098 2098]
SMsplice 5SS: [ 443  748 1347 2223]
SMsplice 3SS: [ 558 1098 2098 3764]
top_k =  1000
Partition function (log Z): -1.5919521049406655

Sorted 5' Splice Sites (High to Low Probability):
Position 748: 0.9556636502220773
Position 443: 0.8104743741517517
Position 1347: 0.8072158393261367
Position 2223: 0.7634789878885169
Position 3164: 0.26614712916149064
Position 1305: 0.11638890575726811
Position 3932: 0.049161740317445524
Position 3929: 0.03356294422305672
Position 84: 0.025024480290968838
Position 2172: 0.018581233266222654
Position 1182: 0.016464913658143055
Position 3972: 0.011587857578111267
Position 2499: 0.010247359467800067
Position 662: 0.009888587097589373
Position 1521: 0.006683776941124215
Position 2193: 0.0036256187225030476
Position 611: 0.0034459518935810026
Position 1414: 0.0032460477556062292
Position 511: 0.0032082976457175516
Position 4: 0.0031345618079777933
Position 4282: 0.0027173094743586294
Position 3139: 0.002593372228282749
Position 3095: 0.002302507396530998
Position 1155: 0.002157252540276759
Position 3280: 0.002153071568668017
Position 2667: 0.0019090829482193356
Position 2183: 0.0017526268666140485
Position 1029: 0.001733407244823334
Position 1965: 0.0016688269056673172
Position 960: 0.0015915846635534262
Position 2952: 0.001484997417244999
Position 4149: 0.0014687490209057783
Position 1734: 0.0013367569270328831
Position 1793: 0.0013354936708944506
Position 3464: 0.0013256746720838753
Position 3591: 0.0012755159071088779
Position 2296: 0.0011575985936283285
Position 2139: 0.0009302053188488559
Position 1664: 0.0008502203904196196
Position 2843: 0.0008197887569571322
Position 1288: 0.0007173291052889752
Position 978: 0.0006482178450061676
Position 225: 0.0006160630051226656
Position 494: 0.0004974674216808983
Position 523: 0.00042346816528190283
Position 819: 0.00041869399986680376
Position 1430: 0.0003955164055276357
Position 1849: 0.00039477504432424787
Position 2650: 0.00038746134934668696
Position 4001: 0.0003381916457092867
Position 998: 0.0003322341699161506
Position 2888: 0.0003070440186797046
Position 1892: 0.0002932408754849385
Position 1329: 0.0002749469452115961
Position 1203: 0.0002717364704166433
Position 705: 0.00026748502493481835
Position 3261: 0.00024265721634816732
Position 315: 0.00022960176495403372
Position 3546: 0.00022131951957661978
Position 1008: 0.00020609883222431154
Position 1222: 0.00020549719607678435
Position 2104: 0.00018829259698973337
Position 2894: 0.00015438920172167295
Position 4483: 0.0001492286021941138
Position 106: 0.00013958415855648288
Position 840: 0.00010990193192337547
Position 2428: 0.00010826849237944459
Position 1857: 0.00010276955687915896
Position 3179: 8.748894112761779e-05
Position 3944: 8.411400184218713e-05
Position 1887: 7.772148275414587e-05
Position 1137: 7.431394021210292e-05
Position 498: 7.294491719716158e-05
Position 756: 6.917735592313515e-05
Position 1148: 6.689093176507508e-05
Position 3168: 6.417512042996755e-05
Position 1816: 3.475891081085808e-05
Position 1539: 3.134073511191818e-05
Position 983: 3.114347623612864e-05
Position 993: 3.0732520740845826e-05
Position 1796: 2.3422069125648348e-05
Position 1351: 2.1477090782272248e-05
Position 1692: 1.960846697202555e-05
Position 1902: 1.915820328249022e-05
Position 62: 1.8400501575138404e-05
Position 1498: 1.7223585431149617e-05
Position 285: 1.2064309784828029e-05
Position 533: 1.072737126829066e-05
Position 3359: 8.997221848426377e-06
