Gene = IQUB
index = 717
Annotated 5SS: [  573 21005 23048 29747 30005 30352 36253 53154 63735 68116 71592 75568]
Annotated 3SS: [20603 22912 29584 29831 30195 36041 52977 63563 67938 71342 75381 80022]
SMsplice 5SS: [  573 29747 30005 30352 39627 40173 53154 63735 71592 75568]
SMsplice 3SS: [29584 29831 30195 39413 40031 52977 63563 71418 75381 80022]
top_k =  1000
Partition function (log Z): -43.2879735002818

Sorted 5' Splice Sites (High to Low Probability):
Position 573: 0.5061691896463948
Position 11427: 0.26627959320987105
Position 637: 0.22393659029266383
Position 5298: 0.208716188688426
Position 585: 0.141237954226399
Position 4704: 0.1303308216879306
Position 12734: 0.12638603031018245
Position 10534: 0.09209539322236716
Position 398: 0.07964046616651735
Position 10967: 0.07915571640253495
Position 8864: 0.07680421695202456
Position 10183: 0.050116413882066335
Position 160: 0.04747991652909778
Position 4748: 0.02724011320504717
Position 632: 0.025065302706257574
Position 1310: 0.024416600524658407
Position 5864: 0.02369123390938457
Position 12751: 0.02102450815942773
Position 871: 0.0154992800104197
Position 7653: 0.015234920062722418
Position 4680: 0.0076627474947584834
Position 5075: 0.005719859670130163
Position 10017: 0.005466818121168884
Position 6142: 0.0052869805520164076
Position 247: 0.0042205487069359405
Position 8870: 0.0032859365966087435
Position 4756: 0.0010543678567394678
Position 4390: 0.0010116700099897598
Position 4660: 0.0009197752392982641
Position 286: 0.0008859724307774143
Position 2638: 0.0008572191529058961
Position 10031: 0.0008253881867717894
Position 8847: 0.00077148896889472
Position 5495: 0.0007324990016341755
Position 165: 0.0006698026420815384
Position 1956: 0.0005405446892809355
Position 3842: 0.00041168088532607486
Position 2291: 0.0003172995286189544
Position 80: 0.0002565478654663445
Position 2041: 0.00022174026781878148
Position 252: 0.00016954370003372584
Position 747: 0.00012273220292339753
Position 35: 0.00012062174902952335
Position 1249: 9.884908909244465e-05
Position 404: 4.3295513376000576e-05
Position 2073: 2.709929497191115e-05
Position 2723: 2.5516231031484194e-05
Position 249: 1.1976341696272958e-05
Position 387: 1.0309059670975884e-05
Position 5708: 7.3602657452498885e-06
Position 4819: 7.357073917643023e-06
Position 179: 5.7170629431432e-06
Position 5381: 5.570612983010403e-06
Position 5302: 5.516763852851982e-06
Position 264: 5.111518404289504e-06
Position 1108: 4.89707768670713e-06
Position 5468: 2.43166365172241e-06
Position 903: 2.38559035693256e-06
Position 814: 1.4538844512835055e-06
Position 419: 1.093533305000711e-06
Position 416: 1.065913243967282e-06
Position 966: 9.247894256132289e-07
Position 527: 8.341558819958373e-07
Position 1077: 8.214525841423927e-07
Position 1102: 5.798041333548635e-07
Position 323: 4.1242496179827093e-07
Position 1093: 3.492865002763008e-07
Position 167: 3.065990187081328e-07
Position 577: 2.107348646035535e-07
Position 579: 1.4657053231664248e-07
Position 1644: 1.2738811563163704e-07
Position 624: 1.261755703593876e-07
Position 402: 1.2344933259747758e-07
Position 2118: 6.824098344584107e-08
Position 409: 6.566267447168224e-08
Position 442: 2.5584630189000164e-08
Position 379: 2.5059648826731772e-08
Position 2196: 1.585424281395992e-08
Position 489: 2.8706322965061086e-10
Position 491: 8.011996053182688e-11
Position 445: 1.2139394972336234e-12
Position 614: 3.6665026689453445e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 20603: 0.6084535619212923
Position 5228: 0.20609361816868746
Position 12632: 0.1774254964296307
Position 4596: 0.1617205863864086
Position 11308: 0.1368682850312112
Position 11304: 0.13167688599934507
Position 19956: 0.09983737396475721
Position 11858: 0.09955769860968074
Position 8715: 0.09223451443790823
Position 10387: 0.08575470055221364
Position 10888: 0.08225305520939985
Position 12657: 0.06222407821082629
Position 503: 0.04235321849866762
Position 5576: 0.03508921577622164
Position 10016: 0.0250887722219346
Position 9797: 0.020622843103927615
Position 9932: 0.019630405072644765
Position 7420: 0.016133378538315722
Position 4913: 0.010424870536780375
Position 17324: 0.008355899317107018
Position 10438: 0.00810673492258763
Position 14914: 0.007133560864252287
Position 6058: 0.0066502462598426815
Position 489: 0.006245892244941339
Position 13308: 0.005923872922392551
Position 1248: 0.005497733471004079
Position 416: 0.004690392355691402
Position 4615: 0.004497584792196394
Position 4632: 0.003115779066172788
Position 4295: 0.002949885879737516
Position 5392: 0.002806537146461473
Position 6024: 0.002717662575607043
Position 5167: 0.002702136180484938
Position 2520: 0.0023521731938044538
Position 12168: 0.0021978822479713695
Position 387: 0.002132959055197572
Position 6664: 0.0019942400077766318
Position 5148: 0.0018036502262347561
Position 5423: 0.0017631129859470161
Position 13168: 0.0017459100151146585
Position 284: 0.0017051714776717452
Position 12070: 0.0015525001434226536
Position 1245: 0.00154655354444506
Position 728: 0.0015259281080661185
Position 1105: 0.001522064674634283
Position 11084: 0.001272758827798326
Position 5800: 0.0011433338696329495
Position 762: 0.001089239472605055
Position 5603: 0.0010036552490256217
Position 2818: 0.0008087727692386413
Position 678: 0.0007625234938518532
Position 3725: 0.0007522211907850916
