Gene = CLDND1
index = 378
Annotated 5SS: [ 195 1911 4159 5992]
Annotated 3SS: [1600 4047 5853 6163]
SMsplice 5SS: [ 195 5992]
SMsplice 3SS: [5895 6300]
top_k =  1000
Partition function (log Z): -6.8544265595148195

Sorted 5' Splice Sites (High to Low Probability):
Position 5992: 0.930973678017162
Position 195: 0.8747573429830682
Position 4159: 0.5515908019857823
Position 502: 0.1716931179626303
Position 1391: 0.08417099042196488
Position 4507: 0.07527056492857002
Position 1911: 0.06733781229709794
Position 6928: 0.05427314571497329
Position 5821: 0.0486200330772098
Position 1714: 0.03529048433453449
Position 3915: 0.035130337816485585
Position 2433: 0.03468918101397033
Position 114: 0.032457750311209725
Position 1264: 0.03192891188634466
Position 6184: 0.02691357525898421
Position 3911: 0.023338704020472358
Position 6251: 0.015360440248324853
Position 356: 0.013845649861364157
Position 4552: 0.012353833457602588
Position 4772: 0.012320056663573758
Position 4323: 0.010796537168004178
Position 3504: 0.008319167498266026
Position 3530: 0.008288423976803449
Position 7326: 0.007410137656914103
Position 3124: 0.005933153733175982
Position 7069: 0.005045456621889748
Position 6244: 0.004413677206880241
Position 6164: 0.004295729672706419
Position 3512: 0.0038877386426711675
Position 3484: 0.0036118364852715176
Position 256: 0.0033662705917295857
Position 3009: 0.0032136686778094347
Position 2087: 0.003201068262993008
Position 6687: 0.0031353670554497724
Position 1347: 0.0028904752942484125
Position 1310: 0.002511711093487095
Position 4074: 0.002478923633337548
Position 1395: 0.0023771306579401736
Position 3332: 0.0020104730961995327
Position 199: 0.001962136202541402
Position 1513: 0.0018651820390757196
Position 3286: 0.001852398879718442
Position 3521: 0.0017074217680647413
Position 6726: 0.0012785561198772179
Position 1998: 0.0011340070126309517
Position 1888: 0.0010552758020068293
Position 846: 0.000969809325765751
Position 5996: 0.0005810484378173168
Position 427: 0.0005227803403260845
Position 674: 0.0003912091977305237
Position 5886: 0.00037058663780975185
Position 139: 0.000365442667957073
Position 6351: 0.00036356760379828326
Position 7365: 0.00033834629744866314
Position 1491: 0.00032276877334298467
Position 1243: 0.0002458572381537254
Position 2253: 0.0002387241317398566
Position 3632: 0.0002214966377676505
Position 2309: 0.00021348802825703423
Position 441: 0.00021328618889707813
Position 1410: 0.00019842174008903723
Position 300: 0.00018336981784569445
Position 286: 0.00014547064539654944
Position 1255: 0.00014011975486641034
Position 1749: 0.00013851524857894296
Position 166: 0.0001138158956421902
