Gene = BAG1
index = 125
Annotated 5SS: [ 538 2060 3675 5842 7961 8897]
Annotated 3SS: [1930 3591 5727 7852 8833 9452]
SMsplice 5SS: [ 538 2060 3675 5842 7961 8897]
SMsplice 3SS: [1930 3591 5727 7852 8833 9452]
top_k =  1000
Partition function (log Z): 3.6993148803144753

Sorted 5' Splice Sites (High to Low Probability):
Position 3675: 0.9895931314309336
Position 5842: 0.9791665688820798
Position 7961: 0.9710669355538685
Position 2060: 0.8260100221234464
Position 8897: 0.6315510174553
Position 538: 0.5651033868966179
Position 1525: 0.41218914811002405
Position 2657: 0.3219136690411088
Position 9377: 0.20602910508836172
Position 486: 0.20252569972591591
Position 9539: 0.1675135486522938
Position 5308: 0.1254702415803054
Position 556: 0.11946232909890946
Position 2391: 0.0982593682214756
Position 7301: 0.09657400006117901
Position 2689: 0.09144673695297542
Position 9118: 0.07740435927665297
Position 2005: 0.07132516328689475
Position 9845: 0.07042877193250101
Position 4679: 0.06867220036219646
Position 2980: 0.05830466232614292
Position 3521: 0.052071153136070275
Position 450: 0.049681780831988986
Position 8945: 0.04384159390847914
Position 8469: 0.04043682167920346
Position 10215: 0.0387184322319225
Position 4187: 0.031918392943011145
Position 945: 0.02681549608092645
Position 9544: 0.026023855870828293
Position 8437: 0.025222752108404373
Position 5336: 0.023106700230221662
Position 370: 0.022475437006475203
Position 4877: 0.02072512493231311
Position 2017: 0.020358180759557132
Position 4171: 0.020330600777004517
Position 8735: 0.019162851139551036
Position 1351: 0.01707514452929861
Position 4895: 0.01578875957467185
Position 406: 0.011030334741445113
Position 5326: 0.01082432507190927
Position 1477: 0.010505824011297531
Position 3971: 0.009852491757913783
Position 205: 0.009614477027599443
Position 965: 0.00945985167608756
Position 1206: 0.00940903529599047
Position 12000: 0.00902667649032059
Position 7373: 0.008596453557854879
Position 1347: 0.008327542695242428
Position 1573: 0.006602435551107111
Position 8537: 0.006179477006798767
Position 1038: 0.0059787150857716475
Position 4260: 0.005703584646825738
Position 79: 0.005659493375515291
Position 8360: 0.005187421396482036
Position 1849: 0.004814685186131677
Position 8521: 0.00477147690287718
Position 2577: 0.0046538422219543395
Position 3013: 0.004287092525796986
Position 2365: 0.0038401534485078504
Position 3310: 0.00376894268442118
Position 1646: 0.003465394935264941
Position 5524: 0.0033902704827675646
Position 11802: 0.0033673208706149157
Position 8882: 0.003226097258591254
Position 8996: 0.0032072886944263966
Position 4567: 0.0031237667537872163
Position 8973: 0.003093139017050262
Position 6591: 0.0030007244650680828
Position 657: 0.0028902262901015457
Position 8355: 0.0026373347995122826
Position 6352: 0.0023169391698861456
Position 4627: 0.0021339288610723256
Position 8941: 0.0020746148873726175
Position 1397: 0.001978035925878006
Position 2548: 0.001967908571710591
Position 6025: 0.0019559301921232763
Position 1068: 0.001910189466212053
Position 9066: 0.001767572409948578
Position 571: 0.0016446155012384172
Position 8891: 0.0015707014846672478
Position 590: 0.0015141723752353567
Position 969: 0.0015068414085780935
Position 2230: 0.001271372613319712
Position 8730: 0.0012505905295003008
Position 7965: 0.0012083855635865945
Position 3223: 0.0011790044337870653
Position 7645: 0.0011668938970377676
Position 1815: 0.0011316527724658976
Position 3958: 0.0010718717878376235
Position 8709: 0.0010558557259679926
Position 7411: 0.0010031207799307278
Position 5476: 0.0008496887553325843
Position 6272: 0.0008308219795137118
Position 6983: 0.0007919821453849218
Position 4131: 0.000784417187854255
Position 3035: 0.0007484536179131464
Position 943: 0.0007253151184922478
Position 1000: 0.0007145331216908574
Position 7283: 0.000578149576853232
Position 594: 0.0005668809945413441
Position 1639: 0.0005282992744230533
Position 1197: 0.0005192626999253194
Position 9261: 0.0005106625318103839
Position 1181: 0.0005072592090139295
Position 7386: 0.0004977612205675073
Position 4579: 0.0004547517766214696
Position 673: 0.00044923174718977644
Position 1731: 0.00042833408990227827
Position 3949: 0.00040021350098828787
Position 7760: 0.00038855170900875465
Position 2323: 0.00035778255188081715
Position 8924: 0.00032304300132992626
Position 544: 0.0002849233278585569
Position 2848: 0.00027850284381957316
Position 3865: 0.0002762461217421937
Position 880: 0.0002465603291684548
Position 1101: 0.00020221113249740667
Position 1265: 0.00018401078329395546
Position 914: 0.0001774800899241876
Position 202: 0.000170703086726651
Position 3371: 0.00016244229279697184
Position 1260: 0.00015827754254775744
Position 4666: 0.00015411176472120416
Position 4491: 0.0001481523257817666
Position 238: 0.00014370555413023009
Position 925: 0.00013971915460853207
Position 4900: 0.00013803000772091278
Position 5437: 0.00013737775047879423
Position 1578: 0.00013379829682065266
Position 2790: 0.00011749150086003414
Position 4733: 0.00011301898332446979
Position 4581: 0.00010998203745885404
Position 6543: 0.00010455519553038914
Position 1042: 0.0001003613647874532
Position 37: 9.086847873609825e-05
Position 1361: 8.845843861470352e-05
Position 139: 8.618783082020622e-05
Position 958: 8.348689986740981e-05
Position 8570: 8.315910887031296e-05
Position 21: 8.241254414509741e-05
Position 8989: 8.217832000188313e-05
Position 522: 7.893224580602474e-05
Position 1513: 6.416338344175474e-05
Position 8301: 6.329272584745704e-05
Position 359: 6.08586839823749e-05
Position 661: 5.684128922663079e-05
Position 730: 5.538243149347678e-05
Position 2026: 5.1751602300694074e-05
Position 8262: 4.903850132975854e-05
Position 341: 4.7744405368260906e-05
Position 2188: 4.5346206674487965e-05
Position 746: 4.316440380182216e-05
Position 2367: 4.282685635271524e-05
Position 923: 3.816983010716731e-05
Position 1664: 3.646126016109554e-05
Position 1709: 3.351368344661431e-05
Position 705: 2.9834010912037654e-05
Position 388: 2.891513615330529e-05
Position 1192: 2.7126592141143357e-05
Position 11167: 2.5238598388464557e-05
Position 9040: 2.228874289935735e-05
Position 4375: 2.1109792889606738e-05
Position 671: 1.832833183525568e-05
Position 732: 1.8235506599919076e-05
Position 1059: 1.782662885126987e-05
Position 753: 1.5945761377120006e-05
Position 8978: 1.4218160546753546e-05
Position 8949: 1.4070429620608683e-05
Position 8119: 1.3936832384627296e-05
Position 182: 1.3392906312440605e-05
Position 647: 1.1428728250581849e-05
Position 668: 9.947749667995819e-06
Position 1401: 9.893337573913662e-06
Position 608: 9.66605852954839e-06
Position 709: 9.624436364459989e-06
Position 3654: 9.51660980231673e-06
Position 802: 9.03289865956452e-06
Position 980: 8.892945024382633e-06
Position 2214: 8.51062704931773e-06
Position 723: 7.873899259287371e-06
Position 625: 7.82565803253826e-06
Position 1615: 6.3952225019790155e-06
Position 71: 6.208009749165111e-06
Position 1138: 5.9929822883645504e-06
