Gene = DEC1
index = 439
Annotated 5SS: [    51  91519 150119 164179 234898 258615 259493]
Annotated 3SS: [ 91357 149963 164087 234823 258540 259374 260299]
SMsplice 5SS: [    51   8570  15898  25740  36151  91519  97271 110939 120045 126493
 142552 149120 149837 150119 164179 170501 199029 234898 241543]
SMsplice 3SS: [  8469  15776  25640  36034  91357  97155 110799 119886 126372 142453
 149004 149625 149963 164087 170393 198896 234823 241413 260302]
top_k =  1000
Partition function (log Z): -121.56567822022208

Sorted 5' Splice Sites (High to Low Probability):
Position 15898: 0.9933448175894621
Position 8570: 0.9614259037505167
Position 51: 0.7999610006320146
Position 25740: 0.5614807124566632
Position 8368: 0.4778170550816639
Position 11726: 0.30601421734549483
Position 5018: 0.2642839586911802
Position 13800: 0.15280955284404033
Position 1821: 0.15128721913416196
Position 195: 0.1416357529695136
Position 23669: 0.1259347540034233
Position 13446: 0.08332556249705649
Position 8356: 0.07792270411618978
Position 2787: 0.07251524056932875
Position 1873: 0.06566199039832633
Position 4946: 0.06421198882114561
Position 25756: 0.05354806669183428
Position 6837: 0.053390054004260966
Position 179: 0.041581946786309644
Position 583: 0.040722317519826884
Position 26888: 0.0365159506366578
Position 20323: 0.0362213936239706
Position 5802: 0.034258665104546206
Position 28540: 0.03167009596927836
Position 11678: 0.03026126303151732
Position 23078: 0.024122402322284964
Position 4878: 0.017510513897997772
Position 10839: 0.016715612143434064
Position 8639: 0.01527400171922459
Position 11416: 0.014902183003041344
Position 17638: 0.014252673399244893
Position 11436: 0.0142378054544522
Position 1491: 0.013188266363147473
Position 576: 0.012553770834106179
Position 8603: 0.010382437829511877
Position 9855: 0.00918437210943447
Position 20094: 0.00867480822578678
Position 618: 0.0074607479931810055
Position 19066: 0.00696438880122178
Position 8372: 0.0067745207888154635
Position 3146: 0.0065502701643446095
Position 22514: 0.005170713697116354
Position 7974: 0.00496519424468373
Position 9770: 0.00438708477592544
Position 21955: 0.0035018330688899226
Position 69: 0.0033273069600126596
Position 11689: 0.0014359962286491098
Position 5085: 0.0013368233993549519
Position 1255: 0.0011270624691982123
Position 1592: 0.0011218125506879467
Position 1830: 0.0009808055204231384
Position 4106: 0.0007797963140516428
Position 1557: 0.0005918421755721729
Position 219: 0.0005835612612539083
Position 435: 0.00040701856368000104
Position 476: 0.000323284749275048
Position 973: 0.0003096933013379308
Position 548: 0.0002448554173571266
Position 645: 0.00023207973120465078
Position 1670: 0.00022360491007665753
Position 17272: 0.00022203738781618115
Position 403: 0.00020562547702909886
Position 1677: 0.0001836325492149999
Position 91: 0.00015806204714688177
Position 19294: 0.0001285877363622822
Position 244: 8.917598635291245e-05
Position 363: 6.836862919397534e-05
Position 4950: 6.290925861349849e-05
Position 1196: 5.033138834158495e-05
Position 4035: 3.9572771157221664e-05
Position 2019: 3.662626914310183e-05
Position 1881: 3.592524572043055e-05
Position 3365: 3.4247013088116995e-05
Position 1157: 2.9063162463134254e-05
Position 368: 2.7057584126796603e-05
Position 2994: 2.207464024013348e-05
Position 487: 2.1954893144876288e-05
Position 1112: 2.1052737074170244e-05
Position 497: 2.0535725913968566e-05
Position 9085: 1.9165306167678772e-05
Position 1936: 1.6294807980703702e-05
Position 1891: 1.2649877768178684e-05
Position 9744: 1.052767409730262e-05
Position 2856: 9.443398369999725e-06
Position 483: 8.37260246170337e-06
Position 421: 6.223957955572156e-06
Position 1767: 2.942028763409468e-06
Position 232: 2.2018912197400544e-06
Position 255: 1.3961726971613776e-06
Position 155: 1.2035387224238863e-06
