Gene = IARS2
index = 671
Annotated 5SS: [  382  2125  6548  8176  8311  8503  8676  9461 11959 13050 16836 20373
 31238 32742 40409 42810 43942 45038 46188 47847 49033 51552]
Annotated 3SS: [ 2001  6387  8026  8260  8392  8584  9344 11788 12958 16683 20211 31134
 32647 40299 42706 43815 44905 46080 47700 48841 51406 53390]
SMsplice 5SS: [  382  1514  1680  2125  6548  8176  8503  8676  9461 11959 13050 16836
 19276 22524 31238 32742 42810 45038 46188 51552]
SMsplice 3SS: [ 1385  1596  2001  6387  8026  8392  8584  9344 11788 12958 16683 19229
 22321 31134 32647 42706 44905 46080 51406 53390]
top_k =  1000
Partition function (log Z): 24.101770607647413

Sorted 5' Splice Sites (High to Low Probability):
Position 32742: 0.9993485378920072
Position 2125: 0.9901699985939681
Position 51552: 0.9879345763008651
Position 22524: 0.9837682565393265
Position 6548: 0.9820563706930286
Position 382: 0.9611425470790557
Position 8503: 0.9509042067776388
Position 42810: 0.9077588348772301
Position 16836: 0.8891318201320318
Position 8176: 0.8753903300308068
Position 45038: 0.8631988235293737
Position 13050: 0.8479446351380057
Position 1514: 0.8285879213141345
Position 46188: 0.7997362186338053
Position 8676: 0.7723973582175336
Position 9461: 0.7282612827049765
Position 19276: 0.6944242777066798
Position 31238: 0.6804142937731538
Position 1680: 0.5237957254774526
Position 9669: 0.4990786328166901
Position 11959: 0.47857054547265987
Position 11915: 0.4683505296917474
Position 47847: 0.46423982978433026
Position 49033: 0.3818952286411972
Position 20373: 0.37832147557555756
Position 2406: 0.31678570338912954
Position 40409: 0.23510649220244928
Position 6019: 0.21032821378596894
Position 43942: 0.20966016128562875
Position 50133: 0.19917113154267052
Position 8680: 0.19750096713790138
Position 21733: 0.17071767373392638
Position 6121: 0.1608137325268602
Position 4342: 0.15914908991408258
Position 652: 0.12941343297484034
Position 8329: 0.11911341263775473
Position 43582: 0.11885443869087137
Position 8311: 0.1166655503110998
Position 13674: 0.10823251331290856
Position 40576: 0.10535118330353421
Position 1080: 0.1017683474691022
Position 13092: 0.09438233872070254
Position 7459: 0.09044034934718712
Position 42814: 0.07135201265760023
Position 25256: 0.06570236371526919
Position 12338: 0.057588324968099715
Position 34598: 0.05419613804097826
Position 9249: 0.05183113304960439
Position 41985: 0.045800686491488295
Position 30925: 0.04394471166000295
Position 12081: 0.042358087798790696
Position 50687: 0.04040649514573322
Position 11439: 0.037440655265845516
Position 35430: 0.03454875755462808
Position 4595: 0.032123571251412936
Position 21669: 0.030598356165003247
Position 8924: 0.0297288010454251
Position 1466: 0.02940222604242569
Position 6818: 0.02918483902263039
Position 50339: 0.02763470803577048
Position 238: 0.02422464836982547
Position 13046: 0.023967072602486067
Position 478: 0.02268533232405856
Position 1661: 0.021189616407856958
Position 10155: 0.020993558548869223
Position 2730: 0.01770816792385104
Position 9706: 0.0170354057728523
Position 13348: 0.016732225741200372
Position 20939: 0.016385112575160347
Position 243: 0.015292462590182347
Position 48988: 0.01463024775144612
