Gene = MPLKIP
index = 858
Annotated 5SS: [431]
Annotated 3SS: [1399]
SMsplice 5SS: [431]
SMsplice 3SS: [2654]
top_k =  1000
Partition function (log Z): -11.729691600091316

Sorted 5' Splice Sites (High to Low Probability):
Position 431: 0.7443934476084346
Position 622: 0.35391255936116345
Position 4261: 0.08544554175866449
Position 4142: 0.0714163944404629
Position 223: 0.055743739335014565
Position 3959: 0.04358417502748382
Position 1992: 0.042123370131026155
Position 271: 0.028184697890905747
Position 150: 0.022162718886763737
Position 4164: 0.016187948660161443
Position 2029: 0.014166719949590886
Position 481: 0.01415583644622366
Position 135: 0.013320006759094052
Position 1744: 0.012672999204163262
Position 70: 0.012116934932675188
Position 322: 0.011778654563233112
Position 250: 0.010029620152831018
Position 156: 0.009132992358944209
Position 6184: 0.007551893891695798
Position 3551: 0.00553866391410262
Position 367: 0.0034428711425387934
Position 49: 0.0034099627455188254
Position 1024: 0.0033602426118549632
Position 529: 0.003304425718905205
Position 7185: 0.002491994979546588
Position 1716: 0.0017190780459874068
Position 4309: 0.0016630878777900747
Position 1711: 0.001294375483053728
Position 862: 0.0008974260929789802
Position 1523: 0.0008949216115383702
Position 141: 0.0007515028420155673
Position 2439: 0.00031430455267437356
Position 3410: 0.0003007563999487285
Position 1660: 0.00021551441083476563
Position 34: 0.00013720454333495587
Position 1768: 0.0001325648082516042
Position 1934: 0.000128403424971557
Position 856: 0.00012366782466345858
Position 2066: 6.367271445957909e-05
Position 328: 4.599116508766667e-05
Position 1317: 4.4325035292689086e-05
Position 996: 4.2668942738665716e-05
Position 831: 3.978671872702382e-05
Position 884: 1.4322097780975092e-05
Position 1529: 1.166242957486233e-05
Position 43: 7.667733127081525e-06
Position 262: 5.137005568461523e-06
Position 1632: 4.186438170968307e-06
Position 231: 3.856634289039644e-06
Position 500: 3.850677876417001e-06
Position 672: 3.6315663270842247e-06
Position 828: 3.37196291533457e-06
Position 379: 2.567616096563865e-06
Position 449: 2.281179368245113e-06
Position 1737: 1.449324067022301e-06
Position 282: 1.0034733959512779e-06
Position 1220: 4.864020614485757e-07
Position 1160: 3.2011046703432387e-07
Position 579: 2.524452971001788e-07
Position 1289: 4.205368691209135e-08
Position 334: 3.8161658928849664e-08
Position 16: 3.597315038349092e-08
Position 840: 8.340055595967819e-09
Position 537: 2.2028003882325327e-09
Position 706: 2.198134987629297e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 554: 0.20504625926404332
Position 4397: 0.20273770465347352
Position 7252: 0.14952673161326235
Position 1917: 0.14646602043404844
Position 2654: 0.11753985938192472
Position 1399: 0.06918899560976347
Position 3881: 0.05046745715108523
Position 4203: 0.04856546570454787
Position 5746: 0.04489375341734891
Position 528: 0.04132219887101076
Position 3978: 0.04101075954066252
Position 3836: 0.03908447748484892
Position 3958: 0.03551117259327162
Position 2828: 0.032408589788006564
Position 4756: 0.023757366868111026
Position 366: 0.023231855580427535
Position 7113: 0.022581732534356056
Position 4018: 0.021619541628676162
Position 4244: 0.020779882719672536
Position 6221: 0.01884627326221701
Position 2265: 0.01675251279167374
Position 3339: 0.016133363182725187
Position 1574: 0.014200266609601693
Position 7966: 0.012785977759001765
Position 4938: 0.011647626384012457
Position 541: 0.010791256074680346
Position 218: 0.010709435837754158
Position 6306: 0.010566627679769144
Position 1743: 0.009005620643280131
Position 8527: 0.008245828033133886
Position 7248: 0.007070038348000972
Position 6623: 0.0065158853102791235
Position 1239: 0.006075373978174179
Position 407: 0.005589031397562896
Position 786: 0.005059816182198234
Position 716: 0.004401674530842585
Position 6468: 0.0038589407576939496
Position 3846: 0.0037251817802106
Position 267: 0.0036749718525729206
Position 3705: 0.003662255438054574
Position 388: 0.003339278310494152
Position 6087: 0.003259585261323598
Position 4440: 0.003181908402268528
Position 1288: 0.003094572024974935
Position 4146: 0.0029623909915307434
Position 1337: 0.002765645263776065
Position 1433: 0.002726126323911969
Position 475: 0.002698768261653784
Position 3394: 0.002574214051641852
Position 3409: 0.0023508860452053602
Position 7136: 0.002325738627265247
Position 1686: 0.0021934403291884105
Position 2028: 0.002076502273937913
Position 6003: 0.002053943151489751
Position 7411: 0.0020069852643613585
Position 6953: 0.0018567297885392008
Position 2898: 0.001579247536105943
Position 856: 0.001465017744031344
Position 6257: 0.0014645388100082441
Position 6372: 0.0014496093193512734
Position 4487: 0.0014082836229481314
Position 7052: 0.0011469365289451313
