Gene = SIL1
index = 1257
Annotated 5SS: [   130  70660  77364 147461 155779 171598 177228 246611 247228]
Annotated 3SS: [ 70544  77224 147351 155678 171405 177105 246513 247062 250924]
SMsplice 5SS: [   130   1958   5906  56207  62065  70660  73039  77364  80236  80547
  81308  88042  96546 104375 104588 108096 147461 155779 163793 171598
 177228 179077 182925 246611 247228]
SMsplice 3SS: [  1771   5787  56089  61948  70544  72933  77224  80213  80414  81202
  87925  96352 104249 104478 108003 147351 155664 163698 171405 177105
 178940 182741 246513 247062 250303]
top_k =  1000
Partition function (log Z): -121.5763552627259

Sorted 5' Splice Sites (High to Low Probability):
Position 5906: 0.8514718635946918
Position 1958: 0.6483981284745324
Position 130: 0.6479863532905831
Position 139: 0.3360737399620045
Position 15658: 0.1173389856551977
Position 1911: 0.0930409717944135
Position 9964: 0.06811842473544308
Position 8307: 0.06730819333039914
Position 11473: 0.06085791166616979
Position 1901: 0.05288858167223417
Position 668: 0.04418836679348796
Position 2524: 0.018876283781981418
Position 1772: 0.013650275157978524
Position 589: 0.012546837280811008
Position 7775: 0.009669296121228778
Position 6134: 0.009172948393614655
Position 15793: 0.008000731515513398
Position 11861: 0.00750910977087915
Position 7385: 0.006550028303233601
Position 281: 0.006515950094264715
Position 831: 0.005834835451546009
Position 1783: 0.005513682642342698
Position 3218: 0.004967375502191033
Position 11277: 0.004388520762448931
Position 911: 0.00416663623961493
Position 13257: 0.0040674950556367825
Position 7427: 0.003982705512400868
Position 1421: 0.0036025342122134834
Position 7124: 0.003132352699966767
Position 499: 0.0028546170163562287
Position 706: 0.002627210239273956
Position 10296: 0.0019368737163691276
Position 1208: 0.0018760122956971554
Position 3173: 0.0018724550983840482
Position 1348: 0.0017370346377969428
Position 13632: 0.0015580703793195744
Position 1535: 0.00129855811324716
Position 4605: 0.0011174600648431157
Position 4659: 0.0010911527269197479
Position 5811: 0.0009504792771334559
Position 6010: 0.0008407434238003118
Position 2042: 0.0006235447264322596
Position 747: 0.0005843385156959504
Position 453: 0.000572879808298724
Position 5919: 0.0004754925017957557
Position 8876: 0.0003309905306894176
Position 2040: 0.00031609960546586605
Position 2860: 0.00021565839813658406
Position 578: 0.0002083504918128634
Position 2763: 0.00019779711607736584
Position 7131: 0.00018270542745973397
Position 682: 0.00017921758509468637
Position 7135: 0.0001787403945148783
Position 2811: 0.000173535430299873
Position 3635: 0.00017142073331154217
Position 475: 0.00017068830430330876
Position 1512: 0.00014660413540457996
Position 1456: 0.00011724666562411375
Position 1458: 0.00010972146838618238
Position 829: 9.81849835758295e-05
Position 1460: 9.762330677761844e-05
Position 96: 7.049349262306336e-05
Position 501: 6.517936730281389e-05
Position 90: 6.365992570952686e-05
Position 1606: 5.238424054616891e-05
Position 1595: 4.1745975625505705e-05
Position 795: 3.6246735124957155e-05
Position 1787: 3.558125031501301e-05
Position 259: 3.3900303787916674e-05
Position 472: 3.246768913517685e-05
Position 459: 3.2403834283134914e-05
Position 65: 2.4974450918588738e-05
Position 337: 2.4826638466044173e-05
Position 1454: 1.925917368826319e-05
Position 515: 1.5886653487496e-05
Position 6054: 1.4453221042999895e-05
Position 35: 1.3505197923706008e-05
Position 1375: 1.333886320888903e-05
Position 1021: 1.3163052994148794e-05
Position 1304: 1.3036053841544779e-05
Position 1327: 1.3026995377201163e-05
Position 672: 1.2323399269062442e-05
Position 101: 1.0902117463498096e-05
Position 957: 8.208267581407723e-06
Position 447: 7.467764437002086e-06
Position 1560: 6.5564558467057495e-06
Position 7292: 5.2719032880766e-06
Position 1824: 2.3148290507742203e-06
Position 1945: 1.24562092107384e-06
Position 2292: 9.903597940597318e-07
Position 694: 7.173631774471671e-07
Position 99: 5.587015397607563e-07
Position 230: 4.2185272782397557e-07
Position 503: 3.117464100569541e-07
Position 1989: 2.921607538270522e-07
Position 2049: 2.81496285310076e-07
Position 1437: 2.1937466669266082e-07
Position 480: 2.1354428358379257e-07
Position 257: 1.0078227369912296e-07
Position 46: 7.763681709006873e-08
Position 482: 4.965378982287126e-08
Position 275: 4.7169807060019365e-08
Position 526: 2.585697649637934e-08
Position 1041: 1.0566775378484593e-08
Position 415: 9.431590539445757e-09
Position 709: 7.374492588951901e-09
Position 1087: 3.3579311950416116e-09
Position 228: 3.2599877054688274e-09
Position 623: 3.2154982928897095e-09
Position 427: 3.0873800493670432e-09
Position 5: 1.3576912280523935e-09
Position 408: 4.540929081256823e-10
Position 544: 2.581311231776121e-10
Position 374: 7.067398519223686e-11
Position 2046: 6.096625689625753e-11
Position 2032: 5.4696529253570196e-11
Position 554: 1.8604501941445697e-11
Position 595: 5.600985968407818e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5787: 0.7274608803220171
Position 1771: 0.7233494989319328
Position 15740: 0.1999241680332849
Position 14691: 0.1844876555120496
Position 15461: 0.12186647387525151
Position 5717: 0.11487654724485862
Position 9817: 0.07622409999450103
Position 8136: 0.07349246875365209
Position 10061: 0.0703294319388784
Position 11344: 0.06992292457592818
Position 1869: 0.0578059306214615
Position 8584: 0.04572998394406762
Position 10175: 0.04280217671136067
Position 16070: 0.040769037292073367
Position 18044: 0.0390209529908974
Position 16680: 0.038370617024959114
Position 17695: 0.032152968906235466
Position 615: 0.024811183751146618
Position 13432: 0.02262942381285756
Position 1691: 0.022382115635113782
Position 16616: 0.02211103357400504
Position 7183: 0.021328056182394833
Position 5810: 0.020161961262680123
Position 14911: 0.0190419302189418
Position 7714: 0.018675361881101797
Position 9657: 0.015003104432386673
Position 15872: 0.01405754879154149
Position 441: 0.012897181288114918
Position 5994: 0.01231954692020632
Position 13712: 0.010621467095691615
Position 18019: 0.010577551989012678
Position 11183: 0.008496023543421593
Position 2380: 0.008363280272320655
Position 17549: 0.008333276172583127
Position 11730: 0.008118326677448448
Position 15948: 0.007737857734187831
Position 12954: 0.007646878823755984
Position 1157: 0.007517380388329879
Position 2211: 0.007177776785097473
Position 8948: 0.007116932548278866
Position 8061: 0.005739849294091623
Position 415: 0.005679509810531419
Position 10340: 0.005600364159400029
Position 333: 0.005328689995615912
Position 1927: 0.005008361575307388
Position 3116: 0.004986185058033445
Position 9485: 0.00479952981659407
Position 10908: 0.004524404291308746
Position 705: 0.004507849519007097
Position 12610: 0.00450102719861678
Position 6177: 0.0043510312615158125
Position 1643: 0.0042979731234524185
Position 14660: 0.004107967606113727
Position 13169: 0.003970547092709592
Position 5732: 0.003897843190160666
Position 228: 0.003751895283784571
Position 15217: 0.003342387554274411
Position 2406: 0.003231671641365179
Position 7243: 0.00291618651586748
Position 13199: 0.0028225649726391225
Position 8379: 0.002727658739583924
Position 8461: 0.002670104915420824
Position 1874: 0.0025858973663615047
Position 6862: 0.0024333211992699413
Position 7620: 0.002333219628804466
Position 14197: 0.002163596301357711
Position 225: 0.00215759831262027
Position 5820: 0.0020315133309248474
Position 8654: 0.002024970658239436
Position 362: 0.0019354429463662422
Position 9521: 0.0019244177022354645
Position 6997: 0.0018941482381281427
Position 13892: 0.0018672242242065667
Position 3726: 0.001689704788174059
Position 466: 0.001683154435624977
Position 575: 0.0016297675404101713
Position 7994: 0.00157414225424714
Position 14626: 0.001498711929165006
Position 2386: 0.0014792614864554048
Position 14148: 0.0014691827518425763
Position 3087: 0.0014245395957463876
Position 9203: 0.0013156027620764225
Position 12563: 0.001311554950602553
Position 12224: 0.001280285010369169
Position 13751: 0.0012705301051874193
Position 14271: 0.0012204757362997128
Position 9506: 0.0012094739452713375
Position 7179: 0.0012052938750358253
Position 4559: 0.00119461523375869
Position 10883: 0.0011670574232404414
Position 12271: 0.0011657278877115005
Position 6400: 0.0009909216792541992
Position 1132: 0.0009634622970235528
Position 11976: 0.0008748264522308952
Position 5930: 0.0008344802716556411
Position 10367: 0.0007730979762479742
Position 1744: 0.0007326165113461635
Position 2555: 0.0006948902092617589
Position 6201: 0.0006836537477282322
Position 5305: 0.0006212091854502028
Position 11497: 0.0006186199862404498
Position 4562: 0.0006075965757213412
Position 744: 0.0006030060647347206
Position 7546: 0.0005997105321336242
Position 12148: 0.0005833706865054307
Position 9618: 0.0005595555533245898
Position 10575: 0.0005587377693944013
Position 11467: 0.0005580414775940227
Position 8094: 0.0005018779638104983
Position 7916: 0.0004994832357737689
Position 7522: 0.0004902003366011476
Position 6782: 0.000472361039821208
Position 10128: 0.00043688891074594987
Position 2025: 0.000433882647167707
Position 3043: 0.0004176091101729957
Position 3595: 0.0004012114812582191
Position 690: 0.00039448896751924963
Position 1893: 0.0003927221381637432
Position 7330: 0.00038312005916889085
Position 10965: 0.0003823284606353956
Position 257: 0.0003633163284429147
Position 4460: 0.0003605650401301037
Position 3073: 0.00035610581080890586
Position 11515: 0.00034740262111321047
Position 8580: 0.0003338322111747648
Position 11045: 0.0003240848448955122
Position 2745: 0.0003194893313700804
Position 1490: 0.0003143078284832983
Position 1322: 0.0003089606555243279
Position 11254: 0.0003044392574790546
Position 10679: 0.0002937715174683734
Position 8794: 0.00029232813514980444
Position 664: 0.0002881770033941208
Position 8910: 0.00028269260779619534
Position 9097: 0.0002795736995538968
Position 3502: 0.0002721278292082095
Position 6350: 0.00027173258744542125
Position 1296: 0.00027028517200078367
Position 469: 0.00024570474072526326
Position 8740: 0.00023541720051007973
Position 10513: 0.00020771538400927536
Position 9042: 0.0001998987640929804
Position 5224: 0.00018974085142196338
Position 10090: 0.00018127777222502102
Position 2382: 0.0001748443747188545
Position 6487: 0.00017107681151645412
Position 8604: 0.00016212292110878997
Position 1347: 0.00014906340029505712
Position 6490: 0.00014865735835197297
Position 6330: 0.00014263629516747983
Position 4816: 0.00014115065082296466
Position 1512: 0.00014058708117592434
Position 8743: 0.00013819619328535527
Position 9661: 0.00013746836431974683
Position 4857: 0.00013574780661647885
Position 9368: 0.00013091290123072284
Position 5428: 0.00012469961739999152
Position 1105: 0.00012146822992731658
Position 8769: 0.00011956492804778528
Position 7038: 0.00011878105294169291
Position 8156: 0.0001185434612149632
Position 6946: 0.00011544814044292839
Position 9401: 0.00011518834584495574
Position 6812: 0.00011084675388351885
Position 1790: 0.00010709236617707066
Position 1599: 0.00010634791473784817
Position 6788: 0.00010461136684680301
Position 4621: 8.669288498925308e-05
Position 2131: 8.489297992580273e-05
Position 1420: 8.404224418376952e-05
Position 268: 8.091663257704678e-05
Position 7584: 6.899209051230286e-05
Position 859: 6.65424990970371e-05
