Gene = ATP6V1A
index = 114
Annotated 5SS: [   95 31817 34160 37420 37815 39365 41857 42822 47976 48186 48921 51428
 56659 58507]
Annotated 3SS: [31721 34030 37204 37676 39212 41693 42712 47852 48070 48856 51223 56563
 58334 62315]
SMsplice 5SS: [   95   861 31817 37420 37815 39365 42822 47976 48186 48921 51428 52151
 56659 58507]
SMsplice 3SS: [  724 31721 37258 37676 39212 42712 47852 48070 48856 51223 52032 56563
 58334 62315]
top_k =  1000
Partition function (log Z): -32.568261257590336

Sorted 5' Splice Sites (High to Low Probability):
Position 861: 0.9263786142458807
Position 95: 0.8058329243613136
Position 9633: 0.5461971208423778
Position 5072: 0.20900288317936838
Position 526: 0.1391458434796021
Position 109: 0.09798228895978481
Position 812: 0.02413930617828282
Position 65: 0.023289155123470733
Position 320: 0.02079589663990013
Position 11630: 0.01943624789498863
Position 61: 0.012289268631216349
Position 2713: 0.011218677699139014
Position 11695: 0.010912401240599907
Position 1957: 0.007653749551281497
Position 1645: 0.007065421830295407
Position 946: 0.006858478958604915
Position 650: 0.005137294738515002
Position 828: 0.0020141706684190007
Position 4336: 0.0019777660422901186
Position 1366: 0.0012717023884695959
Position 2525: 0.0010884673058255841
Position 493: 0.0009706372261345487
Position 123: 0.0006242989411512693
Position 1467: 0.0005838122140382183
Position 368: 0.0005117401723267904
Position 1942: 0.00043223461655380224
Position 655: 0.00033356855627497656
Position 397: 0.0003043259130160889
Position 448: 0.0002974539266656457
Position 7519: 0.00025687038604964876
Position 264: 0.00018977737244893473
Position 1071: 0.0001500452275113445
Position 415: 0.0001446133391954189
Position 324: 0.0001207436746699205
Position 313: 0.00012074277871227465
Position 600: 0.00010953630675734732
Position 611: 0.00010832173480920129
Position 865: 9.905185047123976e-05
Position 690: 7.484515941218294e-05
Position 581: 3.949871692937307e-05
Position 40: 3.265676607531457e-05
Position 1204: 3.2358058325343596e-05
Position 269: 3.234838243302463e-05
Position 849: 2.3992696449622687e-05
Position 1220: 1.8457239174547924e-05
Position 519: 1.658439338210556e-05
Position 120: 1.640396459400085e-05
Position 54: 1.4525710649390221e-05
Position 173: 7.909937959730555e-06
Position 171: 7.499772097928242e-06
Position 138: 5.66028672466854e-06
Position 70: 4.049696255434829e-06
Position 661: 2.7552631432575013e-06
Position 763: 2.739057502323546e-06
Position 338: 2.3210171480269452e-06
Position 404: 2.284293652420344e-06
Position 297: 1.3588124189731123e-06
Position 1242: 1.2358273371241692e-06
Position 266: 8.93054311691337e-07
Position 575: 8.845721295935685e-07
Position 2067: 5.753748979595018e-07
Position 1805: 5.214952045502479e-07
Position 2071: 3.948013107902676e-07
Position 902: 3.548055173606602e-07
Position 1095: 3.388640417674806e-07
Position 765: 2.708499350588095e-07
Position 2202: 2.6487752600269367e-07
Position 1274: 2.635839125144346e-07
Position 1723: 2.0661913062818182e-07
Position 956: 1.762080782790723e-07
Position 870: 1.3280811652594502e-07
Position 1299: 1.2272297509901624e-07
Position 769: 1.1900148107485349e-07
Position 817: 1.0133219775250693e-07
Position 822: 6.04774215938601e-08
Position 820: 5.64375919673357e-08
Position 912: 5.4099387492478556e-08
Position 830: 3.701852241470059e-08
Position 37: 3.6105954963487045e-08
Position 780: 2.2090813179989974e-08
Position 14: 2.103487099238763e-08
Position 378: 5.9213599670277705e-09
Position 3511: 5.5694924655497414e-09
Position 212: 4.329462195671342e-09
Position 2841: 3.5336233531798195e-09
Position 1081: 2.9770501609688515e-09
Position 667: 4.977029676119717e-10
Position 272: 1.749332320892345e-10
Position 549: 8.050431190762596e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 724: 0.913509723407786
Position 9512: 0.5000971491285323
Position 22548: 0.335142525937596
Position 4976: 0.20311250588485646
Position 14111: 0.16591069487634635
Position 20097: 0.1581703508733972
Position 20392: 0.0744627711527101
Position 470: 0.055634744479784025
Position 13274: 0.043716543682149535
Position 16661: 0.043475177803310054
Position 759: 0.04308026433046851
Position 12627: 0.038254685271463404
Position 11467: 0.03218388135622349
Position 9420: 0.028263202514188464
Position 9315: 0.01903149738442014
Position 12630: 0.01701570283840659
Position 311: 0.01490866456719239
Position 16096: 0.010356478325571955
Position 10012: 0.009579766698430922
Position 350: 0.008593647855715496
Position 447: 0.007502618383519208
Position 14107: 0.007185912352407615
Position 430: 0.006837037540912894
Position 2424: 0.0064038725437139754
Position 644: 0.006263231168026828
Position 7188: 0.006210839459576627
Position 1882: 0.005718029308300862
Position 2597: 0.0055830956341421
Position 13237: 0.004962640099433311
Position 1466: 0.004628724213261637
Position 2635: 0.004316845771514732
Position 4862: 0.004060513398063802
Position 197: 0.004041987159293489
Position 9346: 0.0036218062242834893
Position 3814: 0.0035861600293824996
Position 12488: 0.0034281865188442763
Position 1145: 0.003384239783575494
Position 2786: 0.003347231125591519
Position 7644: 0.0032322251415488196
Position 12599: 0.0031978924082455415
Position 1765: 0.0029125616943791884
Position 12119: 0.0028589354028903382
Position 264: 0.002823979906484306
Position 12074: 0.002662198385001812
Position 10781: 0.0026066484383498083
Position 1453: 0.0023837934048966426
Position 573: 0.0022945505722763294
Position 1898: 0.002210414866715605
Position 395: 0.0021781912869920012
Position 294: 0.002171096799118397
Position 7865: 0.0020982458036909583
Position 4950: 0.00204392565629942
Position 12661: 0.002004348609865865
Position 10036: 0.0019831805461975652
Position 4937: 0.001911068246699462
Position 4217: 0.0016594370187270626
Position 1440: 0.0016410693868175973
Position 9020: 0.0016370962745663523
Position 6432: 0.0015849583185673247
Position 6771: 0.0014152421826581114
Position 5580: 0.0012992403953779777
Position 7854: 0.0012357616419067707
Position 1108: 0.0011368931394263714
Position 5708: 0.0010098486584238855
Position 2522: 0.0010003102000401205
Position 10243: 0.0009860418987224582
Position 230: 0.0009847768226382534
Position 1365: 0.000890306219609785
Position 4767: 0.0008613508160120307
Position 3771: 0.0008080032060713572
Position 726: 0.0007500755950756359
Position 10435: 0.0007436083793312272
Position 611: 0.0006997678246358137
Position 3817: 0.0006853813317134342
Position 1203: 0.0006715086878616895
Position 2470: 0.0006387470861469636
Position 5609: 0.0006276431270767022
Position 2686: 0.0006129725035222259
Position 5269: 0.0006082805316778348
Position 3212: 0.0006062075706377113
Position 8074: 0.000554782943847383
Position 6967: 0.0005435022604257648
Position 2927: 0.0004964099046329707
Position 8145: 0.0004898581390662592
Position 374: 0.00046166236772453864
Position 728: 0.00045074417408559977
Position 1282: 0.0004378881326489108
Position 6701: 0.00042277922993885634
Position 407: 0.0004100149634356215
Position 5032: 0.0003919666712837343
Position 475: 0.0003730629346636209
Position 10878: 0.0003646880130037964
Position 945: 0.0003465236915502348
