Gene = SZRD1
index = 1367
Annotated 5SS: [  226 24342 26400]
Annotated 3SS: [24291 26144 27954]
SMsplice 5SS: [  226 26400]
SMsplice 3SS: [26220 27954]
top_k =  1000
Partition function (log Z): -19.16409908777581

Sorted 5' Splice Sites (High to Low Probability):
Position 226: 0.970638552211307
Position 5904: 0.0932282941995068
Position 1893: 0.07070135912725177
Position 9352: 0.06314274909208992
Position 11033: 0.03457191469483236
Position 7273: 0.021572330047443865
Position 170: 0.017709778221828443
Position 5716: 0.012893446892722142
Position 8172: 0.00870962254163532
Position 7938: 0.008626335168855512
Position 5261: 0.007681960020686622
Position 2367: 0.006851800236638063
Position 7650: 0.006685736291177555
Position 1649: 0.006608680110344151
Position 1235: 0.004881813671927398
Position 3951: 0.004280263895204298
Position 1230: 0.003975993161086093
Position 272: 0.003840090919487603
Position 7632: 0.0033999492637577914
Position 8556: 0.003384389150349253
Position 428: 0.003125725251424285
Position 8073: 0.0031023760476414546
Position 5209: 0.0016919196782741563
Position 2530: 0.00100405154576485
Position 5414: 0.0010021272943622878
Position 904: 0.000871456801441938
Position 2575: 0.0008119919656832068
Position 5923: 0.0008064531364887114
Position 614: 0.0007278040224285357
Position 7165: 0.0006685396075490357
Position 5786: 0.0006262322324532125
Position 5698: 0.0005761884038717876
Position 3931: 0.00043829585381573383
Position 6355: 0.0004105695005131638
Position 6438: 0.00040698856121660346
Position 5375: 0.000395936380875064
Position 296: 0.0003805878790045074
Position 1026: 0.00037501703378534573
Position 190: 0.00036664786649573926
Position 6062: 0.00032890731435331126
Position 1198: 0.0002870195167502687
Position 146: 0.00026347610511975606
Position 933: 0.0002572170591467297
Position 5696: 0.00021907398843789048
Position 5332: 0.00014533045443025912
Position 1544: 0.00012740375373293989
Position 1323: 0.00011808244354631689
Position 4236: 0.00011560839576926687
Position 1206: 0.00010607444516109177
Position 4065: 0.00010355464807213456
Position 5177: 0.00010131006960925574
Position 822: 0.00010093735842069765
Position 7698: 9.742718348122618e-05
Position 2593: 9.439639862591409e-05
Position 82: 8.648295348686453e-05
Position 3994: 6.982676492016554e-05
Position 1329: 5.923536116960849e-05
Position 5821: 5.899203734791042e-05
Position 1401: 5.043469787824246e-05
Position 5704: 4.7469824869633985e-05
Position 5683: 4.4838610923507366e-05
Position 1518: 4.424347114076528e-05
Position 624: 4.0302849831651294e-05
Position 2188: 3.867421176589144e-05
Position 3169: 3.571797086813107e-05
Position 1319: 3.5449838489769064e-05
Position 2673: 3.510171782286808e-05
Position 3912: 3.2087141249068377e-05
Position 2283: 2.8328395220844957e-05
Position 1954: 2.4543520798813656e-05
Position 5010: 1.597443802835247e-05
Position 22: 1.296237511021996e-05
Position 4879: 1.1379999973090954e-05
Position 3238: 1.0497607905935508e-05
Position 2974: 1.0087968409099756e-05
Position 5869: 8.907346192260575e-06
Position 73: 8.170903950587123e-06
Position 755: 7.900170833653539e-06
Position 1546: 6.4475475140523186e-06
Position 1681: 5.945994423164642e-06
Position 652: 4.262983507100611e-06
Position 1204: 3.5075561445171173e-06
Position 1448: 2.1728546422746263e-06
Position 942: 2.0281118663680593e-06
Position 1381: 1.7450991483467498e-06
Position 1273: 1.6453367429432091e-06
Position 1537: 1.2156482708121848e-06
Position 3042: 9.810797580669866e-07
Position 912: 8.192367159181476e-07
Position 802: 5.861744703367998e-07
Position 768: 5.086988640927889e-07
Position 920: 4.6946089086180544e-07
Position 926: 3.2249627890410257e-07
Position 621: 2.5716014339046906e-07
Position 618: 2.3888096768091824e-07
Position 2136: 2.1164797863250927e-07
Position 2097: 2.0553850736659968e-07
Position 985: 1.6449786194102895e-07
Position 1327: 1.1824952152550708e-07
Position 935: 1.1082725974036565e-07
Position 763: 1.0602763694943516e-07
Position 1246: 1.021625530411336e-07
Position 526: 1.021272586464449e-07
Position 345: 7.474415693929427e-08
Position 581: 7.296975660723038e-08
Position 1349: 6.818484379493556e-08
Position 536: 6.291128753566424e-08
Position 1468: 6.145156663000055e-08
Position 806: 2.9217238719424743e-08
Position 348: 2.829232004034566e-08
Position 1222: 2.8116475067671965e-08
Position 970: 2.7482119715966142e-08
Position 558: 2.7376427581665483e-08
Position 1109: 1.2350732647860958e-08
Position 1098: 3.94091402350758e-09
Position 1037: 3.304134207670639e-09
Position 2625: 1.8399839502846526e-09
Position 2891: 1.8009406267660107e-09
Position 2109: 1.19209597728222e-09
Position 2499: 1.0598124696323086e-09
Position 2517: 9.13207024765829e-10
Position 1009: 8.413568522541442e-10
Position 2162: 4.3054070042978207e-10
Position 1897: 4.1763957543279924e-10
Position 749: 2.741667662386233e-10
Position 1215: 2.6681530951459936e-10
Position 587: 2.637488232482314e-10
Position 307: 8.753154336602803e-11
Position 242: 3.130529038535103e-11
Position 458: 1.685018981267416e-11
Position 363: 1.379228889810178e-11
Position 94: 8.054151857908119e-13
Position 376: 4.2311618672470093e-13
Position 1003: 5.809013009898625e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 27954: 0.6063195876160415
Position 17749: 0.12444072800204305
Position 5548: 0.12163448994663521
Position 17768: 0.08516252598413317
Position 7815: 0.08305038800520953
Position 9248: 0.06785819625506054
Position 1795: 0.06410344672906172
Position 10987: 0.051606465895892815
Position 7060: 0.026373386295926296
Position 5062: 0.017514254959692492
Position 1096: 0.0075809006479435875
Position 12057: 0.006604962403631592
Position 18940: 0.00582952264491713
Position 3798: 0.005153322927007907
Position 1423: 0.0050876887140743595
Position 2282: 0.004994668216823577
Position 11032: 0.004970077218487379
Position 2959: 0.004917554987462554
Position 16156: 0.004853890052784125
Position 12698: 0.004756458178864943
Position 7463: 0.004590707260886763
Position 1654: 0.004057978156926753
Position 10919: 0.0035596551564716574
Position 17703: 0.0035001848414883577
Position 17381: 0.0034312578249223453
Position 8413: 0.0033380975761441176
Position 6540: 0.0031381008451891288
Position 7502: 0.0030904834793263913
Position 5803: 0.0029406239932265564
Position 5683: 0.0023956567821266754
Position 2428: 0.0023457326603328
Position 5750: 0.0022972223535862274
Position 1601: 0.0018986695802471654
Position 7605: 0.001859640589211935
Position 8871: 0.0018292384438530272
Position 1574: 0.0017233073544422439
Position 10817: 0.0016069253453590566
Position 5058: 0.0013569889893816974
Position 7555: 0.001219222609975049
Position 8152: 0.0011965700052195066
Position 15126: 0.001076299128362856
Position 2218: 0.0008314497780448845
Position 11223: 0.0008077301597611283
Position 3903: 0.0007591581176813626
Position 5769: 0.0006837176953293764
Position 7194: 0.0006427034144466101
Position 1070: 0.0006232765355213359
Position 8277: 0.0006222894923974334
Position 13427: 0.0006056636313126977
Position 13890: 0.0005601971261860498
Position 1197: 0.0005433055510129703
Position 6167: 0.0005179445208540606
Position 12421: 0.0004954487584705903
Position 1817: 0.00047451115486134515
Position 2023: 0.00044526030873375666
Position 4133: 0.0004366372183721331
Position 2147: 0.0004071795515658935
Position 13402: 0.00038841851989526624
Position 6170: 0.0003822659960422428
Position 4911: 0.00035814951259039276
Position 10717: 0.00034842105958819876
Position 10023: 0.0003448691389191044
Position 11674: 0.0003126164329588085
Position 844: 0.0003028630065303021
Position 6609: 0.0002986229566143137
Position 6248: 0.00026991357498992816
Position 11440: 0.00025047646198155703
Position 11570: 0.00023889777372810528
Position 1502: 0.00023235997444003765
Position 1386: 0.00021375610567265317
Position 7141: 0.00019367576240006737
Position 6560: 0.00018944660613200205
Position 1020: 0.00018859325115692523
Position 5660: 0.00018670131597660523
Position 1631: 0.00018608701882278484
Position 5711: 0.00017549574929948014
Position 1098: 0.00017430007024569805
Position 6773: 0.00017154675012818593
Position 5621: 0.00016908049492040235
Position 2214: 0.00015555946077682874
Position 7572: 0.0001504394774113215
Position 10560: 0.00014922912112584621
Position 5092: 0.00014709971260656293
Position 883: 0.00014330768874482294
Position 797: 0.00014070444392716325
Position 3237: 0.00012404676770813282
Position 9794: 0.00011841210261806413
Position 9474: 0.00011603396225849625
Position 2341: 0.000112034162201765
Position 6382: 0.00010817779028676328
Position 3825: 9.311569260025076e-05
Position 3074: 8.66274082039931e-05
Position 3598: 8.257254021686572e-05
Position 3476: 7.677972118413114e-05
Position 2140: 7.475273216631312e-05
Position 5656: 7.162184174713475e-05
Position 4153: 7.119258616993874e-05
Position 2290: 7.081620780640378e-05
Position 6876: 7.003309931170629e-05
Position 3983: 6.881964523564317e-05
Position 6940: 6.734741796968927e-05
Position 6536: 6.571813911782511e-05
Position 4206: 6.469752490881813e-05
Position 8190: 6.467693410861853e-05
Position 4423: 6.346991637317045e-05
Position 6704: 6.0027650453132884e-05
Position 3930: 5.881251023362399e-05
Position 3736: 5.8336240530884346e-05
Position 665: 5.656136230816733e-05
Position 8699: 5.6122467104559936e-05
Position 7821: 4.98723005537425e-05
Position 2440: 4.856027278183691e-05
Position 8661: 4.759552170798437e-05
Position 2055: 4.7163262163508495e-05
Position 8253: 4.5931063712645434e-05
Position 2124: 4.3271605349711364e-05
Position 1617: 4.141966584437647e-05
Position 7691: 4.040798466270553e-05
Position 7095: 4.0270778992555715e-05
Position 3572: 3.9009080324850604e-05
Position 1368: 3.870278544902862e-05
Position 4399: 3.8458089597259825e-05
Position 581: 3.650481315969053e-05
Position 1935: 3.553783228644845e-05
Position 3187: 3.407388633843759e-05
Position 2890: 3.063643007499307e-05
Position 7373: 2.633578581767336e-05
Position 318: 2.614641473650031e-05
Position 4129: 2.595105999863331e-05
Position 903: 2.320555525461889e-05
Position 4715: 2.3172731697305146e-05
Position 3168: 2.1751902403343435e-05
Position 4837: 2.1504473688485578e-05
Position 1260: 2.1212755719520602e-05
Position 5524: 2.1038518188471456e-05
Position 1514: 2.0934532175484432e-05
Position 6824: 2.0473813106346615e-05
Position 3655: 1.9508545031558216e-05
Position 6897: 1.9422903680071483e-05
Position 1710: 1.9266228124585392e-05
Position 5554: 1.909490313707912e-05
Position 1605: 1.731263891865702e-05
Position 1693: 1.576966528240486e-05
Position 1850: 1.541248663295004e-05
Position 1131: 1.5097729528079618e-05
Position 1336: 1.370108518138029e-05
Position 322: 1.3689190711728974e-05
Position 5010: 1.2881609908680203e-05
Position 4226: 1.2390602161646082e-05
Position 2499: 1.2313477333636708e-05
Position 931: 1.2153126775752377e-05
Position 4561: 1.1204408673491205e-05
Position 2192: 1.1067023624260435e-05
Position 867: 1.0949024166405918e-05
Position 4957: 1.0479612480090133e-05
Position 1543: 1.0163350884539837e-05
Position 2557: 9.106758042541334e-06
Position 1442: 8.810155458263343e-06
Position 1887: 8.662030672366527e-06
Position 800: 8.514414972883853e-06
Position 1457: 8.468043017512969e-06
Position 4405: 8.372509196893765e-06
Position 813: 8.21859900847528e-06
Position 4857: 8.083526808870843e-06
Position 3325: 7.58004006081108e-06
Position 4564: 7.48922549236834e-06
Position 3397: 6.0349733943837556e-06
Position 3328: 5.896063759663063e-06
Position 307: 5.694945219387333e-06
Position 1533: 5.432706589244709e-06
Position 2732: 4.432937219137463e-06
Position 3578: 4.3903492588686084e-06
Position 2443: 4.3654026283639815e-06
Position 1822: 3.986669281844522e-06
Position 253: 3.5974963685138913e-06
Position 2777: 3.3923721166988674e-06
Position 1319: 3.157148877711925e-06
Position 644: 3.0950571859491066e-06
Position 817: 3.0703614051789246e-06
Position 1003: 2.9972487212368845e-06
Position 2529: 2.9602942103278384e-06
Position 2964: 2.900574621239083e-06
Position 1316: 2.8808925231023177e-06
Position 2692: 2.534293760976937e-06
Position 2371: 2.1323054513624097e-06
Position 950: 1.905457694192627e-06
Position 1029: 1.2071227837009596e-06
Position 392: 1.0232510824811596e-06
Position 2109: 8.849449425550163e-07
Position 854: 8.344669618632767e-07
Position 1471: 4.0260228383369794e-07
Position 909: 3.6164751102799056e-07
