Gene = COX19
index = 400
Annotated 5SS: [ 172 2419]
Annotated 3SS: [2306 6142]
SMsplice 5SS: [ 172 2419]
SMsplice 3SS: [2306 6142]
top_k =  1000
Partition function (log Z): -6.3992764046231585

Sorted 5' Splice Sites (High to Low Probability):
Position 2419: 0.9315026436300909
Position 172: 0.8387529241520342
Position 6558: 0.31560566556384684
Position 186: 0.15032303383416312
Position 7085: 0.10759285080328544
Position 6293: 0.0631454446999449
Position 7255: 0.05899501653319868
Position 7766: 0.05840165908048765
Position 3232: 0.050787100422920804
Position 2751: 0.04596479589414058
Position 4340: 0.04505115204409324
Position 7041: 0.04449279995481063
Position 2758: 0.04027981599759343
Position 693: 0.03752654737283734
Position 527: 0.02929416835368817
Position 7562: 0.028597736015058585
Position 3268: 0.028139871311483242
Position 6371: 0.026191205753024933
Position 7161: 0.024240298397713935
Position 596: 0.022961928921001115
Position 4544: 0.022413004968636924
Position 350: 0.019006852495966113
Position 467: 0.01688604086862686
Position 2704: 0.015060474914456208
Position 8391: 0.013941787522858172
Position 3305: 0.013309928953576659
Position 4601: 0.010960653980990205
Position 7008: 0.01005663798421212
Position 6506: 0.010042837239187913
Position 6249: 0.00721492830544779
Position 6057: 0.006428706445867302
Position 2900: 0.003861346780144011
Position 420: 0.00341296451945906
Position 4073: 0.0032261806467542464
Position 2944: 0.003225883427024327
Position 8274: 0.0027669219827304165
Position 2754: 0.0024800529130058393
Position 3538: 0.0021502253190020986
Position 908: 0.001591099928399777
Position 200: 0.0015168550053154194
Position 3293: 0.0013271517303643865
Position 407: 0.0011997897087992527
Position 4488: 0.0011876336367787196
Position 559: 0.0010761517748884978
Position 8119: 0.001020326102549506
Position 3633: 0.0009310216263890104
Position 3990: 0.00047304135607589815
Position 6257: 0.0004385304025735841
Position 865: 0.00039227791257498136
Position 1852: 0.00035436955838632334
Position 2083: 0.00033284842447821637
Position 5806: 0.0003252114224351094
Position 6796: 0.0002986388050316264
Position 539: 0.0002825383384100735
Position 214: 0.00024548775603863845
Position 454: 0.00023600991082091334
Position 1303: 0.0002183545810571743
Position 2056: 0.0002082615174942619
Position 1896: 0.00018038562742949118
Position 1098: 0.00016938346838312656
Position 1528: 0.00016434235844253923
Position 3546: 0.0001582755874432794
Position 50: 0.00014906679169565922
Position 266: 0.00012179389695526484
Position 588: 0.00012105511922426522
Position 2423: 0.00011339730487206604
Position 576: 0.00011211750293582126
Position 2178: 0.00011110132773877485
Position 1151: 0.00010400771154831598
Position 639: 0.00010207122129201692
Position 3544: 9.320222549212854e-05
Position 458: 8.887182725637767e-05
Position 2497: 7.360772298614212e-05
Position 1938: 6.508009292304282e-05
Position 4139: 6.37739563233622e-05
Position 2093: 4.943900528681227e-05
Position 3516: 4.596105701948802e-05
Position 220: 4.437393805603104e-05
Position 4957: 4.206637391730205e-05
Position 3129: 4.0887765586834654e-05
Position 783: 3.898387334848685e-05
Position 653: 3.6551142352926284e-05
Position 1480: 3.302970178022092e-05
Position 248: 3.2250947471408e-05
Position 2307: 2.800593617777554e-05
Position 960: 2.433073069717779e-05
Position 4397: 2.4036061268239222e-05
Position 1145: 2.222147945337494e-05
Position 610: 1.2237821289048368e-05
Position 2765: 1.2114225122538298e-05
Position 3038: 1.1423488381945149e-05
Position 377: 1.0948704517724759e-05
Position 1102: 1.0931578072290928e-05
Position 2313: 1.0765193335084903e-05
Position 601: 9.791390296942616e-06
Position 1178: 7.945940152626524e-06
Position 666: 7.03391104105904e-06
Position 1074: 6.6621429587929595e-06
Position 718: 6.434790979634057e-06
Position 2149: 6.073596504467904e-06
Position 918: 3.787736292979471e-06
Position 1743: 3.2392550958547646e-06
Position 859: 3.221894760283906e-06
Position 323: 3.152345398617034e-06
Position 2808: 1.7447826990603232e-06
Position 2587: 1.6415837283097834e-06
Position 2790: 1.2958174336532502e-06
Position 2341: 3.4492549209457653e-07
Position 92: 3.204399473313164e-07
Position 81: 1.9816957160891294e-07
Position 18: 1.4456861067049857e-07
Position 2681: 1.3740362166307863e-07
Position 368: 1.868633579748295e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2306: 0.933165564750724
Position 6399: 0.3082978093285271
Position 7431: 0.28257805837686434
Position 8530: 0.26637283275558854
Position 6142: 0.24312956365658284
Position 6859: 0.16927560463619798
Position 2538: 0.1144878069031571
Position 4264: 0.09772388190777632
Position 7672: 0.09573623219407248
Position 7129: 0.06729746185397742
Position 7387: 0.0596574372082376
Position 316: 0.05325080785896714
Position 3231: 0.03897450971459901
Position 349: 0.03754639287901282
Position 6915: 0.03720155646847348
Position 7652: 0.03449041285336506
Position 474: 0.031157638864034245
Position 3068: 0.02044212909747201
Position 2511: 0.020016552359020737
Position 6884: 0.019533517763074406
Position 3103: 0.016335644576037475
Position 8559: 0.014790113263086378
Position 7041: 0.013736244689431194
Position 8316: 0.011789722727297822
Position 3128: 0.00985418045540976
Position 2787: 0.008911500214704653
Position 3079: 0.008439333947260435
Position 6919: 0.008213248671434992
Position 6123: 0.0067549758509748425
Position 3124: 0.006178319621744419
Position 4072: 0.005793468024492595
Position 4421: 0.005570109867248654
Position 3731: 0.004899361432863131
Position 5941: 0.004882592495110663
Position 8273: 0.004771175031463177
Position 8091: 0.004403997016710581
Position 5978: 0.0033660194128811447
Position 3107: 0.0033594173565279274
Position 2379: 0.003020776016029471
Position 6292: 0.003009465557867623
Position 7231: 0.00275442973449649
Position 2703: 0.0026622276697257164
Position 6950: 0.002549653643589969
Position 576: 0.00246636097956512
Position 3466: 0.0018831194260102494
Position 2569: 0.0017221761594859812
Position 3198: 0.001683585536468204
Position 8930: 0.0016500438355274544
Position 2907: 0.0014972398056454586
Position 2487: 0.0014866197096902304
Position 3893: 0.0014705852876116695
Position 6449: 0.0013805525904790773
Position 7609: 0.0012705399866024133
Position 6839: 0.0012027245696822474
Position 6655: 0.0011547438686336094
Position 4339: 0.0011158018350264287
Position 6888: 0.0009383062281913036
Position 7542: 0.0009334858909828482
Position 411: 0.0009313846484826519
Position 8468: 0.000919525071504141
Position 261: 0.0008865110756502691
Position 7165: 0.0008064389599451001
Position 621: 0.0007948990000595524
Position 4092: 0.0007771014531907593
Position 3896: 0.0007419486877188623
Position 4225: 0.0007193593324304686
Position 5712: 0.0006665308129746697
Position 4350: 0.0006568098036167633
Position 3413: 0.0006518974425585425
Position 6592: 0.0006399108068553466
Position 6427: 0.0006194777945994432
Position 2578: 0.000577588091741666
Position 3184: 0.000536894839439367
Position 7993: 0.00048443874456260657
Position 2846: 0.0004818110059525164
Position 6529: 0.00047211408288606556
Position 1956: 0.00044975142790976684
Position 4481: 0.0004277428524550797
Position 4183: 0.000404990608882752
Position 3340: 0.0003910560043767545
Position 6028: 0.0003775559976548418
Position 4445: 0.00035307237368344764
Position 1800: 0.0003506356058841341
Position 6323: 0.00034791314484011835
Position 1008: 0.0003159648831051115
Position 551: 0.00030238690422430565
Position 1660: 0.00026892999853956635
Position 6806: 0.00026791459318576934
Position 804: 0.0002504991755455717
Position 3041: 0.0002501566736532682
Position 389: 0.0002492940212760441
Position 7629: 0.00024112035132417518
Position 7511: 0.00022859147928889394
Position 2177: 0.0002105865879165831
Position 675: 0.0002073603158491308
Position 7910: 0.00020589318627015418
Position 1124: 0.00019958315514942218
Position 2148: 0.0001907243068471885
Position 5333: 0.00018572951724413214
Position 2828: 0.0001810589846701353
Position 2634: 0.00016122004940770013
Position 6576: 0.0001549190920520167
Position 5875: 0.00015186956866328763
Position 7360: 0.0001505086401326741
Position 3573: 0.00014821272927268293
Position 3444: 0.00014676927610667793
Position 2524: 0.00013540983519726445
Position 6254: 0.0001314628982078191
Position 2279: 0.00012363625979726296
Position 3410: 0.0001112483955641734
Position 2596: 0.00010117833576021497
Position 1196: 9.855260918631743e-05
Position 2123: 9.782616005751209e-05
Position 4304: 9.500619025111004e-05
Position 1429: 8.205857444387054e-05
Position 6374: 7.815946350967827e-05
Position 5907: 7.13349015036268e-05
Position 1879: 6.175017207524404e-05
Position 1285: 5.8274361574704346e-05
Position 1583: 5.316178765313008e-05
Position 506: 4.538341039034212e-05
Position 4686: 4.494729193174973e-05
Position 4862: 4.206637391730205e-05
Position 3973: 3.666031803029071e-05
Position 476: 3.5882553219194575e-05
Position 692: 3.532950893564252e-05
Position 4292: 3.484977994923564e-05
Position 894: 3.4698802150341605e-05
Position 384: 3.360178252052261e-05
Position 1172: 3.3595626733976734e-05
Position 1350: 3.308733288919e-05
Position 1929: 3.049611848987219e-05
Position 1717: 2.93471202125072e-05
Position 1376: 2.764239682415245e-05
Position 1851: 2.658625688099701e-05
Position 1642: 2.629256717754063e-05
Position 7001: 2.3743569788491183e-05
Position 4427: 2.2786841466711907e-05
Position 512: 2.121400028580297e-05
Position 852: 2.0640635045156224e-05
Position 2497: 1.9860316088018247e-05
Position 499: 1.9780606383650053e-05
Position 633: 1.8693983355505563e-05
Position 271: 1.664256725501825e-05
Position 778: 1.4585908579268796e-05
Position 858: 1.452876020059038e-05
Position 2327: 1.296174989316621e-05
Position 3918: 1.079857991628375e-05
Position 2161: 9.482118397804771e-06
Position 810: 9.429283125754823e-06
Position 363: 8.846917348438348e-06
Position 1607: 8.562291436601398e-06
Position 710: 7.736605932681165e-06
Position 1260: 5.834951338303606e-06
Position 1734: 5.72454508519344e-06
Position 2383: 5.3487710178999095e-06
Position 2409: 4.400231209578234e-06
Position 2966: 3.98002917756181e-06
Position 831: 3.788386854960093e-06
Position 827: 2.9952591186391724e-06
Position 2226: 2.8811260562695978e-06
Position 1352: 2.7956268046534912e-06
Position 2203: 2.3607278048550456e-06
Position 559: 1.8276820491129797e-06
Position 534: 1.77250323108254e-06
Position 2659: 1.1893453966489142e-06
Position 2628: 9.339192081209315e-07
Position 2211: 4.919205813843707e-07
Position 2319: 4.6219503989494166e-07
Position 2661: 4.153071715270998e-07
Position 2096: 3.989495554565367e-07
Position 2402: 3.770974488446171e-07
Position 2229: 3.2282319051977087e-07
Position 2220: 1.9472944296666562e-07
Position 2029: 1.1123206858862497e-07
Position 2012: 1.0789478495445238e-07
Position 3155: 5.361518804331773e-08
Position 3829: 2.9301128213798203e-08
Position 3088: 1.785341463724309e-08
Position 171: 9.050292756374264e-09
Position 285: 3.5014486926765636e-09
Position 238: 3.1545002185333335e-09
Position 686: 2.971496387630732e-09
Position 523: 1.7522037180254482e-09
Position 906: 1.2832212221365032e-09
Position 151: 1.2203525973768432e-09
Position 146: 1.0199169029272571e-09
Position 119: 7.335552638488021e-10
Position 356: 7.178113228400701e-10
Position 865: 5.8486599009267e-10
Position 821: 4.332096820964473e-10
Position 715: 4.3064574954950513e-10
Position 231: 1.0828923882637517e-10
Position 517: 1.0782548230900591e-10
Position 1222: 6.324931068831264e-11
Position 128: 5.3098756609391404e-11
Position 834: 4.936998356079481e-11
Position 185: 3.887667947437278e-11
Position 121: 3.059369079307354e-11
Position 197: 4.8322780851931885e-12
Position 81: 3.6187575719729164e-12
Position 176: 4.0286283099844236e-14
