Gene = RP11-229P13.27
index = 1165
Annotated 5SS: [  31  417 7652 8409]
Annotated 3SS: [ 319 7507 8324 8661]
SMsplice 5SS: [  31  417 1163]
SMsplice 3SS: [ 319 1037 8825]
top_k =  1000
Partition function (log Z): -1.0359310508649155

Sorted 5' Splice Sites (High to Low Probability):
Position 417: 0.9990554942636034
Position 31: 0.9318329821120558
Position 1163: 0.8944798898242617
Position 1453: 0.38819675773861495
Position 239: 0.21129852560458187
Position 874: 0.17103675639028654
Position 8409: 0.07729561135826779
Position 1403: 0.07306563425328551
Position 878: 0.05940860979317946
Position 2043: 0.033072201622679855
Position 538: 0.011884189185605394
Position 3485: 0.010200290374603752
Position 1435: 0.008369487447356893
Position 3990: 0.008139773699965755
Position 1585: 0.006324429527972041
Position 3530: 0.004288250068124348
Position 5030: 0.003591414194640253
Position 988: 0.0030943208555588445
Position 821: 0.0013404335433233002
Position 6511: 0.001336185545435437
Position 2860: 0.0013309046112318207
Position 5783: 0.0011046651673445088
Position 3506: 0.0010057814377282812
Position 1186: 0.0009934281388204243
Position 949: 0.0008694754941941795
Position 3522: 0.0007646734341785199
Position 1907: 0.0007054596096550738
Position 1262: 0.0005018523244305428
Position 816: 0.0004530173016645362
Position 3470: 0.0003798943058532341
Position 4137: 0.0003700736470522811
Position 3195: 0.00032215109266637063
Position 2684: 0.00023293277613651407
Position 1286: 0.00021098765687401185
Position 3433: 0.00020850171814865842
Position 570: 0.00020474506398500522
Position 857: 0.00016910282800981828
Position 3818: 0.00014185801664817513
Position 3734: 0.00013742002799307503
Position 2069: 0.00012580514624111762
Position 798: 0.00010056684939082058
Position 392: 8.998055913329618e-05
Position 906: 8.979688862161365e-05
Position 712: 8.845816730171331e-05
Position 1181: 7.804522941615182e-05
Position 1207: 7.400054392285528e-05
Position 431: 5.0305066813034706e-05
Position 552: 3.461468492609213e-05
Position 1179: 3.381313626163342e-05
Position 714: 2.446756630299894e-05
Position 3061: 2.0473643602371747e-05
Position 475: 1.846860179388243e-05
Position 212: 1.3433480224928247e-05
Position 2591: 1.1219296038395384e-05
Position 701: 1.0831593904456845e-05
Position 1004: 9.627808545582937e-06
Position 248: 7.622364314007858e-06
Position 1460: 5.300130672492712e-06
Position 390: 4.535675719090373e-06
Position 1632: 2.8441969930958704e-06
Position 3307: 1.7907859125936714e-06
Position 1591: 1.6780853504705718e-06
Position 19: 1.6151732304933608e-06
Position 2769: 1.5206365104202977e-06
Position 398: 1.4188943478586615e-06
Position 35: 1.3065022737296202e-06
Position 934: 1.245155193246082e-06
Position 3090: 9.450800333548618e-07
Position 936: 9.192911984472802e-07
Position 1018: 8.409161333954236e-07
Position 780: 1.9000679750153384e-07
Position 421: 9.101945986124661e-08
Position 1290: 8.042338552595755e-08
Position 460: 2.05467780749008e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 319: 0.8674528444774309
Position 1037: 0.4986189310718622
Position 1067: 0.4296303700837781
Position 1306: 0.3594532158597407
Position 125: 0.17652452565924287
Position 8825: 0.148897082924465
Position 8661: 0.13838134521378923
Position 3408: 0.10627076519822277
Position 786: 0.09647386541825101
Position 231: 0.08709194627640618
Position 761: 0.07745866441173099
Position 6225: 0.07237785347960592
Position 1248: 0.06486582638925575
Position 8048: 0.05788057480334409
Position 8267: 0.05612356688410812
Position 1808: 0.05375113350971078
Position 6428: 0.04748160215671981
Position 3611: 0.04670640764832089
Position 4123: 0.04452135750928995
Position 3432: 0.04307829039694344
Position 8832: 0.03086119013546265
Position 5970: 0.029228536066828275
Position 6060: 0.022811722345324303
Position 522: 0.021084143838721404
Position 741: 0.02088203511078501
Position 826: 0.020721167553758066
Position 7507: 0.020043228737503874
Position 2944: 0.015554511023311353
Position 1375: 0.014510152597374
Position 4012: 0.01314418744651426
Position 5579: 0.012198841822585127
Position 3975: 0.01175496328460229
Position 502: 0.01143078335861421
Position 4602: 0.011072859895680034
Position 5136: 0.010653664530826721
