Gene = RPP14
index = 1207
Annotated 5SS: [  390  4145  4330 10330 10732]
Annotated 3SS: [ 4046  4244 10252 10652 11177]
SMsplice 5SS: [  390  4145  4330 10330 10732]
SMsplice 3SS: [ 4046  4244 10252 10652 11177]
top_k =  1000
Partition function (log Z): -2.8043787922793677

Sorted 5' Splice Sites (High to Low Probability):
Position 4145: 0.9814499122137329
Position 4330: 0.9801297737204907
Position 390: 0.975786136161333
Position 10330: 0.7845091935560946
Position 10732: 0.5488881304611661
Position 6141: 0.4811525219746602
Position 10104: 0.4504782704212742
Position 1910: 0.25295017322399543
Position 156: 0.1546525139317935
Position 9743: 0.06706218458631781
Position 240: 0.055063680297920116
Position 16568: 0.05101962296260763
Position 9093: 0.04318427815801181
Position 1718: 0.024669601527822584
Position 3930: 0.017566220716822
Position 3481: 0.014437314583241705
Position 1651: 0.010872715380327087
Position 1545: 0.008009930107436029
Position 2657: 0.007274097413135909
Position 10072: 0.007013657651757255
Position 11206: 0.005787134816168428
Position 5795: 0.005569354384198801
Position 953: 0.004776151860084736
Position 15728: 0.004763352984411065
Position 4439: 0.004234176884908431
Position 10215: 0.0036090543706435653
Position 124: 0.003505211444079641
Position 3224: 0.002942230716211444
Position 152: 0.002821881077360169
Position 4371: 0.0025989378999488103
Position 5729: 0.0024982520303462245
Position 4487: 0.0023776410517684626
Position 1503: 0.0020867366611268343
Position 4345: 0.0018522395391269227
Position 1597: 0.0017186976899356775
Position 854: 0.0017059014404085587
Position 7285: 0.0016198047582248064
Position 34: 0.0013543229542769116
Position 2099: 0.0012506222153459015
Position 1847: 0.0012414202170852621
Position 446: 0.0012403273435438878
Position 1477: 0.0012253763037446406
Position 3922: 0.0011839489231646075
Position 3415: 0.0011776216655747234
Position 3447: 0.0011055705054206734
Position 4527: 0.0011035497316775472
Position 2184: 0.0010545516294645616
Position 14727: 0.0009196182829510708
Position 11389: 0.000892799762580431
Position 5712: 0.0008819158304506968
Position 1414: 0.0008809778129920093
Position 15784: 0.0007797393994287223
Position 10723: 0.0007326529710376947
Position 100: 0.0006097983699477312
Position 2376: 0.00041163571438806713
Position 160: 0.0003896240712398345
Position 251: 0.00038443626114386775
Position 1333: 0.0003687412823306903
Position 5221: 0.0003556568730981359
Position 5020: 0.0003445915827572476
Position 11384: 0.0002852786588070304
Position 9694: 0.00027140201616890965
Position 2603: 0.00025874988371370303
Position 10825: 0.00022177027142480696
Position 11797: 0.00020895825948037794
