Gene = NUDT1
index = 971
Annotated 5SS: [  35 2505 7781]
Annotated 3SS: [2340 7634 8606]
SMsplice 5SS: [  35 2505 2740 7781 8006]
SMsplice 3SS: [2340 2650 7634 7911 8606]
top_k =  1000
Partition function (log Z): 2.024166503920244

Sorted 5' Splice Sites (High to Low Probability):
Position 7781: 0.9921375163889777
Position 2505: 0.9744562006131592
Position 35: 0.9086700800369575
Position 2740: 0.5491796906435427
Position 8006: 0.48415073926502733
Position 2726: 0.26808427019072134
Position 1243: 0.19432126256186166
Position 7471: 0.10905719665739716
Position 3302: 0.10493420119779336
Position 8077: 0.10328905790990135
Position 3056: 0.09884994603868004
Position 754: 0.08495134693739964
Position 3827: 0.0761423529464509
Position 3769: 0.07477157493362224
Position 2089: 0.07423176790870727
Position 1720: 0.07196513105876294
Position 1320: 0.060678025857222574
Position 6005: 0.06000873407932053
Position 3128: 0.05679104166079278
Position 3291: 0.055909058667579246
Position 4015: 0.05235431905265754
Position 827: 0.03088700194190394
Position 2751: 0.0257121645497315
Position 3898: 0.024287279804792353
Position 7681: 0.0214271645015703
Position 3594: 0.013609253535146018
Position 219: 0.013187297176726304
Position 3240: 0.0088976929072247
Position 2520: 0.008742899683978797
Position 1748: 0.008731269513842154
Position 180: 0.007919787781982948
Position 2733: 0.007599163696095554
Position 6148: 0.007572074615139011
Position 7259: 0.007206190976429603
Position 3283: 0.006868985766879945
Position 1260: 0.006244377802136759
Position 71: 0.0062389346779737915
Position 5655: 0.005614533725477579
Position 6302: 0.00559100640565047
Position 1757: 0.005045001902997558
Position 1752: 0.0037055322869653643
Position 4083: 0.0034642308821177257
Position 1866: 0.003425528564243984
Position 349: 0.0032723270027857935
Position 2043: 0.0029532308205410863
Position 8037: 0.0027499248440279603
Position 8071: 0.002710832148551807
Position 1728: 0.0025589919514025046
Position 5187: 0.0018075475377147023
Position 2999: 0.0017865862514216202
Position 3825: 0.001771836564195556
Position 8197: 0.001753532485529618
Position 336: 0.0014458680725857223
Position 270: 0.0014183763133023958
Position 562: 0.0014104381961946542
Position 2770: 0.001300456548289046
Position 8713: 0.001266527391234631
Position 1086: 0.0011945472629809834
Position 1713: 0.0011733748984584973
Position 629: 0.001123822057003919
Position 765: 0.0010797721172840936
Position 7235: 0.0010291129059496066
Position 6256: 0.0009703661407972981
Position 430: 0.0009484241138615566
Position 3499: 0.0009389966479118507
Position 1410: 0.000928156817986756
Position 6024: 0.0008300711406565847
Position 3104: 0.0007897843010411342
Position 4264: 0.0006461179308707945
Position 29: 0.000600841260052361
Position 7958: 0.0005484714829935451
Position 931: 0.000547499339690052
Position 3860: 0.0005127780347326315
Position 693: 0.0004734434949089581
Position 8516: 0.00041401778683938713
Position 1106: 0.00038165482410571237
Position 3775: 0.000343873596331246
Position 1690: 0.0003411237345653716
Position 921: 0.0002605783096480828
Position 4258: 0.00018778724157718585
Position 3094: 0.00017275745433465814
Position 927: 0.00014441272396129772
Position 325: 0.00014431741983025656
Position 1264: 0.00013138811712315793
Position 2797: 0.00012609798098558786
Position 8730: 0.00012341352895470608
Position 1218: 0.00012067089244474264
Position 68: 0.00011443073718333572
Position 1345: 7.980739131649745e-05
Position 1293: 7.674272347194968e-05
Position 2735: 5.8789910762657913e-05
Position 65: 5.138335815068268e-05
Position 2445: 4.733940543005342e-05
Position 1568: 3.8274978358992894e-05
Position 2380: 3.203935643497636e-05
Position 2565: 3.191731204968857e-05
Position 608: 3.0328317979335823e-05
Position 454: 2.3186201477941503e-05
Position 633: 2.0572186313439173e-05
Position 7701: 1.9597815957462345e-05
Position 619: 1.8528968177732694e-05
Position 642: 1.6055168736331288e-05
Position 906: 1.5908734081242578e-05
Position 2867: 1.5844685817074178e-05
Position 8055: 1.5581477626433123e-05
Position 2757: 1.126223022602136e-05
Position 2778: 1.092140917255927e-05
Position 2775: 1.0859540396442256e-05
Position 718: 9.836515388909016e-06
Position 1487: 9.054571401375143e-06
Position 467: 8.221490268545477e-06
Position 568: 3.532232202725061e-06
Position 998: 3.3793765134649796e-06
Position 703: 2.7129289794512586e-06
Position 819: 2.130803948500654e-06
Position 967: 1.9400252672756363e-06
Position 351: 1.3509549708307157e-06
Position 969: 1.2197311582732942e-06
Position 600: 8.388986529343575e-07
Position 416: 8.067607300085352e-07
Position 598: 7.382057643502837e-07
Position 933: 4.056883475772902e-07
Position 483: 2.558614773161189e-07
Position 897: 2.1267653924224834e-07
Position 1176: 1.9065847901965175e-07
Position 323: 1.1843240697574792e-07
Position 554: 8.335121100398397e-08
Position 381: 6.880554814507545e-08
Position 552: 6.711630442381354e-08
Position 8032: 1.3237699827838923e-08
Position 410: 4.849273752970604e-09
Position 7821: 1.2541762586672567e-09
Position 2066: 3.5261205343448665e-10
Position 813: 5.3648850594946585e-11
Position 843: 3.683342561167726e-11
Position 299: 1.5931507122080466e-11
Position 438: 1.9652284424300422e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7634: 0.9987695323988515
Position 2340: 0.9187421311083636
Position 7911: 0.7160262144322397
Position 2650: 0.6939540733643008
Position 8606: 0.49422878616699045
Position 8629: 0.29741118468651956
Position 3713: 0.18219730768665673
Position 2595: 0.13934067187089633
Position 2896: 0.12461622877296281
Position 1189: 0.10036452038664785
Position 3127: 0.09789021436856876
Position 1146: 0.08986170025783873
Position 7412: 0.07589762386978668
Position 3054: 0.06727943567496245
Position 702: 0.06021989958353647
Position 5802: 0.05080225052132617
Position 1085: 0.050031683877944724
Position 1614: 0.04823314469765958
Position 2394: 0.04714062552642257
Position 1611: 0.03605259179899244
Position 7380: 0.03355486614858763
Position 1956: 0.027567777977504312
Position 3680: 0.022972223020927926
Position 7747: 0.015067428752529841
Position 7876: 0.0150424369235616
Position 8123: 0.013391991423166973
Position 2962: 0.012188093043921194
Position 8670: 0.012005753178006473
Position 1820: 0.011870306127360434
Position 8695: 0.011524390118202018
Position 6055: 0.011240477409075507
Position 2256: 0.010997378892357225
Position 1993: 0.010219352793584272
Position 1099: 0.008997817890250382
Position 3376: 0.008878393607584458
Position 1597: 0.008470456345461622
Position 2861: 0.008008457893379659
Position 3857: 0.007850034226295599
Position 2689: 0.00739062910723097
Position 3804: 0.00727937926018992
Position 8256: 0.007094258776771941
Position 450: 0.006989155540660894
Position 1009: 0.006772305216625437
Position 2657: 0.006502982164497754
Position 1996: 0.005587385965673155
Position 5811: 0.004974867021376151
Position 7090: 0.004861515062474564
Position 3922: 0.004845815251052189
Position 1775: 0.0046129277770842895
Position 3974: 0.004540155565673287
Position 1903: 0.0044005373519391865
Position 1586: 0.0043581110151433315
Position 3123: 0.004309439215872636
Position 8419: 0.004105013941175612
Position 3417: 0.004096711168159841
Position 2347: 0.004053210222326255
Position 2841: 0.004048342328382775
Position 5279: 0.004035553122150238
Position 3091: 0.0038118414742006296
Position 5785: 0.003774537969371515
Position 8280: 0.003754951797357775
Position 2940: 0.00357576237110108
Position 3240: 0.0030998893378066834
Position 6226: 0.0028929697525112777
Position 3521: 0.0028843260350034793
Position 8580: 0.0025546907262288736
Position 2152: 0.002533735433348817
Position 7870: 0.002504498786985549
Position 6939: 0.0021099389028765582
Position 1242: 0.0021091357142489714
Position 1640: 0.002089643769876015
Position 3267: 0.0019946686741392863
Position 2366: 0.0019490804530447753
Position 8095: 0.001945468598006937
Position 8422: 0.001873610273325526
Position 5110: 0.0018468071787925955
Position 8698: 0.0018101491499439785
Position 8650: 0.001750105622759955
Position 403: 0.0017444654350082397
Position 3577: 0.0014142773841742684
Position 3184: 0.0013607308563665563
Position 677: 0.0013334907671795839
Position 5735: 0.0012837022216335696
Position 7129: 0.0012638499170280883
Position 2013: 0.0011076674008027004
Position 2615: 0.0010315677958526095
Position 2019: 0.0010304338482533715
Position 1923: 0.0009479802058335401
Position 7751: 0.0009349382941502189
Position 2066: 0.0008835043059124503
Position 8638: 0.0008515405163223342
Position 5257: 0.0008382377198397413
Position 4065: 0.0008341015309459491
Position 7917: 0.000828465919766941
Position 3017: 0.0008215976493494475
Position 8067: 0.0007324579061798194
Position 2966: 0.0007211796442220426
Position 5261: 0.000701483242409705
Position 1875: 0.0006231727513800935
Position 3945: 0.0006072979005642234
Position 2042: 0.0006017368777401287
Position 1522: 0.0005902353877987569
Position 7845: 0.0005704655806196527
Position 7951: 0.0005617649124896088
Position 8806: 0.0005355877255500376
Position 1846: 0.0005268261223478453
Position 8809: 0.00051141996732557
Position 3455: 0.00044837605708173675
Position 8499: 0.00044586116568734533
Position 312: 0.0004264389344248003
Position 2976: 0.00040209664584199155
Position 619: 0.00038557715524132605
Position 682: 0.00037615235539269876
Position 8826: 0.000356862360026891
Position 3131: 0.00035481796321389634
Position 733: 0.00034858683192490143
Position 8556: 0.00034424789316437183
Position 8055: 0.0003179784381645643
Position 2424: 0.00031685204386706266
Position 7887: 0.00031537613507724087
Position 552: 0.0002942753596966106
Position 2400: 0.0002822357805498952
Position 1719: 0.00027366060943106606
Position 1700: 0.0002631069771997505
Position 8354: 0.0002530851109515178
Position 960: 0.00024988539987551425
Position 906: 0.00023944817588687458
Position 2669: 0.0002306794274733578
Position 624: 0.00022990897346252776
Position 2624: 0.00021950513811150714
Position 7550: 0.00021113416112199628
Position 1678: 0.00020355778378494866
Position 2636: 0.000200383330694511
Position 8101: 0.00018316355155518826
Position 2662: 0.00017880065319606
Position 1778: 0.00016901598185176467
Position 1856: 0.00016855985365358379
Position 318: 0.00016444393436140263
Position 7644: 0.00016401658703368778
Position 8036: 0.00016156859004374047
Position 3545: 0.00015456647900472797
Position 7958: 0.0001540888296540974
Position 1065: 0.00014084781414866582
Position 2901: 0.0001363463356893277
Position 8513: 0.00013306512110994542
Position 1209: 0.00013212148896462301
Position 1563: 0.00012812113227377516
Position 1437: 0.0001270249312255279
Position 8722: 0.00012677305114069698
Position 2118: 0.00012440997972276884
Position 575: 0.00012438136118374598
Position 726: 0.00012254531204712615
Position 8330: 0.00011858630477396847
