Gene = STRA8
index = 1350
Annotated 5SS: [   60  8738 10878 11432 13351 14724 19891 23247]
Annotated 3SS: [ 8539 10801 11346 13323 14437 19816 23134 26438]
SMsplice 5SS: [   60  1925  8738 10878 11432 14438 14724 19891 23247]
SMsplice 3SS: [ 1840  8539 10801 11346 14264 14549 19816 23134 26438]
top_k =  1000
Partition function (log Z): 6.716012833134669

Sorted 5' Splice Sites (High to Low Probability):
Position 14724: 0.9794150826008061
Position 23247: 0.9492362872035753
Position 8738: 0.9226758017881506
Position 11432: 0.9212253942482262
Position 19891: 0.8013945698229814
Position 1925: 0.7957524650771463
Position 10878: 0.7700052998597867
Position 60: 0.7529752330826048
Position 283: 0.5960194211703498
Position 14438: 0.5121999545307881
Position 1643: 0.41210383451076116
Position 13496: 0.3769641893640995
Position 24540: 0.33199965836779693
Position 22981: 0.2568712264415392
Position 1521: 0.23950705040817868
Position 13549: 0.239125227027644
Position 19171: 0.21822819746911043
Position 18889: 0.20103488085469995
Position 15514: 0.18458347938860642
Position 19710: 0.17342491938908972
Position 23968: 0.16711176064207664
Position 14323: 0.15193511231007248
Position 19992: 0.15067754780285306
Position 22139: 0.10991420971724376
Position 24192: 0.09069530242233008
Position 2609: 0.08496899489951155
Position 12960: 0.07971281639218904
Position 11964: 0.07012541099566916
Position 18680: 0.06797666801970031
Position 23005: 0.057550057808660945
Position 12583: 0.05212023364074664
Position 1958: 0.04472970757070153
Position 11954: 0.03981176685198438
Position 23799: 0.03883884842784165
Position 14071: 0.03826545009166054
Position 25216: 0.03385064110504301
Position 302: 0.03343593353797665
Position 17246: 0.0313817492996976
Position 18012: 0.02985088526262461
Position 14410: 0.02911863949423498
Position 23238: 0.027666561982815387
Position 7859: 0.026767229049142013
Position 19957: 0.02560489147404581
Position 8963: 0.024695314053087163
Position 5583: 0.024250489319557204
Position 18742: 0.023197025347104723
Position 18295: 0.022237160819650298
Position 18732: 0.021481533779972993
Position 22392: 0.01673118732291353
Position 25983: 0.014325534633859337
Position 24521: 0.011982108366927337
Position 10594: 0.01184763267172428
Position 18211: 0.011598059946770085
Position 8202: 0.011231540528084769
Position 12357: 0.010849158935078027
Position 13563: 0.010521752715759112
Position 18612: 0.010397866432871475
Position 2795: 0.010343759082554865
Position 5700: 0.009892003414614565
Position 2867: 0.009057704732741331
Position 4723: 0.009000373312506393
Position 3741: 0.008464120036763986
Position 783: 0.008153566478203856
Position 19129: 0.008022857224119842
Position 19967: 0.007888603248870875
Position 8442: 0.006982271934950246
Position 21861: 0.006808741572153438
Position 24595: 0.005774056449469352
Position 2835: 0.005596065323598358
Position 6952: 0.00531364525029201
Position 23750: 0.00524777765449487
Position 25787: 0.005071644255682275
Position 25245: 0.004901808825177205
Position 17241: 0.004683880063364868
Position 22396: 0.004536775633786794
Position 4402: 0.0044876893251202445
Position 22971: 0.004374114599437923
Position 4714: 0.0037574705193362565
Position 5732: 0.0034217436790672856
Position 7397: 0.0031652981973422116
Position 23561: 0.0031418957622464587
Position 26020: 0.002940609560430154
Position 19511: 0.0028090985469696674
Position 16437: 0.0027641493906947
Position 20917: 0.0027639722670518996
Position 13629: 0.0027461564756610895
Position 20744: 0.002743168059280854
Position 19863: 0.0023241957831099964
Position 26327: 0.00231707090717879
