Gene = RABL6
index = 1111
Annotated 5SS: [  366 15699 17866 20586 21524 23901 24410 27885 29702 30055 31161 31526
 31905 32252]
Annotated 3SS: [15563 17817 20532 21431 23759 24303 27780 29384 29900 30947 31260 31732
 32192 32360]
SMsplice 5SS: [  366  2026 15699 21524 23901 24410 27885 29702 30055 31161 31526 31905
 32252]
SMsplice 3SS: [ 1924 15563 21431 23812 24303 27780 29384 29900 30947 31260 31732 32192
 32360]
top_k =  1000
Partition function (log Z): 31.100674076363948

Sorted 5' Splice Sites (High to Low Probability):
Position 21524: 0.9999940338347207
Position 2026: 0.997301040446661
Position 32252: 0.9652332350280503
Position 15699: 0.9642300697446866
Position 27885: 0.9593779464639594
Position 31905: 0.920265671412986
Position 24410: 0.9081454511675116
Position 23901: 0.8863639268350634
Position 30055: 0.8280041627539102
Position 366: 0.8215235837056324
Position 31526: 0.7997407334402443
Position 31161: 0.7734394254650032
Position 29702: 0.7632256888780349
Position 7305: 0.22958429244200834
Position 7992: 0.22800444769938402
Position 5315: 0.20211797095056472
Position 28877: 0.1761660114961706
Position 30020: 0.1595854465799153
Position 2442: 0.14932124125206542
Position 16146: 0.14052591295844813
Position 31079: 0.13588656094092083
Position 7860: 0.13406295982225416
Position 31407: 0.13135626347384483
Position 7633: 0.12537647417413209
Position 28141: 0.11865332506009417
Position 775: 0.10645027577102949
Position 18595: 0.10247664311439211
Position 24587: 0.09255137215949881
Position 15946: 0.08495095913103363
Position 19904: 0.08062332388289276
Position 7346: 0.07755941757065467
Position 32110: 0.07345293041539859
Position 4755: 0.06420881823042446
Position 23905: 0.06355929017878396
Position 18925: 0.06352480669146077
Position 17866: 0.05716525328620323
Position 29757: 0.056931673396617165
Position 14034: 0.056002126801073915
Position 27484: 0.0528796801962032
Position 27461: 0.05180612142523991
Position 23356: 0.04763565132060303
Position 23052: 0.04502492233163269
Position 31353: 0.042307714114697095
Position 7169: 0.04041879134964396
Position 18367: 0.03794706575612706
Position 1469: 0.03387961331800042
Position 15708: 0.03241856627441822
Position 2860: 0.03145170248668589
Position 1247: 0.029489414148188942
Position 16927: 0.029002425809788474
Position 10976: 0.027795755423480808
Position 13430: 0.026111265855393757
Position 7073: 0.026056920155012438
Position 20586: 0.024800270175942003
Position 2411: 0.02434852455177513
Position 31896: 0.024183490919788636
Position 2439: 0.02285873056126955
Position 31552: 0.022808071909739578
Position 29826: 0.022354218958336083
Position 4978: 0.02134484747252105
Position 260: 0.019956805090329575
Position 27914: 0.019650062795652203
Position 23032: 0.017913042236830275
Position 13446: 0.01776511320991692
Position 3202: 0.017310417280733903
Position 27455: 0.017127134257529063
Position 1864: 0.01692572135719645
Position 31171: 0.01686534275251691
Position 441: 0.016514398795903627
Position 20597: 0.015834598509563327
Position 31183: 0.015277728493105113
Position 16136: 0.015113115732875151
Position 29479: 0.011424469125482124
Position 30404: 0.009842719964973292
Position 19353: 0.009741144977285123
Position 7434: 0.009188839138269247
Position 31928: 0.008472408947864314
Position 17177: 0.00843466955267433
Position 26795: 0.008331960707457887
Position 16141: 0.00827588797682724
Position 20632: 0.008027162975562361
Position 27905: 0.006898781620843578
Position 17710: 0.006648094062312611
Position 639: 0.006608266186919281
Position 476: 0.006375503099202303
Position 22644: 0.006122192803377157
Position 27997: 0.006078910419975091
Position 16648: 0.005645820791363685
Position 7721: 0.005555587087732006
Position 1515: 0.005373229098406711
Position 25816: 0.005283489304726893
Position 265: 0.005078621812124519
Position 1859: 0.005017989736762865
Position 27417: 0.004995744518801931
Position 1601: 0.00490802891933116
Position 26401: 0.004541043613697269
Position 1412: 0.004504110712197422
Position 3880: 0.0043856827522334805
Position 23449: 0.004368021861155217
Position 31909: 0.004308103374086219
Position 2299: 0.004142147016879661
Position 18625: 0.004085852796910697
Position 18424: 0.003745066205234155
Position 23872: 0.0037416798064603017
Position 24827: 0.0036492189045127213
Position 30435: 0.0035634494269704705
Position 2961: 0.0035011655682828206
Position 23947: 0.003429418548359097
Position 28782: 0.0033824761440085544
Position 18119: 0.003202711325616713
Position 29494: 0.0032022102139917306
Position 20365: 0.0031745636343260743
Position 27850: 0.0030729456374649594
Position 3050: 0.003058048801230528
Position 4290: 0.0029413281946690482
Position 24814: 0.002899397920437363
Position 2885: 0.0028875345305930137
Position 3524: 0.0028193951766620515
Position 22886: 0.002739351101642398
Position 28851: 0.0027384571447918496
Position 28218: 0.0026829684007240963
Position 18838: 0.0025952647832786593
Position 5108: 0.0024222956311965678
Position 370: 0.0024057895588412695
Position 28885: 0.0023330309130245646
Position 3227: 0.0022289702103893993
Position 16158: 0.0022288069877428253
Position 32726: 0.0022284571854110603
Position 32193: 0.0017389572017282421
Position 31561: 0.001728603069492099
Position 1157: 0.0017002334626861962
Position 741: 0.0016732117664018096
Position 62: 0.001641200670345939
Position 28519: 0.0016107143396801777
Position 15984: 0.0015490307657066989
Position 1853: 0.0015129757073895666
Position 1807: 0.001459090727623222
Position 30062: 0.0014581954215576315
Position 19276: 0.0012995535794622936
Position 15671: 0.001277873920429476
Position 31022: 0.00122610832997999
Position 28038: 0.0012135784595455148
Position 901: 0.0011788487306155409
Position 28147: 0.0011485551629277317
Position 3343: 0.0011282816938152358
Position 973: 0.0010981342938537495
Position 6122: 0.001086321953888031
Position 18762: 0.0010796181113075112
Position 4457: 0.0010487579743462567
Position 4368: 0.0009946983426872172
Position 910: 0.0009786207328033067
Position 16032: 0.000948538442959643
Position 30350: 0.0009372961487118945
Position 30119: 0.0008991085554499594
Position 3350: 0.000894276740864702
Position 25399: 0.0008864269965358454
Position 23939: 0.0008767147273707355
Position 27419: 0.0008761881635560641
Position 16180: 0.0008418245365536888
Position 30699: 0.0007955333000455554
Position 5219: 0.000777584571193032
Position 162: 0.0007298550754824835
Position 4658: 0.0007140281151798122
Position 19451: 0.0006810091189721431
Position 24367: 0.0006707501455936092
Position 353: 0.0006528072377028824
Position 19082: 0.00063608428862335
Position 17209: 0.0006275071385990012
Position 952: 0.0006091335749503141
Position 447: 0.0006014805976364117
Position 31948: 0.0005660339661663108
Position 31261: 0.000557777731361984
Position 18549: 0.0005436685145742032
Position 18599: 0.0005271186491909982
Position 15720: 0.0005189248832413258
Position 28097: 0.0005056047051442328
Position 6891: 0.00048291588167391855
Position 31594: 0.000467441584176335
Position 222: 0.0004590794126415609
Position 22484: 0.000426234865087121
Position 16119: 0.0003998495930610123
Position 31158: 0.00038658248303660074
Position 31955: 0.0003862832539052315
Position 25007: 0.0003811600310487689
Position 31923: 0.00037359818489150916
Position 679: 0.00037309491881814654
Position 32748: 0.00036710891008244023
Position 27224: 0.00036514285145004897
Position 24464: 0.0003611023542087841
Position 3857: 0.0003249531547189946
Position 31202: 0.0003230781213787286
Position 26595: 0.00032231780291814345
Position 5932: 0.0002895182133176033
Position 1770: 0.0002766722791490179
Position 26569: 0.00025279814677250484
Position 26414: 0.000248426735968181
Position 654: 0.0002482009298817573
Position 27846: 0.00022620424790702467
Position 4018: 0.00022061852742215012
Position 27272: 0.0001925212325421922
Position 30362: 0.0001839350969408439
Position 3811: 0.00018368835747109607
