Gene = GM2A
index = 601
Annotated 5SS: [  406  7025 14022]
Annotated 3SS: [ 6862 13838 14403]
SMsplice 5SS: [  406  7025 14022]
SMsplice 3SS: [ 6862 13838 14108]
top_k =  1000
Partition function (log Z): -6.809418374404352

Sorted 5' Splice Sites (High to Low Probability):
Position 406: 0.9986353169210993
Position 14022: 0.906634217126919
Position 7025: 0.8984409485474331
Position 11070: 0.45421772807084093
Position 4977: 0.27590323438409475
Position 13773: 0.23456348840963576
Position 6186: 0.10950080698836197
Position 16075: 0.10291661921629322
Position 4981: 0.0989320509565767
Position 4500: 0.09678464009896859
Position 7242: 0.09512153435424288
Position 10679: 0.09341359414720259
Position 5527: 0.08108640011005
Position 11766: 0.07728163987926193
Position 14674: 0.0734474379647044
Position 5455: 0.054664259937440875
Position 5283: 0.04829596646262901
Position 5899: 0.04689834631424053
Position 14312: 0.035362167780429755
Position 5073: 0.03381895052756357
Position 2003: 0.031309458955024655
Position 14600: 0.031207428668384253
Position 2018: 0.028704417302475062
Position 12291: 0.020967390476902926
Position 6573: 0.020040270595726144
Position 243: 0.018623542767219756
Position 14129: 0.01770547959132636
Position 2997: 0.017637392755176513
Position 14589: 0.011852445073406534
Position 14214: 0.011700743740398154
Position 6010: 0.0069552345590627165
Position 3064: 0.006709474757935987
Position 14591: 0.0057746928266783045
Position 15183: 0.004702310085124048
Position 7037: 0.003648637112014924
Position 2313: 0.0032785435220577626
Position 14280: 0.0031640547058100752
Position 185: 0.0027245276095420714
Position 2134: 0.001911999606230951
Position 4504: 0.0018576368229831991
Position 1303: 0.0018495552899782444
Position 13935: 0.0018195202125446395
Position 1405: 0.0018040579520321304
Position 12317: 0.001780532566875636
Position 16095: 0.001507237659533952
Position 809: 0.0013047400470510748
Position 2713: 0.0011427618105986682
Position 165: 0.0011088862272624362
Position 2940: 0.0010518946418295813
Position 13912: 0.0007746217383775477
Position 4736: 0.0007522939927089958
Position 220: 0.000585367140543402
Position 14026: 0.0004555647614303158
Position 5854: 0.0003812285799528135
Position 5859: 0.00038019981982186665
Position 2103: 0.0002981273353303897
Position 5257: 0.00029450564841400253
Position 14177: 0.0002711686651980582
Position 459: 0.00026136985158898895
Position 5370: 0.0001996340989444997
Position 7055: 0.00019300684399118045
Position 15775: 0.00018428109509125394
Position 3532: 9.943429482485092e-05
Position 13930: 9.335939758272621e-05
Position 4093: 9.261504961724863e-05
Position 3107: 8.224101436043313e-05
Position 3927: 8.041837446589879e-05
Position 1477: 6.895203154481429e-05
Position 1599: 6.341562070482463e-05
Position 13946: 6.138740220165814e-05
Position 830: 5.130151134284146e-05
Position 3699: 4.7115081040678324e-05
Position 1280: 4.623042308410724e-05
Position 467: 4.507086475819541e-05
Position 4326: 4.035914299584754e-05
Position 2993: 3.720030301652106e-05
Position 557: 3.176161547976774e-05
Position 536: 3.0170156428355337e-05
Position 48: 2.912044453413616e-05
Position 4175: 2.1100769088601274e-05
Position 875: 1.9641726020716284e-05
Position 4442: 1.1685457844948481e-05
Position 2229: 4.6482225665199424e-06
Position 1933: 3.127926582049658e-06
Position 1664: 2.7541211892776245e-06
Position 4308: 2.389595169100761e-06
Position 2815: 1.8105157325868388e-06
Position 1708: 1.4785803595798037e-06
Position 2396: 1.3469321477922617e-06
Position 2552: 1.3155812745760641e-06
Position 2667: 1.0510325688140865e-06
Position 1948: 9.573185339895904e-07
Position 1987: 6.985885345399007e-07
Position 2709: 6.817073499182451e-07
Position 2583: 4.7568353265519516e-07
Position 1655: 4.692515227262223e-07
Position 296: 3.551831727981241e-07
Position 2843: 3.211749041825938e-07
Position 461: 2.892688960155529e-07
Position 2345: 2.3623183967523811e-07
Position 1897: 1.981357439474501e-07
Position 428: 1.704391412241301e-07
Position 1464: 1.5460522874684569e-07
Position 1307: 1.2923841969812675e-07
Position 2077: 1.2089859886033584e-07
Position 1668: 1.0678654276741312e-07
Position 1385: 1.0558600014102321e-07
Position 1033: 7.266313293331535e-08
Position 511: 2.3209181410821175e-08
Position 1038: 1.3570579474996465e-08
Position 410: 1.3462821114142043e-08
Position 486: 8.902471231795842e-09
Position 912: 4.651479386935072e-09
Position 561: 2.2967007857178764e-09
Position 1156: 1.7570698561482697e-09
Position 1168: 1.606124601401913e-09
Position 572: 1.4701217084291392e-09
Position 432: 1.1094741790740475e-09
Position 627: 4.148936296144642e-10
Position 330: 1.2121049436630432e-10
Position 662: 7.769344906823238e-11
Position 2569: 5.165257780465593e-11
Position 2276: 3.0042306519477354e-11
Position 589: 1.0688988755204465e-11
Position 17: 1.0162324729732525e-11
Position 711: 1.0213550349478741e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 13838: 0.9300793249247779
Position 6862: 0.8677609922193279
Position 14108: 0.4241054763743408
Position 14403: 0.36880676600485324
Position 10809: 0.31931915791539206
Position 16019: 0.2556928433465413
Position 4832: 0.25501664738158325
Position 13690: 0.23661871626428735
Position 4850: 0.10433352945814872
Position 5254: 0.088480098509239
Position 7176: 0.07742121733478356
Position 5676: 0.07388869172460236
Position 10753: 0.071342721525382
Position 5949: 0.06651984074730737
Position 17257: 0.059888190377401194
Position 10589: 0.04432788763733811
Position 10971: 0.043148568842120164
Position 11633: 0.04037161008867233
Position 5130: 0.039596700438795894
Position 10527: 0.03535316953136576
Position 4452: 0.03415244895784046
Position 1910: 0.03353749612131105
Position 16458: 0.03066668645874406
Position 16868: 0.0303878841942732
Position 11604: 0.03003758515987143
Position 4234: 0.028680038089291184
Position 5229: 0.024091473940012015
Position 12213: 0.023091970455200266
Position 10806: 0.022366160434999553
Position 4759: 0.02113530177196107
Position 330: 0.01971329625437923
Position 6461: 0.019688231252587698
Position 4278: 0.016733757477129917
Position 4398: 0.01635952688862174
Position 2923: 0.015211755791246862
Position 16496: 0.015111206555677138
Position 6905: 0.014436405669372227
Position 14723: 0.013789138308695013
Position 10539: 0.01377499707349312
Position 1978: 0.013129930778533238
Position 5370: 0.012197779631444559
Position 6871: 0.011065134536444842
Position 15074: 0.00981362414277963
Position 17215: 0.009397065532563814
Position 6114: 0.009070412951427197
Position 5985: 0.008475586952448946
Position 2838: 0.008158872730113436
Position 15289: 0.008142725373886106
Position 7119: 0.008105973511732083
Position 4533: 0.008008231258892507
Position 4862: 0.0070223535697510825
Position 5277: 0.006595944006505869
Position 15986: 0.005595111870379667
Position 4672: 0.005579526826004489
Position 15182: 0.0054858911075152715
Position 1818: 0.004961754339971688
Position 6930: 0.00490448779241506
Position 14835: 0.004776611801581733
Position 15894: 0.004722512909810367
Position 5069: 0.004702844858265601
Position 16538: 0.0045298801401744224
Position 11515: 0.004430005111230075
Position 1881: 0.004289725932676019
Position 7135: 0.004258519345251596
Position 5260: 0.0036812017775106486
Position 16197: 0.0032756773582203976
Position 6057: 0.0027308440290470387
Position 5304: 0.002664763779323193
Position 7111: 0.0026234554326471015
Position 5282: 0.0026069876133812536
Position 2161: 0.0024505626182618903
Position 6104: 0.00229438640057715
Position 4736: 0.0021246513645913367
Position 6807: 0.0021125711213706762
Position 287: 0.0020323620707399155
Position 4503: 0.0017748239181666682
Position 9338: 0.0017324778472282431
Position 16159: 0.0017267671727267146
Position 6981: 0.0016640209987081867
Position 17371: 0.0016122649986845396
Position 2671: 0.0015483609828731214
Position 1755: 0.0014987539362652607
Position 2811: 0.0014362419567916652
Position 5336: 0.001415261818993179
Position 16753: 0.0013717253381268092
Position 8571: 0.0013682566408477193
Position 11435: 0.0013572456194773895
Position 7192: 0.0012781468383558084
Position 15613: 0.0012729958620543251
Position 11398: 0.001190998466594769
Position 1864: 0.0011855912134482523
Position 1279: 0.0011815699208909476
Position 1798: 0.0011661608114036457
Position 600: 0.0010834108185714987
Position 1839: 0.0010089889831659071
Position 16395: 0.0009253224226838082
Position 14855: 0.0009023823866312812
Position 7225: 0.0008326644464569989
Position 1832: 0.0008310754113634494
Position 15581: 0.0008189562590700345
Position 1147: 0.0008111953901457171
Position 16767: 0.0008067435699822927
Position 5002: 0.0007650467221736913
Position 4425: 0.0007484714514086943
Position 14674: 0.0007013577939645024
Position 4646: 0.0006903183393400949
Position 2075: 0.000664735675630697
Position 16614: 0.0006623615464200418
Position 4366: 0.0005810506669328222
Position 4213: 0.0005805086473647976
Position 14224: 0.0005706425164465171
Position 14257: 0.0005689423976505947
