Gene = PXYLP1
index = 1104
Annotated 5SS: [   84 28427 46673 47677 55626]
Annotated 3SS: [28294 46513 47549 55485 60439]
SMsplice 5SS: [   84  6320 28427 30513 32828 33610 46673 47677 55626]
SMsplice 3SS: [ 6200 28294 30414 32755 33551 46513 47549 55485 60439]
top_k =  1000
Partition function (log Z): -27.75653849264382

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9841477546583492
Position 6320: 0.9071645399138061
Position 608: 0.565313931613847
Position 11159: 0.5071830587162148
Position 3727: 0.4776533089552093
Position 2491: 0.3676292728333149
Position 10589: 0.33691367205744305
Position 13196: 0.32133462029813054
Position 3129: 0.21840025266330326
Position 3966: 0.1474695654477737
Position 984: 0.14099025763804057
Position 12986: 0.11642281431570721
Position 7157: 0.10512159108128549
Position 1015: 0.10013487046033401
Position 3181: 0.08848335417387486
Position 752: 0.05306119274662559
Position 13930: 0.04405933036991765
Position 3133: 0.04331489932172749
Position 8421: 0.04096903427754285
Position 3758: 0.0389478196760902
Position 9565: 0.02702182219932281
Position 17843: 0.0254764537668257
Position 2788: 0.020295375672289017
Position 12679: 0.01759981537612142
Position 12216: 0.015586925523972358
Position 2418: 0.01421044053162749
Position 1278: 0.01361983712616227
Position 3483: 0.012241954212760933
Position 153: 0.007666481079729642
Position 5953: 0.0066869857784582955
Position 7511: 0.0064100765383457645
Position 6024: 0.0057141176383959415
Position 1298: 0.005612645091806633
Position 2247: 0.005057646300270542
Position 1019: 0.00491208186869402
Position 13163: 0.003789964863337007
Position 1265: 0.0025916534149068187
Position 8640: 0.002553070876599488
Position 2387: 0.002487303165629704
Position 142: 0.002254826695520594
Position 1024: 0.002072649047767862
Position 3781: 0.0020434254588575732
Position 1427: 0.0017970957134458723
Position 1075: 0.0015652364463866213
Position 7324: 0.0012054910265313738
Position 3275: 0.0011713829754159877
Position 730: 0.0011637814061057586
Position 173: 0.0009919723614853306
Position 2174: 0.0008086395765892831
Position 3707: 0.0007739969129298132
Position 832: 0.0005531282878931074
Position 1934: 0.0004868574093523621
Position 166: 0.00048572561626265636
Position 2501: 0.00048473435043608565
Position 794: 0.0004397742632628959
Position 881: 0.0003646535319843412
Position 6262: 0.0003556007999420796
Position 88: 0.0003429646212019332
Position 2209: 0.00030330594565806094
Position 1940: 0.00023388431545322036
Position 7197: 0.0002268972761269817
Position 934: 0.00021273548867140648
Position 5495: 0.0001846575951011126
Position 4365: 0.00017013111835677362
Position 13349: 0.00013400467775787848
Position 250: 0.000107184880421312
Position 1210: 9.704732870655412e-05
Position 1304: 7.706069462757807e-05
Position 1139: 7.370960631967082e-05
Position 1090: 7.023838278127753e-05
Position 1300: 6.388157983201566e-05
Position 6613: 2.6471628348905145e-05
Position 600: 1.6066699838588324e-05
Position 585: 9.466448613388485e-06
Position 338: 7.227680035458353e-06
Position 988: 4.249154597022475e-06
Position 1012: 3.057083309404686e-06
Position 763: 2.3207943044023868e-06
Position 695: 2.188899427130845e-06
Position 114: 1.9826454980347364e-06
Position 766: 1.8133138254503165e-06
Position 430: 1.7566814963262596e-06
Position 948: 1.598745264918337e-06
Position 207: 1.384241730144678e-06
Position 347: 1.2443297961560207e-06
Position 761: 8.806235477110331e-07
Position 190: 8.723051601928793e-07
Position 1125: 7.674170705730458e-07
Position 768: 6.130787847296905e-07
Position 3877: 4.205916309701193e-07
Position 245: 2.2517095618762012e-07
Position 808: 1.540438779566489e-07
Position 159: 1.281363474335917e-07
Position 120: 4.943009348652592e-08
Position 1680: 1.3294498061871103e-08
Position 5934: 1.2515808764580276e-08
Position 1579: 1.1055988790177407e-08
Position 400: 8.761748138085245e-09
Position 349: 4.139320239407577e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6200: 0.676324924329474
Position 10959: 0.5373624116386106
Position 19457: 0.49951220358003884
Position 504: 0.39295340614534235
Position 3621: 0.3728045791214005
Position 10372: 0.33819588119190686
Position 2387: 0.3172728978200519
Position 12865: 0.29572739776286205
Position 13084: 0.2522166940614222
Position 6115: 0.2240456335243359
Position 3040: 0.21519628815307415
Position 900: 0.1862294725342337
Position 3057: 0.1320798094009078
Position 12123: 0.11946397891017549
Position 3569: 0.11610060337856808
Position 3868: 0.10140699464087445
Position 454: 0.08812226175988636
Position 13794: 0.06949894595760062
Position 375: 0.061177688631580074
Position 7033: 0.05578079677141104
Position 13661: 0.05432980242010368
Position 3876: 0.0429508250292063
Position 13246: 0.03872300153433434
Position 17593: 0.03728360568892658
Position 906: 0.03371361932841236
Position 389: 0.028811514103609628
Position 8275: 0.028734299052801584
Position 12395: 0.027573671390457227
Position 6494: 0.02737328406613
Position 7085: 0.026354806451264215
Position 3674: 0.0245695413588105
Position 1202: 0.023797174236330605
Position 5848: 0.023076137334445163
Position 7127: 0.022846149857388615
Position 2354: 0.02066761724693015
Position 7455: 0.01847336896485314
Position 2324: 0.017067537477696477
Position 547: 0.01634036561169636
Position 2173: 0.014176228791377306
Position 9453: 0.013188413539668037
Position 8278: 0.01249882993522827
Position 884: 0.011659392047582604
Position 2206: 0.011232832765542591
Position 12982: 0.011029946010336206
Position 2679: 0.009895331616959933
Position 15299: 0.0088388381632074
Position 438: 0.008621122427631406
Position 7839: 0.0073885982828586745
Position 13316: 0.00732023942434
Position 9413: 0.007305076416797739
Position 9423: 0.007275775552721779
Position 3625: 0.006669169388802065
Position 2700: 0.00665111602805296
Position 12100: 0.0063344134519057104
Position 939: 0.006216625774074482
Position 9067: 0.005172784772611666
Position 2384: 0.005137301083250383
Position 474: 0.004968671826869825
Position 729: 0.004839848225797025
Position 7412: 0.0046433134899637905
Position 355: 0.004542756551564895
Position 879: 0.004388819447209158
Position 645: 0.004379665219707625
Position 668: 0.004249391713458411
Position 2880: 0.0037935833061055785
Position 3230: 0.0030602381690610263
Position 8520: 0.0028938666531826847
Position 3829: 0.00287083763847336
Position 3409: 0.0028292944259961745
Position 7369: 0.002411031845104395
Position 6969: 0.002312982267613893
Position 14074: 0.002173990587715433
Position 2659: 0.002090029079644834
Position 3406: 0.0020331397522035644
Position 2391: 0.0019375735351093446
Position 13768: 0.0018832747110913374
Position 854: 0.0017604896895153592
Position 2051: 0.0016725846629040374
Position 10624: 0.0016335290080764066
Position 8613: 0.00159760168340098
Position 7744: 0.0014994288322265964
Position 8960: 0.0013428463809876104
Position 3249: 0.001250051292585255
Position 4409: 0.001177745044768653
Position 953: 0.0010990865801710924
Position 6826: 0.001094229937301152
Position 751: 0.001053900733315759
Position 2844: 0.001017686528958023
Position 6462: 0.0009894026407030665
Position 2435: 0.0009640921856649988
Position 10718: 0.0009101667356174917
Position 2626: 0.0009052689731553167
Position 3307: 0.0009051530374098805
Position 607: 0.0008007014563764158
Position 7554: 0.0007782338978497427
Position 4266: 0.0007225710003301389
Position 1813: 0.0005565772598412113
Position 3101: 0.0005446326142982111
Position 2768: 0.00044682694324631726
Position 2891: 0.0004356822383608572
Position 4686: 0.0004356152549888011
Position 11884: 0.00035488180524924503
Position 2356: 0.00034203395913606825
Position 11773: 0.0003414756642551394
Position 2408: 0.0003306856630735848
Position 207: 0.00030038237481307914
Position 2127: 0.0002890632415534356
Position 9891: 0.0002712059784422008
Position 4443: 0.0002426092613010348
