Gene = QARS
index = 1105
Annotated 5SS: [ 455  748 1209 1441 1727 2653 2867 3244 3452 3717 4497 4692 4882 5111
 5311 5562 5728 5962 6187 6472 6719 6880 7080]
Annotated 3SS: [ 599 1098 1364 1661 2598 2805 3171 3365 3629 4396 4612 4772 4979 5217
 5423 5639 5817 6081 6378 6590 6812 6953 8991]
SMsplice 5SS: [ 163  455 1209 1441 1727 2690 2867 3244 3452 3717 4497 4692 4882 5111
 5311 5562 5728 5962 6187 6522 6719 6880 7080]
SMsplice 3SS: [ 372 1098 1364 1639 2598 2805 3171 3365 3629 4396 4612 4772 4979 5217
 5423 5639 5817 6081 6378 6590 6812 6953 8991]
top_k =  1000
Partition function (log Z): 51.20249208457577

Sorted 5' Splice Sites (High to Low Probability):
Position 1727: 0.988093692338713
Position 5311: 0.9856278977680659
Position 3717: 0.9829523339518613
Position 4692: 0.9814472672190991
Position 5111: 0.9771726954210355
Position 1209: 0.9558970694108118
Position 5962: 0.9470918645971022
Position 6187: 0.9230872026727763
Position 2867: 0.9164581802412883
Position 5562: 0.8740635727839142
Position 3244: 0.862573521824617
Position 6880: 0.8523463711904395
Position 6719: 0.8339936560098609
Position 7080: 0.819457796367087
Position 1441: 0.8188138230803774
Position 455: 0.805369900270205
Position 3452: 0.7818935123822865
Position 6522: 0.7459372701380363
Position 4497: 0.7436619621215225
Position 163: 0.677599847481427
Position 4882: 0.6697899927459948
Position 5728: 0.6269091139205739
Position 5742: 0.3036462255735396
Position 2690: 0.2990989547405191
Position 2653: 0.2654667566236518
Position 6472: 0.2222553338843909
Position 2695: 0.19639630144155962
Position 748: 0.15622911162117187
Position 2477: 0.11337579735284153
Position 5566: 0.11268831789890205
Position 2700: 0.10494554030404357
Position 6699: 0.09856486533633325
Position 6847: 0.07634520608860888
Position 6312: 0.07279878337073802
Position 699: 0.0701781072946525
Position 2685: 0.06947940440652704
Position 715: 0.05656966974393634
Position 67: 0.054771463828381356
Position 892: 0.048160615691053225
Position 3366: 0.03981828016341221
Position 1516: 0.03751771940222767
Position 6748: 0.035188450233128644
Position 4530: 0.033262006635644284
Position 3472: 0.03228193153973861
Position 1505: 0.02931362506511685
Position 272: 0.026912421485057257
Position 3444: 0.024742065622917957
Position 5980: 0.023218532599923267
Position 5747: 0.022345654155768807
Position 4912: 0.02059624710348615
Position 4484: 0.01964133393426336
Position 3821: 0.014697713115159883
Position 5078: 0.014523711227661433
Position 5336: 0.012069644356726134
Position 6909: 0.011872724203978396
Position 5991: 0.010130309875946182
Position 1170: 0.0069061417440095
Position 7962: 0.006500231328728183
Position 6229: 0.006253479497422418
Position 6900: 0.005797320395245852
Position 6139: 0.0056323853795922805
Position 4906: 0.0045931186543772045
Position 6893: 0.004011428340174536
Position 1109: 0.003796381711221839
Position 6694: 0.003669881165830256
Position 280: 0.003475628898654078
Position 2119: 0.003447277078030357
Position 481: 0.003145368005279002
Position 2038: 0.002386423302411688
Position 3918: 0.0018381510474275568
Position 4887: 0.0015808078086136834
Position 5993: 0.0013211947727658796
Position 5127: 0.0013209773774504178
Position 3990: 0.0011893686976150225
Position 5995: 0.0011716863776304928
Position 6097: 0.001169857459729463
Position 7708: 0.0011440102189196816
Position 1295: 0.0010671665862635592
Position 2500: 0.0010393528389681544
Position 2527: 0.0009467812251000499
Position 1578: 0.0008708080284089648
Position 5552: 0.0008679717007405933
Position 517: 0.0007947127256449239
Position 5872: 0.0007346418320493747
Position 5557: 0.0007343914716242552
Position 538: 0.0006926174022673484
Position 6259: 0.0006748607520511387
Position 2531: 0.0006746031986679009
Position 4527: 0.0006584864542382464
Position 3126: 0.0006569628348313437
Position 2965: 0.0006308111571058213
Position 6009: 0.0006024857799087919
Position 6884: 0.0005650791906041508
Position 7053: 0.0005551330932042617
Position 6854: 0.0005164985541477315
Position 6738: 0.0005030887238430926
Position 3515: 0.0005010722277248664
Position 2490: 0.0004956896354432065
Position 5061: 0.0004709981094425036
Position 918: 0.00044400686213841675
Position 2523: 0.000437314545794264
Position 2298: 0.0004037750320487284
Position 1480: 0.000380299698740957
Position 2481: 0.0003612857888374998
Position 4922: 0.0003499953442863522
Position 7145: 0.0003495105438193838
Position 167: 0.0003407760346970244
Position 3314: 0.0003368954989410544
Position 6789: 0.0003286952328778854
Position 6621: 0.000328187713540843
Position 5818: 0.0003253263236559883
Position 825: 0.0003229642230042176
Position 5115: 0.00032258577000339234
Position 6526: 0.0003204706944950914
Position 5590: 0.00030347956048285376
Position 3248: 0.00029820232520027265
Position 1301: 0.00029714107641242305
Position 7194: 0.0002963670169036311
Position 5034: 0.00025280303678243675
Position 6866: 0.00024258844237728169
Position 5135: 0.00022852819698617618
Position 1182: 0.00021855316135325798
Position 5720: 0.00020516404129206024
