Gene = CXCL14
index = 421
Annotated 5SS: [ 565  846 4708]
Annotated 3SS: [ 739 4593 7410]
SMsplice 5SS: [ 565  846 4708]
SMsplice 3SS: [ 739 4593 7410]
top_k =  1000
Partition function (log Z): 1.8501561976719576

Sorted 5' Splice Sites (High to Low Probability):
Position 4708: 0.9950987480754454
Position 565: 0.9815427950129423
Position 846: 0.9715141400685912
Position 4936: 0.18049822546786948
Position 2134: 0.12612597771422468
Position 6951: 0.11480774951554684
Position 5262: 0.09080972977353106
Position 4076: 0.05599432242465961
Position 5753: 0.053990364957071824
Position 5191: 0.03285865654043568
Position 195: 0.030382164173049137
Position 3995: 0.025439992162895962
Position 5243: 0.02520668685057386
Position 874: 0.024302341014691163
Position 5102: 0.01877088734728375
Position 5110: 0.016854721704927796
Position 5147: 0.013757912131444746
Position 5377: 0.011862235890002943
Position 5463: 0.011473624374009977
Position 3714: 0.011151541938620897
Position 7224: 0.009436123285204661
Position 5016: 0.00939567199245284
Position 3688: 0.00894663697200225
Position 4080: 0.007488412704700452
Position 3528: 0.007430268187633723
Position 3721: 0.007393302331896777
Position 3574: 0.005672772808505501
Position 7601: 0.005595033917707867
Position 2052: 0.005048270651788429
Position 7141: 0.004464623815112853
Position 2174: 0.004316620102190131
Position 1814: 0.004092016456721304
Position 6746: 0.0034544154520639507
Position 6094: 0.003430928361723342
Position 104: 0.003105237540195714
Position 80: 0.0030978715723934598
Position 3682: 0.002640480988021269
Position 3974: 0.0025121629286763442
Position 7027: 0.0018480232241346128
Position 3831: 0.0018291127036357759
Position 7972: 0.0018172164003305352
Position 163: 0.001813888278486605
Position 17: 0.0017260622594614076
Position 1961: 0.0017250610847223621
Position 4618: 0.0016026547961070644
Position 4173: 0.0015070089155284877
Position 495: 0.0013807091005855606
Position 2992: 0.0013226781566379282
Position 1441: 0.0012853558211707032
Position 841: 0.0012760203178832383
Position 1395: 0.001228056452675813
Position 5593: 0.0011991414871572058
Position 4445: 0.0011618470664628358
Position 1219: 0.0008989155176207302
Position 4353: 0.0008335008641042568
Position 7428: 0.0007985490054565403
Position 53: 0.0007919909872417412
Position 65: 0.0007349686940374004
Position 3206: 0.0006634204852335704
Position 6494: 0.0006282875385570192
Position 3280: 0.0006080809335048623
Position 86: 0.0005636129230059657
Position 3531: 0.0005362782693245654
Position 1069: 0.00042035004126221484
Position 7079: 0.000405702417682753
Position 74: 0.0004042687184403188
Position 1473: 0.0003913391108889001
Position 2801: 0.0003885916600705757
Position 569: 0.00038359788584783764
Position 4303: 0.00038350251745716325
Position 2952: 0.00036688685559776757
Position 2552: 0.00031257972314862405
Position 7198: 0.0002925148931389419
Position 1753: 0.00028957423012029106
Position 3694: 0.00028078930659849283
Position 816: 0.0002765632965838914
Position 2798: 0.00025808782530023445
Position 106: 0.0002542517209858054
Position 3764: 0.000222687911060888
