Gene = SVBP
index = 1361
Annotated 5SS: [ 51 374]
Annotated 3SS: [ 223 9303]
SMsplice 5SS: [374]
SMsplice 3SS: [9303]
top_k =  1000
Partition function (log Z): -10.288936508005243

Sorted 5' Splice Sites (High to Low Probability):
Position 374: 0.5194636845320942
Position 747: 0.23501319443997318
Position 6188: 0.20670238904696314
Position 6133: 0.16281861094673483
Position 602: 0.16226009269721497
Position 4615: 0.06986568533010366
Position 4568: 0.06683678221839504
Position 171: 0.06505121728179429
Position 6078: 0.060600061041948206
Position 9214: 0.039711998884796484
Position 5491: 0.036191338404501776
Position 159: 0.03584106406158766
Position 3403: 0.03474098835226154
Position 3867: 0.030917854019643216
Position 8998: 0.027914238969486707
Position 5522: 0.01603629344202189
Position 5096: 0.009499962530889625
Position 2170: 0.008867327635864196
Position 3073: 0.008582311739657388
Position 4300: 0.008062514741922117
Position 51: 0.007597167385219762
Position 533: 0.00743383445077932
Position 586: 0.006850046693819283
Position 5154: 0.005899259569809321
Position 1838: 0.00580643793355367
Position 1545: 0.005527174734400756
Position 1478: 0.004229129027689569
Position 9203: 0.00331150402966991
Position 6233: 0.0030705469408856827
Position 5927: 0.0030430212060975604
Position 276: 0.002413047197538541
Position 3329: 0.002376569273841079
Position 16: 0.002148696563317929
Position 501: 0.0021053530353951507
Position 396: 0.0019086983797837855
Position 9399: 0.0016763830312594952
Position 644: 0.0016275223354952496
Position 1326: 0.0016219535378674845
Position 721: 0.001390382692267938
Position 5743: 0.001294144452264875
Position 1658: 0.001285943657528415
Position 4540: 0.0011919609598112619
Position 4070: 0.0007121179865069407
Position 70: 0.0006174977622195007
Position 293: 0.00046034478552511724
Position 563: 0.0004548008849444897
Position 7031: 0.0004408056798788645
Position 1599: 0.000145103280822561
Position 314: 0.00012887636397017606
Position 1355: 8.872565730839185e-05
Position 1786: 6.32229257374175e-05
Position 2357: 6.24689272669367e-05
Position 774: 5.900302191268392e-05
Position 2133: 3.828537289817856e-05
Position 523: 3.709688025879932e-05
Position 2528: 3.5483802044137314e-05
Position 1330: 3.108616511919767e-05
Position 3245: 2.8810970224161906e-05
Position 2359: 2.017375752494858e-05
Position 1776: 8.862524404984881e-06
Position 54: 5.719295638665357e-06
Position 868: 4.2159418083427246e-06
Position 661: 2.520016095387031e-06
Position 538: 2.0109048753831173e-06
Position 305: 1.7304265565238483e-06
Position 1051: 9.545925459582502e-07
Position 1457: 4.2571641488927447e-07
Position 569: 1.9931370694872547e-07
Position 213: 1.902437164476502e-07
Position 252: 1.761969872259893e-07
Position 404: 1.3762610403773325e-07
Position 1294: 8.65756706985871e-08
Position 701: 6.234878204273156e-08
Position 1510: 5.1798144657308014e-08
