Gene = NDUFS4
index = 933
Annotated 5SS: [  126 42896 85771 97990]
Annotated 3SS: [ 42816  85597  97915 122482]
SMsplice 5SS: [  126 27970 28457 47468 53285 76077 76357 85771 86173 97990]
SMsplice 3SS: [ 27812  28249  47384  53168  75995  76220  85597  86076  97915 122482]
top_k =  1000
Partition function (log Z): -61.66630687043234

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.7273646751803877
Position 9009: 0.553456136499926
Position 4509: 0.44336934581495085
Position 4965: 0.3726444948453795
Position 5890: 0.21282070830272767
Position 7485: 0.1666442354489712
Position 309: 0.15412536274640037
Position 2145: 0.14602880429304974
Position 7481: 0.14600279776875713
Position 3223: 0.12985426401687938
Position 1027: 0.1263263791282229
Position 7530: 0.12136190137138352
Position 674: 0.09057070281536528
Position 2278: 0.0770937304188529
Position 1066: 0.04509082675832396
Position 6851: 0.04197972224091915
Position 4185: 0.040440323512832874
Position 7684: 0.03760843674457191
Position 9761: 0.0371672882031476
Position 4524: 0.03621049946444006
Position 6770: 0.033466154298188854
Position 4255: 0.02402076249222465
Position 301: 0.022564338064711722
Position 1902: 0.02147507183968091
Position 384: 0.01950654249953156
Position 52: 0.01781775413616186
Position 3598: 0.016847522418380157
Position 1034: 0.016828221750405777
Position 7166: 0.013752244415539815
Position 4233: 0.012126078094782215
Position 538: 0.009765819709204936
Position 45: 0.009686307172617516
Position 4044: 0.006357854865730902
Position 4424: 0.006096744061939872
Position 6005: 0.005276093801186994
Position 2380: 0.004840841185001407
Position 6537: 0.004572740282029764
Position 2536: 0.003934646009558095
Position 6022: 0.0038004557572814783
Position 6046: 0.003135790440176524
Position 1603: 0.003027486631984533
Position 695: 0.002937323887763991
Position 5931: 0.002696074764252633
Position 5945: 0.0026486159829133206
Position 1290: 0.002358055576748403
Position 6024: 0.0022756553226655736
Position 4005: 0.0018815080808240626
Position 1216: 0.0015190937045738448
Position 394: 0.0014220684115722208
Position 6235: 0.0013895497331682112
Position 8426: 0.0013048215992610367
Position 4504: 0.0009714388119950859
Position 6494: 0.0009641513963948732
Position 6104: 0.0008901840770555148
Position 9197: 0.0006882544701757715
Position 91: 0.0006250184161174622
Position 4048: 0.0005244583626649155
Position 6027: 0.0005050531902554351
Position 1781: 0.0004245646812346688
Position 1167: 0.0004231697873191882
Position 639: 0.0003523977570652051
Position 313: 0.000345830530565061
Position 829: 0.000285112652360411
Position 1044: 0.0002376203428586921
Position 1054: 0.00020860841173338135
Position 708: 0.0001733348580156217
Position 2412: 0.0001580634691306578
Position 3010: 0.00012638519661665486
Position 1178: 0.00012028212930633524
Position 4852: 0.00010696530666860052
Position 2273: 7.48683470898689e-05
