Gene = PSAT1
index = 1084
Annotated 5SS: [  128  3520  4881  7798  9344 11441 20662 31046]
Annotated 3SS: [ 3458  4810  7591  9170 11270 20532 30907 31837]
SMsplice 5SS: [  128  4881 11441 19814 20662 30658]
SMsplice 3SS: [ 4810 11270 19670 20532 30497 30907]
top_k =  1000
Partition function (log Z): -6.853368912377194

Sorted 5' Splice Sites (High to Low Probability):
Position 11441: 0.9763974788689289
Position 4881: 0.943448833240943
Position 20662: 0.933996796028074
Position 128: 0.8679741224472705
Position 19814: 0.6405490331603434
Position 30658: 0.6012695581432742
Position 7798: 0.5540293892253084
Position 4522: 0.4693928880944191
Position 21971: 0.3956403085178432
Position 31046: 0.38607273192676306
Position 20947: 0.3816816462917435
Position 17031: 0.35327053135004494
Position 9344: 0.33262724469889343
Position 19538: 0.2735776914613303
Position 9491: 0.21422598308160237
Position 3277: 0.15998948897444729
Position 661: 0.15814259818553644
Position 3520: 0.08528200125514401
Position 7248: 0.07038164792568218
Position 184: 0.07021917287610899
Position 10230: 0.06920988937324803
Position 313: 0.0654008731098322
Position 17618: 0.06179494388639364
Position 9794: 0.05531020095631701
Position 1255: 0.053208827050749044
Position 669: 0.05222946460721421
Position 9293: 0.050966400505959825
Position 367: 0.05040313340877878
Position 20777: 0.048906323235695597
Position 8631: 0.047951316723259585
Position 9790: 0.03282635402581767
Position 9005: 0.030429914519644004
Position 609: 0.02973010743741128
Position 19575: 0.02902441340878098
Position 3388: 0.023989246078351966
Position 21212: 0.02249894156645159
Position 9363: 0.02211725227355338
Position 11394: 0.018829094588487926
Position 19866: 0.018104574585133624
Position 28134: 0.016519146337074575
Position 5918: 0.015087713747892558
Position 3716: 0.013422114998737631
Position 3207: 0.013395221485475768
Position 86: 0.012942470346508887
Position 8967: 0.010448518484859705
Position 461: 0.009306724988840508
Position 9714: 0.006981526115494762
Position 740: 0.006585769747970315
Position 9808: 0.0052203581848841996
Position 4350: 0.004480001211631732
Position 20821: 0.00446784588838176
Position 1118: 0.00437890623412611
Position 160: 0.0043438520029194586
Position 155: 0.003616355638698081
Position 8627: 0.003417349953439475
Position 17626: 0.003080390566238639
Position 14058: 0.002996139080159932
Position 4670: 0.0028608931330700933
Position 9242: 0.002700445024533747
Position 415: 0.002570061983948101
Position 9249: 0.002273584104445227
Position 12363: 0.002213173395777012
Position 1719: 0.002177333684363482
Position 14132: 0.0019676838522211483
Position 16280: 0.0018791994596297945
Position 1901: 0.0017502071209163606
Position 23672: 0.0009870156275722482
Position 21777: 0.0009778366260516187
Position 5003: 0.0009748171473205242
Position 632: 0.000869976606783939
Position 188: 0.0008601341555217334
Position 7839: 0.0007472308506746501
Position 1186: 0.0006905585201199366
Position 2097: 0.0005592871891193553
Position 1452: 0.0005458301018625428
Position 1591: 0.0005238691725365119
Position 22398: 0.0005028753790686001
Position 8677: 0.0004239674746743983
Position 21822: 0.00041383076106110684
Position 8510: 0.00040468059163791144
Position 8587: 0.000282993165182051
Position 22180: 0.00018385876411953882
Position 7312: 0.00013270616014227006
Position 16990: 0.00012292345404547585
Position 5229: 0.00011787773578891285
Position 573: 8.902830024851694e-05
Position 309: 8.870853281011514e-05
Position 878: 7.817370952447899e-05
Position 3329: 5.264657595924858e-05
Position 8704: 3.337221141703552e-05
Position 3392: 3.217142879001326e-05
Position 89: 2.824781548444995e-05
Position 105: 2.6108828163806593e-05
Position 581: 1.6254806583668007e-05
Position 926: 1.5529151664008067e-05
Position 1073: 1.3566200665276496e-05
Position 935: 1.259583401398148e-05
Position 30: 1.173130913684462e-05
Position 525: 1.1412503373479562e-05
Position 25: 9.257763977111675e-06
Position 667: 8.224489340661436e-06
Position 2780: 6.663619176150949e-06
Position 132: 5.870819546453104e-06
Position 21855: 3.8150194472705625e-06
Position 406: 3.2784167516476813e-06
Position 698: 2.730236194497351e-06
Position 864: 2.6233701747379264e-06
Position 443: 2.3490361085272945e-06
Position 1098: 1.389950270208399e-06
Position 1495: 1.2562782626864152e-06
Position 339: 1.1935254193220344e-06
Position 1514: 1.1167578485731343e-06
Position 5403: 7.075890617199994e-07
Position 333: 6.786780765772578e-07
Position 377: 6.602127604520208e-07
Position 1571: 6.358223222835936e-07
Position 571: 6.313628998570293e-07
Position 1465: 6.103650984312734e-07
Position 1082: 5.54800948314204e-07
Position 909: 5.194033275026209e-07
Position 759: 3.506013965183955e-07
Position 858: 3.1176468528396757e-07
Position 623: 2.0354869555590748e-07
Position 543: 2.0203765054764034e-07
Position 259: 1.809208241425392e-07
Position 202: 9.622511925121831e-08
Position 235: 8.910152148384505e-08
Position 204: 5.76052035639475e-08
Position 17: 2.9625357101752788e-08
Position 210: 1.113527674347171e-08
Position 545: 8.384292895009208e-10
Position 696: 1.460978730527087e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 20532: 0.9784460664298932
Position 11270: 0.9026332661728755
Position 4810: 0.8959043043618689
Position 19670: 0.6587178897072661
Position 30497: 0.6284542524443585
Position 30907: 0.4902860388245857
Position 9170: 0.38231084180067654
Position 4471: 0.3775945240796872
Position 21811: 0.3730973287101991
Position 16908: 0.35352415389382114
Position 522: 0.23560861128670607
Position 20860: 0.23320214887803611
Position 19387: 0.2250035764148366
Position 7591: 0.2007761929548137
Position 9394: 0.19515907206364141
Position 31837: 0.1861321607959589
Position 7686: 0.16544448553173982
Position 7713: 0.16022122950679618
Position 32622: 0.1398931950389537
Position 32060: 0.13540945339169014
Position 20881: 0.1272879700776022
Position 3153: 0.12708561878156385
Position 32735: 0.10812341038969163
Position 11297: 0.09259568963310358
Position 30874: 0.08822109722552264
Position 9631: 0.08356358106387807
Position 3458: 0.07857406157043936
Position 4428: 0.07779166191746538
Position 19325: 0.06447899925352084
Position 243: 0.05408777282653794
Position 7176: 0.04706368104575758
Position 1000: 0.046185257968297436
Position 8768: 0.03938896595418466
Position 17463: 0.03911023150960517
Position 4745: 0.03472480931116941
Position 10122: 0.032991208244303565
Position 8445: 0.03040180777575136
Position 24203: 0.027612312842340683
Position 30818: 0.027381264452658878
Position 17545: 0.026011575774064846
Position 3199: 0.023481412994857932
Position 21683: 0.023111264786740304
Position 32224: 0.021754271039310158
Position 21092: 0.021523631491423025
Position 9980: 0.02032504710780329
Position 9120: 0.019849802722065813
Position 28033: 0.017684544280147024
Position 7683: 0.017124559696030314
Position 28490: 0.016660732543995582
Position 235: 0.0158209525070415
Position 8590: 0.015808212416833615
Position 9561: 0.015285811499937012
Position 4178: 0.015232307864739789
Position 9206: 0.015176946504080514
Position 7140: 0.01481474781184985
Position 28369: 0.014304418915507612
Position 10003: 0.0136641421338633
Position 19260: 0.01311952920175398
Position 3129: 0.01252868318095862
Position 9449: 0.012361295592923705
Position 257: 0.011762259931627526
Position 2876: 0.011672016272072358
Position 3387: 0.010410028682803902
Position 20738: 0.009695599538539596
Position 3159: 0.009666578256390036
Position 22273: 0.00934968346385608
Position 27859: 0.009337050902633382
Position 4770: 0.009228488128268833
Position 7629: 0.008544162910169358
Position 20762: 0.0076607854568547795
Position 21821: 0.007502595063550726
Position 210: 0.007185943662032596
Position 20809: 0.0071563400456850935
Position 22050: 0.006931548412656821
Position 21635: 0.00664902049550452
Position 1142: 0.006187902768886912
Position 7064: 0.006116872297520998
Position 23886: 0.006113602976815176
Position 431: 0.0057024287482085895
Position 20908: 0.005396455353466036
Position 5795: 0.005311979706131206
Position 21424: 0.004932762051122279
Position 21709: 0.0048217571767775035
Position 3617: 0.0047876192910763764
Position 5899: 0.004707781161051844
Position 25519: 0.004577920128708239
Position 3591: 0.00426037772580952
Position 2976: 0.0042281605050896965
Position 29238: 0.00413967930093836
Position 4097: 0.004066322870203132
Position 20461: 0.0038760835464173174
Position 8546: 0.003846347392884378
Position 31232: 0.0036759685978232535
Position 266: 0.0035476009796002253
Position 29837: 0.0034311166929457916
Position 21119: 0.003309574049230256
Position 28290: 0.003294652693353924
Position 1637: 0.003084139298269183
Position 4266: 0.0029573016871953404
Position 5683: 0.002857774314954464
Position 3005: 0.0028019128080468583
Position 7024: 0.0027403200031252376
Position 13864: 0.0026956983786108127
Position 25024: 0.0026532141725520634
Position 4698: 0.002550465587527771
Position 3041: 0.0025100073605208795
Position 21123: 0.002500765814863863
Position 7492: 0.0024447602885777557
Position 9949: 0.0022294918872778897
Position 12241: 0.0022232467225341574
Position 5773: 0.002210178565755049
Position 1059: 0.001998173740346603
Position 22337: 0.0018774595590330847
Position 8417: 0.001831573424286029
Position 26634: 0.0016616426206876931
Position 23101: 0.0016541739815567377
Position 8938: 0.001542726180031435
Position 3281: 0.001533547877142781
Position 20318: 0.0015283222576688838
Position 9659: 0.0014890467186984893
Position 14007: 0.0014524804288219774
