Gene = MKLN1
index = 847
Annotated 5SS: [   138  47634  59403  61113  69517  71574  83524  86851 101286 110138
 115843 118044 135505 136549 138556 143085 150818]
Annotated 3SS: [ 47563  59259  61023  69406  71380  83445  86784 101172 109924 115620
 117913 135356 136433 138415 142981 150762 159746]
SMsplice 5SS: [   138  47634  59403  61113  69517  83198  83524  86922  87184 101286
 110138 118044 132810 135505 136549 138556 143085 165481]
SMsplice 3SS: [ 47563  59259  61023  69406  83107  83445  86784  87033 101172 109924
 117913 132722 135356 136433 138415 142981 165368 166743]
top_k =  1000
Partition function (log Z): -82.0603632670616

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9991464121995078
Position 11124: 0.5092135002791485
Position 10615: 0.3233701879703302
Position 13673: 0.2374904416539198
Position 13944: 0.08492800114552843
Position 2646: 0.07906935217161293
Position 1272: 0.07781916004119145
Position 9250: 0.06049791749045796
Position 3600: 0.058320171969339515
Position 13529: 0.04300975775325122
Position 13948: 0.042868850745441556
Position 10808: 0.03654209746088368
Position 8427: 0.03071215138224114
Position 4232: 0.021962202936796932
Position 1544: 0.020580506704057352
Position 12562: 0.01693103813852929
Position 10141: 0.016724960064008802
Position 14961: 0.010198891647974245
Position 3366: 0.010092369782078274
Position 15235: 0.008205223542534836
Position 6032: 0.008133949947490554
Position 2769: 0.007608846043930196
Position 6131: 0.006185417710321753
Position 2005: 0.005394438061675411
Position 2522: 0.004456694186827672
Position 4790: 0.003915551039435018
Position 2396: 0.0036242902058619313
Position 7831: 0.0033767473304994666
Position 13048: 0.0032811746655261763
Position 2709: 0.003141588059862524
Position 3790: 0.00279668847314602
Position 14079: 0.0015314790871453368
Position 8561: 0.0009911711678550848
Position 10228: 0.0009375794717277525
Position 2036: 0.0002893406352376548
Position 2214: 0.0002258273409359793
Position 189: 0.00020534112408797693
Position 357: 0.00020141458440729422
Position 2121: 0.00016563300504210344
Position 2218: 0.0001357807584567375
Position 4009: 0.00013253870431279436
Position 6745: 0.0001297753534989724
Position 1413: 0.00010513476399377719
Position 11270: 7.58897482837674e-05
Position 6778: 7.582277953350687e-05
Position 105: 7.441590415635737e-05
Position 1849: 7.062615626110023e-05
Position 432: 6.181600884530951e-05
Position 3902: 4.672581990405482e-05
Position 819: 4.3864308632240924e-05
Position 6668: 3.965246357791358e-05
Position 6648: 3.0660022860060485e-05
Position 581: 2.8769637469636433e-05
Position 2673: 2.80321300862354e-05
Position 1570: 1.8919887513682104e-05
Position 2304: 1.806702686441814e-05
Position 3794: 1.7199024719547602e-05
Position 533: 1.675260615247854e-05
Position 3802: 1.4948260445991774e-05
Position 404: 1.4682683388660566e-05
Position 1420: 1.4280176069532622e-05
Position 256: 1.1534007840584642e-05
Position 553: 1.0205630910124296e-05
Position 2411: 9.257113922784695e-06
Position 2169: 6.472912100926519e-06
Position 623: 5.578422324698832e-06
Position 1431: 5.3113130846586426e-06
Position 180: 5.048348276715549e-06
Position 523: 4.993163034886935e-06
Position 10: 4.826895248564896e-06
Position 318: 4.030347968665551e-06
Position 324: 3.607856581860355e-06
Position 29: 3.0906691774702378e-06
Position 201: 2.6132372557939845e-06
Position 426: 2.6084549260780798e-06
Position 928: 2.338052943927144e-06
Position 536: 1.8343550324185583e-06
Position 1106: 1.7273017671060637e-06
Position 1113: 1.6554869954674584e-06
Position 1245: 1.3229213295344893e-06
Position 608: 1.170149097557361e-06
Position 75: 1.1013063772447266e-06
Position 957: 1.000464685079271e-06
Position 823: 8.841126463704186e-07
Position 613: 8.629208063074207e-07
Position 1225: 8.512530204488396e-07
Position 142: 8.099662024188181e-07
Position 1142: 7.076728246854251e-07
Position 668: 6.095034679349771e-07
Position 952: 4.996289847614987e-07
Position 1830: 3.4215522950460997e-07
Position 1809: 3.0113316564084553e-07
Position 1460: 2.081508370763234e-07
Position 1783: 2.0527164236660124e-07
Position 2021: 1.9057547449707128e-07
Position 2126: 1.7669086055406643e-07
Position 1331: 1.749775918024063e-07
Position 1023: 1.3417010053383996e-07
Position 2137: 1.2119689225967659e-07
Position 2493: 1.1812137785409803e-07
Position 1922: 8.169526410951837e-08
Position 1257: 6.13236328589229e-08
Position 709: 5.5602897845024025e-08
Position 847: 3.9863557909386967e-08
Position 1597: 3.673125063371077e-08
Position 638: 3.312113166638512e-08
Position 1587: 2.4481958136678865e-08
Position 1696: 2.0315075527057564e-08
Position 1453: 1.8692211385549096e-08
Position 1643: 1.0899268582200868e-08
Position 1470: 8.012281719703735e-09
Position 1579: 4.087477507232836e-09
Position 1719: 3.512107932210725e-09
Position 1827: 2.157729969603822e-09
Position 963: 1.5500557995431064e-09
Position 967: 2.416962183150547e-10
Position 795: 8.290317024713427e-11
Position 744: 7.591045536808814e-11
Position 276: 4.417344146804541e-11
Position 160: 3.306196783168295e-11
Position 14: 4.053692108472064e-12
Position 579: 3.7641132782977636e-12
Position 594: 3.6423040905302815e-12
Position 359: 2.743734098997091e-12
Position 58: 6.086202704275846e-13
Position 361: 6.042317175504878e-13
Position 270: 9.04426930414386e-14
Position 478: 6.517672427428779e-15
Position 542: 2.1731432101797726e-15
Position 516: 2.6504076427688694e-18
Position 293: 2.1046171106122066e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 14764: 0.36798616403292006
Position 10419: 0.30680068820437706
Position 10980: 0.29974319125376336
Position 13837: 0.2511706189425505
Position 13612: 0.17651535865871854
Position 11058: 0.16983671585902016
Position 13375: 0.14538976224358985
Position 11026: 0.11415110408661892
Position 13410: 0.06668196168062307
Position 2554: 0.06656500796284966
Position 1171: 0.05208110111957815
Position 3486: 0.0395852422522686
Position 17568: 0.03949520557492103
Position 10511: 0.0372720339406257
Position 15733: 0.03482666463588021
Position 21360: 0.03132340054928514
Position 12439: 0.029665296257166945
Position 10692: 0.027739293227777677
Position 9108: 0.027477980644663384
Position 14323: 0.02468994408028679
Position 20723: 0.022494394718250064
Position 9193: 0.021542155125592034
Position 8355: 0.020719928322021672
Position 4124: 0.02007260265392262
Position 4922: 0.01988404376477722
Position 1412: 0.01945553409515658
Position 15336: 0.019022049744545206
Position 10054: 0.014594272004523269
Position 10095: 0.01270506051515413
Position 10536: 0.011891643077624492
Position 2927: 0.010245087627766498
Position 3454: 0.010098354889515602
Position 1929: 0.009969225581817629
Position 2577: 0.008897285323803085
Position 1055: 0.008817101016214135
Position 8233: 0.00861058407469197
Position 12899: 0.008513936352412085
Position 11930: 0.00825858064995116
Position 15050: 0.008254860541723698
Position 985: 0.008203518160375232
Position 11022: 0.007794171397016481
Position 9161: 0.007450854116871624
Position 3573: 0.007190999666023644
Position 2422: 0.007124046933541537
Position 9030: 0.006955972213685915
Position 6850: 0.006728671049113059
Position 6062: 0.006676917278597006
Position 7740: 0.004634573516171148
Position 2476: 0.004468766645747723
Position 13329: 0.004105082878944826
Position 1089: 0.003895909002745508
Position 11725: 0.003752706397840368
Position 5913: 0.0036371998512984144
Position 8161: 0.003618695359356064
Position 4693: 0.0034998800564368182
Position 3283: 0.003203463379490576
Position 8310: 0.0031601498427313236
Position 11178: 0.0031476119385113943
Position 2410: 0.0031465484365012244
Position 5721: 0.002859750883661521
Position 13145: 0.0028407208573809953
Position 3528: 0.0027104353379074266
Position 11901: 0.0026381003874370846
Position 11544: 0.0025757634136515093
Position 10324: 0.0022461079997850536
Position 9701: 0.002120656966103725
Position 2898: 0.0020133210161287014
Position 6527: 0.0019482640130102469
Position 12401: 0.0018693073661784866
Position 2161: 0.001640454628232225
Position 4773: 0.0015965715671778355
Position 1064: 0.0015466862869004756
Position 5888: 0.0014799486252277537
Position 9306: 0.0013994630929601453
Position 2298: 0.0013668997479397232
Position 1128: 0.0013634306265666708
Position 2379: 0.0013552703486052504
Position 4008: 0.0013473629714913999
Position 10858: 0.0013293559059744061
Position 12225: 0.0012314339127988544
Position 12111: 0.001199137400150067
Position 2632: 0.0011384093591911108
Position 1023: 0.0010531538215296514
Position 7834: 0.000998302293799315
Position 5859: 0.0009950127702367496
Position 1345: 0.0009729906396421629
Position 6353: 0.0008911008841761508
Position 10264: 0.0008611659472654382
Position 2301: 0.000848566670642228
Position 8715: 0.0008231700962231459
Position 11255: 0.0007807840451178705
Position 6777: 0.0007797989817771609
Position 1747: 0.0007438527421796559
Position 2454: 0.0007151932149885514
Position 1061: 0.0006564360071512881
Position 3949: 0.0006036615894244424
Position 6301: 0.0005947942387702545
Position 1786: 0.0005534166062369118
Position 2352: 0.0005478400152662544
Position 3716: 0.0004916703659209524
Position 7803: 0.0004912429187927514
Position 3693: 0.0004812739362036774
Position 10772: 0.00048120814502935333
Position 5677: 0.00047016004483332267
Position 5862: 0.00046830485479960524
Position 3364: 0.00042292168568479463
Position 3234: 0.00042139049479599004
Position 927: 0.00041379838054067904
Position 1295: 0.00039800946194447004
Position 9705: 0.0003920755930228752
Position 4147: 0.0003875277840989671
Position 7104: 0.00037085673093235623
Position 9171: 0.00037007506881149034
Position 1489: 0.00033656030458795026
Position 10058: 0.00032619825518319655
Position 11420: 0.0003226113365294834
Position 2615: 0.00029264564553056635
Position 9654: 0.0002898307292769992
Position 4533: 0.000289385992446492
Position 3065: 0.00028087998336130373
Position 4066: 0.00027770594041792935
Position 5941: 0.00025018390961598314
Position 9973: 0.00023918715830621856
Position 10946: 0.00023132704334002694
Position 2745: 0.00022253901849238143
Position 834: 0.00022051200976490426
Position 6898: 0.00021380921763143617
Position 7447: 0.00020894651212129698
Position 9590: 0.00020600338518268502
Position 1668: 0.00020592170214114077
Position 4327: 0.00019684482781797785
Position 10075: 0.00018125447723195507
Position 5399: 0.00016045935677341252
Position 3245: 0.00015887781600504536
Position 8762: 0.00015647782435363426
Position 1058: 0.00013375125148624582
Position 9249: 0.00013217008447391558
Position 5702: 0.00012266974972110332
Position 2121: 0.00012261556947546135
Position 3266: 0.00012220035051965618
Position 4294: 0.00012002451069123865
Position 2267: 0.00011927447740328506
Position 2613: 0.00011741546935235706
Position 1451: 0.00011202636190311189
Position 1111: 0.00010775126692405956
Position 1392: 0.00010469102005122567
Position 9388: 9.512785291437098e-05
Position 7989: 9.421380038737246e-05
Position 6226: 9.417346261696998e-05
Position 9042: 8.462943723733878e-05
Position 3687: 8.461566081916755e-05
Position 8069: 7.828784429093589e-05
Position 7168: 7.605134914974894e-05
Position 4195: 7.543302774740825e-05
Position 5248: 7.293435480975302e-05
Position 4928: 7.215918967146272e-05
Position 795: 7.091426848557702e-05
