Gene = TXNRD3NB
index = 1514
Annotated 5SS: [481]
Annotated 3SS: [590]
SMsplice 5SS: [481]
SMsplice 3SS: [590]
top_k =  1000
Partition function (log Z): -7.730821678162353

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.6209460861806279
Position 430: 0.3201278526464512
Position 165: 0.07239168092456288
Position 734: 0.06824509486752674
Position 249: 0.02122774625707214
Position 743: 0.0033208635525201883
Position 394: 0.0030564831597009396
Position 518: 0.0005467907821607217
Position 183: 0.0004919889713987518
Position 330: 0.00022579714379575804
Position 181: 0.0001876427195055452
Position 719: 0.00014240082325120193
Position 485: 0.00011869410724826604
Position 263: 0.00011120356575803075
Position 423: 0.0001084570677192154
Position 462: 4.999893744473111e-05
Position 591: 1.654595639199662e-05
Position 510: 1.1139353498114937e-05
Position 358: 1.392245834098392e-06
Position 271: 1.385090379701265e-06
Position 17: 4.6233044531929194e-07
Position 741: 2.9861267903475697e-07
Position 556: 2.216040062252341e-08
Position 571: 1.965936386197581e-09
Position 764: 1.4012898945945693e-09
Position 224: 4.474497571207734e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 590: 0.9287009986473785
Position 812: 0.07074570001753541
Position 566: 0.04960491418848962
Position 344: 0.03455605659716984
Position 530: 0.01702592862733442
Position 347: 0.00203247484007484
Position 773: 0.0013185966486107775
Position 833: 0.001277287525092615
Position 350: 0.0009868207764120946
Position 260: 0.0007199288828498465
Position 597: 0.0006778205017876377
Position 282: 0.0006773189048660336
Position 271: 0.0004173183514648741
Position 619: 0.0004054020915700144
Position 507: 0.0002887759836292263
Position 243: 0.00024589636640397363
Position 423: 0.00021424403287637357
Position 649: 0.00019178019633484653
Position 310: 0.0001662718803261748
Position 248: 0.00016561407690091965
Position 371: 0.00013326989458131862
Position 510: 0.00010517229757956846
Position 622: 9.290067077789962e-05
Position 571: 9.185408769372083e-05
Position 471: 8.952820150126099e-05
Position 542: 7.781665194071509e-05
Position 670: 6.70195080226631e-05
Position 755: 6.071126908278588e-05
Position 380: 3.633251891690856e-05
Position 840: 3.049616291559421e-05
Position 325: 2.615396495256755e-05
Position 284: 2.549309904109775e-05
Position 321: 1.4421647356914965e-05
Position 369: 1.3926366864842718e-05
Position 393: 1.3829949000116233e-05
Position 290: 7.065676809262685e-06
Position 384: 5.729483419667444e-06
Position 628: 3.6875215917010522e-06
Position 695: 2.4449339647593507e-06
Position 455: 2.3366807268109855e-06
Position 656: 1.5921977804715273e-06
Position 428: 1.4425844251047584e-06
Position 631: 1.2067091274783398e-06
Position 538: 9.155852469399894e-07
Position 399: 8.650118534337407e-07
Position 302: 7.009442090847509e-07
Position 386: 6.831682320125943e-07
Position 292: 6.572357724974054e-07
Position 551: 5.700673157427257e-07
Position 438: 5.048492258900364e-07
Position 434: 4.244254537638624e-07
Position 731: 2.813509865634685e-07
Position 706: 2.79809389204019e-07
Position 709: 1.658518239232295e-07
Position 715: 8.875185425566832e-08
Position 440: 8.410541665359144e-08
Position 219: 8.213341870645281e-08
Position 444: 5.4213150013176185e-08
Position 451: 3.352711548035373e-08
Position 485: 2.9327951633357144e-08
Position 724: 2.6293677271857593e-08
Position 86: 2.431761934113714e-09
Position 82: 3.2465093328079783e-10
Position 221: 9.677831486526927e-11
Position 88: 6.319429526722529e-11
Position 149: 2.620226734703557e-11
Position 181: 1.8057264740101178e-11
Position 726: 9.136574574868541e-12
Position 115: 5.4560833820089564e-12
Position 125: 4.48059703986345e-12
Position 146: 4.152212173232282e-12
Position 138: 3.9911299422396194e-12
Position 161: 3.797221163193437e-12
Position 112: 3.786102980212024e-12
Position 169: 3.077300396082828e-12
Position 131: 1.9534599740003313e-12
Position 110: 4.1817502312008524e-13
Position 106: 1.414774791574818e-13
Position 97: 3.0865911929309256e-14
Position 143: 3.0578754013037965e-15
