Gene = H1FOO
index = 635
Annotated 5SS: [  93 4467 6151 7596]
Annotated 3SS: [4176 5786 7530 7892]
SMsplice 5SS: [  93  315 5857 7596]
SMsplice 3SS: [ 185 5786 7484 7892]
top_k =  1000
Partition function (log Z): -2.0036624432605263

Sorted 5' Splice Sites (High to Low Probability):
Position 93: 0.9861243156416117
Position 315: 0.8166732872885731
Position 7596: 0.8066926240502286
Position 5857: 0.6958103978799692
Position 4467: 0.27864805216489075
Position 5430: 0.19766962990326997
Position 2471: 0.16525228520926716
Position 2727: 0.1312362311305057
Position 5890: 0.11813629251232233
Position 302: 0.11781206388684777
Position 5486: 0.0741616460025374
Position 6964: 0.03029589343018943
Position 2754: 0.030294551225375964
Position 6151: 0.02928534764471747
Position 1300: 0.026427683316775693
Position 7567: 0.021179318862387688
Position 1251: 0.02018871864319116
Position 5263: 0.018391105343971464
Position 1113: 0.01743471941181523
Position 3843: 0.016708043712862018
Position 2832: 0.015283098612800165
Position 5489: 0.01369601259332875
Position 5925: 0.012638738352641808
Position 1304: 0.012527627191872916
Position 4523: 0.011492257831684964
Position 4230: 0.009163438664482484
Position 5955: 0.009046730477935533
Position 4340: 0.008975916377795289
Position 4304: 0.008835424701696473
Position 3052: 0.00772556085528557
Position 637: 0.007374677836007203
Position 5527: 0.006130283706782767
Position 4370: 0.005444062831643668
Position 4263: 0.005151149111547683
Position 688: 0.00398652958848003
Position 7600: 0.0035746939112434777
Position 2160: 0.003240856583032177
Position 712: 0.0030857422985307408
Position 3620: 0.0029234316751059796
Position 2582: 0.0024021115256473
Position 4682: 0.0023785463076645523
Position 5226: 0.002272417930714842
Position 6057: 0.0020090203401455595
Position 70: 0.0019098870052608437
Position 4624: 0.0016672953118438637
Position 4251: 0.0013769745414128605
Position 1242: 0.0012842636285320017
Position 4050: 0.0011708002391080095
Position 5400: 0.0008489990732030534
Position 1150: 0.0007817275919842383
Position 5238: 0.0007785280604175774
Position 5587: 0.0006876290523327145
Position 795: 0.00048156900922710936
Position 2879: 0.00045190307233980166
Position 3759: 0.0003184388560236709
Position 7929: 0.0002909096959106098
Position 2040: 0.00027142174193537304
Position 729: 0.00020821119968795706
Position 2882: 0.0002076643753291057
Position 2688: 0.0001979992900286914
Position 5257: 0.00019023955273066937
Position 3481: 0.00018814763048627178
Position 1246: 0.00016464947867134911
Position 2304: 0.00014801547909129513
Position 3163: 0.0001381306410178088
Position 3636: 0.00012118563771184766
Position 1974: 8.873174461973358e-05
Position 1388: 6.586917382492439e-05
Position 7201: 6.275537548335626e-05
Position 3040: 5.987606298633169e-05
Position 3625: 5.842660205839353e-05
Position 571: 5.727584171421876e-05
Position 3771: 5.726243664916462e-05
Position 3087: 4.3229101208274186e-05
Position 2288: 4.2793667898865976e-05
Position 1613: 3.996003779626585e-05
Position 2126: 2.9507040273420724e-05
Position 1771: 2.932130901405327e-05
Position 616: 2.716535184536725e-05
Position 6103: 2.0826890040692552e-05
Position 5916: 1.8076236813837587e-05
Position 2630: 1.805601088158622e-05
Position 621: 1.4863683617185075e-05
Position 1763: 1.479286456882954e-05
Position 851: 1.3867569133253063e-05
Position 1120: 1.2174941762250175e-05
Position 2553: 1.0158200289406535e-05
Position 2640: 8.660011727906352e-06
Position 2805: 1.3459890707533482e-06
Position 1122: 5.384054135357507e-07
Position 876: 5.168753545840663e-07
Position 421: 4.713527706531263e-07
Position 837: 4.130348595119024e-07
