Gene = HILPDA
index = 652
Annotated 5SS: [61]
Annotated 3SS: [1351]
SMsplice 5SS: [61]
SMsplice 3SS: [1351]
top_k =  1000
Partition function (log Z): -7.18451191259456

Sorted 5' Splice Sites (High to Low Probability):
Position 61: 0.6687730991318218
Position 175: 0.345749238231109
Position 490: 0.1980419457425588
Position 547: 0.19601557702173825
Position 1091: 0.12035308429680688
Position 740: 0.03844659837790861
Position 262: 0.015354604631204886
Position 520: 0.01172189609113431
Position 385: 0.004243359168156898
Position 342: 0.002549726248504601
Position 1451: 0.0018572832414980548
Position 1271: 0.00122218021540369
Position 508: 0.0011823215994743288
Position 1120: 0.0010389974788058535
Position 1049: 0.0008963247456814416
Position 809: 0.000868813097008139
Position 660: 0.0004030931146648473
Position 911: 0.00040253044397103415
Position 1193: 0.00036154130993706283
Position 1456: 0.0002851737051335787
Position 1608: 0.0002592156031084051
Position 92: 0.00016792699690676226
Position 99: 0.00015176903249244987
Position 613: 0.00012806103498225045
Position 187: 8.781119905347531e-05
Position 1403: 8.741218636361086e-05
Position 499: 7.809847731371546e-05
Position 774: 5.1370632019967514e-05
Position 1184: 4.418661478636265e-05
Position 1230: 4.0367856013340664e-05
Position 1408: 3.2519717096511516e-05
Position 392: 3.0469490286637145e-05
Position 320: 1.251141831520489e-05
Position 306: 1.0744612179005063e-05
Position 54: 7.759164429229257e-06
Position 222: 5.968129945416279e-06
Position 758: 4.636447740017951e-06
Position 460: 4.092202448153457e-06
Position 551: 2.969250289847899e-06
Position 769: 2.1527141133055807e-06
Position 467: 2.004860584593832e-06
Position 65: 1.1639379927422628e-06
Position 639: 1.1130464465040957e-06
Position 163: 9.48862053774667e-07
Position 345: 6.343244746208576e-07
Position 940: 8.230769429840989e-08
Position 593: 7.882147625678887e-08
Position 334: 4.874257105025046e-08
Position 481: 2.863790203755388e-08
Position 70: 2.2935539004079115e-08
Position 815: 1.5125158160930737e-08
Position 1446: 1.2748440239839193e-08
Position 329: 1.2074731226298625e-08
Position 363: 2.487142145915403e-09
Position 247: 9.026890477023421e-10
Position 634: 8.100375443972392e-10
Position 458: 3.1310354998118426e-10
Position 443: 2.849111947444772e-10
Position 465: 2.783585180071919e-10
Position 21: 3.28683648467352e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1351: 0.6126868469677483
Position 384: 0.33797645742965726
Position 835: 0.2143865331358111
Position 341: 0.07459826480536065
Position 142: 0.061477622021635085
Position 789: 0.06120023057662764
Position 1484: 0.042919078038196
Position 1398: 0.03993841115107514
Position 673: 0.03260903224974645
Position 419: 0.02583711226654146
Position 1048: 0.012020317353206678
Position 576: 0.008991292744725923
Position 220: 0.007557209176489152
Position 1814: 0.0069157882247380485
Position 1450: 0.006279066789485761
Position 456: 0.0055981865335612245
Position 994: 0.005254819776884723
Position 591: 0.005096991915191718
Position 489: 0.004640986405539887
Position 1547: 0.004333312957241154
Position 317: 0.003380944393080829
Position 1176: 0.002920670649630976
Position 1074: 0.002833673162012087
Position 1688: 0.0026845981657914594
Position 718: 0.0020281590658612946
Position 355: 0.0019131813041770602
Position 1318: 0.0019044611160052513
Position 1713: 0.0018606309351239957
Position 735: 0.001836355646757813
Position 537: 0.0017615977115507924
Position 997: 0.0016700115537500622
Position 253: 0.0016231248211948741
Position 174: 0.001318451126585517
Position 1588: 0.0012511966248562871
Position 860: 0.001090399028814702
Position 1550: 0.0009211729623494332
Position 1685: 0.0008392775661635064
Position 841: 0.0008144834709889823
Position 1023: 0.0007729214775039154
Position 1150: 0.0007655936859337258
Position 508: 0.000753555087244213
Position 917: 0.0005009331181137964
Position 1090: 0.0004078989586023881
Position 518: 0.0004067962898063745
Position 240: 0.00039181316432357647
Position 1656: 0.000378278729876514
Position 613: 0.0003668803951522553
Position 1400: 0.0003585566542715543
Position 761: 0.00028643426949071605
Position 620: 0.00026859686467333533
Position 1358: 0.0002615400026833427
Position 1254: 0.0002535766034219837
Position 1513: 0.00024270239771956244
Position 1666: 0.00019609024873474905
Position 1727: 0.0001958948811233097
Position 1997: 0.0001326574844306365
Position 655: 0.00012206871145508365
Position 2032: 8.450444086535134e-05
Position 1266: 8.413467409004702e-05
Position 1325: 7.89659487827946e-05
Position 766: 7.212691212363581e-05
Position 1567: 7.164458672932225e-05
Position 421: 6.347475905518338e-05
Position 396: 6.315496379064889e-05
Position 2044: 3.758207410329824e-05
Position 659: 3.525379246515541e-05
Position 999: 2.9107026618824035e-05
Position 1003: 2.865291930764128e-05
Position 1486: 2.6782411117200825e-05
Position 237: 2.591221938718006e-05
Position 809: 2.2634655821165417e-05
Position 1403: 2.1813313926860865e-05
Position 1417: 2.1582729521720554e-05
Position 1781: 2.1397048421072153e-05
Position 1601: 1.9668304348029613e-05
Position 324: 1.9433259223173443e-05
Position 647: 1.7535780341780553e-05
Position 1282: 1.736436325133223e-05
Position 1831: 1.618378669284526e-05
Position 179: 1.5079405837997629e-05
Position 1209: 1.4351256120814224e-05
Position 931: 1.2460464828640977e-05
Position 955: 1.0453112697971633e-05
Position 2004: 1.0143513492084319e-05
Position 593: 4.252585553027569e-06
Position 222: 2.624530014568497e-06
Position 645: 2.2304851917031066e-06
Position 392: 3.2728545673693687e-07
Position 739: 3.071846963159837e-08
Position 99: 6.301652172154806e-13
