Gene = LEAP2
index = 776
Annotated 5SS: [1430 1768]
Annotated 3SS: [1627 2087]
SMsplice 5SS: [ 246 1430]
SMsplice 3SS: [1347 2087]
top_k =  1000
Partition function (log Z): -5.562053136770906

Sorted 5' Splice Sites (High to Low Probability):
Position 1430: 0.9555209276898805
Position 246: 0.7736607991910784
Position 1768: 0.3857650291989999
Position 120: 0.15413978546471052
Position 1223: 0.055062092581850186
Position 1652: 0.04142671373724848
Position 1199: 0.03893045400416897
Position 509: 0.020089462871202692
Position 2220: 0.014723270112010342
Position 264: 0.012583654361636278
Position 195: 0.012109654356290947
Position 1576: 0.012034618150035838
Position 2258: 0.011444433377717151
Position 59: 0.006678072744310261
Position 1749: 0.0052459272111261696
Position 322: 0.002210947695474541
Position 1177: 0.002171653051520922
Position 1792: 0.0017565167820987242
Position 1941: 0.0009937660196364516
Position 1115: 0.0009378058858867858
Position 1945: 0.0008356553087857312
Position 810: 0.0007463346157397024
Position 179: 0.0005864425822091584
Position 797: 0.0005016480622069236
Position 411: 0.0003852344784572322
Position 1452: 0.000214626548774662
Position 1703: 0.00020199168984130777
Position 257: 0.00013493512465445902
Position 2233: 0.00012532599947307502
Position 861: 0.00010612380648971523
Position 1454: 0.00010421291615455653
Position 1456: 9.781212555787373e-05
Position 218: 9.205023359073524e-05
Position 1917: 8.453543578637754e-05
Position 2273: 7.268714030858199e-05
Position 822: 6.482312707532089e-05
Position 663: 5.127025433811175e-05
Position 1160: 4.270121009879679e-05
Position 1961: 4.009457071265714e-05
Position 1656: 3.866734852595468e-05
Position 453: 2.9769304805330287e-05
Position 2126: 2.701301757986958e-05
Position 18: 2.5112117147449442e-05
Position 935: 1.8410227865735075e-05
Position 920: 1.8237851710542112e-05
Position 2294: 1.8222431453400845e-05
Position 150: 1.602905833786116e-05
Position 606: 1.593339868859144e-05
Position 1588: 1.3923662972138287e-05
Position 1041: 1.3141033114996405e-05
Position 1132: 1.2304510474957592e-05
Position 103: 1.1870987000522343e-05
Position 349: 9.730338270191387e-06
Position 719: 9.332902237749999e-06
Position 1747: 6.248428088105314e-06
Position 30: 6.056103242007847e-06
Position 782: 5.243675584124656e-06
Position 842: 4.761149254514533e-06
Position 1009: 4.602589653766412e-06
Position 340: 4.336213948965438e-06
Position 1420: 3.891270830927517e-06
Position 1069: 2.3939196736878583e-06
Position 153: 2.1300335797539215e-06
Position 1188: 1.8388412535599653e-06
Position 709: 1.620995635270444e-06
Position 1521: 1.1982939463918502e-06
Position 1306: 1.103306018786773e-06
Position 1458: 1.0574449361595128e-06
Position 1482: 9.254122581333148e-07
Position 1324: 8.920426608906264e-07
Position 27: 6.008041966880174e-07
Position 1536: 4.92711300571871e-07
Position 1529: 2.6656013043387804e-07
Position 2031: 1.066670369270044e-07
Position 1828: 8.352496686828979e-08
Position 1874: 6.697368762572356e-08
Position 124: 1.8044925961895015e-08
Position 1465: 1.578721811525608e-08
Position 1479: 1.064533532323007e-08
Position 1508: 1.0246710748801134e-08
Position 292: 8.524705885881747e-09
Position 1485: 8.046253199362824e-09
Position 298: 2.4924698839663646e-09
Position 289: 2.4881562977260386e-09
Position 528: 6.503541818620412e-10
Position 399: 4.782018985753647e-10
Position 168: 4.4543905860527217e-10
Position 430: 3.6878240421811394e-10
Position 442: 2.7449740103558684e-10
Position 471: 1.920526934506827e-10
Position 644: 5.5840219534214606e-11
Position 706: 1.985044762322788e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1347: 0.9130513986747754
Position 2087: 0.8169335006804094
Position 1627: 0.5123037862175793
Position 1088: 0.05389513292269419
Position 1286: 0.02774510860751541
Position 2382: 0.02124832017131456
Position 1536: 0.018580828205440103
Position 1543: 0.017418568512972774
Position 2290: 0.01485569310915611
Position 949: 0.013565210754756056
Position 1979: 0.013141131389468921
Position 2333: 0.011277079484180373
Position 2576: 0.006725902655445905
Position 458: 0.005869159376652237
Position 147: 0.0054996226420774
Position 1502: 0.005260590786317304
Position 1372: 0.004492269412166566
Position 1649: 0.0037961913352940538
Position 1093: 0.0036210826543670734
Position 1631: 0.0029694390813279833
Position 2385: 0.002846751147779692
Position 2108: 0.0026479738049199576
Position 1914: 0.0026081398267189444
Position 435: 0.0022960123094448674
Position 2251: 0.002053922834532883
Position 321: 0.0019565318976950286
Position 2093: 0.001771532958071934
Position 1036: 0.0015968827152901806
Position 1498: 0.0015025759535133092
Position 2136: 0.0013520791272702984
Position 1397: 0.0012578325093060107
Position 1226: 0.0012109058736589579
Position 2050: 0.0011120928190740819
Position 1652: 0.0010901202092367171
Position 2436: 0.0010596169655168886
Position 184: 0.0009740343565680771
Position 2484: 0.0009622637114493756
Position 777: 0.0008992786315216129
Position 635: 0.0008386119172857913
Position 2118: 0.000812279370197361
Position 1320: 0.0006310540130595097
Position 1790: 0.0006297210521656713
Position 2528: 0.0005882534329578627
Position 362: 0.0005609044831159466
Position 930: 0.00055625157990458
Position 797: 0.00041635030351688357
Position 1429: 0.0004025616834470692
Position 1575: 0.0003534959887372324
Position 1327: 0.00034208659770771033
Position 983: 0.0003169654846088815
Position 889: 0.0003036711386881217
Position 1130: 0.0003032195185569581
Position 305: 0.00024702665375882183
Position 1713: 0.00024187540682524147
Position 371: 0.00021043005526268094
Position 2255: 0.00019064860563911088
Position 1324: 0.00018800266595750566
Position 539: 0.00018280293756809958
Position 2510: 0.0001804610819291987
Position 864: 0.00015089273885396105
Position 1586: 0.00014565497589121308
Position 1298: 0.00013173178168695567
Position 1142: 0.00011104212745828332
Position 2489: 0.00010384030050006673
Position 1999: 0.00010337962635580496
Position 1310: 9.150696727785375e-05
Position 1860: 8.76621470522894e-05
Position 223: 8.429139971113626e-05
Position 1880: 7.932872929779748e-05
Position 954: 7.843537676462013e-05
Position 2398: 7.785527224644957e-05
Position 1198: 7.05801241273254e-05
Position 2310: 7.004382813162233e-05
Position 1758: 5.654716430087051e-05
Position 1956: 5.4743058676117175e-05
Position 1767: 5.401311859765574e-05
Position 1508: 5.151846304800531e-05
Position 1160: 4.67402621761003e-05
Position 1583: 4.6624183385340394e-05
Position 1097: 4.373340328026736e-05
Position 2335: 4.092423301475774e-05
Position 2415: 4.0142490015610414e-05
Position 2680: 3.675026808452064e-05
Position 1048: 3.410483052102399e-05
Position 1165: 3.188093087194112e-05
Position 719: 2.7557446991141262e-05
Position 1515: 2.702294155719513e-05
Position 191: 2.444013137775202e-05
Position 1656: 2.4205524224160256e-05
Position 508: 2.168962778647742e-05
Position 411: 2.1040790033284095e-05
Position 468: 2.042015953314526e-05
Position 638: 2.0227929163013425e-05
Position 1853: 1.9940373217086307e-05
