Gene = G0S2
index = 571
Annotated 5SS: [130]
Annotated 3SS: [232]
SMsplice 5SS: [130 342]
SMsplice 3SS: [232 425]
top_k =  1000
Partition function (log Z): -2.428711442863349

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9921668578428174
Position 342: 0.6018176927152911
Position 334: 0.017639774957350408
Position 53: 0.005455325730511278
Position 170: 0.0017308993117896453
Position 57: 0.00039902015506093337
Position 532: 0.00021234257955946275
Position 133: 0.00012535118436523263
Position 379: 0.0001156258979174293
Position 346: 3.322393506451294e-05
Position 400: 2.3757911926677865e-05
Position 582: 1.992514596144032e-05
Position 376: 1.561656505471249e-05
Position 274: 1.0758608230673373e-05
Position 402: 5.012881649763371e-06
Position 428: 3.0440284082344732e-06
Position 358: 2.2472153931852665e-06
Position 598: 1.1815561425613065e-06
Position 614: 9.491304908896636e-07
Position 5: 2.966504420006075e-07
Position 119: 1.707428470499642e-07
Position 782: 1.5153615081511026e-07
Position 794: 1.514249915173095e-07
Position 233: 1.510955230969851e-07
Position 702: 6.748896335120781e-08
Position 690: 3.8602802551100475e-08
Position 805: 3.150706608828179e-08
Position 180: 1.8542402163244283e-08
Position 177: 1.9089445689000417e-10
Position 197: 2.6982143079511185e-11
Position 451: 8.184715652488624e-16
Position 189: 3.7887327884156174e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 232: 0.9992200058927768
Position 425: 0.4228361859866644
Position 441: 0.07938530548284414
Position 564: 0.02612490909645582
Position 731: 0.018237010919364385
Position 444: 0.01713873124092879
Position 750: 0.011953910016745959
Position 465: 0.009274109071025648
Position 576: 0.00847676503662047
Position 407: 0.006162602930142848
Position 877: 0.005677394848622838
Position 483: 0.005481383980555199
Position 810: 0.0024846340128382503
Position 695: 0.0014157992619456734
Position 668: 0.001300322267216508
Position 495: 0.0009335882937170176
Position 448: 0.0005508832981953993
Position 767: 0.0005498395752474653
Position 779: 0.0004392144407075107
Position 733: 0.00037641547761829155
Position 206: 0.0002359485870484555
Position 492: 0.00023233572182464153
Position 507: 0.00021026160029282402
Position 782: 0.00012927511372314257
Position 477: 0.00012180863774754562
Position 671: 0.00012129959780031597
Position 688: 0.00011402465814638774
Position 499: 9.206479217257823e-05
Position 514: 8.868412773827476e-05
Position 593: 4.2074767476839104e-05
Position 510: 4.0098948693708614e-05
Position 257: 3.610741474237424e-05
Position 794: 3.1144022561785724e-05
Position 252: 2.9753267101010243e-05
Position 690: 2.9671868605360355e-05
Position 300: 2.9213870347302363e-05
Position 250: 2.7720380309497936e-05
Position 396: 1.5994850018488207e-05
Position 617: 1.5653048100407227e-05
Position 627: 1.5583493275784852e-05
Position 356: 1.368052419045077e-05
Position 608: 1.2860010353879967e-05
Position 651: 1.0968638779809298e-05
Position 279: 9.523933858650496e-06
Position 459: 8.846354609387408e-06
Position 881: 8.126437187623151e-06
Position 885: 7.807857333727184e-06
Position 303: 7.303108857273082e-06
Position 259: 4.999722379537316e-06
Position 519: 4.5806471281222824e-06
Position 525: 4.197727602233573e-06
Position 614: 1.94507994769401e-06
Position 698: 1.107510451167188e-06
Position 522: 1.0301223667771397e-06
Position 637: 9.676039463457728e-07
Position 647: 7.603679416723789e-07
Position 318: 5.398004212548481e-07
Position 621: 5.1349079861363e-07
Position 315: 4.728051201692835e-07
Position 598: 4.1758244222107716e-07
Position 653: 3.857334978258097e-07
Position 588: 2.204333184740968e-07
Position 282: 1.8434047825293138e-07
Position 324: 1.232447971291216e-07
Position 623: 6.707327485707948e-08
Position 633: 5.1358852888493876e-08
Position 339: 5.0776302847759134e-08
Position 160: 4.686835649114486e-08
Position 604: 3.7248685250493894e-08
Position 165: 3.638413000333362e-08
Position 129: 3.220254906429276e-08
Position 330: 2.8048213425368246e-08
Position 94: 2.646766317929835e-08
Position 264: 1.5420885450657374e-08
Position 149: 2.2141000188428594e-10
Position 133: 6.193516543675962e-11
Position 186: 5.4024166564409526e-11
