Gene = LPGAT1
index = 790
Annotated 5SS: [  200  1714 37701 43141 47544 51855 79812]
Annotated 3SS: [ 1448 37581 43044 47269 51727 79704 80721]
SMsplice 5SS: [  200   590  1714  3967 15300 23263 37701 43141 47544 51855 57570 79812]
SMsplice 3SS: [  441  1448  3870 15225 23127 37581 43044 47269 51727 57473 79704 80721]
top_k =  1000
Partition function (log Z): -35.54954272350889

Sorted 5' Splice Sites (High to Low Probability):
Position 15300: 0.998104135851654
Position 590: 0.8485663983100492
Position 23263: 0.8303819495470101
Position 200: 0.8283777240849579
Position 3967: 0.6814948661470588
Position 1714: 0.5413172278626641
Position 11987: 0.5392831274249896
Position 9203: 0.5254976282861471
Position 9035: 0.4171935718570489
Position 11423: 0.3611760730187697
Position 20057: 0.34028110433356107
Position 1627: 0.3281610909818676
Position 1161: 0.21876721169820065
Position 22689: 0.18808607251675966
Position 335: 0.15926760357439076
Position 23053: 0.09622108891452397
Position 11089: 0.08942743923979957
Position 1538: 0.057260996272841
Position 5289: 0.03721546885474153
Position 4397: 0.03415967235966999
Position 1697: 0.03390312449812064
Position 1323: 0.02799742903347139
Position 7285: 0.02456774282538944
Position 3325: 0.02194911342470717
Position 9210: 0.021635499310038803
Position 6022: 0.020359724299775166
Position 857: 0.01895589974171815
Position 1007: 0.018860194093655438
Position 4581: 0.018374415015372635
Position 7318: 0.015139784914900305
Position 3790: 0.012097577444384552
Position 2623: 0.010861579608544706
Position 11820: 0.010527942363324046
Position 1640: 0.008627049222684823
Position 2995: 0.008368212809580083
Position 3126: 0.007001717154391945
Position 2036: 0.006539049496149216
Position 1917: 0.005334173772213155
Position 728: 0.005172628979625947
Position 3778: 0.004524639426692056
Position 2204: 0.004520373051294473
Position 8402: 0.003502670224148674
Position 1151: 0.0029642650512919618
Position 2999: 0.002753093496731065
Position 1240: 0.0025547498195997663
Position 1680: 0.0021234435355211474
Position 1021: 0.0019006292224307848
Position 3386: 0.001743533901881049
Position 1593: 0.0015611283430242938
Position 3719: 0.0013486812189659636
Position 1521: 0.0011859577275816536
Position 3161: 0.0010895011598265935
Position 988: 0.0007835683355182574
Position 404: 0.0006572445384710764
Position 3792: 0.0005904382260216804
Position 2938: 0.000548347915068609
Position 2656: 0.0005425099651879721
Position 1997: 0.0004957854277388657
Position 1634: 0.0004225462900608775
Position 1720: 0.0004157907831150479
Position 944: 0.00038587483298040186
Position 3283: 0.0003625293350361255
Position 1028: 0.0003577694671787077
Position 18785: 0.00029511691026628785
Position 3445: 0.0002464123419600122
Position 3808: 0.00021354071000006996
Position 1101: 0.00019497745719054553
Position 1384: 0.00018418122286134936
Position 679: 0.0001499269968411186
Position 11223: 0.00013339809666115248
Position 1388: 8.79955561304619e-05
Position 4590: 6.874793056587263e-05
Position 457: 6.34138234789261e-05
Position 280: 4.776755880297347e-05
Position 1364: 4.7378086025341194e-05
Position 397: 4.3566437822343703e-05
Position 45: 4.039748644705445e-05
Position 1001: 3.0541387477446624e-05
Position 1064: 2.0595462415148986e-05
Position 1551: 2.0592616529314413e-05
Position 574: 1.9444178856566814e-05
Position 5505: 1.8812522201024324e-05
Position 514: 1.5916552441408752e-05
Position 1133: 1.4657636085185069e-05
Position 1261: 1.422289390407347e-05
Position 1004: 1.1017443817083995e-05
Position 1566: 9.089767127422438e-06
Position 1058: 8.817336126385635e-06
Position 218: 8.070553152892507e-06
Position 5422: 6.245793301209535e-06
Position 282: 4.669637717427121e-06
Position 4075: 4.092822921658064e-06
Position 4067: 3.72739710223237e-06
Position 3813: 3.512743133964464e-06
Position 1658: 2.676133638894953e-06
Position 2469: 1.6549683566699595e-06
Position 1617: 1.0831678358107867e-06
Position 10: 9.456244037106411e-07
Position 2627: 9.135637244822817e-07
Position 2823: 8.708885776480539e-07
Position 1220: 8.041650936555514e-07
Position 2779: 6.426383360303698e-07
Position 2666: 6.266419502917451e-07
Position 1983: 5.569009311888153e-07
Position 1470: 3.8940931912781485e-07
Position 5295: 2.518411929154412e-07
Position 293: 2.3522235776881238e-07
Position 756: 2.0826601043837441e-07
Position 990: 1.6223595233471416e-07
Position 288: 8.437004512124027e-08
Position 2636: 7.952539639251857e-08
Position 2028: 3.535303745455056e-08
Position 285: 3.206784720426865e-08
Position 434: 3.068268622645781e-08
Position 1893: 7.942188625124987e-09
Position 417: 6.298822252073408e-09
Position 807: 1.6743086669272631e-09
Position 426: 2.9790197880260714e-11
Position 2148: 3.6455133668392545e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15225: 0.9983523243419834
Position 1448: 0.8506532720712937
Position 441: 0.833962424206571
Position 23127: 0.8010152897711635
Position 8938: 0.6986079328005151
Position 3870: 0.6673313785585022
Position 27676: 0.3674057912784152
Position 31839: 0.3463376920477155
Position 11872: 0.30889076637416274
Position 19947: 0.26110024511223917
Position 9116: 0.22147592444969313
Position 11287: 0.2179982827308387
Position 11899: 0.20479183368256396
Position 22424: 0.20397406139826446
Position 1085: 0.19982016469608194
Position 22987: 0.14785220332509577
Position 11307: 0.14332654961586203
Position 27261: 0.10739134853246414
Position 11005: 0.06699776601029712
Position 1452: 0.04902556116286617
Position 28471: 0.04813663256565253
Position 1427: 0.04530485132773144
Position 19919: 0.045233442960064915
Position 8991: 0.04429754891889016
Position 11591: 0.03679916144570428
Position 7169: 0.029113473909711474
Position 3645: 0.027061548145497834
Position 20025: 0.02473780267623324
Position 5182: 0.0242372841340052
Position 3215: 0.02382142262338319
Position 4300: 0.022918311793164906
Position 10719: 0.02278401621328336
Position 1607: 0.021820917649899203
Position 756: 0.020846236861672637
Position 958: 0.018424810989773013
Position 19965: 0.017502878334548118
Position 564: 0.015116486575726567
Position 5929: 0.01501221283165066
Position 4460: 0.013473564915456213
Position 23947: 0.013341124050817294
Position 1864: 0.013323929644101774
Position 903: 0.013186586008220764
Position 5246: 0.012001108119014933
Position 2507: 0.010989404976130037
Position 1247: 0.010656664771786426
Position 7153: 0.010594401112335372
Position 2895: 0.010061473984180306
Position 23996: 0.009593486473124647
Position 24519: 0.006685262025565214
Position 4264: 0.0056716333886790565
Position 25722: 0.005652256480216295
Position 22276: 0.005468163257567516
Position 995: 0.005178534543177102
Position 3021: 0.00485103604297858
Position 19519: 0.004834005651853275
Position 485: 0.004520299096889058
Position 25063: 0.004461402281252616
Position 23904: 0.0043207802606919825
Position 873: 0.003948606425273735
Position 3913: 0.0037948548316730406
Position 26428: 0.003775225186325337
Position 5655: 0.0035633239855170267
Position 2732: 0.0033393757908925115
Position 24372: 0.003157163935188439
Position 3633: 0.0031434530625204346
Position 23523: 0.0031297046125223524
Position 23394: 0.002883639910250104
Position 1674: 0.00262337493736026
Position 8391: 0.0025587697702603132
Position 4420: 0.002549978548445433
Position 861: 0.0023103753441667927
Position 4470: 0.0022344636956586456
Position 23834: 0.0021929320217807455
Position 1133: 0.0020198618536391086
Position 1497: 0.0018931414725371137
Position 16888: 0.0017891625443749724
Position 2862: 0.00174365713411959
Position 17877: 0.001676070839897213
Position 1650: 0.0016277001755816204
Position 4339: 0.0016208069241534168
Position 5835: 0.0015648798778612359
Position 1977: 0.0013863025751313757
Position 977: 0.001309136464510346
Position 445: 0.0012886795059096163
Position 964: 0.0012322026656418864
Position 18581: 0.0011784144507930173
Position 15535: 0.0011134500752591537
Position 5116: 0.0009946726090429244
Position 7997: 0.0009529557603179685
Position 1494: 0.0009102225780494255
Position 18508: 0.000884103623314195
Position 2009: 0.0008239587067234185
Position 17707: 0.0008054618437927653
Position 2063: 0.0007229212404544391
Position 18919: 0.0006956503570095527
Position 4279: 0.0006672296594302412
Position 4307: 0.0006253355847220943
Position 4271: 0.000565797817636581
Position 1141: 0.0005530522074633843
Position 20906: 0.0005341118606529891
Position 17684: 0.0005288727862578038
Position 16266: 0.0005182417635974638
Position 16950: 0.0004906172660791356
Position 3664: 0.00047620652247223845
Position 16098: 0.0004455774703599031
Position 20512: 0.0004405242403683479
Position 1111: 0.0004236278140196734
Position 942: 0.0004118215578531212
Position 403: 0.00038027026852262307
Position 17311: 0.0003745992894963624
Position 4313: 0.00036166980530488225
Position 17540: 0.0003575423531809712
Position 960: 0.0003347600425808556
Position 1092: 0.00032431296906222315
Position 5872: 0.0002804664768762631
Position 1399: 0.0002769048620258292
Position 2320: 0.0002625069027035759
Position 18610: 0.00025740555979056226
Position 1456: 0.0002488751138640572
Position 4344: 0.0002270757508128816
Position 16455: 0.0002200468082108435
Position 1527: 0.00021149187238642686
Position 1049: 0.00020964345537351111
Position 933: 0.00020744807762925662
Position 17209: 0.00019186443549466288
Position 15902: 0.0001831086592592115
Position 1929: 0.00017900096272789658
Position 18220: 0.00017754183041476557
Position 4486: 0.00017589950697699864
Position 2088: 0.0001346581533145915
Position 1627: 0.00013149030037995222
Position 16361: 0.00010845245145792128
Position 15540: 0.00010789923708362254
Position 13204: 0.00010414980540761936
Position 2514: 9.684397155504524e-05
Position 17015: 9.042313796118741e-05
Position 2998: 7.812853690381663e-05
Position 1313: 7.052423917852631e-05
Position 2995: 6.759773495192768e-05
Position 3186: 6.251409242052049e-05
Position 1798: 5.875543353155288e-05
Position 2590: 5.721471560240793e-05
Position 13228: 5.6295679847651715e-05
Position 2899: 5.5229903160887104e-05
Position 16128: 5.4261505633120214e-05
Position 7556: 5.2078433950917353e-05
Position 1747: 5.074389784678593e-05
Position 1713: 4.312963344165274e-05
Position 2165: 4.157211210991697e-05
Position 2121: 3.316465899109382e-05
Position 14334: 3.091707519813251e-05
Position 1151: 3.0201649751253954e-05
Position 12432: 2.5212930799711418e-05
Position 654: 2.407520730078818e-05
Position 1100: 2.0900755619301595e-05
Position 5381: 2.0182306387406766e-05
Position 589: 1.890571557554165e-05
Position 12250: 1.7079100684786236e-05
Position 9961: 1.5408691988174527e-05
Position 1028: 1.4733438658009132e-05
Position 1311: 1.4324570025271585e-05
Position 1014: 1.395235201013588e-05
Position 966: 1.370178835071495e-05
Position 12291: 1.3121144295633719e-05
Position 9347: 1.2837488347923744e-05
Position 10180: 1.2723594942779407e-05
Position 4815: 1.1469161969551628e-05
Position 305: 1.1333781620379515e-05
Position 312: 1.1212539576551901e-05
Position 12332: 1.0836673713754488e-05
Position 1115: 9.813898253386105e-06
Position 1020: 8.900076431346996e-06
Position 460: 7.850920743030228e-06
Position 4080: 5.11032679589088e-06
Position 7721: 4.593826707804898e-06
Position 9519: 4.186074255498375e-06
Position 276: 3.963355462053342e-06
Position 1155: 2.8321622538654063e-06
Position 6859: 2.6072219908007982e-06
Position 594: 2.4811540000638846e-06
Position 6453: 2.475867243078574e-06
Position 4194: 2.243104049002513e-06
Position 417: 2.09970989430756e-06
Position 1011: 1.9442384638905737e-06
Position 1872: 1.7890115169005171e-06
Position 2552: 1.6257137185212412e-06
Position 2391: 1.5260188669610414e-06
Position 9833: 1.335807721027665e-06
Position 1843: 1.3355682318694681e-06
Position 6300: 1.3082164823984042e-06
Position 4152: 1.2533978347753326e-06
