Gene = TOMM7
index = 1469
Annotated 5SS: [ 175 4852]
Annotated 3SS: [4802 9665]
SMsplice 5SS: [698]
SMsplice 3SS: [4802]
top_k =  1000
Partition function (log Z): -12.149695428796013

Sorted 5' Splice Sites (High to Low Probability):
Position 175: 0.5051416319060368
Position 4852: 0.5042272243012094
Position 698: 0.48367466447341956
Position 5440: 0.037398557776552016
Position 2342: 0.030079324049684827
Position 5573: 0.01745616534208805
Position 5178: 0.015820465703077664
Position 9101: 0.015482850098424806
Position 2592: 0.014278532973181813
Position 4372: 0.01256572240870576
Position 75: 0.011782627246535171
Position 650: 0.011346678447232505
Position 7938: 0.010898362492283908
Position 6417: 0.008236644286118535
Position 37: 0.00817833667147734
Position 7796: 0.00751806493290112
Position 7156: 0.007321356738139961
Position 2449: 0.007102298958107278
Position 734: 0.006747606239308551
Position 7792: 0.005388232024657994
Position 2802: 0.00393206296383654
Position 4960: 0.003870240995025826
Position 2281: 0.003211417193976565
Position 6647: 0.00318773083225225
Position 2230: 0.002905792440849018
Position 4340: 0.002167460015814516
Position 162: 0.0020809342824002846
Position 199: 0.0011649109528543194
Position 3707: 0.0011006104621693877
Position 2542: 0.0009579296293954825
Position 2288: 0.0008897664228769478
Position 3733: 0.0008875303084842677
Position 311: 0.0007609761002841313
Position 996: 0.0007267258788632287
Position 662: 0.0006807465085336259
Position 5795: 0.0006617303857671473
Position 6185: 0.0005963936214640993
Position 760: 0.0005877540266756925
Position 367: 0.0005861939578692294
Position 4659: 0.0003849246960445152
Position 423: 0.0003607052953519523
Position 3883: 0.00031534002564103975
Position 131: 0.0002877748443462225
Position 4326: 0.0002790451735402216
Position 179: 0.0002644052181754915
Position 441: 0.0002583039813072205
Position 1030: 0.00022616897122667917
Position 2027: 0.0002048691837241874
Position 4159: 0.00018704591999093857
Position 1702: 0.00018292678027685284
Position 450: 0.00017328991394634547
Position 2604: 0.00015342780969172044
Position 961: 0.00015272936968221978
Position 217: 0.00013727078705389316
Position 1873: 0.00013692161044603294
Position 4655: 0.00013564893809898682
Position 2868: 0.00012776444362471324
Position 981: 0.00012015718736451871
Position 2570: 0.00010645132524463243
Position 502: 8.559243443775555e-05
Position 2980: 7.739537756968895e-05
Position 3313: 7.190596523117141e-05
Position 331: 6.964368753793633e-05
Position 588: 6.9379562019997e-05
Position 1783: 6.0619823481078076e-05
Position 2080: 5.9777878837369225e-05
Position 2586: 5.747000234527867e-05
Position 2095: 5.630953411957838e-05
Position 1211: 4.2082801133586704e-05
Position 2864: 3.5012336223761685e-05
Position 4896: 3.481175588309879e-05
Position 4917: 2.4582158786720988e-05
Position 4925: 2.4384473900632944e-05
Position 417: 1.0302576219363244e-05
Position 306: 9.083423202059052e-06
Position 4964: 4.233194633105729e-06
Position 622: 3.1262854063722933e-06
Position 1765: 2.56583786554822e-06
Position 44: 2.2180637787636338e-06
Position 470: 2.0133196124248423e-06
Position 247: 1.3291284612296037e-06
Position 776: 1.0478191586329574e-06
Position 1217: 9.163843824380805e-07
Position 476: 8.434023844016613e-07
Position 560: 8.065227191196292e-07
Position 1920: 5.096715741547771e-07
Position 1388: 4.936450483024663e-07
Position 301: 4.4524171453748296e-07
Position 359: 2.895500503502787e-07
Position 337: 2.6995641066552646e-07
Position 514: 1.8482556439152748e-07
Position 31: 1.3963777122069585e-07
Position 536: 1.3324872519707504e-07
Position 539: 1.274881680272059e-07
Position 28: 8.671052346375462e-08
Position 464: 6.601492549402807e-08
Position 1801: 6.469017733114561e-08
Position 378: 4.4197721615089025e-08
Position 555: 3.158042110429462e-08
Position 505: 2.574006801869456e-08
Position 546: 1.0035941279484709e-08
Position 1016: 9.191085263826568e-09
Position 1266: 7.772234696477966e-09
Position 625: 4.324552235196062e-09
Position 582: 2.8587863377135074e-09
Position 952: 2.4666863726905445e-10
Position 66: 1.9167951791518596e-10
Position 1036: 1.2023508629002675e-10
Position 516: 8.914161447433442e-11
Position 860: 6.97547984195884e-11
Position 282: 6.749218587536265e-11
Position 712: 5.4518350805922504e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4802: 0.6015678009311847
Position 9665: 0.22209687357277696
Position 8052: 0.0855258793300259
Position 8903: 0.061565371360800925
Position 6158: 0.057229320486024755
Position 7763: 0.050865185381797164
Position 7038: 0.044856118618012204
Position 2134: 0.041542570854384134
Position 9457: 0.040341440013713724
Position 7780: 0.03519418009007994
Position 697: 0.03108621064150312
Position 5144: 0.02465565446542412
Position 7310: 0.021648668994698084
Position 5331: 0.01806410726794828
Position 2528: 0.017721586810687896
Position 9595: 0.017111305033481176
Position 5671: 0.01694992281152886
Position 6183: 0.014869999840414365
Position 4708: 0.014860725792958294
Position 5235: 0.012847421855202925
Position 4223: 0.012691850364483373
Position 5545: 0.011976746709572732
Position 9957: 0.011776450933513953
Position 495: 0.010567024069680003
Position 6095: 0.010082292900841382
Position 8967: 0.009276649792045179
Position 9683: 0.008992525401191928
Position 1895: 0.008981774534527861
Position 546: 0.008869058485920797
Position 6439: 0.008616872141320082
Position 5267: 0.00798578124175619
Position 5066: 0.007516348181072721
Position 7615: 0.007470392486122356
Position 6893: 0.007200245221592831
Position 7690: 0.007063637168282386
Position 5302: 0.006985270225424492
Position 8359: 0.006308475978009037
Position 1113: 0.00625447804276269
Position 2385: 0.005861686541598502
Position 854: 0.0055638998144885415
Position 5687: 0.005236763692796392
Position 9521: 0.00495216958211602
Position 444: 0.004670489267664698
Position 7010: 0.004658851073985998
Position 5832: 0.004532628956015535
Position 10105: 0.004435180400131068
Position 9368: 0.004284347288446743
Position 10126: 0.004175157082050965
Position 3778: 0.004028857084005253
Position 6246: 0.003983362958895569
Position 8075: 0.003789510103014413
Position 7629: 0.0037670485497939897
Position 2706: 0.0037268096189794213
Position 1109: 0.0036406603108633142
Position 6745: 0.0035904610190612913
Position 7547: 0.0035893211756079088
Position 2483: 0.0035034550382480128
Position 8209: 0.003450921128973955
Position 6408: 0.002661722209045315
Position 5468: 0.002585728108384009
Position 3624: 0.002541067441240931
Position 9709: 0.00250576378886942
Position 6870: 0.0024768103424757503
Position 7064: 0.00246991602461341
Position 858: 0.002419221727415232
Position 6978: 0.0024048742606355453
Position 4113: 0.0023338921425714496
Position 501: 0.002312522560779894
Position 10203: 0.002252785571620848
Position 4879: 0.002128584033736186
Position 6618: 0.0020843667778646323
Position 2404: 0.0019526453528493513
Position 2346: 0.001950035505210219
Position 5558: 0.0018672915261824044
Position 5691: 0.0018363452129347626
Position 2172: 0.0015084245329237676
Position 7740: 0.0014139745942424085
Position 6223: 0.001356985162930348
Position 7322: 0.001349009494444019
Position 2059: 0.001294067871687422
Position 5211: 0.0012712718535706628
Position 8995: 0.001239406490275325
Position 6031: 0.0012359797393953625
Position 9978: 0.0012346927888672262
Position 5348: 0.001166762176927024
Position 4304: 0.001162621991919945
Position 2663: 0.0011300504541215354
Position 6160: 0.0011298872985764088
Position 8709: 0.001063570224564755
Position 417: 0.0010614916449664124
Position 935: 0.0010174989933987727
Position 6782: 0.0010007951190578901
Position 3187: 0.0009325579385948046
Position 8262: 0.0008523377492668166
Position 660: 0.0008055401819568973
Position 359: 0.0007442877921660021
Position 2220: 0.0006934463208217249
Position 2876: 0.0006809438459445909
Position 2680: 0.000677204066757925
Position 8109: 0.0006574685306883114
Position 1448: 0.0006198109310130964
Position 565: 0.0006192081014499392
Position 6541: 0.0006172205702448494
Position 605: 0.0006143103979084401
Position 5811: 0.0006119350307805514
Position 622: 0.0005864882775596265
Position 3201: 0.0005861797876218815
Position 5962: 0.0005711383519114164
Position 5343: 0.0004772253601176373
Position 8683: 0.0003994295173473251
Position 7220: 0.0003776350460432791
Position 8230: 0.0003740108218301799
Position 8578: 0.0003606507175795826
Position 7348: 0.0003540501386481522
Position 6459: 0.00033465772052232375
Position 5250: 0.00031553755992982826
Position 6366: 0.0003037221994703016
Position 4606: 0.00030355128004704544
Position 5516: 0.0003002302451220424
Position 4242: 0.00029594386874559804
Position 8998: 0.00029093702996607027
Position 2735: 0.0002905327113494079
Position 8092: 0.00027757709596192817
Position 5053: 0.0002767230111857371
Position 7407: 0.00027230015328548056
Position 6476: 0.0002721552519198345
Position 2299: 0.00027069435551846735
Position 878: 0.0002468092342059699
Position 5704: 0.00024199599455501506
Position 5916: 0.00022233620884339213
Position 7040: 0.0002217427553817091
Position 5785: 0.0002170489847487512
Position 553: 0.00021222124875691468
Position 7495: 0.00020588741004045984
Position 2686: 0.00020087541076632586
Position 1608: 0.00020030867609914816
Position 3945: 0.00018730296076384595
Position 4442: 0.00018099617396251567
Position 5938: 0.0001770394535420575
Position 6324: 0.00017585515774560474
Position 1128: 0.0001607472773499706
Position 2087: 0.00015759784366349634
Position 574: 0.00015256796758836982
Position 3046: 0.00014883591705866744
Position 2439: 0.00014263867404877646
Position 3973: 0.00013682625674503213
Position 5988: 0.00013093193564747306
Position 3049: 0.0001263688868907243
Position 3925: 0.0001226951396372574
Position 2895: 0.0001196773062417107
Position 3222: 9.679473935592488e-05
Position 1756: 9.135109944138597e-05
Position 5754: 8.313562145049924e-05
Position 2775: 7.705474836590501e-05
Position 3098: 7.027064337178392e-05
