Gene = HDAC11
index = 641
Annotated 5SS: [  185  1230  3400 16688 18391 20625 21769 22816 24108]
Annotated 3SS: [ 1080  3298 16570 18347 20547 21705 22718 23928 24302]
SMsplice 5SS: [  185  1230  3400 15831 16688 18391 20625 21769 22816 24108 24383]
SMsplice 3SS: [ 1080  3298 15603 16570 18347 20547 21674 22718 23928 24302 25884]
top_k =  1000
Partition function (log Z): 18.781988800669737

Sorted 5' Splice Sites (High to Low Probability):
Position 3400: 0.9990214548815882
Position 1230: 0.9801589214807135
Position 22816: 0.9773655688383506
Position 16688: 0.9461411759173337
Position 20625: 0.9407305935012662
Position 24108: 0.936840526364442
Position 21769: 0.913651334610764
Position 185: 0.9103806886812497
Position 18391: 0.9026918421101614
Position 24383: 0.800486791434748
Position 15831: 0.5459155968400993
Position 13404: 0.4467703134665088
Position 13762: 0.3093251705667321
Position 25046: 0.25506149858174043
Position 1489: 0.22441865871075714
Position 25118: 0.15184598135260413
Position 19776: 0.13182658843561967
Position 996: 0.12430208613387139
Position 21065: 0.11377388510183901
Position 20318: 0.1035521768933261
Position 23341: 0.09769361631414974
Position 25070: 0.0877038836434379
Position 22647: 0.07911346789347742
Position 15997: 0.07273193325236924
Position 25772: 0.0650626581018134
Position 22651: 0.059300959434935005
Position 1000: 0.057366090530182
Position 24369: 0.05308536640307281
Position 7373: 0.046042526622743975
Position 282: 0.04494763989153544
Position 2047: 0.04198033031988335
Position 1518: 0.04016283282981186
Position 20641: 0.03778295050811311
Position 24171: 0.03345466260019707
Position 18387: 0.029385011610656982
Position 15500: 0.023459467985320122
Position 22054: 0.02331541635725476
Position 18191: 0.02269196350681503
Position 24611: 0.021063540501221813
Position 5044: 0.02091995879620317
Position 16646: 0.02062914132997226
Position 1564: 0.0200264518549279
Position 12659: 0.01987558853585217
Position 855: 0.01946221108814908
Position 22845: 0.01898760260623079
Position 19772: 0.018412223252823986
Position 25339: 0.01829386052706213
Position 16692: 0.016905060938760545
Position 4974: 0.016656603200887993
Position 23514: 0.015331827373613214
Position 12974: 0.014822430534631524
Position 24042: 0.012713905976078197
Position 20259: 0.012224918498682012
Position 24339: 0.011167808419513156
Position 559: 0.010520754722343264
Position 7479: 0.010481648841525379
Position 9930: 0.010113878951242826
Position 2073: 0.009651588035412337
Position 1677: 0.00905156834598329
Position 25198: 0.008862728101998004
Position 25468: 0.008670039660011524
Position 19674: 0.008489872028701367
