Gene = PDZK1IP1
index = 1009
Annotated 5SS: [ 190 2737 5054]
Annotated 3SS: [2627 4957 6011]
SMsplice 5SS: [ 190 2737 5054]
SMsplice 3SS: [2627 4957 6011]
top_k =  1000
Partition function (log Z): 1.236344924360624

Sorted 5' Splice Sites (High to Low Probability):
Position 5054: 0.9718086518801956
Position 2737: 0.9612187525000536
Position 190: 0.9566558954545314
Position 1062: 0.20172430757872858
Position 3087: 0.18882780289580128
Position 848: 0.17119284188070824
Position 3359: 0.045926919378115834
Position 502: 0.040903132345225114
Position 1513: 0.0390268028979297
Position 4151: 0.03287346606937546
Position 6064: 0.030529716630160898
Position 3070: 0.027037143685126032
Position 3431: 0.026215490028951738
Position 3466: 0.020711018408926866
Position 3630: 0.02031642396432896
Position 787: 0.018219291367101834
Position 3420: 0.01799054872407861
Position 1258: 0.01761258435022757
Position 238: 0.015515046124754297
Position 497: 0.01479532107663189
Position 3369: 0.014661365103027733
Position 1103: 0.011993409273703685
Position 4785: 0.011687959998229375
Position 5027: 0.010342827009825816
Position 5059: 0.010171356823161401
Position 3105: 0.008836589145933754
Position 4170: 0.008549626076841595
Position 4245: 0.007815510895343991
Position 3635: 0.007290444356468866
Position 739: 0.007114763423977573
Position 2985: 0.006718406790179452
Position 491: 0.005771388565128935
Position 2538: 0.005364985396237032
Position 3242: 0.004879742988177811
Position 1391: 0.0048506682839953436
Position 6081: 0.004645625599017019
Position 2198: 0.004317646690525306
Position 1272: 0.003954317962165475
Position 1468: 0.0038414784544087543
Position 1453: 0.003719642379863156
Position 1020: 0.0036880674896166985
Position 2771: 0.0030939708117158934
Position 389: 0.002460309998147554
Position 987: 0.0023647256010049878
Position 3873: 0.0021019376807637526
Position 3347: 0.002079769970981099
Position 2470: 0.002019743737002899
Position 2887: 0.001978825550195705
Position 1851: 0.0019319722720552374
Position 4159: 0.0018876839757767329
Position 773: 0.001874426751249199
Position 746: 0.0018218530278445997
Position 2554: 0.0016110654103106553
Position 5079: 0.0014577778269752042
Position 4005: 0.0011923790184048245
Position 5117: 0.0010208850007562054
Position 1066: 0.0009129386605289852
Position 3699: 0.0006353009429437416
Position 2722: 0.0005791247290425175
Position 3109: 0.0005719716299567722
Position 3529: 0.0005655207304515963
Position 768: 0.0005367897775814407
Position 3174: 0.0005302152669623959
Position 950: 0.0004880420417157674
Position 2891: 0.0004674807437590478
