Gene = SURF1
index = 1355
Annotated 5SS: [  86  238 1683 1848 2758 3813 4061 4446]
Annotated 3SS: [ 185 1548 1764 2565 3739 3897 4363 4523]
SMsplice 5SS: [  86  238 1683 1848 4446]
SMsplice 3SS: [ 185 1548 1764 4363 4523]
top_k =  1000
Partition function (log Z): 7.247589119690703

Sorted 5' Splice Sites (High to Low Probability):
Position 1848: 0.982080937345554
Position 238: 0.9819039153208249
Position 4446: 0.9772807641746352
Position 86: 0.9527688601356102
Position 1683: 0.6892913880324597
Position 2758: 0.5112698426501001
Position 4061: 0.4681361638412916
Position 3813: 0.4378022096991414
Position 2101: 0.12890625668887726
Position 2606: 0.06103195552989745
Position 3201: 0.05235524010376938
Position 2485: 0.03517302777184842
Position 97: 0.03471322613204625
Position 455: 0.027364623285594258
Position 2244: 0.016327114775976617
Position 3524: 0.014768485902717749
Position 564: 0.00947038963663279
Position 3928: 0.008199386687551257
Position 3516: 0.007371834213906113
Position 829: 0.007184878072060428
Position 1631: 0.007048787121413184
Position 1966: 0.0069985332709195215
Position 2282: 0.0068953037531217275
Position 3563: 0.006404750478423837
Position 2157: 0.0047255800391651425
Position 104: 0.0046013749736044905
Position 4092: 0.0034145808703616326
Position 571: 0.0025287463912234023
Position 3417: 0.002413356661567842
Position 2850: 0.002393513816715073
Position 2272: 0.0021750319352677695
Position 27: 0.002036332344480125
Position 111: 0.0019208805813478605
Position 4671: 0.0017210765678658663
Position 1188: 0.0015646838380544475
Position 3470: 0.001426172711358816
Position 1498: 0.00111761939288233
Position 1006: 0.0007565415968570102
Position 4586: 0.0007545057304877543
Position 1702: 0.0007233335217508166
Position 2805: 0.0006649019333364929
Position 2169: 0.0005628670040628492
Position 3474: 0.0004782146792227718
Position 2762: 0.0004463376956465855
Position 2106: 0.000335201962284541
Position 1700: 0.0003283404862525939
Position 118: 0.0003091875000583825
Position 1401: 0.00029305211155388996
Position 4101: 0.00027816992898263917
Position 1424: 0.0002693810890955823
Position 1635: 0.00024901776268726423
Position 423: 0.00023625118044807606
Position 2381: 0.00023394997373870266
Position 630: 0.00022644872985399506
Position 3369: 0.00019757128137164556
Position 2715: 0.00016699461986756137
Position 1935: 0.00016205889141377399
Position 1212: 0.00014669807074697993
Position 4662: 0.0001425749741143861
Position 815: 0.00012365729019141305
Position 1249: 0.00011758009468456257
Position 1653: 0.00011247422821153753
Position 2309: 0.00011052720846841364
Position 4524: 9.250455480404162e-05
Position 1317: 9.197657646719802e-05
Position 2161: 8.362833008889383e-05
Position 4631: 7.860297678537871e-05
Position 1038: 7.721030959792694e-05
Position 1526: 6.735112489278342e-05
Position 4431: 6.505829954753886e-05
Position 374: 6.091297133976658e-05
Position 2968: 5.930822491767374e-05
Position 765: 5.8925704225419884e-05
Position 2660: 4.75835982786646e-05
Position 2729: 4.755163520176531e-05
Position 312: 4.7014447451951245e-05
Position 4438: 4.3927902369054175e-05
Position 799: 3.925346731201204e-05
Position 528: 3.467108501252685e-05
Position 222: 3.33094555972433e-05
Position 694: 3.0493265184624064e-05
Position 605: 3.041353384416012e-05
Position 466: 2.9790236014146426e-05
Position 1451: 2.41371489462411e-05
Position 1852: 2.2256256757508434e-05
Position 2076: 2.194336041885085e-05
Position 4678: 1.9420263088331018e-05
Position 41: 1.8167353410286283e-05
Position 2359: 1.6128312256542687e-05
Position 2474: 1.3192286794473139e-05
Position 2083: 1.3026116180030267e-05
Position 2386: 1.0812653257933086e-05
Position 379: 7.350617246806474e-06
Position 634: 7.2811916558359594e-06
Position 259: 6.794939026772348e-06
Position 1171: 5.626144074080886e-06
Position 796: 5.611389625453862e-06
Position 2614: 5.178803306387687e-06
Position 607: 4.294760002884268e-06
Position 315: 4.008248805245406e-06
Position 407: 3.925382991003347e-06
Position 2771: 3.656211368768199e-06
Position 712: 3.1938158926452962e-06
Position 1376: 3.1620198638247027e-06
Position 1761: 3.0011900599793266e-06
Position 1116: 2.9362344864549146e-06
Position 1112: 2.7170671947926738e-06
Position 1888: 2.455483621744151e-06
Position 639: 1.886975527557604e-06
Position 1287: 1.8047308492599655e-06
Position 412: 1.7185158874506451e-06
Position 1125: 1.6683656783726913e-06
Position 900: 1.6418519753379063e-06
Position 410: 1.223987664406376e-06
Position 291: 1.1631629142117249e-06
Position 367: 1.1445181072617649e-06
Position 318: 9.637475841958582e-07
Position 1809: 8.822942240023875e-07
Position 125: 7.800240245442945e-07
Position 2064: 7.502626352876204e-07
Position 1102: 5.832124461906746e-07
Position 2431: 5.248654831068169e-07
Position 906: 5.236242729482254e-07
Position 1091: 4.894913343344133e-07
Position 2494: 3.665315200425992e-07
Position 1803: 2.671588475522162e-07
Position 2024: 2.0012682783598614e-07
Position 1816: 1.9134989567985243e-07
Position 132: 5.130173881600127e-08
Position 404: 3.108853190190848e-08
Position 497: 2.5462888518617526e-08
Position 593: 1.1374751946067102e-08
Position 1765: 1.1276754231336292e-08
Position 1706: 1.1265266658009137e-08
Position 1947: 1.0493483738487541e-08
Position 622: 9.303827781500033e-09
Position 632: 6.485813404009359e-09
Position 1772: 5.293298515500934e-09
Position 1992: 4.4213372813087195e-09
Position 172: 3.916935798204216e-09
Position 396: 3.0199892673069277e-09
Position 4450: 2.488052082388767e-09
Position 644: 2.3222159247400252e-09
Position 510: 1.557346045702067e-09
Position 595: 1.0820171661027038e-09
Position 178: 4.884356603023506e-10
Position 151: 6.395238977618507e-11
Position 176: 3.537443983358008e-11
Position 437: 3.126877224637359e-12
Position 49: 1.3613266871638512e-12
Position 213: 7.343285515155542e-14
Position 2178: 5.0688908520423187e-14
Position 936: 3.357820466529107e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1764: 0.9915569122425659
Position 4363: 0.9914040919654047
Position 185: 0.9877014977975225
Position 4523: 0.8772961806686848
Position 1548: 0.4735546334652103
Position 3897: 0.42903970919948037
Position 2565: 0.4012878482584759
Position 3739: 0.3342265608122431
Position 1530: 0.10906447724910784
Position 2632: 0.10476208689240858
Position 1965: 0.08240520984546286
Position 2223: 0.08237366401320553
Position 4540: 0.05325623941928219
Position 4563: 0.039290470449605736
Position 3297: 0.03651042905718764
Position 3722: 0.03426327213668804
Position 1631: 0.03332180945277231
Position 1590: 0.031185135977394033
Position 3775: 0.025749976152438916
Position 1947: 0.024433163645343984
Position 3652: 0.02298444241751424
Position 3051: 0.01797336271573535
Position 1464: 0.0179684105264868
Position 3841: 0.01783627025041577
Position 1497: 0.017818804939110998
Position 2985: 0.017564702271318147
Position 310: 0.015831599939513073
Position 3760: 0.013076902819755841
Position 2511: 0.012031276563197666
Position 2595: 0.0109263652498826
Position 2527: 0.00919739169938496
Position 2713: 0.009130893616245474
Position 2939: 0.008274649557682978
Position 483: 0.008185789835661492
Position 1921: 0.008009655912160001
Position 1985: 0.00767417217252009
Position 3719: 0.006924457881707559
Position 722: 0.006914274408493409
Position 3976: 0.006295427074995448
