Gene = TAMM41
index = 1375
Annotated 5SS: [  271  2744  7551 17059 29581 37256 38940]
Annotated 3SS: [ 2560  7457 16907 29434 37089 38876 56190]
SMsplice 5SS: [  271  2744  7551 17059 20055 29581 37256 38940]
SMsplice 3SS: [ 2560  7457 16907 19966 29434 37089 38876 56190]
top_k =  1000
Partition function (log Z): -0.8538582590392325

Sorted 5' Splice Sites (High to Low Probability):
Position 20055: 0.9999967614295531
Position 7551: 0.9998089282983142
Position 37256: 0.9967517524045246
Position 17059: 0.9934520095553665
Position 271: 0.9787410370394856
Position 2744: 0.9605101167428194
Position 38940: 0.8548027613889019
Position 29581: 0.8118597973156864
Position 39744: 0.5936013522096752
Position 38438: 0.4685104197207734
Position 17946: 0.3981324471050833
Position 16544: 0.3741556063877248
Position 1074: 0.3549623558136634
Position 18530: 0.2291822839342462
Position 37434: 0.19339056369878824
Position 7353: 0.1743688832927286
Position 39987: 0.16517412822450742
Position 39544: 0.15305135676493453
Position 3732: 0.11661128358146282
Position 19723: 0.11236352827557808
Position 2024: 0.10882731481365568
Position 39083: 0.10858114513114368
Position 13770: 0.1015402774203019
Position 39358: 0.09173751676871371
Position 17518: 0.08225085298611542
Position 18572: 0.07436216025325436
Position 18551: 0.06892052172662314
Position 40893: 0.06373631689090302
Position 14571: 0.05709111090144545
Position 18991: 0.044291617727949414
Position 39539: 0.043166496587148814
Position 18555: 0.04208412237427263
Position 42435: 0.039894096114941956
Position 2739: 0.0378274216178279
Position 16362: 0.03457912960170723
Position 8095: 0.03291629219732356
Position 18921: 0.030179822918447147
Position 1882: 0.027550319654594407
Position 39463: 0.026832087149043966
Position 14422: 0.026716012863972856
Position 11613: 0.02597049215743923
Position 706: 0.025659550243127747
Position 15374: 0.023415343638623944
Position 3530: 0.02272421005107923
Position 38317: 0.020878091265181007
Position 5531: 0.01806505264948469
Position 19430: 0.01778422851950905
Position 473: 0.015311134683932198
Position 39427: 0.01354049236334101
Position 15679: 0.013466782952277094
Position 14982: 0.01341123757958599
Position 13570: 0.013318672627337672
Position 19233: 0.013255081126304444
Position 4754: 0.012513203809232354
Position 18894: 0.012484853447128304
Position 15426: 0.012470160073631265
Position 42381: 0.010849584023460184
Position 13331: 0.010671948444329676
Position 38470: 0.010263950679897313
Position 5297: 0.010180664845446481
Position 16011: 0.009128740987444952
Position 16051: 0.008970774594181082
Position 16583: 0.008836488260055272
Position 5657: 0.0076254595223812305
Position 13555: 0.007403471875795139
Position 13335: 0.006954486709451113
Position 39078: 0.006900736784852631
Position 13192: 0.006563280837226551
Position 15580: 0.006418210085053655
Position 10700: 0.0058511921397134065
Position 16029: 0.005717453247906996
Position 559: 0.0054959343665511315
Position 1785: 0.005479197144990046
Position 19014: 0.005416816877726543
Position 821: 0.005072520078427682
Position 3254: 0.004545764476298987
Position 9742: 0.004510946656128425
Position 3863: 0.0042728942715179585
Position 2480: 0.004197492937042997
Position 37758: 0.003931165794473031
Position 9477: 0.00391191958976766
Position 3642: 0.0038944609261653135
Position 17463: 0.003708522092980403
Position 9607: 0.0032411270142979564
Position 37442: 0.0032381334909984366
Position 14425: 0.003234592190562907
Position 39127: 0.003051042388278947
Position 3665: 0.002828115968265902
Position 4777: 0.0027354001852983993
Position 16530: 0.002719759637976384
Position 17263: 0.002675536503401042
Position 19025: 0.0026257273521229857
Position 5335: 0.0026252196093361152
Position 18521: 0.002412099340188306
Position 38098: 0.0022617760287385034
Position 4024: 0.0022217189776405433
Position 3005: 0.0020951091214367716
Position 13308: 0.0019476893158520776
Position 5287: 0.001942719723599712
Position 45373: 0.0018858087928835224
Position 19387: 0.001813338479573686
Position 897: 0.0017710801391299326
Position 3567: 0.0017440951686345046
Position 5576: 0.0016676941090884654
Position 848: 0.001658437552120028
Position 8390: 0.001568503333536198
Position 14083: 0.0015435017811525045
Position 17511: 0.0013864405703519806
Position 37246: 0.0013843610473594915
Position 2892: 0.0012992798371345064
Position 5178: 0.0012942874003382568
Position 4327: 0.0011783230682030268
Position 496: 0.0011752426828917316
Position 4918: 0.0011086640831412743
Position 2012: 0.0010955364311952002
Position 3013: 0.001038323187488251
Position 1394: 0.0010362904286171557
Position 11647: 0.0009977846099913379
Position 1172: 0.0009415393538121131
Position 2879: 0.000896791673284939
Position 6932: 0.0008934806971920069
Position 17611: 0.0008276939991552823
Position 3298: 0.0007924292471069999
Position 4028: 0.0007366138854645845
Position 1800: 0.0007240520484114993
Position 5441: 0.0006703681248607996
Position 1916: 0.0006654570288309718
Position 3963: 0.0006468479239628706
Position 2016: 0.0006363882761208495
Position 257: 0.0006043051716040507
Position 753: 0.0005868091741465418
Position 162: 0.0005823201657664483
Position 852: 0.0005376462273268454
Position 5301: 0.0004917088934935682
Position 5491: 0.0004789361239793924
Position 14180: 0.0004738917544008702
Position 2314: 0.0004627644688934781
Position 38959: 0.00044721373125614425
Position 951: 0.0004404395721030938
Position 6464: 0.0004206030049506323
Position 1886: 0.00036699910168114643
Position 18782: 0.000366578994095347
Position 237: 0.00033901340366673165
Position 17660: 0.00032646754988661263
Position 8964: 0.00032536910796427245
Position 17972: 0.00030409619552443167
Position 661: 0.00029756677748524153
Position 70: 0.00025112053104742833
Position 957: 0.00023883203111945068
Position 18189: 0.0002374821202334057
Position 1354: 0.00022984775035499985
Position 2188: 0.000195501529668274
Position 8306: 0.00017464944880764418
Position 13203: 0.00016904292204518526
Position 7574: 0.00016555777972839078
Position 832: 0.00014748491452027502
Position 12315: 0.00014599070721393144
Position 18173: 0.00014255190165602584
Position 13865: 0.00013400619298319316
Position 2477: 0.00013294985678599536
Position 13418: 0.00013271002492916097
Position 1760: 0.0001261642898905551
Position 447: 0.00012371235899064168
Position 477: 0.0001196168421135969
Position 2080: 0.00011406406387053509
Position 1910: 0.00011067949080821406
Position 72: 0.00010107301054375117
Position 166: 8.857601466310606e-05
Position 996: 8.65474453712723e-05
Position 1772: 7.751311949435431e-05
Position 8109: 7.392422954553425e-05
Position 11175: 5.8436365939128115e-05
Position 379: 5.650392072034311e-05
Position 13448: 5.580828602037888e-05
Position 235: 4.373361549889726e-05
Position 8091: 4.310820873533462e-05
Position 727: 4.307406272746636e-05
