Gene = RP11-484M3.5
index = 1173
Annotated 5SS: [213]
Annotated 3SS: [40399]
SMsplice 5SS: [  213 30979 39436]
SMsplice 3SS: [30814 39303 40399]
top_k =  1000
Partition function (log Z): -22.32505691244576

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.5560747689738155
Position 611: 0.5036540876266734
Position 3996: 0.4327050820816247
Position 949: 0.42307030552692576
Position 3912: 0.36586130040086484
Position 8924: 0.26788751131517824
Position 3751: 0.19399050773326748
Position 343: 0.1910316868890026
Position 8302: 0.14928337856851207
Position 1620: 0.12432732360735371
Position 3121: 0.02750072494167485
Position 1613: 0.02140893376148321
Position 6649: 0.019021781287476044
Position 3762: 0.01787869524964167
Position 7758: 0.013766751598480014
Position 630: 0.013050212697975823
Position 9662: 0.012187536124203174
Position 6128: 0.0111025847543216
Position 1143: 0.009139324211276017
Position 993: 0.008481314346389534
Position 201: 0.0056358487208415286
Position 287: 0.0052467131306571215
Position 2138: 0.004806494731299421
Position 4631: 0.004573552242666185
Position 7810: 0.004467098689602882
Position 730: 0.004289894072477694
Position 10981: 0.004236558486480023
Position 10870: 0.003664012929242119
Position 10976: 0.003421350277896764
Position 103: 0.0029989852811379966
Position 3004: 0.0022229132731942046
Position 9317: 0.0019770411793940245
Position 4906: 0.00171059398814746
Position 2026: 0.001593250561420338
Position 9036: 0.0014695434271448243
Position 3441: 0.0008936876248057222
Position 5952: 0.0007341815859351376
Position 4694: 0.0007206078223266606
Position 4325: 0.0007094244613610427
Position 3176: 0.0006569956088254823
Position 3526: 0.0006231699569888646
Position 2265: 0.0005753283945683484
Position 275: 0.000385535239463693
Position 2756: 0.00028542173194170544
Position 12: 0.00026474369716344444
Position 670: 0.0002598022512606105
Position 582: 0.0001683449628740423
Position 765: 8.852204522063739e-05
Position 217: 8.221064496474382e-05
Position 4023: 6.782320928017548e-05
Position 84: 6.72200563527824e-05
Position 337: 4.752487237784672e-05
Position 784: 4.4162266021617334e-05
Position 3666: 4.2289504818259976e-05
Position 475: 3.2992804436237775e-05
Position 687: 3.109534792767968e-05
Position 347: 2.1668229523132227e-05
Position 708: 1.8696674406312186e-05
Position 591: 1.3755701632097768e-05
Position 685: 1.3202508467645658e-05
Position 349: 1.004423136259974e-05
Position 1147: 7.805723623031717e-06
Position 36: 6.510171922575285e-06
Position 867: 4.410734546403802e-06
Position 1609: 3.040583222024338e-06
Position 1624: 1.9149545676241777e-06
Position 508: 1.5297969345179073e-06
Position 498: 1.3568012761984819e-06
Position 1630: 1.29435044718983e-06
Position 570: 1.2485543654620657e-06
Position 4000: 1.0092625793736e-06
Position 1684: 7.484105706936868e-07
Position 340: 6.837179657111344e-07
Position 481: 6.828073828198426e-07
Position 4035: 6.511848858519086e-07
Position 3956: 5.371127406485619e-07
Position 178: 5.106451739459618e-07
Position 3984: 3.2266437845206874e-07
Position 553: 2.7938251843658877e-07
Position 306: 1.689444996908643e-07
Position 901: 2.3408349549608657e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12517: 0.6925264337257137
Position 3851: 0.40973975323030504
Position 3848: 0.3526705959425871
Position 536: 0.29007285168484015
Position 804: 0.22639869673087032
Position 8737: 0.2094736606560564
Position 8146: 0.15956934126127348
Position 3544: 0.1452545855397478
Position 10677: 0.12194100406595082
Position 1505: 0.09996246683021844
Position 8844: 0.07537609411014674
Position 817: 0.04463471099669169
Position 3813: 0.038669550386340436
Position 424: 0.03796900802353774
Position 3574: 0.037755813603695725
Position 880: 0.035831763742313255
Position 365: 0.030085716098905584
Position 7656: 0.029209396721247623
Position 713: 0.02104329708183212
Position 3026: 0.019306382055780127
Position 13531: 0.01780850970778799
Position 9566: 0.017393799915809794
Position 4111: 0.015984252887988513
Position 13939: 0.015210779383700399
Position 6533: 0.014862935210670733
Position 1462: 0.013289751106587788
Position 863: 0.011766234024772265
Position 10567: 0.011275934452668383
Position 3604: 0.011101697073898098
Position 10745: 0.010676001066909371
Position 3370: 0.010630210738407924
Position 13586: 0.00924685397061968
Position 5747: 0.008639159787878535
Position 5842: 0.007046750977249544
Position 7887: 0.006968092624968501
Position 1970: 0.00666473783726518
Position 755: 0.006626632549835944
Position 8230: 0.006589460068057203
Position 2994: 0.006319039094033264
Position 10697: 0.0063186388387155845
Position 1586: 0.005845180735313834
Position 508: 0.005425607790172173
Position 1420: 0.004895391764785515
Position 729: 0.004592043061270705
Position 9122: 0.004531863228034339
Position 13850: 0.004504050394493773
Position 1367: 0.004355978358883408
