Gene = ARHGEF39
index = 95
Annotated 5SS: [ 256  532  916 1280 1966 2342 2776 3109]
Annotated 3SS: [ 436  794 1160 1894 2212 2545 3019 3284]
SMsplice 5SS: [ 256  532  916 1280 3109]
SMsplice 3SS: [ 436  794 1160 2864 3284]
top_k =  1000
Partition function (log Z): 2.286427018130088

Sorted 5' Splice Sites (High to Low Probability):
Position 532: 0.991043239790752
Position 256: 0.8997194407491409
Position 1280: 0.8890178516630345
Position 916: 0.8744670304480887
Position 3109: 0.8398809688262222
Position 1966: 0.5481127568131101
Position 2342: 0.4026107013119246
Position 3575: 0.2882616779395375
Position 2776: 0.28090247567809706
Position 2048: 0.1600365137521875
Position 1027: 0.14299027997822766
Position 2762: 0.047024299602361506
Position 2194: 0.04333045989218392
Position 327: 0.03771571363279597
Position 2189: 0.025170939122530604
Position 323: 0.022606717036836987
Position 3412: 0.0158743731464501
Position 137: 0.008304489327288424
Position 247: 0.007536269340061085
Position 2574: 0.006419062609758288
Position 1970: 0.005072518250409831
Position 1895: 0.00502855566503682
Position 4336: 0.004905855543239876
Position 1193: 0.003788139081806625
Position 4681: 0.0037494407714484712
Position 302: 0.0033855880910155503
Position 5194: 0.002268430115241701
Position 341: 0.0022207797252280226
Position 897: 0.0021422296131037733
Position 1498: 0.0020132793369053836
Position 1808: 0.0020095430491923177
Position 5617: 0.001693829172079414
Position 1933: 0.001576600684820898
Position 698: 0.0012492637141269711
Position 2787: 0.0009296408945875522
Position 2231: 0.0008262868025524491
Position 3082: 0.000762230564739717
Position 1322: 0.0006494448906305308
Position 3579: 0.0005355341438107769
Position 151: 0.0005160701085189613
Position 2780: 0.0004717701328531248
Position 5081: 0.0004648440365062845
Position 60: 0.0004210667717146922
Position 2180: 0.0004184573819912735
Position 1814: 0.0004172076460720645
Position 1450: 0.00028196935854415164
Position 1183: 0.0002746749357878367
Position 1421: 0.0002727496558492967
Position 144: 0.0002512637815799187
Position 2012: 0.0001984154766275452
Position 2177: 0.00017905541143593896
Position 4054: 0.00017471927497782278
Position 613: 0.00015731516910322553
Position 1730: 0.00015701521931394362
Position 312: 0.00015502074365782937
Position 3005: 0.0001475932626217709
