Gene = EFCAB9
index = 486
Annotated 5SS: [ 137 5360 6571]
Annotated 3SS: [5210 6393 9041]
SMsplice 5SS: [ 137 5360]
SMsplice 3SS: [5210 6291]
top_k =  1000
Partition function (log Z): -8.926162859729148

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.9157167272515431
Position 719: 0.5171537345807542
Position 1475: 0.3827325253742212
Position 6571: 0.18832792735000334
Position 2103: 0.14601634701643026
Position 3525: 0.09487092341467586
Position 6563: 0.043063446725065666
Position 5364: 0.03752371651342278
Position 1444: 0.030998490902830765
Position 1183: 0.030901743274735743
Position 2545: 0.02977615097458642
Position 811: 0.014023158506643103
Position 463: 0.012503687442859119
Position 5336: 0.01146626219819255
Position 1595: 0.010480880390779842
Position 67: 0.008632112071005003
Position 192: 0.008510190199184121
Position 964: 0.006435048125478591
Position 6127: 0.005904552389737522
Position 141: 0.004993870934398736
Position 664: 0.004364819045733564
Position 3565: 0.003681778613618476
Position 2482: 0.003431690957291771
Position 4587: 0.002372228376726472
Position 6417: 0.0021998136866549453
Position 1187: 0.002168897654129252
Position 1531: 0.00212415910521108
Position 410: 0.0020618290018491864
Position 2129: 0.0018925758012612523
Position 30: 0.0017763719818151451
Position 5740: 0.001752411363272437
Position 2549: 0.0016430828945119952
Position 3638: 0.001312059942058173
Position 2635: 0.001289211269240452
Position 2146: 0.001074797559807455
Position 2881: 0.0009564904748238776
Position 7830: 0.0009019576770608432
Position 371: 0.0008822602271058899
Position 1134: 0.0008384470896748771
Position 76: 0.0008003695988677132
Position 5635: 0.0006346162996109705
Position 507: 0.0006190852618077778
Position 1580: 0.00060867725964511
Position 528: 0.0004984817427266981
Position 166: 0.0004028278858243222
Position 5041: 0.000325399687837433
Position 2440: 0.00031678828434599914
Position 776: 0.0003091449069426136
Position 6495: 0.0002778017144665359
Position 4006: 0.00022689190389823478
Position 323: 0.00018291362179102252
Position 532: 0.00015156219841759485
Position 490: 0.00014602784429652057
Position 1351: 0.0001385336970749298
Position 279: 0.00013598796719650703
Position 5060: 0.0001342627370356656
Position 155: 0.00011794435619965806
Position 3382: 7.404523202928443e-05
Position 224: 6.148518439208985e-05
Position 3837: 6.133808409082125e-05
Position 599: 5.333383170163022e-05
Position 697: 5.237118715969436e-05
Position 669: 4.921604350492563e-05
Position 1106: 3.7798519868972245e-05
Position 631: 3.582395128792341e-05
Position 970: 3.1709754365145665e-05
Position 505: 2.7713454356689334e-05
Position 841: 2.1738103250618254e-05
Position 178: 2.1183872365716066e-05
Position 1464: 1.2074210101334974e-05
Position 917: 1.0946038865015373e-05
Position 442: 1.011340140084557e-05
Position 1408: 9.40338094703426e-06
Position 355: 7.993265089785751e-06
Position 1550: 6.482124068970136e-06
Position 1727: 6.131000183249685e-06
Position 1733: 5.915102107059266e-06
Position 228: 5.707229284275818e-06
Position 1518: 5.207288709964943e-06
Position 1499: 5.0906742096963985e-06
Position 828: 4.6460608847223085e-06
Position 190: 1.9560754041918275e-06
Position 112: 1.8582187118870712e-06
Position 373: 1.5760047663965687e-06
Position 429: 1.0618877266103517e-06
Position 27: 9.89574548927876e-07
Position 401: 3.7545936413075735e-07
Position 21: 1.912235198452833e-07
Position 569: 2.859380533913468e-09
Position 551: 1.679969329562125e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6291: 0.5409300602284118
Position 551: 0.47945616180245065
Position 2058: 0.3996499806301016
Position 1275: 0.33651803856840756
Position 9056: 0.13570638172259816
Position 1324: 0.07270739858225717
Position 5210: 0.056223977837376767
Position 3396: 0.04940305902908584
Position 9098: 0.04913966133679818
Position 3446: 0.03086545694899266
Position 7920: 0.029893945653639474
Position 9041: 0.02739198540497415
Position 6562: 0.025777185031331477
Position 6393: 0.025656436036065166
Position 1116: 0.01923752478078289
Position 5004: 0.018128329886335212
Position 248: 0.01580202548185152
Position 3503: 0.013592251065442939
Position 2234: 0.01189791951400646
Position 5257: 0.010431979645423684
Position 7509: 0.010082161450653517
Position 5503: 0.009943206988128221
Position 6525: 0.008971839286198154
Position 1464: 0.008552637780894
Position 7798: 0.008371721011367012
Position 6299: 0.007924607436674839
Position 6648: 0.007567200688220812
Position 4381: 0.007283581646820247
Position 3743: 0.007254148855868502
Position 3271: 0.0072481170990622845
Position 8857: 0.006827977651400821
Position 1505: 0.00607392934605405
Position 6460: 0.005996864127079154
Position 5631: 0.005913373231042645
Position 5785: 0.005797132745536858
Position 1165: 0.005375840947468152
Position 413: 0.00430312679975566
Position 6812: 0.003803960130856315
Position 599: 0.0036268615539733675
Position 716: 0.0035624202107254342
Position 4465: 0.003454971063942964
Position 3537: 0.003029937110847706
Position 1397: 0.002707108341702783
Position 899: 0.002580945975976368
Position 4009: 0.002288370104755655
Position 1048: 0.0019420386458443904
Position 3850: 0.001915509759494021
Position 8581: 0.0018154239272010868
Position 2439: 0.0017198568696306323
Position 272: 0.0016640246189699875
Position 2011: 0.0014879517519148986
Position 2155: 0.0013570777190539444
Position 557: 0.0013242138289725983
Position 1215: 0.0013163763802355132
Position 5106: 0.0012718150161812772
Position 3719: 0.0012098055280537422
Position 4914: 0.0012086578363059543
Position 1105: 0.0010924251195897675
Position 6784: 0.0010368382551886584
Position 2467: 0.0010338040503540397
Position 3927: 0.0010102203112441449
Position 2726: 0.0009952060004025868
Position 2980: 0.0009741659917032945
Position 1361: 0.0009537273712261688
Position 3881: 0.0009403448378064652
Position 6213: 0.0009342440397659419
Position 924: 0.0009096554618862494
Position 2388: 0.0008910835214112614
Position 1289: 0.0008454497001810084
Position 2205: 0.0008336579040748382
Position 2414: 0.0008259757352694706
Position 2259: 0.0007829687866333281
Position 2385: 0.000779681406643901
Position 490: 0.0007670833694336641
Position 1427: 0.0007428591277802302
Position 1277: 0.0007351233784856511
Position 2481: 0.0007016652667494106
Position 5515: 0.0006330744945596519
Position 2959: 0.000614882144677577
Position 462: 0.0006138915849573825
Position 6955: 0.0004499166458090427
Position 604: 0.0004440139498369494
Position 1042: 0.00040778362116196626
Position 2332: 0.0004018148798142958
Position 624: 0.0003828430131583079
Position 5576: 0.0003748971648784495
Position 890: 0.0003730566496852467
Position 532: 0.00035928973926306656
Position 875: 0.00035864095580888193
Position 415: 0.0003401681734760393
Position 321: 0.00028720741194781087
Position 2008: 0.00026566276367299247
Position 581: 0.00026375248973756606
Position 5263: 0.0002617443719288499
Position 1084: 0.00025137650562077527
Position 5531: 0.0002486598817481515
Position 2692: 0.00019461452576653306
Position 4091: 0.00019453627054674647
Position 5359: 0.00018873400467682623
Position 860: 0.0001776638196631301
Position 1624: 0.00016140049843963616
Position 1069: 0.00015693822617834555
Position 1680: 0.00014959347366288607
Position 562: 0.00014717696936522768
Position 4783: 0.00014334090669963697
Position 815: 0.00014265202200726976
Position 697: 0.00013454682011351498
Position 4088: 0.00011812716513702911
Position 1471: 0.00011340618939101419
Position 1329: 0.00010736950954377448
Position 3961: 9.303537672536968e-05
Position 2072: 9.066190950329182e-05
Position 228: 6.372342808481518e-05
Position 945: 6.344997425456779e-05
Position 346: 5.394164340687193e-05
Position 1249: 5.270834123056822e-05
Position 1087: 5.270571492692894e-05
Position 1126: 4.582775362308916e-05
Position 751: 4.414203414351445e-05
Position 437: 4.048472050241308e-05
Position 903: 4.014140260625968e-05
Position 2335: 3.7077451140367086e-05
Position 792: 2.395952573513437e-05
Position 1436: 2.2123130977481205e-05
Position 3170: 2.0510809545822557e-05
