Gene = PXK
index = 1103
Annotated 5SS: [  211 33045 36599 49821 57780 58341 58968 62223 62880 64321 64843 66498
 71031 76122 76739 77280 80084]
Annotated 3SS: [32993 36550 49633 57701 58266 58892 62117 62777 64158 64724 66418 70981
 76043 76651 77209 80020 91871]
SMsplice 5SS: [  211  2573  8356 33045 36599 45185 49888 58341 59084 62223 62880 64321
 64843 71031 76122 76739 77280]
SMsplice 3SS: [ 2476  8242 32993 36550 45028 49633 58266 58996 62117 62777 64158 64724
 70981 76043 76651 77209 91871]
top_k =  1000
Partition function (log Z): -44.19909326679645

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9869481510649175
Position 2573: 0.9693564942779648
Position 8356: 0.7449600060071272
Position 3752: 0.09981576196500505
Position 745: 0.06093267893587063
Position 712: 0.04772249109270937
Position 3490: 0.04606612650682232
Position 3705: 0.04575843000767788
Position 2275: 0.042779458385007976
Position 1612: 0.042631251656263046
Position 10321: 0.019158252213142282
Position 8157: 0.015275292324958157
Position 1311: 0.013923305241881795
Position 2558: 0.013320178348009843
Position 1960: 0.011547613167117924
Position 13139: 0.010504283976959888
Position 9451: 0.00911082813399855
Position 2265: 0.007821367294025959
Position 2637: 0.0055560761839531115
Position 808: 0.005321773643758033
Position 160: 0.00214212820122073
Position 1110: 0.0018038696429882144
Position 9614: 0.0016565201295843644
Position 142: 0.0016121123691855675
Position 1103: 0.001469734315216357
Position 1392: 0.001167354163637187
Position 10742: 0.0010505308158488156
Position 5281: 0.0010485180228713305
Position 1468: 0.001043724749738918
Position 324: 0.0010411932242630263
Position 2332: 0.0009741147578175342
Position 2847: 0.0007444173058337646
Position 5079: 0.0006086565308444818
Position 2049: 0.0005341906073501837
Position 2410: 0.0004687934048158175
Position 2043: 0.0004268157840294106
Position 611: 0.00035895701161757563
Position 3494: 0.0003408150652671496
Position 1144: 0.00030759333207995
Position 776: 0.0002994298512497302
Position 2259: 0.00025106522417986724
Position 810: 0.0002330857155759687
Position 370: 0.0001935235614660886
Position 799: 0.00016842133029191595
Position 2021: 0.00015918179609888386
Position 725: 0.00011952690311802774
Position 1332: 0.000107772830835877
Position 818: 0.00010682446547794443
Position 1358: 0.00010286661494621499
Position 1134: 0.00010083056586213911
Position 2351: 9.791716420071817e-05
Position 1528: 9.739320523299823e-05
Position 1966: 8.584774447104128e-05
Position 1197: 8.490421423550698e-05
Position 656: 7.905201563792042e-05
Position 6277: 7.537212530457276e-05
Position 2009: 7.341531915935208e-05
Position 912: 5.1862234008261254e-05
Position 851: 5.1462008487940856e-05
Position 1568: 5.010667911134507e-05
Position 635: 4.9823827974471015e-05
Position 364: 4.9489165058074766e-05
Position 903: 4.5683009093003026e-05
Position 488: 4.539524961960069e-05
Position 641: 4.4677576719878226e-05
Position 763: 4.065758685498544e-05
Position 2139: 4.022070555781972e-05
Position 1789: 3.989516575289339e-05
Position 1952: 3.9690560281456695e-05
Position 1439: 2.4036817673816115e-05
Position 2407: 2.0128139684447614e-05
Position 1180: 1.4181673864850512e-05
Position 927: 1.0541869124831775e-05
Position 1303: 9.413188217592026e-06
Position 4073: 8.419075408336401e-07
Position 297: 4.796708821536351e-07
Position 4801: 4.767978495620809e-07
Position 1084: 3.9226607098473387e-07
Position 896: 3.9088978689387736e-07
Position 64: 3.605912949582201e-07
Position 240: 3.5895182851884795e-07
Position 449: 2.506700696852524e-07
Position 2621: 2.5051531510157444e-07
Position 773: 2.445003641287065e-07
Position 949: 2.270899956585515e-07
Position 841: 9.89002006985806e-08
Position 28: 6.084484927552936e-08
Position 883: 4.992536249356245e-08
Position 1139: 4.548053251979047e-08
Position 2872: 3.512468883481289e-08
Position 201: 2.2509558781832575e-08
Position 12: 2.0832278408968855e-08
Position 349: 1.9564612312084358e-08
Position 51: 1.7774920994463475e-08
Position 675: 1.504436966484892e-08
Position 696: 1.3854596531953656e-08
Position 300: 3.2219218454558508e-09
Position 866: 2.8140509164287153e-09
Position 677: 2.501547034806791e-09
Position 10: 2.332034118627779e-09
Position 737: 2.3167214102551498e-09
Position 788: 2.017230325233954e-09
Position 101: 1.1661578592120036e-09
Position 658: 2.794643408874994e-10
Position 3891: 2.776721928416894e-10
