Gene = CENPK
index = 344
Annotated 5SS: [   71  1672  8372 10676 11605 20367 34052 34250 34717 41694]
Annotated 3SS: [ 1603  8221 10618 11531 20319 33968 34150 34589 41639 44534]
SMsplice 5SS: [   71  4509  8372 10708 11605 20367 34052 34250 34717]
SMsplice 3SS: [ 4388  8221 10507 11531 20319 33968 34150 34589 35758]
top_k =  1000
Partition function (log Z): -10.17925078043347

Sorted 5' Splice Sites (High to Low Probability):
Position 4509: 0.9797327457527463
Position 8372: 0.9673425508423835
Position 11605: 0.9501246296778906
Position 71: 0.9124933630912804
Position 20367: 0.7977284902940456
Position 6153: 0.6481938811093897
Position 10708: 0.6199939051142742
Position 1706: 0.3441347690816454
Position 366: 0.3093133531074799
Position 18569: 0.30299213056465935
Position 16571: 0.2925246272855961
Position 11176: 0.25311260323595336
Position 18105: 0.24861207015452114
Position 14127: 0.226664863707255
Position 1975: 0.22283513219444492
Position 548: 0.1828743316661476
Position 10676: 0.1809057072243517
Position 24617: 0.1773316976487414
Position 6956: 0.16417397260845876
Position 6958: 0.11983261438032909
Position 7191: 0.09832383161440313
Position 12063: 0.0983096292005921
Position 29712: 0.08533646218231836
Position 5870: 0.06824694806435155
Position 14279: 0.05513786984363282
Position 2858: 0.054721484334263236
Position 1866: 0.05144101268007916
Position 14542: 0.050098207707715926
Position 14865: 0.04622158630014471
Position 8170: 0.04330900371223142
Position 26666: 0.04094131977896083
Position 11133: 0.028986538077900068
Position 1672: 0.028661883825780287
Position 11884: 0.02859566097018258
Position 18140: 0.02798861900198045
Position 5686: 0.026752673133703008
Position 10075: 0.01993966548667834
Position 2814: 0.018499509875356163
Position 9962: 0.018463001732592924
Position 2559: 0.017297296100605236
Position 11413: 0.014064508980427739
Position 2807: 0.013350642259886362
Position 18087: 0.012556377571082826
Position 9457: 0.011569193585563905
Position 2831: 0.010268280884683416
Position 15304: 0.009256261183415356
Position 8723: 0.008798381039546955
Position 11097: 0.008125690561067956
Position 12044: 0.007999664660311202
Position 6276: 0.007673342835889102
Position 9184: 0.007532600922403566
Position 16036: 0.007116717338721742
Position 9399: 0.006164153445803569
Position 10543: 0.005311327127578231
Position 1068: 0.005309767712645042
Position 133: 0.005096082842933703
Position 11237: 0.004967958523509892
Position 15272: 0.0040834750757022505
Position 468: 0.00392470722408144
Position 3450: 0.0038368081606071263
Position 3167: 0.003761001656967434
Position 6280: 0.0035620300907746177
Position 262: 0.0035570974897613157
Position 14193: 0.0035480412420709436
Position 15076: 0.003338793250527534
Position 16497: 0.0029259816034354676
Position 9453: 0.0027412379525186973
Position 10004: 0.0027008918390304328
Position 19625: 0.002635447911517861
Position 13486: 0.0025738991198713166
Position 363: 0.002515324478756575
Position 4072: 0.002436710873427369
Position 4818: 0.002427493020259166
Position 4098: 0.0024147429078557312
Position 1966: 0.0021854869240513198
Position 1870: 0.002178769386061859
Position 12541: 0.001760842186715912
Position 5003: 0.0016797952791230957
Position 12070: 0.0016660727171229626
Position 11055: 0.0013799316609288358
Position 2264: 0.0012786903928001664
Position 5559: 0.0012394858649285002
Position 9344: 0.0011395790742576993
Position 14318: 0.0010530876058736888
Position 753: 0.0009681268296111123
Position 2689: 0.0008735461745010026
Position 1019: 0.0008725260324356063
Position 11031: 0.000711307196305193
Position 15345: 0.0006479123950572671
Position 24144: 0.0006246718120012701
Position 9500: 0.000600412963384277
Position 91: 0.0005922653853178199
Position 1324: 0.0005891729611722051
Position 1328: 0.0005797136005496042
Position 1819: 0.0005281916775077551
Position 6437: 0.0004269260302185797
Position 1551: 0.0004017064675800109
Position 1549: 0.00036731275970186414
Position 11996: 0.00036488526087656564
Position 12659: 0.00035235812738408347
Position 1227: 0.00033872274240175646
Position 15901: 0.0003378568083160022
Position 726: 0.000335991652021933
Position 9957: 0.0003146414394793836
Position 6225: 0.0003085222410532187
Position 1521: 0.0002881307076367432
Position 9392: 0.00025918744491608506
Position 103: 0.00024425395504848804
Position 571: 0.0002392063469691394
Position 13609: 0.0002267730718734114
Position 11487: 0.0002139463997674226
Position 6244: 0.00021212618287781544
Position 11749: 0.00019802145505059418
Position 1553: 0.00019411782967502673
Position 1309: 0.00018996539810138004
Position 778: 0.00018663071613729212
Position 1561: 0.00017640733531279186
Position 1559: 0.00017101782528059813
Position 1563: 0.00017098973112761678
Position 1565: 0.00016608658879567557
Position 1557: 0.0001594728035339479
Position 1555: 0.00014721912805794142
Position 6568: 0.00013864991194456649
Position 1604: 0.0001349856293194019
Position 53: 0.00011382370977463002
Position 1536: 0.00011245807144624646
Position 11636: 9.573257984646647e-05
Position 10476: 9.306011692291248e-05
Position 392: 9.179864974884136e-05
Position 10510: 9.161874970464719e-05
Position 627: 8.249907264324355e-05
Position 1504: 8.23879562039457e-05
Position 11553: 7.744104075619573e-05
Position 293: 7.337229863878426e-05
Position 1026: 7.08345327397445e-05
Position 876: 6.576933055756578e-05
Position 65: 6.414228575255703e-05
Position 11761: 4.29637605454605e-05
Position 278: 3.1023850096083165e-05
Position 1173: 2.8638463979008554e-05
Position 1264: 2.724033073546531e-05
Position 9931: 2.5450314179854176e-05
Position 1374: 2.418820212701649e-05
Position 281: 2.354921845794987e-05
Position 2275: 2.3544405444807e-05
Position 445: 2.017986130209883e-05
Position 9832: 1.920474784423766e-05
Position 370: 1.9126436359625008e-05
Position 11670: 1.6374993064745727e-05
Position 187: 1.5758295757964466e-05
Position 1855: 1.0228434733596362e-05
Position 6: 9.723102887130129e-06
Position 1955: 8.1244817207496e-06
Position 1475: 4.49759685259171e-06
Position 1348: 3.8052959433697917e-06
Position 57: 3.689677573081178e-06
Position 9826: 3.0060421041345435e-06
Position 4517: 1.7254075136383266e-06
Position 1262: 1.4644220048083294e-06
Position 382: 9.27728245337598e-07
Position 397: 9.016499805765581e-07
Position 1863: 6.384939107923337e-07
Position 4541: 3.5394038661930346e-07
Position 2056: 1.2562210376579263e-07
Position 124: 1.243301553056886e-07
Position 376: 1.1991148677346992e-07
Position 1727: 7.320171892113717e-08
Position 2013: 6.986687112412019e-08
Position 113: 5.5396794769705956e-08
Position 318: 4.93655162749383e-08
Position 1390: 2.0349026624514997e-08
Position 4883: 1.109014233083258e-08
Position 5005: 9.80506175747305e-09
Position 809: 2.018397577942069e-09
Position 491: 5.923447934076845e-11
Position 686: 5.4617732498921564e-11
Position 192: 3.4780679724685056e-11
Position 523: 2.3467299388594232e-11
Position 612: 2.0354996797152994e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 11531: 0.9394499806200318
Position 20319: 0.8839547630766009
Position 4388: 0.785766017335017
Position 1603: 0.5205656198365006
Position 8221: 0.5064065465630562
Position 10507: 0.41641894195811674
Position 26552: 0.3236771221365421
Position 16406: 0.3187891684822614
Position 18470: 0.312407345013831
Position 6002: 0.29358916276315455
Position 10410: 0.29080144528896107
Position 6080: 0.2618225100108004
Position 14005: 0.25335167906119455
Position 17979: 0.25224127404065966
Position 10983: 0.24187414021493575
Position 8269: 0.20523356872904724
Position 24520: 0.18802301957647957
Position 473: 0.17431255122951744
Position 27435: 0.15066606023384674
Position 29598: 0.13556652565750227
Position 4364: 0.13343625117276928
Position 304: 0.12939208749589978
Position 6862: 0.1259794927025564
Position 8154: 0.11876456668823737
Position 11925: 0.10672515864605026
Position 159: 0.10602835660606792
Position 29825: 0.1045411435623322
Position 7046: 0.09075598434834801
Position 8234: 0.0905111387354161
Position 8090: 0.08573186964281601
Position 6888: 0.07735167634885678
Position 23728: 0.07435864995037826
Position 10618: 0.06574472412345948
Position 1671: 0.06061399354198288
Position 10912: 0.0539959589265476
Position 4199: 0.05338370821592039
Position 18021: 0.049258390434971704
Position 6720: 0.047248190601632455
Position 25524: 0.04316419270740754
Position 14413: 0.04128357339267023
Position 5790: 0.03965708771813341
Position 5955: 0.03819696715951609
Position 31359: 0.037716633505579786
Position 14698: 0.036060552224305174
Position 2602: 0.03273854850465182
Position 9871: 0.0303375305659265
Position 6052: 0.029820483969808638
Position 1824: 0.029186219722702245
Position 6694: 0.02777269623193691
Position 11673: 0.025331147155179774
Position 2651: 0.023143549286619818
Position 14075: 0.023085327738853533
Position 14208: 0.02221910385190377
Position 9325: 0.021449693850553175
Position 5497: 0.021360756250527645
Position 22015: 0.02100450410692668
Position 1495: 0.02078078971224527
Position 1870: 0.019233171736967963
Position 5743: 0.01727787277226763
Position 2713: 0.0171542942496792
Position 6110: 0.01713588945412134
Position 19298: 0.016787680436344647
Position 2744: 0.016234602296052936
Position 25318: 0.015885168547820412
Position 10522: 0.014708945202701612
Position 6039: 0.013804614257539554
Position 11486: 0.013063373056704231
Position 15205: 0.012434518454499856
Position 11350: 0.01116377051547146
Position 14726: 0.010159845392055007
Position 26057: 0.009451699758793088
Position 21286: 0.00825988362306205
Position 10074: 0.008177390017190941
Position 18221: 0.0073817969942099
Position 2134: 0.0072969084178998765
Position 9049: 0.006930363287369764
Position 22601: 0.006712480659383395
Position 10031: 0.00659829552950973
Position 2558: 0.0061444363370412175
Position 11921: 0.0058793171225539655
Position 5453: 0.0055361685154597245
Position 2410: 0.005295967945754463
Position 3983: 0.005141738360900466
Position 15784: 0.005137788236383994
Position 10675: 0.004810989957944406
Position 8499: 0.0047848059684608086
Position 2318: 0.004553590139862092
Position 175: 0.004478181548642459
Position 5601: 0.0042528929557890645
Position 5794: 0.004239280163810076
Position 7978: 0.003978943049216602
Position 4316: 0.003968638892798614
Position 14992: 0.0039203205734201175
Position 11801: 0.0038303878558653896
Position 21871: 0.003821098197429442
Position 21791: 0.0038104100456393597
Position 6746: 0.0037267893092773376
Position 3365: 0.0036449566800172313
Position 4637: 0.003370683628079652
Position 10954: 0.003350576558831867
Position 21731: 0.0031573475578163222
Position 9714: 0.003067767794494925
Position 359: 0.00303847818297489
Position 5965: 0.0029518314131011343
Position 6700: 0.0028362256101525196
Position 10476: 0.002774546990078055
Position 1971: 0.0027621867823585133
Position 10370: 0.002622667366720854
Position 2770: 0.0022879024493230623
Position 15154: 0.0022807850250889006
Position 223: 0.002166844855367422
Position 6999: 0.0021155164783379222
Position 8541: 0.00209366745338806
Position 6061: 0.0019232968788607113
Position 928: 0.001768764877143489
Position 6806: 0.0017287587420049808
Position 3008: 0.0016944261769527155
Position 13436: 0.0016735056064904053
Position 5818: 0.0015555000259211448
Position 21952: 0.001501593431541674
Position 2891: 0.001453150154199432
Position 6626: 0.0014523936811883895
Position 4243: 0.0014184161222461499
Position 15780: 0.0014039826306531617
Position 362: 0.0013760659368253806
Position 966: 0.0013199628111350413
Position 8584: 0.0012614052122202205
Position 9167: 0.0012581330903690853
Position 917: 0.0012129317803240222
Position 7053: 0.0011881008240493685
Position 12307: 0.0010972002432076732
Position 4172: 0.0010723423211743389
Position 11857: 0.0010657710876922832
Position 20897: 0.0010506801872687305
Position 1144: 0.0010274173258455427
Position 842: 0.0010135581240935236
Position 247: 0.0009930218402669428
Position 5400: 0.0009137017067819466
Position 10832: 0.0008628689804569168
Position 11331: 0.000860280323623939
Position 19343: 0.0008134206131109212
Position 9683: 0.0007487132070577143
Position 9876: 0.0007273448932611273
Position 12335: 0.0007245886199299463
Position 15852: 0.0007223661572454106
Position 951: 0.000707196960107673
Position 12489: 0.0007071419862884023
Position 4862: 0.0006751687553045652
Position 17221: 0.0006729081268671646
Position 5546: 0.0006591718444227262
Position 5295: 0.000646585219461742
Position 8641: 0.0006276929153099302
Position 13387: 0.0006242981804474274
Position 2440: 0.000618592708842936
Position 2957: 0.0006066251958876554
Position 13335: 0.0005675358878244163
Position 15993: 0.0005616477465885249
Position 1703: 0.0005277090098322538
Position 428: 0.0005194906001676379
Position 1609: 0.0005151568459440449
Position 16701: 0.0005022678876274535
Position 17696: 0.00047380961173368373
Position 10261: 0.0004601161536500974
Position 608: 0.00043971594507616856
Position 2336: 0.00040594819265847164
Position 11945: 0.00039652003865268585
Position 10862: 0.00038121087513630825
Position 15166: 0.00037429509737398715
Position 4275: 0.0003457611393758703
Position 9120: 0.0003285492886184217
Position 6094: 0.0002743919146126276
Position 18232: 0.00027206087274356716
Position 5461: 0.00024246866418072195
Position 2331: 0.00024104837332409795
Position 5374: 0.00023342033306350706
Position 6328: 0.00021730081299558402
Position 777: 0.00021082445375879063
Position 10765: 0.0002049162329769804
Position 3264: 0.0001918514805898995
Position 5336: 0.00018277421734572786
Position 1082: 0.00018273868622356083
Position 6696: 0.00017459372485013652
Position 1374: 0.00016796960089313293
Position 6403: 0.0001676605457606211
Position 2204: 0.00016616096023820606
Position 13805: 0.0001636345997996531
Position 1180: 0.0001412835478104392
Position 17874: 0.00013357728989411654
Position 1826: 0.00012938199989153274
Position 17935: 0.00012523645625817697
Position 488: 0.00010840680041830089
Position 1252: 9.490959820630183e-05
Position 547: 7.231591840545393e-05
Position 1106: 6.951810683392724e-05
Position 4151: 5.340532172690247e-05
Position 15238: 5.02375189061815e-05
Position 12996: 4.561316104718252e-05
Position 1210: 4.5064602806727265e-05
Position 187: 4.208584125802662e-05
Position 6383: 4.1409249480892985e-05
Position 12093: 4.072592424300564e-05
Position 16841: 4.031039587534378e-05
Position 936: 3.8949170113433495e-05
Position 491: 3.827706728184763e-05
Position 16726: 3.787768988714942e-05
Position 4824: 3.187744404804248e-05
Position 4613: 3.079803891063214e-05
Position 12257: 2.845806101470044e-05
Position 14588: 2.8331013598562943e-05
Position 6265: 2.7362095729559855e-05
Position 14240: 2.5720261940539156e-05
Position 253: 2.445167582905772e-05
Position 7839: 2.128390163135321e-05
Position 1773: 2.038236765211377e-05
Position 13169: 1.9701596531902298e-05
Position 405: 1.8853331862152712e-05
Position 1499: 1.7925302111962558e-05
Position 434: 1.7885245170233635e-05
Position 1682: 1.743421488034826e-05
Position 1218: 1.7306499352803244e-05
Position 805: 1.706943407619058e-05
Position 12638: 1.4973719436920793e-05
Position 718: 1.4840212161842528e-05
Position 2292: 1.4833642373744587e-05
Position 9332: 1.3743975727302866e-05
Position 9287: 1.28627205121771e-05
Position 12717: 1.203311780110048e-05
Position 8652: 1.1194731135088593e-05
Position 249: 1.095149876318871e-05
Position 402: 1.042395464921646e-05
Position 2807: 9.822102967067542e-06
Position 6292: 8.829194722108193e-06
Position 14618: 8.368124738029373e-06
Position 9267: 8.098154825120106e-06
Position 5082: 8.031307100311125e-06
Position 8506: 7.775839870869e-06
Position 8527: 7.556483396383539e-06
Position 11878: 7.511654331113938e-06
Position 5883: 7.164050662224535e-06
Position 3139: 6.800129927633716e-06
Position 2104: 6.788820251406357e-06
Position 1022: 6.444203223270671e-06
Position 1875: 5.351601590495255e-06
Position 439: 5.338561930000466e-06
Position 271: 4.206190232181232e-06
Position 7915: 3.6372451946083106e-06
Position 1395: 3.557167799868169e-06
Position 1475: 3.403159173911521e-06
Position 8611: 3.3971424652056e-06
Position 8879: 2.981306851617519e-06
Position 1115: 2.5627105580712046e-06
Position 1452: 2.3825802872522274e-06
Position 408: 2.221936707007828e-06
Position 274: 2.1514781617279007e-06
Position 1769: 2.067348147054886e-06
Position 1413: 2.029303854010911e-06
Position 9143: 1.9397140211558233e-06
Position 1444: 1.7284961790290073e-06
Position 1041: 1.7195939957571464e-06
Position 8676: 8.85293300392454e-07
Position 1503: 5.651128021023936e-07
Position 278: 8.966673685595189e-08
Position 968: 5.945755789916959e-08
Position 714: 5.728150369877722e-08
Position 260: 2.2830621005730432e-08
Position 124: 1.8137516479047674e-08
Position 756: 9.660783433372129e-09
Position 809: 6.165805142819236e-09
Position 118: 3.749511865477378e-09
Position 132: 2.8410191486569436e-09
Position 370: 2.7552981155531962e-09
Position 753: 1.2504765038275574e-09
Position 992: 9.375867447982303e-10
Position 75: 7.226956676352272e-10
Position 555: 9.057313134719165e-11
Position 90: 3.2901195328730205e-11
Position 731: 2.916383189622331e-11
