Gene = CYSTM1
index = 424
Annotated 5SS: [  644 20011]
Annotated 3SS: [19803 68662]
SMsplice 5SS: [  644 20011 22084 43887 62119]
SMsplice 3SS: [19803 21946 43743 62033 68662]
top_k =  1000
Partition function (log Z): -33.717846639489764

Sorted 5' Splice Sites (High to Low Probability):
Position 20011: 0.8366994825773308
Position 644: 0.5829882869966561
Position 22084: 0.49208116166057225
Position 5301: 0.39175258930753337
Position 87: 0.34874462706363923
Position 2965: 0.3026563584342946
Position 5482: 0.2500395000602632
Position 7834: 0.1381604465463292
Position 562: 0.11319546452992006
Position 101: 0.09616258843173282
Position 10292: 0.08358448773716932
Position 19967: 0.08235252367833928
Position 16802: 0.06640554481107996
Position 2020: 0.047740403829969524
Position 20652: 0.03762204322803282
Position 6122: 0.033728273867844556
Position 10297: 0.02848888080000829
Position 2213: 0.027662189711771812
Position 2911: 0.026758918017913223
Position 22128: 0.026565416237417715
Position 9010: 0.024659180518481517
Position 245: 0.024232435511482128
Position 7518: 0.02284641024386753
Position 2245: 0.015647174389173676
Position 19943: 0.014594274262268767
Position 487: 0.014592612610045687
Position 627: 0.013313662959553068
Position 10288: 0.013109240465519792
Position 2915: 0.012793748592964812
Position 7614: 0.012610536853494171
Position 649: 0.010214000766168673
Position 2898: 0.009326318051501878
Position 2877: 0.005372510392141497
Position 2919: 0.0042828381110570565
Position 3900: 0.003960348534198113
Position 1669: 0.003499500443435134
Position 2493: 0.0030811008113841463
Position 3640: 0.002948389095021187
Position 1290: 0.0029060878526644494
Position 3033: 0.002335387500239787
Position 25: 0.002216855099083305
Position 306: 0.0019797028357832033
Position 601: 0.0017230386856769008
Position 3620: 0.0013714861096298249
Position 7769: 0.0011657765264686752
Position 2799: 0.0011573331626683904
Position 208: 0.0010204077082116023
Position 1603: 0.0010105439999606785
Position 497: 0.000944919617221688
Position 1089: 0.0009341190605581248
Position 3719: 0.0009112183446608151
Position 1689: 0.0009064733018303798
Position 1984: 0.000877011789343857
Position 2935: 0.0008340432300761354
Position 2369: 0.0007913751752890548
Position 1308: 0.0007302316247241058
Position 3064: 0.000712274628086494
Position 1913: 0.000655528314945728
Position 257: 0.0005655000621389567
Position 1443: 0.0005098486221554906
Position 39: 0.00043147385336763164
Position 779: 0.0004304501594925914
Position 7759: 0.0004148225815064218
Position 2483: 0.0004065039072742448
Position 123: 0.0003969445219405431
Position 191: 0.0003787631795774256
Position 2152: 0.0002941672520518203
Position 3050: 0.00028281267434474315
Position 3853: 0.0002499318218036059
Position 479: 0.00021369250773697407
Position 252: 0.00020350699782026817
Position 3082: 0.0001832958147146385
Position 586: 0.00017510682626512814
Position 5700: 0.00017300903434868677
Position 414: 0.0001722178326566765
Position 4686: 0.00016186457988899517
Position 1958: 0.00015863601586539955
Position 3037: 0.00015165365561384893
Position 1122: 0.00013634033087681958
Position 3984: 0.0001233946574026649
Position 2575: 0.00011757861129619081
Position 4485: 0.00011413403955896402
Position 1656: 9.825817994757357e-05
Position 1105: 8.389323094273677e-05
Position 3016: 8.19065885503794e-05
Position 3185: 6.08776659408529e-05
Position 239: 5.400563944667606e-05
Position 2745: 5.0026010076863184e-05
Position 2357: 4.6383588017567065e-05
Position 1139: 4.191011498374953e-05
Position 1995: 4.162576833441243e-05
Position 2076: 2.2438029484091463e-05
Position 293: 1.9082054877070988e-05
Position 524: 1.6228448703004583e-05
Position 118: 1.0021359656608667e-05
Position 435: 9.919005211949649e-06
Position 1532: 3.835846821709208e-06
Position 5515: 1.8786548448533247e-06
Position 340: 1.7442446734412168e-06
Position 430: 1.4586259552998885e-06
Position 299: 1.2379375137276187e-06
Position 1862: 1.1254066381688545e-06
Position 519: 9.572936585335581e-07
Position 58: 8.676038542364732e-07
Position 1891: 6.148088669776265e-07
Position 332: 5.436501375672636e-07
Position 5498: 2.0941307812285794e-08
Position 1280: 8.619360268432781e-09
Position 1264: 8.610548152108165e-09
Position 623: 5.965885146706071e-09
Position 17: 6.368899010878531e-10
Position 571: 1.126679443224208e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 19803: 0.989158639883428
Position 21946: 0.6469122581239584
Position 5043: 0.504840705396657
Position 2832: 0.34192343398918285
Position 22686: 0.18897287117058745
Position 561: 0.15965564394698573
Position 7730: 0.13778402727051622
Position 25423: 0.11441694532849789
Position 10060: 0.11175254665278803
Position 23311: 0.0910038056626869
Position 25764: 0.09006993825642402
Position 5443: 0.08563647200365965
Position 16427: 0.07154478592077801
Position 23363: 0.06848459560779147
Position 24385: 0.0680137420438076
Position 20510: 0.0633582385605514
Position 2126: 0.0448482458260533
Position 600: 0.04320575363550378
Position 20083: 0.04151308112489322
Position 24720: 0.03526331501484915
Position 20132: 0.026453590334484585
Position 6024: 0.02565531839199216
Position 7459: 0.025517464759340743
Position 8906: 0.024693782520539834
Position 5063: 0.023484250922603877
Position 5039: 0.016320484485691632
Position 21774: 0.016209409852049536
Position 22804: 0.015937174799440776
Position 1955: 0.015154275864841095
Position 1833: 0.015128585626359792
Position 10032: 0.01467501816240975
Position 7421: 0.012188669875255494
Position 1993: 0.010402132244964711
Position 20674: 0.010128444430616654
Position 2839: 0.00960588160031963
Position 2853: 0.008349583106869543
Position 5985: 0.008151971375678208
Position 5113: 0.005584420328647082
Position 477: 0.00555775654588055
Position 221: 0.00526130117562762
Position 2694: 0.005038635105260667
Position 22850: 0.004120628845794031
Position 3827: 0.004093092603507483
Position 22592: 0.003963022436873151
Position 557: 0.003615603954666639
Position 1850: 0.003480961326528504
Position 22371: 0.003443225064996273
Position 5202: 0.003424587531197484
Position 5256: 0.0033445412783307876
Position 3562: 0.0033169436090731224
Position 623: 0.0031689889820862055
Position 1845: 0.003037632098802603
Position 2670: 0.0018203878969883143
Position 20820: 0.0016506149856564672
Position 1525: 0.0016070349848384595
Position 3488: 0.0014864332097025885
Position 606: 0.0012293623150906668
Position 1920: 0.0010924314907451958
Position 318: 0.0009876098950939616
Position 1913: 0.0008244853290947787
Position 5416: 0.0007826532710586518
Position 2179: 0.0007395477510589782
Position 6872: 0.0006742582399013301
Position 1756: 0.0006036513587809958
Position 1602: 0.0005826587290601556
Position 3637: 0.00042762593609411216
Position 13853: 0.00037055653326148246
Position 2802: 0.0003232432696928781
Position 380: 0.00029705181188015284
Position 1806: 0.0002686571663422863
Position 1314: 0.000258209570982521
Position 909: 0.00024204872616940027
Position 10497: 0.00023236518745104525
Position 5584: 0.00020913006280865712
Position 2313: 0.00019978808405042968
Position 4504: 0.00016431087413078227
Position 9609: 0.00015873147855858982
Position 306: 0.000147632591170248
Position 3852: 0.00014390503317545378
Position 9508: 0.00012924231131367873
Position 1964: 0.00012130161340481693
Position 4368: 0.00011413403955896403
Position 1803: 0.00010671661136868787
Position 189: 0.00010251363186086781
Position 444: 0.00010025067588533787
Position 6689: 9.75216824875106e-05
Position 1957: 9.458307645458371e-05
Position 313: 9.042585344864749e-05
Position 340: 8.999039901392036e-05
Position 3730: 8.333700095741101e-05
Position 1062: 7.9732986134831e-05
Position 1722: 7.211735395197656e-05
Position 2798: 6.881529401591293e-05
Position 6640: 6.42261227718177e-05
Position 3983: 5.769971104115752e-05
Position 7921: 5.115200359856769e-05
Position 3833: 4.8490709343089304e-05
Position 528: 4.828216313533997e-05
Position 2466: 4.455984631296928e-05
Position 2595: 4.2425244961750064e-05
Position 1442: 4.1452922698373194e-05
Position 5640: 4.104565796023019e-05
Position 513: 4.0990924522996434e-05
Position 8583: 4.014153865114451e-05
Position 8272: 3.9332473162004385e-05
Position 2928: 3.5826240682148045e-05
Position 8685: 2.9960740860892197e-05
Position 1363: 2.760677835720938e-05
Position 1311: 2.4943734012856682e-05
Position 5610: 2.232278048159289e-05
Position 2536: 2.149342805576329e-05
Position 1701: 1.6643112091160975e-05
Position 1170: 1.650926987159398e-05
Position 346: 1.5268025352920525e-05
Position 2487: 1.323548972654911e-05
Position 7862: 1.3105117298701555e-05
Position 5613: 1.2373603871567212e-05
Position 5756: 1.20049545548185e-05
Position 2099: 1.142379676013514e-05
Position 6187: 1.1207515692801617e-05
Position 1205: 9.872534012090945e-06
Position 118: 9.556674987479743e-06
Position 486: 9.345768917795483e-06
Position 1184: 9.18011484628528e-06
Position 1157: 8.700832514443638e-06
Position 384: 8.20023096581702e-06
Position 1189: 8.197960558182175e-06
Position 8311: 7.860378718239614e-06
Position 831: 7.422336780029332e-06
Position 1146: 7.3077413556879006e-06
