Gene = MYCBP
index = 902
Annotated 5SS: [ 815 1088 6544 7226]
Annotated 3SS: [1014 6494 7095 9390]
SMsplice 5SS: [ 572 1088 7226]
SMsplice 3SS: [1014 7095 9390]
top_k =  1000
Partition function (log Z): -9.741579039604906

Sorted 5' Splice Sites (High to Low Probability):
Position 1088: 0.7525054349806299
Position 7226: 0.7081306097872428
Position 572: 0.4317007894643879
Position 511: 0.25698036880596636
Position 815: 0.09833924159447575
Position 5460: 0.09244416145612797
Position 1047: 0.08994580524494765
Position 2832: 0.08546663124057606
Position 1515: 0.06549912646335192
Position 158: 0.05827276296266657
Position 6544: 0.05213135661385401
Position 6785: 0.05185315002164113
Position 1533: 0.04780324255139598
Position 1495: 0.03509480047179826
Position 345: 0.0301137619463176
Position 442: 0.02026264643395137
Position 9796: 0.01561302029585375
Position 6947: 0.014551666172148153
Position 1109: 0.010313631521520678
Position 9189: 0.010217165890781633
Position 2863: 0.00979351973857913
Position 1214: 0.008932213315298731
Position 256: 0.008528467552600096
Position 7183: 0.007728672531110218
Position 703: 0.006550975705228642
Position 901: 0.005272412087742289
Position 6556: 0.005082302740230841
Position 1031: 0.004834811046750539
Position 9474: 0.004192975931549051
Position 1788: 0.0032043874993203584
Position 923: 0.003144044732131748
Position 2340: 0.0020650670935279166
Position 409: 0.0019381752203982785
Position 9129: 0.0017883087336496122
Position 1261: 0.0015882801258473652
Position 1793: 0.0015403264603659561
Position 7442: 0.0014481838239545559
Position 16: 0.001332062334416717
Position 7072: 0.0012721034158076432
Position 7764: 0.0011354009431087885
Position 1507: 0.0009977512744853867
Position 866: 0.0009808470836514156
Position 5462: 0.0009674650590735148
Position 450: 0.0009413606260791611
Position 852: 0.000906282435201741
Position 3126: 0.0008695502339952418
Position 6997: 0.0008389139251511825
Position 6423: 0.0008118770461292313
Position 7002: 0.0006244648700372401
Position 2613: 0.0005951138749807608
Position 7318: 0.0005795914922167148
Position 877: 0.0005392837386968812
Position 69: 0.0004923943294780074
Position 2390: 0.0004807981083433842
Position 692: 0.0004399146397665644
Position 8609: 0.00040469954964721924
Position 1415: 0.00037370882839572636
Position 3574: 0.0003666102406020868
Position 7809: 0.00026631034322457443
Position 8387: 0.00021596939017577135
Position 153: 0.00017167379004749981
Position 1266: 0.0001593999811561397
Position 5965: 0.00011898130449249458
Position 1663: 0.00010840311375697065
Position 695: 0.0001082559602323563
Position 400: 0.00010692137797479033
Position 1440: 0.00010405630130575561
Position 926: 7.725257477064479e-05
Position 1948: 6.408472947358865e-05
Position 4769: 6.294711172242972e-05
Position 2685: 5.669755148932831e-05
Position 3771: 5.016209533320534e-05
Position 5076: 4.525570436083772e-05
Position 1066: 4.3895889421579246e-05
Position 2817: 3.917771734880169e-05
Position 5495: 3.608843515553654e-05
Position 4941: 3.007720928925609e-05
Position 57: 2.995138417747263e-05
Position 4724: 2.615906873098402e-05
Position 652: 1.7636564679159977e-05
Position 155: 1.736703764306698e-05
Position 1226: 1.200954875228268e-05
Position 468: 1.0712682599419478e-05
Position 764: 1.0491268995297203e-05
Position 1449: 9.736060352547138e-06
Position 1038: 7.896513215320556e-06
Position 888: 7.5222716980398025e-06
Position 1204: 7.22162923992385e-06
Position 1059: 5.53384159760042e-06
Position 391: 5.344480897210304e-06
Position 1197: 4.92505469317672e-06
Position 883: 3.607097524670175e-06
Position 1167: 2.9981461183438233e-06
Position 738: 1.2375287154366047e-06
Position 758: 9.77222946688987e-07
Position 5: 7.794771344038189e-07
Position 224: 8.158665498615302e-08
Position 195: 4.880413978119994e-08
Position 2444: 1.1123889050198675e-08
Position 183: 1.0952560522107026e-09
Position 185: 9.020049334542607e-10
Position 40: 5.240692383869285e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1014: 0.7675333468780582
Position 9390: 0.694367178319075
Position 7095: 0.5480908810798876
Position 6494: 0.13179604092817687
Position 5206: 0.10817071799789356
Position 1356: 0.10434235978767226
Position 2711: 0.09328470384431542
Position 6661: 0.07404867225848638
Position 7105: 0.0648257883683323
Position 9038: 0.04908648023399977
Position 1359: 0.04477334296575043
Position 7115: 0.04148394891186541
Position 8314: 0.03501454985424296
Position 9351: 0.031556128470796245
Position 7052: 0.03105349674752059
Position 7130: 0.022383996655724037
Position 10637: 0.020870982522432694
Position 10153: 0.017833035428718044
Position 10742: 0.014940335173643656
Position 3308: 0.010386231408034454
Position 9842: 0.00926132779937262
