Gene = PRPF38A
index = 1074
Annotated 5SS: [  316  1276  4127  6637  8061  9428 10084 10296 10823]
Annotated 3SS: [ 1115  4004  6550  7949  9314 10056 10197 10773 12083]
SMsplice 5SS: [  316  1276  4127  6637  8061  9428 10084 10296 10823]
SMsplice 3SS: [ 1115  4004  6520  7949  9314 10056 10197 10773 12083]
top_k =  1000
Partition function (log Z): 13.214388844859315

Sorted 5' Splice Sites (High to Low Probability):
Position 10296: 0.9958471128932961
Position 4127: 0.9779675597176493
Position 9428: 0.9672820093679297
Position 8061: 0.9510453718267571
Position 6637: 0.9325546033127522
Position 1276: 0.9148914521706684
Position 10823: 0.8670271684889668
Position 316: 0.8587860727372436
Position 10084: 0.7034010426131972
Position 4660: 0.47795702927719846
Position 7761: 0.25161063380031695
Position 7013: 0.2364576819862437
Position 7009: 0.2189722667401081
Position 750: 0.1944278384012298
Position 14083: 0.10319441769849436
Position 10697: 0.0630972391347877
Position 505: 0.05801027516964205
Position 13541: 0.05779756354867796
Position 381: 0.05342137683828631
Position 7717: 0.04801550209173637
Position 5408: 0.042626731522621655
Position 9953: 0.04217900658063438
Position 7402: 0.04203820158567795
Position 6995: 0.04129023584335541
Position 12180: 0.04074556012936358
Position 10709: 0.032673673943006444
Position 7571: 0.03084098437832972
Position 2311: 0.022280529733992676
Position 10473: 0.01933593282179477
Position 9697: 0.019101068046250756
Position 2184: 0.014384613427511973
Position 1150: 0.012431588778877468
Position 3730: 0.011529624975165737
Position 1843: 0.009297967500217531
Position 284: 0.009104294413545131
Position 8305: 0.00867146883389403
Position 117: 0.007394610303698851
Position 4005: 0.00688967062880074
Position 900: 0.006204666372430499
Position 5403: 0.006201931326521119
Position 9162: 0.005746114550394893
Position 932: 0.005721311488652773
Position 11422: 0.004994228538289461
Position 2732: 0.004876532374144372
Position 5721: 0.004770604131201326
Position 2081: 0.00473226469094187
Position 1920: 0.004659498820479307
Position 9085: 0.004155841386102225
Position 5451: 0.0040037477590467805
Position 1661: 0.003460850359133287
Position 8084: 0.0032652672349423235
Position 8421: 0.003220101064147872
Position 4834: 0.0030964148886098715
Position 5455: 0.003036077114044456
Position 543: 0.0027324833065584856
Position 7238: 0.0025882846059357392
Position 423: 0.0025811237274651327
Position 138: 0.002516792708745633
Position 11618: 0.0025154882037993435
Position 4131: 0.002319966889476881
Position 905: 0.002197621268720091
Position 1904: 0.0020637035422034233
Position 9406: 0.0019657183042343686
Position 12275: 0.0019346473766756979
Position 12595: 0.0019107315906936025
Position 14166: 0.0018945513211181353
Position 1976: 0.0017913446146804383
Position 6903: 0.001700409775171389
Position 11186: 0.001561988507120283
Position 6827: 0.0014485645706184122
Position 10323: 0.0012753534223869586
Position 1918: 0.0012302940825214272
Position 6796: 0.001183908438066488
Position 2144: 0.0011267101213316547
Position 9784: 0.0010692072273445722
Position 46: 0.001026011562100928
Position 13296: 0.0009302433610850273
Position 8087: 0.0008711692002972139
Position 9902: 0.0008227449487237543
Position 410: 0.000807113728903503
Position 6599: 0.0007979206393023963
